varga_id	kanda	theme_iast	theme_slp1	semdom_keywords	lemma_slp1	deva	iast	gloss	core_rank	card_href
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	kIcaka	कीचक	kīcaka	kīcaka m. (√ cīk , Uṇ. v, 36 ) a hollow bamboo (whistling or rattling in the wind, Arundo Karka ),…	4326	../../w/k_49caka.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	brahmaRya	ब्रह्मण्य	brahmaṇya	1. brahmaṇya Nom. P. ˚yati (only pr. p. ˚yat ) to pray, be devout or religious, RV.	4344	../../w/brahma_52ya.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	DAtakI	धातकी	dhātakī	dhātakī f. Grislea Tomentosa , Suśr.	4346	../../w/_44_41tak_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	SAla	शाल	śāla	1. śāla mfn. ( fr. śṛ for śri ) being in a house &c., ŚBr. ( ˚lam ind. ‘at home’, ib. )	4396	../../w/_53_41la.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	sOvIra	सौवीर	sauvīra	sauvīra m. pl. ( fr. su-vīra ) N. of a people inhabiting a district in the neighbourhood of the Ind…	4401	../../w/s_4fv_49ra.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	amlavetasa	अम्लवेतस	amlavetasa	amla—vetasa m. a kind of dock or sorrel, Rumex Vesicarius , MBh. iii, 11568 ; Suśr.	4440	../../w/amlavetasa.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	BfNgarAja	भृङ्गराज	bhṛṅgarāja	bhṛṅga—rāja m. ‘bee-king’, a species of large bee, the humble bee, L.	4446	../../w/_42f_4egar_41ja.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	ciYcA	चिञ्चा	ciñcā	ciñcā f. the tamarind tree, Bhpr. v, 9, 27 and 26, 75 ; vii, 18, 95	4447	../../w/ci_59c_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	Damana	धमन	dhamana	dhamana mfn. blowing with a bellows, L.	4448	../../w/_44amana.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	pASupata	पाशुपत	pāśupata	pāśupata mf( ī )n. relating or sacred to or coming from Śiva Paśu-pati, MBh. ; Kāv. &c.	4455	../../w/p_41_53upata.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	dolA	दोला	dolā	dolā f. See below.	4474	../../w/dol_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	sTARu	स्थाणु	sthāṇu	sthāṇu mfn. ( accord. to some for sthalnu ) standing firmly, stationary, firm, fixed, immovable, mo…	4492	../../w/s_54_41_52u.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	gopI	गोपी	gopī	go-pī ( ī ), f. id. , L.	4504	../../w/gop_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	jIvaka	जीवक	jīvaka	jīvaka mfn. living, alive, Hcar. vii	4506	../../w/j_49vaka.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	trivft	त्रिवृत्	trivṛt	tri—vṛt mfn. threefold, triple, triform, consisting of 3 parts or folds &c., RV. &c.	4515	../../w/trivft.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	vyAGrI	व्याघ्री	vyāghrī	vyāghrī ( ī ), f. See col. 3.	4539	../../w/vy_41_47r_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	badarI	बदरी	badarī	badarī ( ī ), f. See below	4582	../../w/badar_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	gaRikA	गणिका	gaṇikā	gaṇikā f. a harlot, courtezan, Mn. iv ; Yājñ. i, 161 ; MBh. xiii ; Mṛcch. &c.	4587	../../w/ga_52ik_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	SArada	शारद	śārada	śārada mf( ī , or śāradī )n. ( fr. śarad ) produced or growing in autumn, autumnal, mature, AV. &c.…	4600	../../w/_53_41rada.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	puzkara	पुष्कर	puṣkara	puṣkara n. (rather fr. puṣka + ra than fr. puṣ + kara ; but cf. Uṇ. iv, 4 ) a blue lotus-flower, a…	4620	../../w/puzkara.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	musalI	मुसली	musalī	musalī ( ī ), f. Curculigo Orchioides , L.	4675	../../w/musal_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	plakza	प्लक्ष	plakṣa	plakṣa m. the waved-leaf fig-tree, Ficus Infectoria (a large and beautiful tree with small white fr…	4679	../../w/plakza.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	BUrja	भूर्ज	bhūrja	bhūrja m. a species of birch (the Bhoj. tree, Betula Bhojpatra , the bark of which is used for writ…	4696	../../w/_42_55rja.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	utPulla	उत्फुल्ल	utphulla	ut-phulla mfn. ( Kāty. on Pāṇ. viii, 2, 55 ) blown (as a flower), Kir. ; Kathās. ; Śiś.	4715	../../w/ut_50ulla.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	BArgI	भार्गी	bhārgī	bhārgī f. a queen of the Bhargas, Pāṇ. iv, 1, 178	4725	../../w/_42_41rg_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	sumanas	सुमनस्	sumanas	su—manas mfn. good-minded, well-disposed, benevolent, gracious, favourable, pleasant, agreeable, RV…	4750	../../w/sumanas.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	viBItaka	विभीतक	vibhītaka	vi—bhītaka , see s.v.	4807	../../w/vi_42_49taka.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	AragvaDa	आरग्वध	āragvadha	ārag-vadha m. the tree Cathartocarpus ( Cassia ) Fistula , Bhpr. ; Suśr.	4811	../../w/_41ragva_44a.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	mUrvA	मूर्वा	mūrvā	mūrvā f. ( cf. √ murv ) Sanseviera Roxburghiana (a sort of hemp from which bowstrings and the girdl…	4822	../../w/m_55rv_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	campaka	चम्पक	campaka	campaka m. Michelia Campaka (bearing a yellow fragrant flower), MBh. ; R. &c.	4838	../../w/campaka.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	mADavI	माधवी	mādhavī	mādhavī ( ī ), f. See below	4842	../../w/m_41_44av_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	jyotizmatI	ज्योतिष्मती	jyotiṣmatī	jyotiṣ—matī f. ( tī ) ‘star-illumined’, night, L.	4857	../../w/jyotizmat_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	palASa	पलाश	palāśa	1. palā Sa m. a Rākṣasa, L.	4883	../../w/pal_41_53a.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	surasA	सुरसा	surasā	su—rasā ( ā ), f. N. of various plants ( Anethum Panmori ; Vitex Negundo ; a kind of jasmine; = rās…	4891	../../w/suras_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	cavya	चव्य	cavya	cavya n. id. , Suśr. i , iv , vi	4903	../../w/cavya.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	dArvI	दार्वी	dārvī	dārvī ( ī ), f. Curcuma Aromatica or Xanthorrhiza , also a kind of collyrium extracted from it, Suś…	4905	../../w/d_41rv_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	nawa	नट	naṭa	naṭa m. ( fr. prec. ; but cf. Uṇ. iv, 104 ) actor, dancer, mime, MBh. ; Kāv. &c.	4945	../../w/nawa.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	arizwa	अरिष्ट	ariṣṭa	a-riṣṭa mf( ā )n. unhurt, RV. &c.	4960	../../w/arizwa.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	DattUra	धत्तूर	dhattūra	dhattūra m. the white thorn-apple, Datura Alba (used as a poison), Suśr. (also ˚raka m. ˚rakā f. ),…	4962	../../w/_44att_55ra.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	nIlI	नीली	nīlī	nīlī ( ī ), f. the indigo plant or dye, Mn. ; Var. ; Suśr. &c. Blyxa Octandra , L.	4971	../../w/n_49l_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	vimalA	विमला	vimalā	vi-malā f. a species of Opuntia , L.	5013	../../w/vimal_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	bIjapUra	बीजपूर	bījapūra	bīja—pūra m. ( Suśr. ) ‘seed-filled’, a citron, Citrus Medica	5023	../../w/b_49jap_55ra.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	jayantI	जयन्ती	jayantī	jayantī f. a flag, L.	5027	../../w/jayant_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	mAlatI	मालती	mālatī	mālatī f. Jasminum Grandiflorum (plant and blossom; it bears fragrant white flowers which open towa…	5057	../../w/m_41lat_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	nikumBa	निकुम्भ	nikumbha	ni-kumbha m. Croton Polyandrum (also f( ī ). , L. )	5059	../../w/nikum_42a.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	pAwalA	पाटला	pāṭalā	pāṭalā f. Bignonia Suaveolens , Kāv.	5122	../../w/p_41wal_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	tiktaka	तिक्तक	tiktaka	tiktaka mfn. bitter, ( n. ) anything having a bitter flavour, R. ii ; Suśr. (with sarpis = ˚kta-ghṛ…	5142	../../w/tiktaka.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	viSAlA	विशाला	viśālā	viśālā ( ā ), f. colocynth, Suśr.	5177	../../w/vi_53_41l_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	kASmarya	काश्मर्य	kāśmarya	kāśmarya m. (= kārṣm˚ ) id. , MBh. ; Suśr.	5193	../../w/k_41_53marya.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	ketakI	केतकी	ketakī	ketakī f. ( g. gaurā di, Gaṇar. 46 ) id. , Gīt. ; Vet. ; Sāh. ; ŚivaP.	5195	../../w/ketak_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	citrA	चित्रा	citrā	citrā ( ā ), f. Spica virginis, the 12th (in later reckoning the 14th) lunar mansion, AV. xix, 7, 3…	5225	../../w/citr_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	hEmavatI	हैमवती	haimavatī	haimavatī ( atī ), f. N. of various plants (Vacā with white flowers, Terminalia Chebula , Linum Usi…	5262	../../w/h_45mavat_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	sarala	सरल	sarala	sarala mf( ā )n. ‘running on’, straight (not ‘crooked’), Kāv. ; Rājat.	5268	../../w/sarala.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	yavasa	यवस	yavasa	yavasa m. n. grass, fodder, pasturage, RV. ; &c.	5275	../../w/yavasa.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	kawPala	कट्फल	kaṭphala	kaṭ-phala m. (for kaṭu-phala , but different in meaning from it), N. of a small tree (found in the…	5283	../../w/kaw_50ala.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	kArSya	कार्श्य	kārśya	1. kārśya m. N. of a plant (= kārṣya , kārṣmarya ), L.	5315	../../w/k_41r_53ya.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	kisalaya	किसलय	kisalaya	1. kisalaya n. [ as m. , L. ] a sprout or shoot, the extremity of a branch bearing new leaves, Gaut…	5347	../../w/kisalaya.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	pUtanA	पूतना	pūtanā	pūtanā f. See next.	5384	../../w/p_55tan_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	samaNgA	समङ्गा	samaṅgā	sam-aṅgā ( ā ), f. N. of various plants ( accord. to L. ‘ Rubia Munjista and Cordifolia , Mimosa Pu…	5386	../../w/sama_4eg_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	ucCraya	उच्छ्रय	ucchraya	uc-chraya m. rising, mounting, elevation	5425	../../w/uc_43raya.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	vetasa	वेतस	vetasa	vetasa m. ( cf. veta and vetra ) the ratan ( Calamus Rotang ) or a similar kind of cane, a reed, ro…	5430	../../w/vetasa.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	dAru	दारु	dāru	1. dāru mfn. liberal, L. ( cf. Pāṇ. iii, 2, 159 )	5437	../../w/d_41ru.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	mallikA	मल्लिका	mallikā	mallikā f. Jasminum Zambac (both the plant and the flower; ifc. f( ikā ). ), MBh. ; R. ; Hariv. &c.	5441	../../w/mallik_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	Cada	छद	chada	chada mfn. ifc. covering, BhP. x, 83, 36	5457	../../w/_43ada.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	iDma	इध्म	idhma	idhma m. ( n. , L. ) fuel in, general	5459	../../w/i_44ma.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	SiMSapA	शिंशपा	śiṃśapā	śiṃśapā f. (rarely and mc. śiṃśapa , m. ) the tree Dalbergia Sissoo , AV. &c. &c.	5475	../../w/_53i_4d_53ap_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	mandAra	मन्दार	mandāra	mandāra m. (in some meanings also written mandara ) the coral tree, Erythrina Indica (also regarded…	5499	../../w/mand_41ra.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	parus	परुस्	parus	parus n. a joint or knot ( esp. of a cane or reed, orig. ‘fullness’ i.e. the full or thick part of…	5504	../../w/parus.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	nAgavallI	नागवल्ली	nāgavallī	nāga—vallī f. id. , R. (also ˚li , Śiś. ix, 35 , ˚likā , L. )	5534	../../w/n_41gavall_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	cANgerI	चाङ्गेरी	cāṅgerī	cāṅgerī f. wood-sorrel, Hariv. 4652 ; Suśr. vi.	5567	../../w/c_41_4eger_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	tUla	तूल	tūla	tūla n. a tuft of grass or reeds, panicle of a flower or plant, AV. xix, 32, 3 ; Kāṭh. ; TāṇḍyaBr.…	5594	../../w/t_55la.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	gopura	गोपुर	gopura	go—pura n. a town-gate, MBh. ; R. ; BhP.	5607	../../w/gopura.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	nIlikA	नीलिका	nīlikā	nīlikā f. Blyxa Octandra , MBh.	5614	../../w/n_49lik_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	bArhata	बार्हत	bārhata	bārhata mf( ī )n. relating to the Sāman Bṛhat, VS. ; TS. ; Br. ŚrS.	5631	../../w/b_41rhata.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	SfNgI	शृङ्गी	śṛṅgī	śṛṅgī ( ī ), f. , see s.v.	5716	../../w/_53f_4eg_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	puMnAga	पुंनाग	puṃnāga	puṃ—nāga m. ‘elephant among men’, any distinguished man, L.	5751	../../w/pu_4dn_41ga.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	saptaparRa	सप्तपर्ण	saptaparṇa	sapta—parṇa mfn. 7-leaved, W.	5752	../../w/saptapar_52a.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	sarja	सर्ज	sarja	sarja m. one who emits or lets go, one who creates or makes (see -rajju-s˚ )	5754	../../w/sarja.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	kowara	कोटर	koṭara	koṭara m. n. [ as m. , L. ] ( n. , Pāṇ. vi, 3, 117 ; viii, 4, 4 ; g. aśmā di) the hollow of a tree,…	5774	../../w/kowara.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	buDna	बुध्न	budhna	budhna m. n. (probably not connected with √ budh ; but cf. Uṇ. iii, 5 ) bottom, ground, base, depth…	5803	../../w/bu_44na.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	nAgabalA	नागबला	nāgabalā	nāga—balā f. Uraria Lagopodioides , Suśr.	5815	../../w/n_41gabal_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	padmA	पद्मा	padmā	padmā ( ā ), f. ‘the lotus-hued one’, N. of Śrī, Mn. ; MBh. &c. ( cf. padma-śrī )	5817	../../w/padm_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	indrayava	इन्द्रयव	indrayava	indra—yava n. Indra's grain	5841	../../w/indrayava.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	vArAhI	वाराही	vārāhī	vārāhī ( ī ), f. , see below	5862	../../w/v_41r_41h_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	vAstuka	वास्तुक	vāstuka	vāstuka mfn. left remaining on the sacrificial ground, BhP. ( cf. prec. and vāstu-ha )	5864	../../w/v_41stuka.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	kzupa	क्षुप	kṣupa	kṣupa m. a bush, shrub (a small tree with short branches and roots, W. ), Yājñ. ii, 229 ; MBh. ; R.…	5879	../../w/kzupa.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	lakuca	लकुच	lakuca	lakaca ( L. ) or lakuca ( MBh. ; Suśr. &c.), m. a kind of bread-fruit tree, Artocarpus Lacucha (a t…	5881	../../w/lakuca.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	mAMsI	मांसी	māṃsī	māṃsī f. Nardostachys Jatamansi , Var. ; Suśr.	5884	../../w/m_41_4ds_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	mukunda	मुकुन्द	mukunda	mukunda m. ( cf. muku ) N. of Viṣṇu (sometimes transferred to Śiva), MBh. ; BhP.	5885	../../w/mukunda.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	nicula	निचुल	nicula	ni-cula m. (√ cul ) an upper garment, overcoat, L.	5886	../../w/nicula.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	pippala	पिप्पल	pippala	pippala m. the sacred fig-tree, Ficus Religiosa (commonly called Peepal ), MBh. ; Yājñ. ; Var. &c.…	5888	../../w/pippala.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	aBaya	अभय	abhaya	a-bhaya mf( ā )n. unfearful, not dangerous, secure	5902	../../w/a_42aya.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	badara	बदर	badara	badara m. the jujube tree, Zizyphus Jujuba , L.	5906	../../w/badara.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	mftsnA	मृत्स्ना	mṛtsnā	mṛtsnā f. See next.	5915	../../w/mftsn_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	pura	पुर	pura	1. pura (for 2. See p. 635), in comp. for puras .	5923	../../w/pura.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	kapitTa	कपित्थ	kapittha	kapittha m. ( ttha = stha ) ‘on which monkeys dwell’, Feronia Elephantum , MBh. ; Suśr. &c.	5950	../../w/kapit_54a.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	mAgaDI	मागधी	māgadhī	māgadhī ( ī ), f. a princess of the M˚ s MBh. ; R.	5954	../../w/m_41ga_44_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	pfSniparRI	पृश्निपर्णी	pṛśniparṇī	pṛśni—parṇī f. id. , ŚBr. ; KātyŚr. ; Suśr.	5960	../../w/pf_53nipar_52_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	sOganDika	सौगन्धिक	saugandhika	saugandhika mfn. sweet-scented, fragrant, MBh. ; R.	5969	../../w/s_4fgan_44ika.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	unmatta	उन्मत्त	unmatta	un-matta &c. See un-mad .	5973	../../w/unmatta.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	varaRa	वरण	varaṇa	1. varaṇa m. a rampart, mound, L.	5977	../../w/vara_52a.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	kumBI	कुम्भी	kumbhī	kumbhī ( ī ), f. a small jar or pot, earthen cooking vessel, VS. ; AV. ; TS. &c.	5990	../../w/kum_42_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	prasUna	प्रसून	prasūna	pra-˚sūna mfn. born, produced (= -sūta or jāta ), L.	5997	../../w/pras_55na.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	SAKin	शाखिन्	śākhin	śākhin mfn. provided with branches, Yājñ. ; MBh. ; Hariv.	6002	../../w/_53_41_4bin.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	sUraRa	सूरण	sūraṇa	sūraṇa n. (also written śūr˚ ) Amorphophallus Campanulatus ( cf. sūra-kanda ), L.	6010	../../w/s_55ra_52a.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	ajamodA	अजमोदा	ajamodā	aja—moda , m. or aja—modā , f. or aja—modikā , f. ‘goat's delight’, N. of various plants, common Ca…	6018	../../w/ajamod_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	caYcu	चञ्चु	cañcu	cañcu mfn. ifc. (= caṇa , cuñcu ) renowned or famous for, MBh. xiii, 17, 107 ; Bhartṛ. iii, 57	6021	../../w/ca_59cu.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	matsyAkzI	मत्स्याक्षी	matsyākṣī	matsyā kzI f. = prec. m. , L.	6030	../../w/matsy_41kz_49.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	rasA	रसा	rasā	rasā ( ā ), f. , see s.v.	6036	../../w/ras_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	SatapuzpA	शतपुष्पा	śatapuṣpā	śata—puṣpā ( ā ), f. Anethum Sowa , Suśr. ; Var.	6042	../../w/_53atapuzp_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	vizRukrAntA	विष्णुक्रान्ता	viṣṇukrāntā	viṣṇu—krāntā f. N. of various plants ( accord. to L. Clitoria Ternatea ; Evolvulus Alsinoides ; a k…	6047	../../w/viz_52ukr_41nt_41.html
AK-2.4	2	vanauṣadhivargaḥ	vanOzaDivargaH	Plant; Tree; Grass, herb, vine	pOzkara	पौष्कर	pauṣkara	pauṣkara mf( ī )n. relating to or made of or connected with the blue lotus, MBh. ; Hariv. ; Pur.	6071	../../w/p_4fzkara.html
