rank	lemma_slp1	deva	iast	gloss	core_rank	coverage_pct	cumulative_pct	lesson	card_href
3765	kIrtana	कीर्तन	kīrtana	kīrtana n. mentioning, repeating, saying, telling, MBh. ; Pañcat. &c.	4327	0.00315039	67.066	76	../../w/k_49rtana.html
3766	mAtariSvan	मातरिश्वन्	mātariśvan	mātari—śvan m. ( mātari- ; prob. , ‘growing in the m˚ ’ i.e. in the fire-stick, fr. √ śvi ) N. of A…	4328	0.00315039	67.0692	76	../../w/m_41tari_53van.html
3767	padavI	पदवी	padavī	pada—vī m. ( nom. s ) a leader, guide, forerunner, RV. ; AV. ( cf. -vāya )	4329	0.00315039	67.0723	76	../../w/padav_49.html
3768	saMdiS	संदिश्	saṃdiś	saṃ-√diś P. -diśati ( ind.p. -diśya , q.v. ), to point out, appoint, assign, R. ; Bhaṭṭ. ; to state…	4330	0.00315039	67.0755	76	../../w/sa_4ddi_53.html
3769	Sini	शिनि	śini	śini m. N. of various men (of a son of Su-mitra, of a son of Garga, of the father of Sātyaka, &c.;…	4331	0.00315039	67.0786	76	../../w/_53ini.html
3770	sKal	स्खल्	skhal	skhal cl. 1. P. ( Dhātup. xv, 37 ) skhalati (rarely ˚te ; pf. caskhāla , caskhaluḥ , MBh. &c.; fut.…	4332	0.00315039	67.0818	76	../../w/s_4bal.html
3771	Socis	शोचिस्	śocis	śocis n. flame, glow, radiance, light, RV. ; AV. ; Hariv.	4333	0.00315039	67.0849	76	../../w/_53ocis.html
3772	sureSvarI	सुरेश्वरी	sureśvarī	sure SvarI ( ī ), f. N. of Durgā, Kathās. ; Rājat.	4334	0.00315039	67.0881	76	../../w/sure_53var_49.html
3773	Svitra	श्वित्र	śvitra	śvitra mfn. whitish, white, AV. ; TS.	4335	0.00315039	67.0912	76	../../w/_53vitra.html
3774	tiryagyoni	तिर्यग्योनि	tiryagyoni	tiryag—yoni f. the womb of an animal, animal creation, organic nature (including plants), Mn. iv, 2…	4336	0.00315039	67.0944	76	../../w/tiryagyoni.html
3775	vAlukAyantra	वालुकायन्त्र	vālukāyantra	vālukā—yantra n. a sand-bath, Bhpr.	4337	0.00315039	67.0975	76	../../w/v_41luk_41yantra.html
3776	vanitA	वनिता	vanitā	vanitā f. a loved wife, mistress, any woman (also applied to the female of an animal or bird), MBh.…	4338	0.00315039	67.1007	76	../../w/vanit_41.html
3777	vimokza	विमोक्ष	vimokṣa	vi-˚mokṣa m. the being loosened or undone, PārGṛ.	4339	0.00315039	67.1038	76	../../w/vimokza.html
3778	anvah	अन्वह्	anvah	anv-√ah perf. -āha , to pronounce (especially a ceremonial formula, ŚBr. &c.)	4340	0.00312038	67.107	76	../../w/anvah.html
3779	avanam	अवनम्	avanam	ava-√nam ( p. -namat ; ind.p. -namya ) to bow, make a bow to, BhP. ; Śiś. ix, 74 ; Kathās. ; ( perf…	4342	0.00312038	67.1101	76	../../w/avanam.html
3780	BasmIBU	भस्मीभू	bhasmībhū	bhasmī—√bhū P. -bhavati , to become a˚ , MBh. ; Kāv. &c.	4343	0.00312038	67.1132	76	../../w/_42asm_49_42_55.html
3781	brahmaRya	ब्रह्मण्य	brahmaṇya	1. brahmaṇya Nom. P. ˚yati (only pr. p. ˚yat ) to pray, be devout or religious, RV.	4344	0.00312038	67.1163	76	../../w/brahma_52ya.html
3782	devadatta	देवदत्त	devadatta	deva—datta mfn. god-given, Mn. ; MBh. &c.	4345	0.00312038	67.1194	76	../../w/devadatta.html
3783	DAtakI	धातकी	dhātakī	dhātakī f. Grislea Tomentosa , Suśr.	4346	0.00312038	67.1226	76	../../w/_44_41tak_49.html
3784	mahADana	महाधन	mahādhana	mahā—dhana n. great spoil or booty (taken in battle), RV.	4347	0.00312038	67.1257	76	../../w/mah_41_44ana.html
3785	pariRam	परिणम्	pariṇam	pari-ṇam (√ nam ) P. Ā. -ṇamati , ˚te ( aor. pary-aṇaṃsīt ind.p. pari-ṇamya ), to bend or turn asid…	4348	0.00312038	67.1288	76	../../w/pari_52am.html
3786	prANmuKa	प्राङ्मुख	prāṅmukha	prāṅ—mukha mf( ā or ī )n. having the tip or the face turned forward or eastward, facing e˚ , GṛŚrS.…	4349	0.00312038	67.1319	76	../../w/pr_41_4emu_4ba.html
3787	prapitAmaha	प्रपितामह	prapitāmaha	pra-pitāmaha m. a paternal great-grandfather, VS. ; TS.	4350	0.00312038	67.135	76	../../w/prapit_41maha.html
3788	pyA	प्या	pyā	pyā ( pyai ) s. u. 2. pī .	4351	0.00312038	67.1382	76	../../w/py_41.html
3789	rata	रत	rata	rata rati &c. See under √ ram , p. 867, cols. 2, 3.	4352	0.00312038	67.1413	76	../../w/rata.html
3790	ruz	रुष्	ruṣ	1. ruṣ ( cf. √ ruś ) cl. 1. 4. P. ( Dhātup. xvii, 42 ; xxvi, 120 ) roṣati or ruṣyati (rarely ˚te ,…	4353	0.00312038	67.1444	76	../../w/ruz.html
3791	SAlmalI	शाल्मली	śālmalī	śālmalī ( ī ), f. , see below.	4355	0.00312038	67.1475	76	../../w/_53_41lmal_49.html
3792	SreRi	श्रेणि	śreṇi	śreṇi f. ( L. also m. ; according to Uṇ. iv, 51 , fr. √ śri ; connected with śreṭī above) a line, r…	4356	0.00312038	67.1506	76	../../w/_53re_52i.html
3793	stotf	स्तोतृ	stotṛ	stotṛ mfn. praising, worshipping, RV. ; AV.	4357	0.00312038	67.1538	76	../../w/stotf.html
3794	sureSvara	सुरेश्वर	sureśvara	sure Svara m. a lord of the gods, R. ; BhP.	4358	0.00312038	67.1569	76	../../w/sure_53vara.html
3795	vAtala	वातल	vātala	vātala mf( ā )n. windy, stormy (= vātula ), L.	4360	0.00312038	67.16	76	../../w/v_41tala.html
3796	yantf	यन्तृ	yantṛ	yantṛ mfn. restraining, limiting, withholding from ( loc. ), Āpast.	4361	0.00312038	67.1631	76	../../w/yantf.html
3797	Anantya	आनन्त्य	ānantya	ānantya mfn. ( fr. an-anta , Pāṇ. v, 4, 23 ), infinite, eternal, MBh. &c.	4362	0.00309038	67.1662	76	../../w/_41nantya.html
3798	aRiman	अणिमन्	aṇiman	aṇiman m. ( fr. aṇu , q.v. ), minuteness, fineness, thinness, ŚBr. &c.	4363	0.00309038	67.1693	76	../../w/a_52iman.html
3799	anusAra	अनुसार	anusāra	anu-sāra anu-sārin , &c. See under anu-√sṛ below.	4364	0.00309038	67.1724	76	../../w/anus_41ra.html
3800	aravinda	अरविन्द	aravinda	aravinda n. ( fr. ara and vinda , Pāṇ. iii, 1, 138 , Kāś. ), a lotus, Nelumbium Speciosum or Nympha…	4365	0.00309038	67.1755	76	../../w/aravinda.html
3801	ave	अवे	ave	ave (√ i ), -eti ( impf. -ayat ; Pot. 1. sg. iyām ; pr. p. f. avā-yati , RV. viii, 91, 1 ) to go do…	4366	0.00309038	67.1786	77	../../w/ave.html
3802	BAzin	भाषिन्	bhāṣin	bhāṣin mfn. saying, speaking, loquacious (mostly ifc. ), MBh. ; Kāv. &c.	4367	0.00309038	67.1817	77	../../w/_42_41zin.html
3803	brahmARqa	ब्रह्माण्ड	brahmāṇḍa	brahmā Rqa n. ‘Brahmā's egg’, the universe, world (also pl. ), Hariv. ; Sūryas. ; Pur. (also -kaṭāh…	4368	0.00309038	67.1848	77	../../w/brahm_41_52qa.html
3804	citA	चिता	citā	citā ( ā ), f. a layer, pile of wood, funeral pile, Lāṭy. viii ; MBh. &c.	4369	0.00309038	67.1878	77	../../w/cit_41.html
3805	Dfz	धृष्	dhṛṣ	dhṛṣ cl. 5. P. dhṛṣṇoti , RV. &c. &c.; cl. 1. P. dharṣati , VS. ; R. ( p. dhṛṣat , ˚ṣamāṇa , RV. ;…	4370	0.00309038	67.1909	77	../../w/_44fz.html
3806	dvipad	द्विपद्	dvipad	dvi—pad mfn. (or dvi- , Pāṇ. vi, 2, 197 ) ( m. pād , RV. ) ( f. padī , ib. , or pād , g. kumbha-pad…	4371	0.00309038	67.194	77	../../w/dvipad.html
3807	kAlikA	कालिका	kālikā	kālikā f. blackness or black colour, L.	4372	0.00309038	67.1971	77	../../w/k_41lik_41.html
3808	kOSala	कौशल	kauśala	kauśala n. ( fr. kuś˚ ; g. yuvā di) well-being, welfare, good fortune, prosperity, MBh. iv, 486 ; B…	4373	0.00309038	67.2002	77	../../w/k_4f_53ala.html
3809	nand	नन्द्	nand	nand cl. 1. P. ( Dhātup. iii, 30 ) nandati , ep. also ˚te ( pf. nananda , MBh. ; fut. nandiṣyate ,…	4374	0.00309038	67.2033	77	../../w/nand.html
3810	nandana	नन्दन	nandana	nandana mf( ā )n. (the initial n is not changeable to ṇ , g. kṣubhnā di) rejoicing, gladdening ( cf…	4375	0.00309038	67.2064	77	../../w/nandana.html
3811	nizeDa	निषेध	niṣedha	ni-˚ṣedha m. warding or keeping off, hindering, prevention, prohibition, Yājñ. ; Var. ; Suśr.	4376	0.00309038	67.2095	77	../../w/nize_44a.html
3812	paramArTa	परमार्थ	paramārtha	paramā rTa m. the highest or whole truth, spiritual knowledge, MBh. ; Kāv. ; Vedāntas. &c. ( ibc. ;…	4377	0.00309038	67.2126	77	../../w/param_41r_54a.html
3813	parikzip	परिक्षिप्	parikṣip	pari-√kṣip P. -kṣipati ( pf. -cikṣepa ; ind.p. -kṣipya ), to throw over or beyond, R. ; to put or l…	4378	0.00309038	67.2157	77	../../w/parikzip.html
3814	pratyudyA	प्रत्युद्या	pratyudyā	praty-ud-√yā P. -yāti , to rise and go towards or against, go to meet (a friend or an enemy), MBh.…	4379	0.00309038	67.2188	77	../../w/pratyudy_41.html
3815	ruru	रुरु	ruru	ruru m. ( cf. √ 1. ru , Uṇ. iv, 103 ) a species of antelope ( picta ), VS. &c. &c.	4380	0.00309038	67.2218	77	../../w/ruru.html
3816	sampat	सम्पत्	sampat	sam-√pat P. -patati , to fly or rush together (in a friendly or hostile manner), encounter, meet an…	4381	0.00309038	67.2249	77	../../w/sampat.html
3817	sfp	सृप्	sṛp	sṛp cl. 1. P. ( Dhātup. xxiii, 14 ) sarpati ( ep. and mc. also ˚te ; p. sarpat [see s.v. ] and sarp…	4382	0.00309038	67.228	77	../../w/sfp.html
3818	anupUrva	अनुपूर्व	anupūrva	anu-pūrva mf( ā )n. regular, orderly, in successive order from the preceding	4383	0.00306038	67.2311	77	../../w/anup_55rva.html
3819	ari	अरि	ari	ari m. v.l. for arin below.	4384	0.00306038	67.2341	77	../../w/ari.html
3820	BAs	भास्	bhās	1. bhās cl. 1. Ā. ( Dhātup. xvi, 23 ) bhāsate (in older language also P. bhāsati , AV. &c.; p. bhās…	4385	0.00306038	67.2372	77	../../w/_42_41s.html
3821	DAnyABraka	धान्याभ्रक	dhānyābhraka	dhānyā Bra & dhānyā B˚raka, n. a partic. preparation of talc, Bhpr.	4386	0.00306038	67.2403	77	../../w/_44_41ny_41_42raka.html
3822	dIpana	दीपन	dīpana	dīpana mf( ī )n. kindling, inflaming, setting on fire, MBh. ; Hariv. ; Kālid.	4387	0.00306038	67.2433	77	../../w/d_49pana.html
3823	hariRa	हरिण	hariṇa	hariṇa mf( ī )n. (the fem. hariṇī belongs to harita ) fawn-coloured, yellowish, tawny (also said of…	4388	0.00306038	67.2464	77	../../w/hari_52a.html
3824	kadana	कदन	kadana	kadana n. destruction, killing, slaughter, MBh. ; R. ; Pañcat. &c.	4389	0.00306038	67.2494	77	../../w/kadana.html
3825	kakzyA	कक्ष्या	kakṣyā	kakṣyā ( ā ), f. girth (of an animal), girdle, zone, RV. ; AV. viii, 4, 6 ; xviii, 1, 15 ; MBh. &c.…	4390	0.00306038	67.2525	77	../../w/kakzy_41.html
3826	kozRa	कोष्ण	koṣṇa	ko zRa mfn. ( Pāṇ. vi, 3, 107 ) moderately warm, tepid, Suśr. ; Ragh. i, 84	4391	0.00306038	67.2556	77	../../w/koz_52a.html
3827	kUrmapurARa	कूर्मपुराण	kūrmapurāṇa	kūrma—purāṇa n. ‘Purāṇa of the tortoise incarnation’, the 15th of the eighteen Purāṇas.	4392	0.00306038	67.2586	77	../../w/k_55rmapur_41_52a.html
3828	mADurya	माधुर्य	mādhurya	mādhurya n. sweetness, Kāv. ; Suśr.	4393	0.00306038	67.2617	77	../../w/m_41_44urya.html
3829	nirRaya	निर्णय	nirṇaya	nirṇaya &c. See nir-ṇī .	4394	0.00306038	67.2647	77	../../w/nir_52aya.html
3830	fzwi	ऋष्टि	ṛṣṭi	ṛṣṭi f. a spear, lance, sword, RV. ; AV. iv, 37, 8 ; 9 ; viii, 3, 7 ;	4395	0.00306038	67.2678	77	../../w/fzwi.html
3831	SAla	शाल	śāla	1. śāla mfn. ( fr. śṛ for śri ) being in a house &c., ŚBr. ( ˚lam ind. ‘at home’, ib. )	4396	0.00306038	67.2709	77	../../w/_53_41la.html
3832	samAkf	समाकृ	samākṛ	sam-ā-√kṛ P. Ā. -karoti , -kurute ; -kṛṇoti , -kṛṇute , to bring together, unite, RV. ; VS. ; to ga…	4397	0.00306038	67.2739	77	../../w/sam_41kf.html
3833	samAs	समास्	samās	sam-√ās Ā. -āste ( pr. p. -āsīna , q.v. ), to sit together, sit or assemble round ( acc. ), RV. ; A…	4398	0.00306038	67.277	77	../../w/sam_41s.html
3834	SaraRya	शरण्य	śaraṇya	1. śaraṇya n. (for 2. See ib. ) injury, hurt, W.	4399	0.00306038	67.28	77	../../w/_53ara_52ya.html
3835	SarAsana	शरासन	śarāsana	śarā sana m. ‘shooting ar˚ ’, N. of a son of Dhṛtarāṣṭra, MBh.	4400	0.00306038	67.2831	77	../../w/_53ar_41sana.html
3836	sOvIra	सौवीर	sauvīra	sauvīra m. pl. ( fr. su-vīra ) N. of a people inhabiting a district in the neighbourhood of the Ind…	4401	0.00306038	67.2862	77	../../w/s_4fv_49ra.html
3837	sruva	स्रुव	sruva	sruva m. ( cf. sruc ) a small wooden ladle (with a double extremity, or two oval collateral excavat…	4402	0.00306038	67.2892	77	../../w/sruva.html
3838	udgAra	उद्गार	udgāra	ud-gāra &c. See ud-√gṝ below.	4405	0.00306038	67.2923	77	../../w/udg_41ra.html
3839	udyoga	उद्योग	udyoga	ud-yoga m. the act of undertaking anything, exertion, perseverance, strenuous and continuous endeav…	4406	0.00306038	67.2954	77	../../w/udyoga.html
3840	vEdika	वैदिक	vaidika	vaidika mf( ī )n. ( fr. veda ) relating to the Veda, derived from or conformable to the V˚ , prescr…	4407	0.00306038	67.2984	77	../../w/v_45dika.html
3841	vAjin	वाजिन्	vājin	vājin mfn. swift, spirited, impetuous, heroic, warlike, RV. &c. &c. (with ratha m. a war-chariot; s…	4408	0.00306038	67.3015	77	../../w/v_41jin.html
3842	vikzepa	विक्षेप	vikṣepa	vi-kṣepa m. the act of throwing asunder or away or about, scattering, dispersion, MārkP. ; Dhātup.	4409	0.00306038	67.3045	77	../../w/vikzepa.html
3843	vitAna	वितान	vitāna	1. vi—tāna mfn. (for 2. See under vi-√tan ) ‘out of tune’, dejected, sad, Ragh. vi, 86	4410	0.00306038	67.3076	77	../../w/vit_41na.html
3844	adIna	अदीन	adīna	a-dīna mfn. not depressed, noble-minded	4412	0.00303037	67.3106	77	../../w/ad_49na.html
3845	Arza	आर्ष	ārṣa	ārṣa mf( ī )n. relating or belonging to or derived from Ṛṣis ( i.e. the poets of the Vedic and othe…	4413	0.00303037	67.3137	77	../../w/_41rza.html
3846	kaNkuzWa	कङ्कुष्ठ	kaṅkuṣṭha	kaṅkuṣṭha m. a medicinal earth (described as of two colours, one of silvery and one of a gold colou…	4415	0.00303037	67.3167	77	../../w/ka_4ekuz_57a.html
3847	kirIwa	किरीट	kirīṭa	kirīṭa mfn. See ati-kir˚	4416	0.00303037	67.3197	77	../../w/kir_49wa.html
3848	kopana	कोपन	kopana	kopana mf( ā )n. inclined to passion, passionate, wrathful, angry, MBh. ; R. &c.	4417	0.00303037	67.3227	77	../../w/kopana.html
3849	magaDa	मगध	magadha	magadha m. the country of the Magadhas, South Behār ( pl. the people of that country), AV. &c. &c.	4418	0.00303037	67.3258	77	../../w/maga_44a.html
3850	manIzA	मनीषा	manīṣā	manīṣā f. thought, reflection, consideration, wisdom, intelligence, conception, idea ( paro manīṣay…	4419	0.00303037	67.3288	77	../../w/man_49z_41.html
3851	nEvedya	नैवेद्य	naivedya	nai—vedya n. an offering of eatables presented to a deity or idol, BhP. ( cf. RTL. 144, 415 )	4420	0.00303037	67.3318	78	../../w/n_45vedya.html
3852	nAstika	नास्तिक	nāstika	nā stika mf( ī )n. atheistical, infidel	4421	0.00303037	67.3349	78	../../w/n_41stika.html
3853	nizpad	निष्पद्	niṣpad	niṣ—pad mf( ī )n. footless g. kumbhapady-ādi .	4422	0.00303037	67.3379	78	../../w/nizpad.html
3854	paYcatva	पञ्चत्व	pañcatva	pañca—tva n. fivefoldness	4423	0.00303037	67.3409	78	../../w/pa_59catva.html
3855	pariRI	परिणी	pariṇī	pari-ṇī (√ nī ) P. Ā. -ṇayati , ˚te ( pf. Ā. -ṇinye , Daś. ; -ṇayām āsa , MBh. ; 3. pl. aor. -aneṣa…	4424	0.00303037	67.344	78	../../w/pari_52_49.html
3856	pramAtf	प्रमातृ	pramātṛ	1. pra-mātṛ mfn. (for 2. See col. 2) one who has a correct notion or idea, authority, performer of…	4425	0.00303037	67.347	78	../../w/pram_41tf.html
3857	prAtihArya	प्रातिहार्य	prātihārya	prāti—hārya n. ( fr. -hāra ) the office of a door-keeper, Nalac.	4426	0.00303037	67.35	78	../../w/pr_41tih_41rya.html
3858	rIti	रीति	rīti	rīti f. going, motion, course, RV.	4427	0.00303037	67.353	78	../../w/r_49ti.html
3859	sugata	सुगत	sugata	su—gata mfn. going well, VarBṛS.	4428	0.00303037	67.3561	78	../../w/sugata.html
3860	surata	सुरत	surata	su—rata mfn. sporting, playful, Uṇ. v, 14 , Sch.	4429	0.00303037	67.3591	78	../../w/surata.html
3861	sUri	सूरि	sūri	1. sūri m. a learned man, sage (often ifc. after names, esp. as a title given to Jaina teachers), K…	4430	0.00303037	67.3621	78	../../w/s_55ri.html
3862	trita	त्रित	trita	trita m. ‘third’ ( τρίτος ), N. of a Vedic deity (associated with the Maruts, Vāyu, and Indra; figh…	4431	0.00303037	67.3652	78	../../w/trita.html
3863	vaSA	वशा	vaśā	vaśā , ( ā ), f. , see below	4432	0.00303037	67.3682	78	../../w/va_53_41.html
3864	viD	विध्	vidh	1. vidh cl. 6. P. -vidhati (in RV. also ˚te ), to worship, honour a god ( dat. loc. , or acc. ) wit…	4433	0.00303037	67.3712	78	../../w/vi_44.html
3865	vimala	विमल	vimala	vi—mala See s.v.	4434	0.00303037	67.3743	78	../../w/vimala.html
3866	vyasta	व्यस्त	vyasta	vy-asta mfn. cut in pieces, dismembered (said of Vṛtra), RV. i, 32, 7 torn asunder, gaping, TPrāt.	4435	0.00303037	67.3773	78	../../w/vyasta.html
3867	vyatiric	व्यतिरिच्	vyatiric	vy-ati-√ric Pass. -ricyate , to reach far beyond, leave behind, surpass, excel ( acc. or abl. ), Ha…	4436	0.00303037	67.3803	78	../../w/vyatiric.html
3868	yavana	यवन	yavana	1. yavana mfn. (√ 1. yu ) keeping away, averting (see dveṣo-yavana ).	4437	0.00303037	67.3834	78	../../w/yavana.html
3869	aBizwu	अभिष्टु	abhiṣṭu	abhi-ṣṭu (√ stu ), -ṣṭauti ( impf. -aṣṭaut , Pāṇ. viii, 3, 63 , or also -astaut , Pāṇ. viii, 3, 119…	4438	0.00300037	67.3864	78	../../w/a_42izwu.html
3870	aByASa	अभ्याश	abhyāśa	abhy-āśa , as , m. (also written 1. abhy-āsa ), reaching to, pervading, Yājñ. iii, 114 ; (with yad…	4439	0.00300037	67.3894	78	../../w/a_42y_41_53a.html
3871	amlavetasa	अम्लवेतस	amlavetasa	amla—vetasa m. a kind of dock or sorrel, Rumex Vesicarius , MBh. iii, 11568 ; Suśr.	4440	0.00300037	67.3924	78	../../w/amlavetasa.html
3872	anavadya	अनवद्य	anavadya	an-avadya mf( ā )n. irreproachable, faultless	4441	0.00300037	67.3954	78	../../w/anavadya.html
3873	anukrama	अनुक्रम	anukrama	anu-krama m. succession, arrangement, order, method	4442	0.00300037	67.3984	78	../../w/anukrama.html
3874	BallAtaka	भल्लातक	bhallātaka	bhallātaka m. id. , Bhpr. (also ˚kī f. , L. )	4444	0.00300037	67.4014	78	../../w/_42all_41taka.html
3875	BAzA	भाषा	bhāṣā	bhāṣā f. speech, language ( esp. common or vernacular speech, as opp. to Vedic or in later times to…	4445	0.00300037	67.4044	78	../../w/_42_41z_41.html
3876	BfNgarAja	भृङ्गराज	bhṛṅgarāja	bhṛṅga—rāja m. ‘bee-king’, a species of large bee, the humble bee, L.	4446	0.00300037	67.4074	78	../../w/_42f_4egar_41ja.html
3877	ciYcA	चिञ्चा	ciñcā	ciñcā f. the tamarind tree, Bhpr. v, 9, 27 and 26, 75 ; vii, 18, 95	4447	0.00300037	67.4104	78	../../w/ci_59c_41.html
3878	Damana	धमन	dhamana	dhamana mfn. blowing with a bellows, L.	4448	0.00300037	67.4134	78	../../w/_44amana.html
3879	jANgala	जाङ्गल	jāṅgala	jāṅgala mfn. ( fr. jaṅg˚ ) arid, sparingly grown with trees and plants (though not unfertile; cover…	4449	0.00300037	67.4164	78	../../w/j_41_4egala.html
3880	kamaRqalu	कमण्डलु	kamaṇḍalu	kamaṇḍalu m. n. (in the Veda f( ūs ). according to Pāṇ. iv, 1, 71 ) a gourd or vessel made of wood…	4450	0.00300037	67.4194	78	../../w/kama_52qalu.html
3881	KARqava	खाण्डव	khāṇḍava	khāṇḍava as , am , m. n. sugar-candy, sugar-plums, sweetmeats, MBh. xiii ; R. i , vii	4451	0.00300037	67.4224	78	../../w/_4b_41_52qava.html
3882	mahoraga	महोरग	mahoraga	maho raga m. a gr˚ serpent (with Jainas and Buddhists a class of demons), MBh. ; Kāv. &c. ( cf. MWB…	4452	0.00300037	67.4254	78	../../w/mahoraga.html
3883	mArIca	मारीच	mārīca	mārīca mfn. belonging or relating to or composed by Marīci, Madhus	4453	0.00300037	67.4284	78	../../w/m_41r_49ca.html
3884	nivid	निविद्	nivid	ni- √ 1. vid ( aor. -avediṣur , BhP. ; inf. -veditum , with v.l. ˚dayitum , Śāk. ), to tell, commun…	4454	0.00300037	67.4314	78	../../w/nivid.html
3885	pASupata	पाशुपत	pāśupata	pāśupata mf( ī )n. relating or sacred to or coming from Śiva Paśu-pati, MBh. ; Kāv. &c.	4455	0.00300037	67.4344	78	../../w/p_41_53upata.html
3886	piNgala	पिङ्गल	piṅgala	piṅgala mf( ā and ī )n. ( cf. g. gaurā di and kaḍārā di), reddish-brown, tawny, yellow, gold-colour…	4456	0.00300037	67.4374	78	../../w/pi_4egala.html
3887	prasravaRa	प्रस्रवण	prasravaṇa	pra-˚sravaṇa n. (sometimes w.r. ˚śravaṇa ) streaming or gushing forth, trickling, oozing, effusion,…	4458	0.00300037	67.4404	78	../../w/prasrava_52a.html
3888	pravaRa	प्रवण	pravaṇa	pra-vaṇa m. ( prob. fr. 1. pra and suffix vana cf. vag-vana , sat-vana , śuśuk-vana ; but according…	4459	0.00300037	67.4434	78	../../w/prava_52a.html
3889	sAhAyya	साहाय्य	sāhāyya	sāhāyya n. help, succour ( ˚yyaṃ-√kṛ and √ sthā , ‘to give assistance’), MBh. ; Kāv. &c.	4460	0.00300037	67.4464	78	../../w/s_41h_41yya.html
3890	saMkarzaRa	संकर्षण	saṃkarṣaṇa	saṃ-˚karṣaṇa n. drawing out, extraction, Hariv. ; BhP.	4461	0.00300037	67.4494	78	../../w/sa_4dkarza_52a.html
3891	SiTila	शिथिल	śithila	śithila mf( ā )n. (collateral form of prec. ) loose, slack, lax, relaxed, untied, flaccid, not rigi…	4462	0.00300037	67.4524	78	../../w/_53i_54ila.html
3892	Suc	शुच्	śuc	1. śuc cl. 1. P. ( Dhātup. vii, 1 ) śocati ( Ved. and ep. also ˚te ; once in ŚBr. -śucyati [ cf. sa…	4463	0.00300037	67.4554	78	../../w/_53uc.html
3893	svEra	स्वैर	svaira	svai ra mf( ā )n. ( prob. fr. sva + īra , ‘going, moving’) going where one likes, doing what one li…	4464	0.00300037	67.4584	78	../../w/sv_45ra.html
3894	vAmana	वामन	vāmana	vāmana mf( ā )n. (of doubtful derivation) dwarfish, small or short in stature, a dwarf, VS. &c. &c.	4465	0.00300037	67.4614	78	../../w/v_41mana.html
3895	vApay	वापय्	vāpay	!√ vāpay s. u. dem caus. von 1. und 2. vap und 2. vā (mit nis ). Es befremdet, dass vāpayati ( s. d…	4466	0.00300037	67.4644	78	../../w/v_41pay.html
3896	vyAja	व्याज	vyāja	vy-āja m. (rarely n. ifc. f( ā ). ; fr. vy-√añj , to smear over; cf. √ ac ) deceit, fraud, deceptio…	4467	0.00300037	67.4674	78	../../w/vy_41ja.html
3897	anAgas	अनागस्	anāgas	an-āgas mfn. sinless, blameless, RV. &c.	4468	0.00297036	67.4703	78	../../w/an_41gas.html
3898	asaMBava	असंभव	asaṃbhava	a-saṃbhava m. ‘nonexistence’, destruction, VS. xl, 10	4469	0.00297036	67.4733	78	../../w/asa_4d_42ava.html
3899	Ayuza	आयुष	āyuṣa	āyuṣa n. ifc. = āyus , duration of life, ŚBr. ; Pañcat. &c.	4470	0.00297036	67.4763	78	../../w/_41yuza.html
3900	Boktf	भोक्तृ	bhoktṛ	bhoktṛ m. ( f( trī ) ) one who enjoys or eats, enjoyer, eater, experiencer, feeler, sufferer, Maitr…	4471	0.00297036	67.4792	78	../../w/_42oktf.html
3901	BUpa	भूप	bhūpa	bhū—pa m. ‘earth-protector’, a king, prince, Var. ; Pañcat. ; Kathās. &c.	4472	0.00297036	67.4822	79	../../w/_42_55pa.html
3902	catuzpada	चतुष्पद	catuṣpada	catuṣ—pada (in comp. ) 4 Pādas, Mālav. i, 19/20	4473	0.00297036	67.4852	79	../../w/catuzpada.html
3903	dolA	दोला	dolā	dolā f. See below.	4474	0.00297036	67.4882	79	../../w/dol_41.html
3904	heti	हेति	heti	heti &c. See .	4475	0.00297036	67.4911	79	../../w/heti.html
3905	janakAtmajA	जनकात्मजा	janakātmajā	janakā tmajA f. id.	4476	0.00297036	67.4941	79	../../w/janak_41tmaj_41.html
3906	jAnakI	जानकी	jānakī	jānakī f. patr. of Sitā, MBh. iii, 15872 ; R. iii, 51, 6 ; Ragh. xii, 61 ; xv, 74	4477	0.00297036	67.4971	79	../../w/j_41nak_49.html
3907	jIrRa	जीर्ण	jīrṇa	jīrṇa mfn. ( Pāṇ. iii, 2, 104 ) old, worn out, withered, wasted, decayed, AV. x, 8, 27 ; TS. i ; ŚB…	4478	0.00297036	67.5	79	../../w/j_49r_52a.html
3908	jIva	जीव	jīva	jīva mf( ā )n. living, existing, alive, RV. &c.	4479	0.00297036	67.503	79	../../w/j_49va.html
3909	jyotsnA	ज्योत्स्ना	jyotsnā	jyotsnā f. ( Pāṇ. v, 2, 114 ) a moonlight night, TBr. ii, 2, 9, 7	4480	0.00297036	67.506	79	../../w/jyotsn_41.html
3910	kubja	कुब्ज	kubja	kubja mf( ā )n. hump-backed, crooked, VS. xxx, 10 ; ṢaḍvBr. ; MBh. &c.	4481	0.00297036	67.5089	79	../../w/kubja.html
3911	maDu	मधु	madhu	madhu mf( ū or u or vī )n. ( gen. n. Ved. madhvas , madhos , or madhunas ; instr. madhvā ; dat. mad…	4482	0.00297036	67.5119	79	../../w/ma_44u.html
3912	maNgala	मङ्गल	maṅgala	maṅgala n. ( accord. to Uṇ. v, 70 fr. √ maṅg ) happiness, felicity, welfare, bliss (also pl. ; ifc.…	4483	0.00297036	67.5149	79	../../w/ma_4egala.html
3913	nU	नू	nū	nū ind. See 1. nu	4484	0.00297036	67.5179	79	../../w/n_55.html
