rank	lemma_slp1	lemma_iast	model	kind	bucket	core_rank	n_attested_cells	corpus_count	pct	cumulative_pct	lesson
4142	saroja	saroja	n_a	nominal	a-stems	5857	2	2	0.0003	46.81	5
4143	SrIdatta	śrīdatta	m_a	nominal	a-stems	5860	5	32	0.0043	46.82	5
4144	svAsTya	svāsthya	n_a	nominal	a-stems	5861	1	1	0.0001	46.82	5
4145	vAstuka	vāstuka	n_a	nominal	a-stems	5864	3	6	0.0008	46.82	5
4146	yajata	yajata	m_a	nominal	a-stems	5867	6	23	0.0031	46.82	5
4147	yajata	yajata	n_a	nominal	a-stems	5867	3	17	0.0023	46.82	5
4148	aBUta	abhūta	m_a	nominal	a-stems	5868	2	2	0.0003	46.82	5
4149	anaDyAya	anadhyāya	m_a	nominal	a-stems	5870	9	39	0.0053	46.83	5
4150	BOma	bhauma	m_a	nominal	a-stems	5872	8	26	0.0035	46.83	5
4151	BOma	bhauma	n_a	nominal	a-stems	5872	2	5	0.0007	46.83	5
4152	divodAsa	divodāsa	m_a	nominal	a-stems	5874	5	19	0.0026	46.83	5
4153	dUzaRa	dūṣaṇa	m_a	nominal	a-stems	5875	4	29	0.0039	46.84	5
4154	dUzaRa	dūṣaṇa	n_a	nominal	a-stems	5875	2	46	0.0062	46.84	5
4155	kzmA	kṣmā	f_A	nominal	a-stems	5878	2	9	0.0012	46.85	5
4156	kzupa	kṣupa	m_a	nominal	a-stems	5879	1	2	0.0003	46.85	5
4157	mahitva	mahitva	n_a	nominal	a-stems	5883	3	13	0.0018	46.85	5
4158	mukunda	mukunda	m_a	nominal	a-stems	5885	5	5	0.0007	46.85	5
4159	pippala	pippala	m_a	nominal	a-stems	5888	2	8	0.0011	46.85	5
4160	pippala	pippala	n_a	nominal	a-stems	5888	3	13	0.0018	46.85	5
4161	praboDa	prabodha	m_a	nominal	a-stems	5889	1	1	0.0001	46.85	5
4162	pratiBA	pratibhā	f_A	nominal	a-stems	5891	2	2	0.0003	46.85	5
4163	prota	prota	m_a	nominal	a-stems	5892	1	1	0.0001	46.85	5
4164	sattA	sattā	f_A	nominal	a-stems	5895	1	1	0.0001	46.85	5
4165	SrEzWya	śraiṣṭhya	n_a	nominal	a-stems	5896	7	68	0.0092	46.86	5
4166	SfNKalA	śṛṅkhalā	f_A	nominal	a-stems	5897	2	2	0.0003	46.86	5
4167	varRaka	varṇaka	m_a	nominal	a-stems	5899	4	9	0.0012	46.86	5
4168	varRaka	varṇaka	n_a	nominal	a-stems	5899	2	3	0.0004	46.86	5
4169	vartana	vartana	m_a	nominal	a-stems	5900	2	2	0.0003	46.86	5
4170	vartana	vartana	n_a	nominal	a-stems	5900	3	3	0.0004	46.86	5
4171	aBaya	abhaya	m_a	nominal	a-stems	5902	7	114	0.0154	46.88	5
4172	aBaya	abhaya	n_a	nominal	a-stems	5902	9	220	0.0297	46.91	5
4173	avaDAraRa	avadhāraṇa	n_a	nominal	a-stems	5905	2	5	0.0007	46.91	5
4174	badara	badara	m_a	nominal	a-stems	5906	1	2	0.0003	46.91	5
4175	badara	badara	n_a	nominal	a-stems	5906	2	5	0.0007	46.91	5
4176	gArgya	gārgya	m_a	nominal	a-stems	5909	5	25	0.0034	46.91	5
4177	hAlAhala	hālāhala	m_a	nominal	a-stems	5910	2	2	0.0003	46.91	5
4178	hAlAhala	hālāhala	n_a	nominal	a-stems	5910	1	1	0.0001	46.91	5
4179	hiraRya	hiraṇya	m_a	nominal	a-stems	5911	6	379	0.0511	46.97	5
4180	hiraRya	hiraṇya	n_a	nominal	a-stems	5911	13	770	0.1038	47.07	5
4181	kanizWA	kaniṣṭhā	f_A	nominal	a-stems	5912	1	3	0.0004	47.07	5
4182	mftsnA	mṛtsnā	f_A	nominal	a-stems	5915	1	1	0.0001	47.07	5
4183	niHSaNka	niḥśaṅka	m_a	nominal	a-stems	5916	2	5	0.0007	47.07	5
4184	nikawa	nikaṭa	m_a	nominal	a-stems	5917	1	10	0.0013	47.07	5
4185	nikawa	nikaṭa	n_a	nominal	a-stems	5917	3	36	0.0049	47.08	5
4186	paTika	pathika	m_a	nominal	a-stems	5919	1	2	0.0003	47.08	5
4187	paTika	pathika	n_a	nominal	a-stems	5919	1	2	0.0003	47.08	5
4188	piNgalA	piṅgalā	f_A	nominal	a-stems	5920	2	2	0.0003	47.08	5
4189	pura	pura	m_a	nominal	a-stems	5923	1	82	0.0111	47.09	5
4190	pura	pura	n_a	nominal	a-stems	5923	6	257	0.0346	47.12	5
4191	sAraRa	sāraṇa	m_a	nominal	a-stems	5928	3	3	0.0004	47.12	5
4192	uttAnapAda	uttānapāda	m_a	nominal	a-stems	5931	3	8	0.0011	47.12	5
4193	vaYcana	vañcana	n_a	nominal	a-stems	5933	1	1	0.0001	47.12	5
4194	vIraBadra	vīrabhadra	m_a	nominal	a-stems	5934	1	1	0.0001	47.12	5
4195	acCidra	acchidra	m_a	nominal	a-stems	5935	4	42	0.0057	47.13	5
4196	acCidra	acchidra	n_a	nominal	a-stems	5935	5	48	0.0065	47.14	5
4197	adfzwa	adṛṣṭa	m_a	nominal	a-stems	5936	6	18	0.0024	47.14	5
4198	adfzwa	adṛṣṭa	n_a	nominal	a-stems	5936	4	12	0.0016	47.14	5
4199	asaMskfta	asaṃskṛta	m_a	nominal	a-stems	5937	2	2	0.0003	47.14	5
4200	asaMskfta	asaṃskṛta	n_a	nominal	a-stems	5937	1	1	0.0001	47.14	5
4201	duGa	dugha	m_a	nominal	a-stems	5943	4	17	0.0023	47.14	5
4202	duGa	dugha	n_a	nominal	a-stems	5943	1	8	0.0011	47.14	5
4203	dvivida	dvivida	m_a	nominal	a-stems	5944	1	1	0.0001	47.14	5
4204	gokula	gokula	n_a	nominal	a-stems	5946	2	3	0.0004	47.15	5
4205	hiMsra	hiṃsra	m_a	nominal	a-stems	5947	5	11	0.0015	47.15	5
4206	jagattraya	jagattraya	n_a	nominal	a-stems	5948	1	3	0.0004	47.15	5
4207	lalanA	lalanā	f_A	nominal	a-stems	5952	2	4	0.0005	47.15	5
4208	mlecCa	mleccha	m_a	nominal	a-stems	5956	5	9	0.0012	47.15	5
4209	pratIhAra	pratīhāra	m_a	nominal	a-stems	5959	8	25	0.0034	47.15	5
4210	sapiRqa	sapiṇḍa	m_a	nominal	a-stems	5965	6	10	0.0013	47.15	5
4211	sarasa	sarasa	m_a	nominal	a-stems	5966	3	9	0.0012	47.15	5
4212	sarasa	sarasa	n_a	nominal	a-stems	5966	1	5	0.0007	47.16	5
4213	sarvaga	sarvaga	m_a	nominal	a-stems	5967	1	1	0.0001	47.16	5
4214	sarvaga	sarvaga	n_a	nominal	a-stems	5967	1	1	0.0001	47.16	5
4215	Uha	ūha	m_a	nominal	a-stems	5972	1	3	0.0004	47.16	5
4216	vAcika	vācika	m_a	nominal	a-stems	5974	1	1	0.0001	47.16	5
4217	vAcika	vācika	n_a	nominal	a-stems	5974	1	1	0.0001	47.16	5
4218	vAYCA	vāñchā	f_A	nominal	a-stems	5975	3	10	0.0013	47.16	5
4219	varaRa	varaṇa	m_a	nominal	a-stems	5977	5	12	0.0016	47.16	5
4220	varaRa	varaṇa	n_a	nominal	a-stems	5977	5	12	0.0016	47.16	5
4221	viSvatomuKa	viśvatomukha	m_a	nominal	a-stems	5978	3	13	0.0018	47.16	5
4222	BAgika	bhāgika	m_a	nominal	a-stems	5980	2	3	0.0004	47.16	5
4223	BAgika	bhāgika	n_a	nominal	a-stems	5980	1	1	0.0001	47.16	5
4224	jAgata	jāgata	m_a	nominal	a-stems	5983	5	56	0.0075	47.17	5
4225	jAgata	jāgata	n_a	nominal	a-stems	5983	8	152	0.0205	47.19	5
4226	kaNkaRa	kaṅkaṇa	m_a	nominal	a-stems	5987	1	1	0.0001	47.19	5
4227	kaSA	kaśā	f_A	nominal	a-stems	5989	5	25	0.0034	47.19	5
4228	lavaRa	lavaṇa	m_a	nominal	a-stems	5991	4	32	0.0043	47.2	5
4229	lavaRa	lavaṇa	n_a	nominal	a-stems	5991	10	67	0.009	47.21	5
4230	nibiqa	nibiḍa	m_a	nominal	a-stems	5992	1	1	0.0001	47.21	5
4231	nibiqa	nibiḍa	n_a	nominal	a-stems	5992	1	2	0.0003	47.21	5
4232	palala	palala	n_a	nominal	a-stems	5995	1	1	0.0001	47.21	5
4233	pOza	pauṣa	m_a	nominal	a-stems	5996	1	2	0.0003	47.21	5
4234	prasUna	prasūna	m_a	nominal	a-stems	5997	1	1	0.0001	47.21	5
4235	prasUna	prasūna	n_a	nominal	a-stems	5997	4	5	0.0007	47.21	5
4236	pratipAdana	pratipādana	n_a	nominal	a-stems	5998	2	2	0.0003	47.21	5
4237	rEvata	raivata	m_a	nominal	a-stems	6001	4	14	0.0019	47.21	5
4238	rEvata	raivata	n_a	nominal	a-stems	6001	8	47	0.0063	47.22	5
4239	tarpaRa	tarpaṇa	n_a	nominal	a-stems	6012	4	26	0.0035	47.22	5
4240	vyAKyA	vyākhyā	f_A	nominal	a-stems	6015	1	1	0.0001	47.22	5
4241	yavizWa	yaviṣṭha	m_a	nominal	a-stems	6016	6	72	0.0097	47.23	5
4242	Ahnika	āhnika	m_a	nominal	a-stems	6017	2	7	0.0009	47.23	5
4243	Ahnika	āhnika	n_a	nominal	a-stems	6017	2	6	0.0008	47.23	5
4244	arya	arya	m_a	nominal	a-stems	6020	3	17	0.0023	47.24	5
4245	DizaRA	dhiṣaṇā	f_A	nominal	a-stems	6023	9	132	0.0178	47.25	5
4246	japA	japā	f_A	nominal	a-stems	6025	1	1	0.0001	47.25	5
4247	jIra	jīra	m_a	nominal	a-stems	6026	2	2	0.0003	47.25	5
4248	pratipakza	pratipakṣa	m_a	nominal	a-stems	6033	4	7	0.0009	47.25	5
4249	rasA	rasā	f_A	nominal	a-stems	6036	3	12	0.0016	47.26	5
4250	rATaMtara	rāthaṃtara	m_a	nominal	a-stems	6037	3	7	0.0009	47.26	5
4251	rATaMtara	rāthaṃtara	n_a	nominal	a-stems	6037	1	8	0.0011	47.26	5
4252	svAyamBuva	svāyambhuva	m_a	nominal	a-stems	6043	4	6	0.0008	47.26	5
4253	svAyamBuva	svāyambhuva	n_a	nominal	a-stems	6043	2	3	0.0004	47.26	5
4254	tanaya	tanaya	m_a	nominal	a-stems	6044	12	116	0.0156	47.28	5
4255	tanaya	tanaya	n_a	nominal	a-stems	6044	8	115	0.0155	47.29	5
4256	vikAsa	vikāsa	m_a	nominal	a-stems	6046	1	1	0.0001	47.29	5
4257	viSveSvara	viśveśvara	m_a	nominal	a-stems	6048	2	2	0.0003	47.29	5
4258	vfzya	vṛṣya	m_a	nominal	a-stems	6050	1	3	0.0004	47.29	5
4259	vfzya	vṛṣya	n_a	nominal	a-stems	6050	1	2	0.0003	47.29	5
4260	asvatantra	asvatantra	m_a	nominal	a-stems	6054	1	2	0.0003	47.29	5
4261	asvatantra	asvatantra	n_a	nominal	a-stems	6054	1	1	0.0001	47.29	5
4262	DAyyA	dhāyyā	f_A	nominal	a-stems	6057	7	78	0.0105	47.3	5
4263	jalOkA	jalaukā	f_A	nominal	a-stems	6059	1	1	0.0001	47.3	5
4264	karmAnta	karmānta	m_a	nominal	a-stems	6061	8	24	0.0032	47.31	5
4265	muKara	mukhara	m_a	nominal	a-stems	6065	3	5	0.0007	47.31	5
4266	muKara	mukhara	n_a	nominal	a-stems	6065	3	7	0.0009	47.31	5
4267	parArDa	parārdha	m_a	nominal	a-stems	6069	3	5	0.0007	47.31	5
4268	parArDa	parārdha	n_a	nominal	a-stems	6069	2	3	0.0004	47.31	5
4269	paryAkula	paryākula	n_a	nominal	a-stems	6070	1	1	0.0001	47.31	5
4270	prAcIna	prācīna	m_a	nominal	a-stems	6073	2	44	0.0059	47.31	5
4271	prAcIna	prācīna	n_a	nominal	a-stems	6073	5	89	0.012	47.33	5
4272	vaMSya	vaṃśya	m_a	nominal	a-stems	6077	5	15	0.002	47.33	5
4273	alakzita	alakṣita	m_a	nominal	a-stems	6082	3	9	0.0012	47.33	5
4274	alakzita	alakṣita	n_a	nominal	a-stems	6082	1	3	0.0004	47.33	5
4275	caturyuga	caturyuga	n_a	nominal	a-stems	6085	1	4	0.0005	47.33	5
4276	dasma	dasma	m_a	nominal	a-stems	6086	7	51	0.0069	47.34	5
4277	kabanDa	kabandha	m_a	nominal	a-stems	6087	2	6	0.0008	47.34	5
4278	kabanDa	kabandha	n_a	nominal	a-stems	6087	4	10	0.0013	47.34	5
4279	kartavya	kartavya	n_a	nominal	a-stems	6089	3	13	0.0018	47.34	5
4280	kfzRa	kṛṣṇa	m_a	nominal	a-stems	6090	15	547	0.0737	47.42	5
4281	kfzRa	kṛṣṇa	n_a	nominal	a-stems	6090	9	429	0.0578	47.47	5
4282	kUwasTa	kūṭastha	m_a	nominal	a-stems	6091	3	4	0.0005	47.47	5
4283	kUwasTa	kūṭastha	n_a	nominal	a-stems	6091	1	2	0.0003	47.47	5
4284	mahAbala	mahābala	m_a	nominal	a-stems	6093	1	1	0.0001	47.47	5
4285	navya	navya	m_a	nominal	a-stems	6096	4	16	0.0022	47.48	5
4286	navya	navya	n_a	nominal	a-stems	6096	3	25	0.0034	47.48	5
4287	pOMsya	pauṃsya	n_a	nominal	a-stems	6097	7	48	0.0065	47.49	5
4288	prakASana	prakāśana	n_a	nominal	a-stems	6098	5	9	0.0012	47.49	5
4289	reRukA	reṇukā	f_A	nominal	a-stems	6100	2	2	0.0003	47.49	5
4290	SiSumAra	śiśumāra	m_a	nominal	a-stems	6101	1	1	0.0001	47.49	5
4291	skamBa	skambha	m_a	nominal	a-stems	6102	6	21	0.0028	47.49	5
4292	varRana	varṇana	n_a	nominal	a-stems	6106	1	2	0.0003	47.49	5
4293	visPowa	visphoṭa	m_a	nominal	a-stems	6109	1	1	0.0001	47.49	5
4294	acCAvAka	acchāvāka	m_a	nominal	a-stems	6110	7	103	0.0139	47.5	5
4295	AkarzaRa	ākarṣaṇa	n_a	nominal	a-stems	6111	3	3	0.0004	47.51	5
4296	akzita	akṣita	m_a	nominal	a-stems	6112	4	53	0.0071	47.51	5
4297	akzita	akṣita	n_a	nominal	a-stems	6112	2	72	0.0097	47.52	5
4298	ApyAyana	āpyāyana	n_a	nominal	a-stems	6114	4	16	0.0022	47.52	5
4299	astamita	astamita	m_a	nominal	a-stems	6115	4	69	0.0093	47.53	5
4300	astamita	astamita	n_a	nominal	a-stems	6115	2	64	0.0086	47.54	5
4301	avya	avya	m_a	nominal	a-stems	6116	5	24	0.0032	47.55	5
4302	avya	avya	n_a	nominal	a-stems	6116	1	7	0.0009	47.55	5
4303	duroRa	duroṇa	n_a	nominal	a-stems	6118	3	42	0.0057	47.55	5
4304	gARapatya	gāṇapatya	n_a	nominal	a-stems	6119	2	4	0.0005	47.55	5
4305	liKita	likhita	n_a	nominal	a-stems	6121	1	1	0.0001	47.55	5
4306	makAra	makāra	m_a	nominal	a-stems	6123	3	5	0.0007	47.55	5
4307	melaka	melaka	m_a	nominal	a-stems	6125	1	1	0.0001	47.55	5
4308	pAdANguzWa	pādāṅguṣṭha	m_a	nominal	a-stems	6127	2	18	0.0024	47.56	5
4309	pAkayajYa	pākayajña	m_a	nominal	a-stems	6128	9	44	0.0059	47.56	5
4310	suvita	suvita	n_a	nominal	a-stems	6140	4	58	0.0078	47.57	5
4311	udreka	udreka	m_a	nominal	a-stems	6141	1	4	0.0005	47.57	5
4312	vala	vala	m_a	nominal	a-stems	6143	3	30	0.004	47.57	5
4313	abala	abala	m_a	nominal	a-stems	6147	4	10	0.0013	47.58	5
4314	abala	abala	n_a	nominal	a-stems	6147	1	1	0.0001	47.58	5
4315	gartA	gartā	f_A	nominal	a-stems	6152	1	1	0.0001	47.58	5
4316	kAzAya	kāṣāya	m_a	nominal	a-stems	6161	1	1	0.0001	47.58	5
4317	kAzAya	kāṣāya	n_a	nominal	a-stems	6161	6	26	0.0035	47.58	5
4318	kupya	kupya	n_a	nominal	a-stems	6164	1	1	0.0001	47.58	5
4319	mEtrAvaruRa	maitrāvaruṇa	m_a	nominal	a-stems	6165	10	170	0.0229	47.6	5
4320	mEtrAvaruRa	maitrāvaruṇa	n_a	nominal	a-stems	6165	5	144	0.0194	47.62	5
4321	mamatva	mamatva	n_a	nominal	a-stems	6166	3	5	0.0007	47.62	5
4322	nandISvara	nandīśvara	m_a	nominal	a-stems	6168	2	2	0.0003	47.62	5
4323	parA	parā	f_A	nominal	a-stems	6170	1	3	0.0004	47.62	5
4324	sugama	sugama	m_a	nominal	a-stems	6182	1	1	0.0001	47.62	5
4325	sUryA	sūryā	f_A	nominal	a-stems	6183	6	39	0.0053	47.63	5
4326	dvitIyaka	dvitīyaka	n_a	nominal	a-stems	6191	1	3	0.0004	47.63	5
4327	gopAlaka	gopālaka	m_a	nominal	a-stems	6194	7	11	0.0015	47.63	5
4328	haryata	haryata	m_a	nominal	a-stems	6195	6	34	0.0046	47.64	5
4329	haryata	haryata	n_a	nominal	a-stems	6195	2	11	0.0015	47.64	5
4330	narya	narya	m_a	nominal	a-stems	6199	6	40	0.0054	47.64	5
4331	narya	narya	n_a	nominal	a-stems	6199	3	15	0.002	47.64	5
4332	paritoza	paritoṣa	m_a	nominal	a-stems	6201	4	7	0.0009	47.65	5
4333	pIta	pīta	m_a	nominal	a-stems	6202	4	6	0.0008	47.65	5
4334	pIta	pīta	n_a	nominal	a-stems	6202	4	10	0.0013	47.65	5
4335	sUnftA	sūnṛtā	f_A	nominal	a-stems	6207	8	52	0.007	47.65	5
4336	utsa	utsa	m_a	nominal	a-stems	6211	6	40	0.0054	47.66	5
4337	vAtsyAyana	vātsyāyana	m_a	nominal	a-stems	6214	2	2	0.0003	47.66	5
4338	vrAtya	vrātya	m_a	nominal	a-stems	6215	10	62	0.0084	47.67	5
4339	DA	dhā	f_A	nominal	a-stems	6223	3	30	0.004	47.67	5
4340	divya	divya	m_a	nominal	a-stems	6226	15	351	0.0473	47.72	5
4341	divya	divya	n_a	nominal	a-stems	6226	15	385	0.0519	47.77	5
4342	jApya	jāpya	m_a	nominal	a-stems	6230	1	1	0.0001	47.77	5
4343	jApya	jāpya	n_a	nominal	a-stems	6230	1	1	0.0001	47.77	5
4344	jAWara	jāṭhara	m_a	nominal	a-stems	6232	1	1	0.0001	47.77	5
4345	nikfntana	nikṛntana	n_a	nominal	a-stems	6238	3	5	0.0007	47.77	5
4346	padmAsana	padmāsana	m_a	nominal	a-stems	6240	1	1	0.0001	47.77	5
4347	pracura	pracura	m_a	nominal	a-stems	6244	1	1	0.0001	47.77	5
4348	pratIka	pratīka	m_a	nominal	a-stems	6245	5	72	0.0097	47.78	5
4349	pratIka	pratīka	n_a	nominal	a-stems	6245	4	63	0.0085	47.79	5
4350	fta	ṛta	m_a	nominal	a-stems	6248	6	242	0.0326	47.82	5
4351	fta	ṛta	n_a	nominal	a-stems	6248	12	720	0.0971	47.92	5
4352	sA	sā	f_A	nominal	a-stems	6249	4	66	0.0089	47.93	5
4353	samucita	samucita	m_a	nominal	a-stems	6251	1	1	0.0001	47.93	5
4354	samucita	samucita	n_a	nominal	a-stems	6251	4	8	0.0011	47.93	5
4355	satyavrata	satyavrata	m_a	nominal	a-stems	6253	4	10	0.0013	47.93	5
4356	SiprA	śiprā	f_A	nominal	a-stems	6254	3	21	0.0028	47.94	5
4357	sita	sita	m_a	nominal	a-stems	6255	4	8	0.0011	47.94	5
4358	sita	sita	n_a	nominal	a-stems	6255	5	16	0.0022	47.94	5
4359	SUnya	śūnya	m_a	nominal	a-stems	6256	9	118	0.0159	47.95	5
4360	SUnya	śūnya	n_a	nominal	a-stems	6256	8	179	0.0241	47.98	5
4361	vAha	vāha	m_a	nominal	a-stems	6259	14	83	0.0112	47.99	5
4362	vAha	vāha	n_a	nominal	a-stems	6259	1	3	0.0004	47.99	5
4363	viSveSa	viśveśa	m_a	nominal	a-stems	6262	1	1	0.0001	47.99	5
4364	aDoBAga	adhobhāga	m_a	nominal	a-stems	6265	1	1	0.0001	47.99	5
4365	aGnyA	aghnyā	f_A	nominal	a-stems	6266	10	67	0.009	48.0	5
4366	Agneya	āgneya	m_a	nominal	a-stems	6267	12	352	0.0475	48.05	5
4367	Agneya	āgneya	n_a	nominal	a-stems	6267	9	443	0.0597	48.11	5
4368	amla	amla	m_a	nominal	a-stems	6268	1	5	0.0007	48.11	5
4369	amla	amla	n_a	nominal	a-stems	6268	5	9	0.0012	48.11	5
4370	anuguRa	anuguṇa	m_a	nominal	a-stems	6269	2	2	0.0003	48.11	5
4371	anuguRa	anuguṇa	n_a	nominal	a-stems	6269	1	1	0.0001	48.11	5
4372	ATarvaRa	ātharvaṇa	m_a	nominal	a-stems	6270	9	25	0.0034	48.11	5
4373	ATarvaRa	ātharvaṇa	n_a	nominal	a-stems	6270	2	11	0.0015	48.11	5
4374	jyezWa	jyeṣṭha	m_a	nominal	a-stems	6277	14	165	0.0222	48.14	5
4375	jyezWa	jyeṣṭha	n_a	nominal	a-stems	6277	5	124	0.0167	48.15	5
4376	kAruRika	kāruṇika	m_a	nominal	a-stems	6279	5	23	0.0031	48.16	5
4377	maYjUzA	mañjūṣā	f_A	nominal	a-stems	6283	2	4	0.0005	48.16	5
4378	matkuRa	matkuṇa	m_a	nominal	a-stems	6284	1	2	0.0003	48.16	5
4379	matkuRa	matkuṇa	n_a	nominal	a-stems	6284	1	2	0.0003	48.16	5
4380	mohana	mohana	m_a	nominal	a-stems	6286	1	1	0.0001	48.16	5
4381	mohana	mohana	n_a	nominal	a-stems	6286	3	5	0.0007	48.16	5
4382	nigaqa	nigaḍa	m_a	nominal	a-stems	6288	2	3	0.0004	48.16	5
4383	nigaqa	nigaḍa	n_a	nominal	a-stems	6288	1	2	0.0003	48.16	5
4384	nftama	nṛtama	m_a	nominal	a-stems	6289	6	18	0.0024	48.16	5
4385	rohita	rohita	m_a	nominal	a-stems	6292	12	83	0.0112	48.17	5
4386	rohita	rohita	n_a	nominal	a-stems	6292	4	35	0.0047	48.18	5
4387	sUnfta	sūnṛta	m_a	nominal	a-stems	6296	2	3	0.0004	48.18	5
4388	sUnfta	sūnṛta	n_a	nominal	a-stems	6296	1	1	0.0001	48.18	5
4389	upakAraka	upakāraka	m_a	nominal	a-stems	6299	3	3	0.0004	48.18	5
4390	upakAraka	upakāraka	n_a	nominal	a-stems	6299	2	5	0.0007	48.18	5
4391	usriyA	usriyā	f_A	nominal	a-stems	6300	7	46	0.0062	48.18	5
4392	vAsaka	vāsaka	m_a	nominal	a-stems	6302	1	5	0.0007	48.19	5
4393	vAsaka	vāsaka	n_a	nominal	a-stems	6302	3	9	0.0012	48.19	5
4394	vIraka	vīraka	m_a	nominal	a-stems	6306	1	1	0.0001	48.19	5
4395	alaktaka	alaktaka	m_a	nominal	a-stems	6308	1	1	0.0001	48.19	5
4396	alaktaka	alaktaka	n_a	nominal	a-stems	6308	2	2	0.0003	48.19	5
4397	arRa	arṇa	m_a	nominal	a-stems	6310	3	9	0.0012	48.19	5
4398	arRa	arṇa	n_a	nominal	a-stems	6310	1	6	0.0008	48.19	5
4399	dEvika	daivika	n_a	nominal	a-stems	6314	2	3	0.0004	48.19	5
4400	digBAga	digbhāga	m_a	nominal	a-stems	6316	6	18	0.0024	48.19	5
4401	drapsa	drapsa	m_a	nominal	a-stems	6317	6	42	0.0057	48.2	5
4402	matsara	matsara	m_a	nominal	a-stems	6323	7	55	0.0074	48.2	5
4403	matsara	matsara	n_a	nominal	a-stems	6323	2	11	0.0015	48.21	5
4404	nAgArjuna	nāgārjuna	m_a	nominal	a-stems	6324	4	7	0.0009	48.21	5
4405	paricArikA	paricārikā	f_A	nominal	a-stems	6328	2	2	0.0003	48.21	5
4406	pAwava	pāṭava	m_a	nominal	a-stems	6329	1	1	0.0001	48.21	5
4407	pAwava	pāṭava	n_a	nominal	a-stems	6329	2	4	0.0005	48.21	5
4408	pinAka	pināka	m_a	nominal	a-stems	6330	1	2	0.0003	48.21	5
4409	pinAka	pināka	n_a	nominal	a-stems	6330	1	2	0.0003	48.21	5
4410	prAyaRIya	prāyaṇīya	m_a	nominal	a-stems	6332	6	81	0.0109	48.22	5
4411	prAyaRIya	prāyaṇīya	n_a	nominal	a-stems	6332	4	82	0.0111	48.23	5
4412	Seva	śeva	m_a	nominal	a-stems	6334	8	80	0.0108	48.24	5
4413	Seva	śeva	n_a	nominal	a-stems	6334	2	38	0.0051	48.25	5
4414	tarza	tarṣa	m_a	nominal	a-stems	6335	6	9	0.0012	48.25	5
4415	ullAsa	ullāsa	m_a	nominal	a-stems	6337	3	3	0.0004	48.25	5
4416	vimatsara	vimatsara	m_a	nominal	a-stems	6342	2	2	0.0003	48.25	5
4417	vIrA	vīrā	f_A	nominal	a-stems	6343	2	2	0.0003	48.25	5
4418	aGa	agha	m_a	nominal	a-stems	6345	4	119	0.016	48.26	5
4419	aGa	agha	n_a	nominal	a-stems	6345	8	226	0.0305	48.3	5
4420	anvarTa	anvartha	m_a	nominal	a-stems	6349	1	3	0.0004	48.3	5
4421	anvarTa	anvartha	n_a	nominal	a-stems	6349	3	7	0.0009	48.3	5
4422	ara	ara	m_a	nominal	a-stems	6351	6	36	0.0049	48.3	5
4423	ara	ara	n_a	nominal	a-stems	6351	4	34	0.0046	48.31	5
4424	azwakA	aṣṭakā	f_A	nominal	a-stems	6352	8	57	0.0077	48.31	5
4425	dESika	daiśika	m_a	nominal	a-stems	6353	4	4	0.0005	48.31	5
4426	dvEta	dvaita	n_a	nominal	a-stems	6356	1	2	0.0003	48.31	5
4427	hatya	hatya	n_a	nominal	a-stems	6357	4	44	0.0059	48.32	5
4428	karpawa	karpaṭa	m_a	nominal	a-stems	6359	2	2	0.0003	48.32	5
4429	lakzmaRA	lakṣmaṇā	f_A	nominal	a-stems	6362	2	3	0.0004	48.32	5
4430	rAjavfkza	rājavṛkṣa	m_a	nominal	a-stems	6370	2	2	0.0003	48.32	5
4431	ramaRa	ramaṇa	m_a	nominal	a-stems	6371	2	4	0.0005	48.32	5
4432	ramaRa	ramaṇa	n_a	nominal	a-stems	6371	4	6	0.0008	48.32	5
4433	roDana	rodhana	n_a	nominal	a-stems	6372	1	1	0.0001	48.32	5
4434	SiPA	śiphā	f_A	nominal	a-stems	6374	1	1	0.0001	48.32	5
4435	Suna	śuna	n_a	nominal	a-stems	6375	1	21	0.0028	48.33	5
4436	SuzRa	śuṣṇa	m_a	nominal	a-stems	6376	5	35	0.0047	48.33	5
4437	turya	turya	m_a	nominal	a-stems	6378	1	1	0.0001	48.33	5
4438	turya	turya	n_a	nominal	a-stems	6378	2	3	0.0004	48.33	5
4439	uparAga	uparāga	m_a	nominal	a-stems	6379	2	2	0.0003	48.33	5
4440	adABya	adābhya	m_a	nominal	a-stems	6382	9	55	0.0074	48.34	5
4441	adABya	adābhya	n_a	nominal	a-stems	6382	4	47	0.0063	48.35	5
4442	AsTA	āsthā	f_A	nominal	a-stems	6386	2	6	0.0008	48.35	5
4443	avalepa	avalepa	m_a	nominal	a-stems	6388	6	7	0.0009	48.35	5
4444	cOra	caura	m_a	nominal	a-stems	6392	8	19	0.0026	48.35	5
4445	irA	irā	f_A	nominal	a-stems	6396	7	34	0.0046	48.35	5
4446	kalpana	kalpana	n_a	nominal	a-stems	6397	1	1	0.0001	48.35	5
4447	kuSIlava	kuśīlava	m_a	nominal	a-stems	6400	3	4	0.0005	48.35	5
4448	nigala	nigala	m_a	nominal	a-stems	6404	1	1	0.0001	48.35	5
4449	parpawa	parpaṭa	m_a	nominal	a-stems	6406	1	1	0.0001	48.35	5
4450	pradara	pradara	m_a	nominal	a-stems	6407	4	15	0.002	48.36	5
4451	svarya	svarya	m_a	nominal	a-stems	6415	2	8	0.0011	48.36	5
