pack	lemma_slp1	surface	gloss_ru	gloss_en	locus
subhashita-beginner	kuSala	kuśalā			
subhashita-beginner	kukkura	kukkura			
subhashita-beginner	kula	kule			
subhashita-beginner	kup	kupyanti			
subhashita-beginner	kva	kva			
subhashita-beginner	kzI	kṣīṇeṣu			
subhashita-beginner	kzam	kṣamī			
subhashita-beginner	kzi	kṣaya			
subhashita-beginner	kzipra	kṣipram			
subhashita-beginner	laB	labhate			
subhashita-beginner	laNG	laṅghayet			
subhashita-beginner	locana	locanam			
subhashita-beginner	lok	loke			
subhashita-beginner	luB	lobhitar			
subhashita-beginner	mA	me			
subhashita-beginner	mAlatI	mālatī			
subhashita-beginner	mAnava	mānavāḥ			
subhashita-beginner	mUka	mūka			
subhashita-beginner	mUli	mūlam			
subhashita-beginner	mUrKa	mūrkhe			
subhashita-beginner	maDurA	madhurā			
subhashita-beginner	madira	madirā			
subhashita-beginner	mah	mahati			
subhashita-beginner	man	manaḥ			
subhashita-beginner	manas	manasā			
subhashita-beginner	mandavisarpin	mandavisarpiṇī			
subhashita-beginner	manoraTa	manorathaiḥ			
subhashita-beginner	mantr	mantritam			
subhashita-beginner	mantra	mantra			
subhashita-beginner	manu	mano			
subhashita-beginner	matkuRa	matkuṇasya			
subhashita-beginner	may	mṛd			
subhashita-beginner	mayUra	mayūraiḥ			
subhashita-beginner	meGa	meghaḥ			
subhashita-beginner	mevi	mayi			
subhashita-beginner	mf	mṛtaḥ			
subhashita-beginner	mfR	śūra			
subhashita-beginner	mfga	mṛgāḥ			
subhashita-beginner	mfgendra	mṛgendra			
subhashita-beginner	miTyA	mithyā			
subhashita-beginner	mitra	mitra			
subhashita-beginner	muKa	mukhe			
subhashita-beginner	muRq	muṇḍanena			
subhashita-beginner	muRqa	muṇḍe			
subhashita-beginner	muc	muktiḥ			
subhashita-beginner	muh	mūḍhā			
subhashita-beginner	muni	muneḥ			
subhashita-beginner	nAma	nāma			
subhashita-beginner	nI	nayana			
subhashita-beginner	na	na			
subhashita-beginner	nagnakzapaRaka	nagnakṣapaṇake			
subhashita-beginner	nah	nahi			
subhashita-beginner	nam	namanti			
subhashita-beginner	netf	netaras			
subhashita-beginner	nf	nṛṇām			
subhashita-beginner	ni	nis			
subhashita-beginner	nij	nijā			
subhashita-beginner	nimnagA	nimnagā			
subhashita-beginner	nirantara	nirantaram			
subhashita-beginner	nirarTaka	nirarthakam			
subhashita-beginner	niviS	niviśate			
subhashita-beginner	nivid	niveditā			
subhashita-beginner	nu	no			
subhashita-beginner	pA	pibati			
subhashita-beginner	pARi	pāṇiḥ			
subhashita-beginner	pARqitya	pāṇḍityam			
subhashita-beginner	pAWi	pāṭhitaḥ			
subhashita-beginner	pApa	pāpe			
subhashita-beginner	pAzARa	pāṣāṇe			
subhashita-beginner	pF	para			
subhashita-beginner	pUr	pūrṇam			
subhashita-beginner	paNka	paṅkam			
subhashita-beginner	paRqita	paṇḍitaḥ			
subhashita-beginner	paTin	panthānaḥ			
subhashita-beginner	paW	paṭha			
subhashita-beginner	paYcaza	pañcaṣāḥ			
subhashita-beginner	pad	padam			
subhashita-beginner	pakzi	pakṣā			
subhashita-beginner	parA	pare			
subhashita-beginner	parama	paramām			
subhashita-beginner	pariRAma	pariṇāme			
subhashita-beginner	paripuzwa	paripuṣṭaḥ			
subhashita-beginner	parivartin	parivartini			
subhashita-beginner	parjanya	parjanya			
subhashita-beginner	pat	patiṣyasi			
subhashita-beginner	pati	patiḥ			
subhashita-beginner	payas	payas			
subhashita-beginner	pfTivIkzit	pṛthivīkṣitām			
subhashita-beginner	pfTivIpati	pṛthivīpatiḥ			
subhashita-beginner	pi	pitā			
subhashita-beginner	pitAmaha	pitāmahāḥ			
subhashita-beginner	prI	priya			
subhashita-beginner	praT	pratham			
subhashita-beginner	pradA	pradātavyaḥ			
subhashita-beginner	prajA	prajā			
subhashita-beginner	prajYA	prajñā			
subhashita-beginner	prapad	prapannāni			
subhashita-beginner	prasad	prasīdati			
subhashita-beginner	prati	prati			
subhashita-beginner	pratiSraya	pratiśrayaḥ			
subhashita-beginner	pratigrah	pratigrahe			
subhashita-beginner	pratikf	pratikāreṇa			
subhashita-beginner	pratipad	pratipadyate			
subhashita-beginner	praviS	praviśanti			
subhashita-beginner	prayam	prayacchati			
subhashita-beginner	punar	punar			
subhashita-beginner	purohita	purohitaḥ			
subhashita-beginner	puruza	puruṣaḥ			
subhashita-beginner	putra	putreṇa			
subhashita-beginner	puzkala	puṣkalena			
subhashita-beginner	rAj	rājā			
subhashita-beginner	rAjan	rājñi			
subhashita-beginner	raYj	rajakas			
subhashita-beginner	ram	ratis			
subhashita-beginner	sA	sā			
subhashita-beginner	sADu	sādhavaḥ			
subhashita-beginner	sOKya	saukhyam			
subhashita-beginner	sTA	tiṣṭhanti			
subhashita-beginner	sTAvara	sthāvarāṇi			
subhashita-beginner	sU	svā			
subhashita-beginner	sUci	sūktayaḥ			
subhashita-beginner	sUkzma	sūkṣmaḥ			
subhashita-beginner	sa	sa			
subhashita-beginner	saMDA	sandhīyate			
subhashita-beginner	saMKyA	saṅkhyā			
subhashita-beginner	saMSraya	saṃśrayaḥ			
subhashita-beginner	saMgati	saṅgatim			
subhashita-beginner	saMkalpa	saṅkalpāt			
subhashita-beginner	saMkalpi	saṅkalpayiṣyāmi			
subhashita-beginner	saMkuc	saṅkucanti			
subhashita-beginner	saMsf	saṃsāre			
subhashita-beginner	saMyuj	saṃyujyeta			
subhashita-beginner	saYj	saṅgas			
subhashita-beginner	saha	saha			
subhashita-beginner	sahaja	sahajā			
subhashita-beginner	sahas	sahasā			
subhashita-beginner	sahasra	sahasreṣu			
subhashita-beginner	sakala	sakalam			
subhashita-beginner	salila	salilena			
subhashita-beginner	sam	samaḥ			
subhashita-beginner	samADA	samādhātum			
subhashita-beginner	samAcar	samācaret			
subhashita-beginner	samAna	samāne			
subhashita-beginner	samas	saṃbhavaḥ			
subhashita-beginner	samudra	samudreṇa			
subhashita-beginner	samunnam	samunnatim			
subhashita-beginner	santa	santa			
subhashita-beginner	sarvAtman	sarvātmanā			
subhashita-beginner	sarva	sarve			
subhashita-beginner	sat	satām			
subhashita-beginner	sev	sevā			
subhashita-beginner	sfj	sṛṣṭi			
subhashita-beginner	siD	sidhyanti			
subhashita-beginner	siMha	siṃhasya			
subhashita-beginner	sma	sma			
subhashita-beginner	snA	snā			
subhashita-beginner	sparDA	spardhayā			
subhashita-beginner	spfS	sparśane			
subhashita-beginner	strI	strīṣu			
subhashita-beginner	su	su			
subhashita-beginner	suKam	sukham			
subhashita-beginner	suKi	sukha			
subhashita-beginner	sugfhin	sugṛhī			
subhashita-beginner	suhfd	suhṛt			
subhashita-beginner	sukfta	sukṛtena			
subhashita-beginner	sukula	sukule			
subhashita-beginner	sumanas	sumanasas			
subhashita-beginner	sundara	sundaryā			
subhashita-beginner	surUpa	surūpa			
subhashita-beginner	svAdu	svādu			
subhashita-beginner	sva	sva			
subhashita-beginner	svaDarma	svadharme			
subhashita-beginner	svap	suptasya			
subhashita-beginner	svasf	svasrā			
subhashita-beginner	tA	te			
subhashita-beginner	tAdfSa	tādṛśe			
subhashita-beginner	tIrTa	tīrthe			
subhashita-beginner	taTA	tathā			
subhashita-beginner	tad	tasya			
subhashita-beginner	tadvat	tadvat			
subhashita-beginner	tam	tān			
subhashita-beginner	tan	sanātha			
subhashita-beginner	tap	taptā			
subhashita-beginner	tasmAt	tasmāt			
subhashita-beginner	tena	tena			
subhashita-beginner	tfRa	tṛṇāya			
subhashita-beginner	tfp	tṛptiḥ			
subhashita-beginner	tftIyA	tṛtīyā			
subhashita-beginner	til	tila			
subhashita-beginner	tri	triṣu			
subhashita-beginner	tripaTagA	tripathagām			
subhashita-beginner	tu	tu			
subhashita-beginner	tulA	tulayā			
subhashita-beginner	tva	tvām			
subhashita-beginner	tyaj	tyājyaḥ			
subhashita-beginner	uB	ubhe			
subhashita-beginner	udyam	udyamena			
subhashita-beginner	ugra	madhuram			
subhashita-beginner	upaskf	upakāriṣu			
subhashita-beginner	utpad	utpadyante			
subhashita-beginner	vA	vān			
subhashita-beginner	vARi	vāṇī			
subhashita-beginner	vac	vaktāraḥ			
subhashita-beginner	vad	vada			
subhashita-beginner	valg	valganti			
subhashita-beginner	valgu	valgu			
subhashita-beginner	vap	vāpi			
subhashita-beginner	vapus	vapus			
subhashita-beginner	vas	vāsas			
subhashita-beginner	vf	vṛṇīte			
subhashita-beginner	vfD	vṛddhe			
subhashita-beginner	vfj	varjayet			
subhashita-beginner	vfz	varṣati			
subhashita-beginner	viBava	vibhave			
subhashita-beginner	viS	viśanti			
subhashita-beginner	viSiz	viśeṣatas			
subhashita-beginner	vicitra	vicitrāṇi			
subhashita-beginner	vid	vidyate			
subhashita-beginner	vikali	vikale			
subhashita-beginner	vikas	vikasanti			
subhashita-beginner	vinI	vinayena			
subhashita-beginner	vinaS	vinaśyataḥ			
subhashita-beginner	vipAka	vipāke			
subhashita-beginner	vipad	vipat			
subhashita-beginner	viraYj	virāgaḥ			
subhashita-beginner	vivft	vivartete			
subhashita-beginner	vivic	viviktās			
subhashita-beginner	vyADA	vyādhiḥ			
subhashita-beginner	vyaD	vyādhinā			
subhashita-beginner	vyasana	vyasane			
subhashita-beginner	vyavahf	vyavahāreṣu			
subhashita-beginner	yA	yāsyanti			
subhashita-beginner	yAc	yācante			
subhashita-beginner	yAdfSa	yādṛśe			
subhashita-beginner	yaSas	yaśasi			
subhashita-beginner	yaTA	yathā			
subhashita-beginner	yaTAviDi	yathāvidhi			
subhashita-beginner	yad	yasya			
subhashita-beginner	yadi	yadi			
subhashita-beginner	yat	yātā			
subhashita-beginner	yatra	yatra			
subhashita-beginner	yozit	yoṣiti			
subhashita-beginner	yu	yo			
subhashita-beginner	yuj	yojayet			
subhashita-beginner	zawpada	ṣaṭpadās			
subhashita-beginner	Брахман	Брахман			
subhashita-beginner	Брихаспати	Брихаспати			
subhashita-beginner	Защищайте	пьет			
subhashita-beginner	Испрашивая	милостыня			
subhashita-beginner	Канкану				
subhashita-beginner	Капаты	нарочно			
subhashita-beginner	Ману	сердце			
subhashita-beginner	Митра	Митра			
subhashita-beginner	Одного				
subhashita-beginner	Омойте				
subhashita-beginner	Парджанья	Парджанья			
subhashita-beginner	Прекрасный, как юное облако				
subhashita-beginner	Решений				
subhashita-beginner	Сурупа	прекрасен			
subhashita-beginner	Текущей тремя путями				
subhashita-beginner	Улука				
subhashita-beginner	Шива	шакалы			
subhashita-beginner	безупречный	безупречный			
subhashita-beginner	бесстрашие	безопасность			
subhashita-beginner	благого деяния	благочестию			
subhashita-beginner	благодарный				
subhashita-beginner	блистал	сияет			
subhashita-beginner	богатство	казной			
subhashita-beginner	боги	божественного			
subhashita-beginner	брахман	к брахманам			
subhashita-beginner	бритый				
subhashita-beginner	будет	будет			
subhashita-beginner	будь	объясняют			
subhashita-beginner	быстро	бежит			
subhashita-beginner	в	вырубил			
subhashita-beginner	в битве	число			
subhashita-beginner	вдавил				
subhashita-beginner	ведут	глаза			
subhashita-beginner	ведь	ведь			
subhashita-beginner	великий повелитель				
subhashita-beginner	великого	великой			
subhashita-beginner	вера	верой			
subhashita-beginner	весы	весу			
subhashita-beginner	взяв				
subhashita-beginner	вкус	сок			
subhashita-beginner	владыка земли				
subhashita-beginner	власть	по воле			
subhashita-beginner	влюбленный	влюбленный			
subhashita-beginner	вместе	равный			
subhashita-beginner	внезапно	внезапно			
subhashita-beginner	воды	водою			
subhashita-beginner	вождь				
subhashita-beginner	вознесен				
subhashita-beginner	возникает	возникают			
subhashita-beginner	возрастает	старые			
subhashita-beginner	воля	мыслью			
subhashita-beginner	воплощенный				
subhashita-beginner	ворона				
subhashita-beginner	воспринимается	воспринимается			
subhashita-beginner	восхвалять	достойных восхваления			
subhashita-beginner	восход	нет			
subhashita-beginner	вошел	входят			
subhashita-beginner	все	полностью			
subhashita-beginner	всей душою	всей душой			
subhashita-beginner	вспахивая	привлекает			
subhashita-beginner	выжимающего	хорошенько			
subhashita-beginner	вырвав	здоровья			
subhashita-beginner	высшее	высшей			
subhashita-beginner	выше	преобладании			
subhashita-beginner	где	где			
subhashita-beginner	гибнет	ослабевали			
subhashita-beginner	глазами	взором			
subhashita-beginner	глупец	Бездумно			
subhashita-beginner	гнев	в гневе			
subhashita-beginner	говорила	во мне			
subhashita-beginner	говорить	зовется			
subhashita-beginner	говорят	говорящие			
subhashita-beginner	гость	гость			
subhashita-beginner	греет	раскается			
subhashita-beginner	грех	злая			
subhashita-beginner	грозный	грозного			
subhashita-beginner	грязь	трясину			
subhashita-beginner	гуны	гуны			
subhashita-beginner	гуру	наставниками			
subhashita-beginner	да будет сделано	принимается за дела			
subhashita-beginner	дает	щедрости			
subhashita-beginner	даже	сознания			
subhashita-beginner	дай	наделяется			
subhashita-beginner	дал	пусть позволит играть			
subhashita-beginner	далеко	далеко			
subhashita-beginner	дваждырожденный	дваждырожденному			
subhashita-beginner	движется				
subhashita-beginner	дева	дитя			
subhashita-beginner	дед	деды			
subhashita-beginner	действия	деятельность			
subhashita-beginner	делает	поведение			
subhashita-beginner	день	день			
subhashita-beginner	деревенек	деревня			
subhashita-beginner	джагати	в мире			
subhashita-beginner	для опьянения	опьянение			
subhashita-beginner	днем	днем			
subhashita-beginner	дни	я			
subhashita-beginner	добродетельный	добродетельный			
subhashita-beginner	добродетельных	добродетельных			
subhashita-beginner	доволен	дорог			
subhashita-beginner	дождь	дождь			
subhashita-beginner	доится	корова			
subhashita-beginner	долго	долго			
subhashita-beginner	домашний жрец	Главный жрец			
subhashita-beginner	достигает	достигает			
subhashita-beginner	достойным общения				
subhashita-beginner	дочь	дочерью			
subhashita-beginner	дробя				
subhashita-beginner	дрова	лес			
subhashita-beginner	другие	другие			
subhashita-beginner	другой	других			
subhashita-beginner	дружески	жестокой			
subhashita-beginner	друзей	друг			
subhashita-beginner	дхарма	по закону			
subhashita-beginner	если	если			
subhashita-beginner	естественный	Родившись вместе			
subhashita-beginner	есть	есть			
subhashita-beginner	жадный				
subhashita-beginner	жалобно	жалкий			
subhashita-beginner	же	же			
subhashita-beginner	желание				
subhashita-beginner	женщины	женщины			
subhashita-beginner	жертвователя	желанное			
subhashita-beginner	живет				
subhashita-beginner	живого	мир			
subhashita-beginner	жил	одежды			
subhashita-beginner	за пределами	выше			
subhashita-beginner	запах	ароматом			
subhashita-beginner	заполнил	высший			
subhashita-beginner	заревел	ревел			
subhashita-beginner	зверей	олени			
subhashita-beginner	здесь	здесь			
subhashita-beginner	зло	вину			
subhashita-beginner	знает	есть			
subhashita-beginner	зная	знают			
subhashita-beginner	и	и			
subhashita-beginner	иглой				
subhashita-beginner	идет	так			
subhashita-beginner	идут	отправятся			
subhashita-beginner	изменение	в конце			
subhashita-beginner	или				
subhashita-beginner	именно	именно			
subhashita-beginner	имеющий корень	корень			
subhashita-beginner	имя	имя			
subhashita-beginner	иначе	иначе			
subhashita-beginner	искусен	сведущая			
subhashita-beginner	исполненные смысла	богат			
subhashita-beginner	истцом				
subhashita-beginner	к	к			
subhashita-beginner	как	как			
subhashita-beginner	какой	в таком			
subhashita-beginner	камни				
subhashita-beginner	капля	сок			
subhashita-beginner	клопов				
subhashita-beginner	копчика	подчиняющаяся			
subhashita-beginner	коров	коровой			
subhashita-beginner	коснулся	касаться			
subhashita-beginner	кроме	кроме			
subhashita-beginner	куккуры				
subhashita-beginner	лев	льва			
subhashita-beginner	лежит	ложе			
subhashita-beginner	лекарство				
subhashita-beginner	лень				
subhashita-beginner	лепет				
subhashita-beginner	лес	лес			
subhashita-beginner	лето				
subhashita-beginner	лицо	ртом			
subhashita-beginner	лишается дыхания	их			
subhashita-beginner	лишения				
subhashita-beginner	ложно	ложно			
subhashita-beginner	любящий	возлюбленный			
subhashita-beginner	люди	люди			
subhashita-beginner	малати	малати			
subhashita-beginner	мало	мало			
subhashita-beginner	мальчика				
subhashita-beginner	мантры	мантры			
subhashita-beginner	между	пространство			
subhashita-beginner	меняются				
subhashita-beginner	местожительство	покои			
subhashita-beginner	милых	прекрасно			
subhashita-beginner	минералами				
subhashita-beginner	минует	избегать			
subhashita-beginner	многочисленные				
subhashita-beginner	могучий	твердая			
subhashita-beginner	молоко	молоко			
subhashita-beginner	мудрец	мудреца			
subhashita-beginner	мудрость	мудрость			
subhashita-beginner	мудрые	мудрые			
subhashita-beginner	мудрый	мудрый			
subhashita-beginner	мужа	муж			
subhashita-beginner	мужей	мужей			
subhashita-beginner	мутные	Дурные			
subhashita-beginner	на	землю			
subhashita-beginner	на помощь	извергая			
subhashita-beginner	надежда	надежда			
subhashita-beginner	наделенный	потоки			
subhashita-beginner	наложил	бывает наделен			
subhashita-beginner	направил	Шри			
subhashita-beginner	наслаждайся	пища			
subhashita-beginner	насытиться	удовлетворение			
subhashita-beginner	находящаяся в стороне	равнодушный			
subhashita-beginner	не	не			
subhashita-beginner	не дожидаясь	не дожидаясь			
subhashita-beginner	не удовлетворив				
subhashita-beginner	не-артха	не-артха			
subhashita-beginner	небесные	небесные			
subhashita-beginner	неблагодарный				
subhashita-beginner	невечен	невечно			
subhashita-beginner	нежноголосая	голоса			
subhashita-beginner	немые	немые			
subhashita-beginner	необычно				
subhashita-beginner	неодолимый				
subhashita-beginner	неподвижное	неподвижное			
subhashita-beginner	неприятное	неприятное			
subhashita-beginner	несчастье				
subhashita-beginner	неусыпной				
subhashita-beginner	никогда	никогда			
subhashita-beginner	нищие				
subhashita-beginner	ногами	след			
subhashita-beginner	нравится	привыкший			
subhashita-beginner	о				
subhashita-beginner	оба	оба			
subhashita-beginner	обидчики				
subhashita-beginner	обитель	обитель			
subhashita-beginner	облака	облако			
subhashita-beginner	обретает	обретает			
subhashita-beginner	объятие				
subhashita-beginner	ограничение				
subhashita-beginner	окажу помощь				
subhashita-beginner	океан	с океаном			
subhashita-beginner	окруженный	выбирает			
subhashita-beginner	окружив	принятие			
subhashita-beginner	омывшись	омывшись			
subhashita-beginner	он	его			
subhashita-beginner	оружие	оружие			
subhashita-beginner	освобождается				
subhashita-beginner	освобожденный	освобожденное			
subhashita-beginner	осеней	осенью			
subhashita-beginner	оставив				
subhashita-beginner	отврати	кто			
subhashita-beginner	отдай	дает			
subhashita-beginner	отец	отец			
subhashita-beginner	относятся	вращаются			
subhashita-beginner	отправился	ушел			
subhashita-beginner	отряхнулся	сверкает			
subhashita-beginner	охраняемый	охраняемый			
subhashita-beginner	павлинов				
subhashita-beginner	перевоплощается	в сансаре			
subhashita-beginner	перегоняя друг друга	из соперничества			
subhashita-beginner	племен	входят			
subhashita-beginner	по				
subhashita-beginner	победить	от рождения			
subhashita-beginner	погибли				
subhashita-beginner	погибнет				
subhashita-beginner	поглощается	перешагивать			
subhashita-beginner	подняв	напряжением сил			
subhashita-beginner	подобает				
subhashita-beginner	поедает	начало			
subhashita-beginner	поиски помощи	Саншрая			
subhashita-beginner	попрекает	презрение			
subhashita-beginner	попросил	просят			
subhashita-beginner	посеяно	или			
subhashita-beginner	последовательность	постепенно			
subhashita-beginner	послушание	послушанием			
subhashita-beginner	посовещавшись	совет			
subhashita-beginner	потомство	потомство			
subhashita-beginner	почва	кто			
subhashita-beginner	почитают	почитает			
subhashita-beginner	почтительно	смиренно			
subhashita-beginner	поэт	поэт			
subhashita-beginner	поэтому	поэтому			
subhashita-beginner	правильно	она			
subhashita-beginner	пребывает	стоят			
subhashita-beginner	превосходит	особенно			
subhashita-beginner	прибегаю				
subhashita-beginner	приближающегося	срок жизни			
subhashita-beginner	привлекут	происхождение			
subhashita-beginner	привязанный	привязанность			
subhashita-beginner	призывом				
subhashita-beginner	прими				
subhashita-beginner	принеси	жена			
subhashita-beginner	приносить	помогают			
subhashita-beginner	принял	принять			
subhashita-beginner	приплясывая				
subhashita-beginner	причина	причина			
subhashita-beginner	пришел				
subhashita-beginner	произнося				
subhashita-beginner	происходила	поведение			
subhashita-beginner	проклял	проклинает			
subhashita-beginner	пронзил	при разрывании			
subhashita-beginner	просим	который			
subhashita-beginner	прославленный				
subhashita-beginner	простить	терпеливый			
subhashita-beginner	противодействовать				
subhashita-beginner	протянулся	эти			
subhashita-beginner	пути				
subhashita-beginner	путь	пути			
subhashita-beginner	пчелы				
subhashita-beginner	пьянящего	Мадира			
subhashita-beginner	пять-шесть				
subhashita-beginner	равнодушия				
subhashita-beginner	радуются				
subhashita-beginner	разгневался	гневались			
subhashita-beginner	разгневанный	гневайся			
subhashita-beginner	различные	различные			
subhashita-beginner	раскрывающийся				
subhashita-beginner	расположились	проник			
subhashita-beginner	река	река			
subhashita-beginner	решив	определенно			
subhashita-beginner	род	в роду			
subhashita-beginner	родила	свою			
subhashita-beginner	родился	в рожденном			
subhashita-beginner	родственники	родственников			
subhashita-beginner	рождение	рождение			
subhashita-beginner	руки	в руках			
subhashita-beginner	с	с			
subhashita-beginner	с бритой головой				
subhashita-beginner	самана	общем			
subhashita-beginner	самая последняя				
subhashita-beginner	сандалом	сандаловой мазью			
subhashita-beginner	сверкает	царь			
subhashita-beginner	свой	свой			
subhashita-beginner	свой долг	своей дхарме			
subhashita-beginner	связано	не			
subhashita-beginner	связь				
subhashita-beginner	сделал	дела			
subhashita-beginner	сегодня	сегодня			
subhashita-beginner	семя	семя			
subhashita-beginner	сердце	в сердце			
subhashita-beginner	сестра				
subhashita-beginner	сжигает	сгорела			
subhashita-beginner	скажи	наставлению			
subhashita-beginner	сказал				
subhashita-beginner	склоняется	сгибают			
subhashita-beginner	скорбит	скорбит			
subhashita-beginner	слабый	подавленным			
subhashita-beginner	слава	в славе			
subhashita-beginner	сладкую	сладкую			
subhashita-beginner	слепцу				
subhashita-beginner	служит	служением			
subhashita-beginner	смеясь				
subhashita-beginner	смилуйся	очищается			
subhashita-beginner	снова	снова			
subhashita-beginner	совершай	совершает			
subhashita-beginner	совершил				
subhashita-beginner	согласно правилу	согласно правилу			
subhashita-beginner	соединившись	сочетается			
subhashita-beginner	созревание				
subhashita-beginner	сосредоточить	сосредоточить			
subhashita-beginner	сотворил	творение			
subhashita-beginner	союзником	запряженной			
subhashita-beginner	спит	уснувшего			
subhashita-beginner	способен	возможно			
subhashita-beginner	стареет	старость			
subhashita-beginner	сто				
subhashita-beginner	стороны	месте			
subhashita-beginner	страдают	слабости			
subhashita-beginner	стремится	проведем			
subhashita-beginner	стыдливая				
subhashita-beginner	счастлив	счастье			
subhashita-beginner	считаю	ум			
subhashita-beginner	сын	сыном			
subhashita-beginner	так	так			
subhashita-beginner	также	также			
subhashita-beginner	такое	такое			
subhashita-beginner	такой	против			
subhashita-beginner	там	там			
subhashita-beginner	тело	телом			
subhashita-beginner	тиртхе	тиртхе			
subhashita-beginner	только	только			
subhashita-beginner	тонкие	тонкое			
subhashita-beginner	трава				
subhashita-beginner	третий	третья			
subhashita-beginner	три	трех			
subhashita-beginner	тщетными	напрасными			
subhashita-beginner	ты	в тебе			
subhashita-beginner	тысяч	тысячи			
subhashita-beginner	у кого побежденные привязанности и пороки	вечером			
subhashita-beginner	убит	убивается			
subhashita-beginner	увидев	видны			
subhashita-beginner	увлеченная, любовно танцует	враги			
subhashita-beginner	увы	увы			
subhashita-beginner	уединенном				
subhashita-beginner	ум	мыслью			
subhashita-beginner	умирает	смерть			
subhashita-beginner	упал				
subhashita-beginner	употребляется				
subhashita-beginner	упражняется	навыкомъ			
subhashita-beginner	услышав	слышит			
subhashita-beginner	устанавливается	будут действенными			
subhashita-beginner	ученик	ученик			
subhashita-beginner	ученость				
subhashita-beginner	функция				
subhashita-beginner	хорошо	добродетельные			
subhashita-beginner	хочу	считается			
subhashita-beginner	хуже	затмивший			
subhashita-beginner	цари	царям			
subhashita-beginner	царь				
subhashita-beginner	царь зверей	царь зверей			
subhashita-beginner	цветами	доброжелательны			
subhashita-beginner	целует				
subhashita-beginner	человек	люди			
subhashita-beginner	через	через			
subhashita-beginner	четыре	четыре			
subhashita-beginner	чистый	очищение			
subhashita-beginner	читает				
subhashita-beginner	что	которого			
subhashita-beginner	чувства	чувства			
subhashita-beginner	шастры	наставления			
subhashita-beginner	шкуры	шкуры лани			
subhashita-beginner	шпионов				
subhashita-beginner	щеки	щеки			
subhashita-beginner	эти	тебе			
subhashita-beginner	это	это			
subhashita-beginner	я	от меня			
subhashita-beginner	язык	язык			
