L	vol	col
61188	5	847
61189	5	847
61190	5	847
61191	5	848
61192	5	848
61193	5	848
61194	5	848
61195	5	848
61196	5	848
61197	5	848
61198	5	848
61199	5	848
61200	5	848
61201	5	848
61202	5	848
61203	5	848
61204	5	848
61205	5	848
61206	5	848
61207	5	848
61208	5	848
61209	5	848
61210	5	848
61211	5	848
61212	5	848
61213	5	849
61214	5	849
61215	5	849
61216	5	849
61217	5	849
61218	5	849
61219	5	849
61220	5	849
61221	5	849
61222	5	849
61223	5	849
61224	5	849
61225	5	849
61226	5	849
61227	5	850
61228	5	850
61229	5	850
61230	5	850
61231	5	850
61232	5	850
61233	5	850
61234	5	850
61235	5	850
61236	5	850
61237	5	850
61238	5	850
61239	5	850
61240	5	850
61241	5	850
61242	5	850
61243	5	850
61244	5	850
61245	5	850
61246	5	850
61247	5	850
61248	5	850
61249	5	850
61250	5	851
61251	5	851
61252	5	851
61253	5	851
61254	5	851
61255	5	851
61256	5	851
61257	5	851
61258	5	851
61259	5	851
61260	5	851
61261	5	851
61262	5	851
61263	5	853
61264	5	853
61265	5	854
61266	5	854
61267	5	854
61268	5	854
61269	5	854
61270	5	854
61271	5	854
61272	5	854
61273	5	854
61274	5	855
61275	5	855
61276	5	856
61277	5	856
61278	5	856
61279	5	856
61280	5	856
61281	5	856
61282	5	856
61283	5	856
61284	5	856
61285	5	856
61286	5	856
61287	5	856
61288	5	856
61289	5	856
61290	5	856
61291	5	856
61292	5	858
61293	5	858
61294	5	858
61295	5	858
61296	5	858
61297	5	858
61298	5	858
61299	5	858
61300	5	858
61301	5	858
61302	5	858
61303	5	858
61304	5	858
61305	5	859
61306	5	859
61307	5	859
61308	5	859
61309	5	861
61310	5	861
61311	5	861
61312	5	861
61313	5	861
61314	5	861
61315	5	862
61316	5	862
61317	5	862
61318	5	862
61319	5	862
61320	5	862
61321	5	862
61322	5	862
61323	5	862
61324	5	862
61325	5	862
61326	5	862
61327	5	862
61328	5	862
61329	5	862
61330	5	862
61331	5	862
61332	5	862
61333	5	862
61334	5	862
61335	5	862
61336	5	862
61337	5	862
61338	5	863
61339	5	863
61340	5	863
61341	5	863
61342	5	863
61343	5	863
61344	5	863
61345	5	863
61346	5	863
61347	5	863
61348	5	863
61349	5	863
61350	5	863
61351	5	863
61352	5	863
61353	5	863
61354	5	863
61355	5	863
61356	5	863
61357	5	863
61358	5	863
61359	5	863
61360	5	863
61361	5	863
61362	5	863
61363	5	864
61364	5	864
61365	5	864
61366	5	864
61367	5	864
61368	5	864
61369	5	864
61370	5	864
61371	5	864
61372	5	864
61373	5	864
61374	5	864
61375	5	864
61376	5	864
61377	5	864
61378	5	864
61379	5	864
61380	5	864
61381	5	864
61382	5	864
61383	5	864
61384	5	865
61385	5	865
61386	5	865
61387	5	865
61388	5	865
61389	5	865
61390	5	865
61391	5	865
61392	5	865
61393	5	865
61394	5	865
61395	5	865
61396	5	865
61397	5	865
61398	5	865
61399	5	865
61400	5	866
61401	5	866
61402	5	866
61403	5	866
61404	5	866
61405	5	866
61406	5	866
61407	5	866
61408	5	866
61409	5	867
61410	5	867
61411	5	867
61412	5	867
61413	5	867
61414	5	867
61415	5	867
61416	5	867
61417	5	867
61418	5	867
61419	5	867
61420	5	867
61421	5	867
61422	5	867
61423	5	867
61424	5	867
61425	5	867
61426	5	867
61427	5	867
61428	5	867
61429	5	867
61430	5	867
61431	5	867
61432	5	867
61433	5	867
61434	5	867
61435	5	868
61436	5	868
61437	5	868
61438	5	868
61439	5	868
61440	5	868
61441	5	869
61442	5	869
61443	5	869
61444	5	869
61445	5	869
61446	5	870
61447	5	870
61448	5	870
61449	5	870
61450	5	870
61451	5	870
61452	5	870
61453	5	870
61454	5	870
61455	5	870
61456	5	870
61457	5	870
61458	5	870
61459	5	870
61460	5	870
61461	5	870
61462	5	870
61463	5	870
61464	5	870
61465	5	870
61466	5	870
61467	5	870
61468	5	870
61469	5	871
61470	5	871
61471	5	871
61472	5	871
61473	5	871
61474	5	871
61475	5	871
61476	5	871
61477	5	871
61478	5	871
61479	5	871
61480	5	871
61481	5	871
61482	5	871
61483	5	871
61484	5	871
61485	5	871
61486	5	871
61487	5	871
61488	5	871
61489	5	871
61490	5	871
61491	5	872
61492	5	872
61493	5	872
61494	5	872
61495	5	873
61496	5	873
61497	5	873
61498	5	873
61499	5	873
61500	5	873
61501	5	873
61502	5	873
61503	5	873
61504	5	873
61505	5	873
61506	5	873
61507	5	873
61508	5	873
61509	5	873
61510	5	873
61511	5	873
61512	5	873
61513	5	873
61514	5	873
61515	5	874
61516	5	874
61517	5	874
61518	5	874
61519	5	874
61520	5	874
61521	5	874
61522	5	874
61523	5	874
61524	5	874
61525	5	874
61526	5	874
61527	5	874
61528	5	874
61529	5	874
61530	5	874
61531	5	874
61532	5	874
61533	5	874
61534	5	875
61535	5	875
61536	5	875
61537	5	875
61538	5	875
61539	5	875
61540	5	875
61541	5	875
61542	5	875
61543	5	875
61544	5	875
61545	5	875
61546	5	875
61547	5	875
61548	5	875
61549	5	875
61550	5	875
61551	5	875
61552	5	875
61553	5	875
61554	5	875
61555	5	875
61556	5	875
61557	5	876
61558	5	876
61559	5	876
61560	5	876
61561	5	876
61562	5	876
61563	5	876
61564	5	876
61565	5	876
61566	5	876
61567	5	876
61568	5	876
61569	5	876
61570	5	876
61571	5	876
61572	5	876
61573	5	876
61574	5	876
61575	5	876
61576	5	876
61577	5	877
61578	5	877
61579	5	877
61580	5	877
61581	5	877
61582	5	877
61583	5	877
61584	5	877
61585	5	877
61586	5	877
61587	5	877
61588	5	877
61589	5	877
61590	5	877
61591	5	877
61592	5	877
61593	5	877
61594	5	878
61595	5	878
61596	5	878
61597	5	878
61598	5	878
61599	5	878
61600	5	878
61601	5	878
61602	5	878
61603	5	878
61604	5	878
61605	5	879
61606	5	879
61607	5	879
61608	5	879
61609	5	879
61610	5	879
61611	5	879
61612	5	879
61613	5	879
61614	5	879
61615	5	879
61616	5	879
61617	5	879
61618	5	879
61619	5	879
61620	5	879
61621	5	879
61622	5	879
61623	5	879
61624	5	880
61625	5	880
61626	5	880
61627	5	880
61628	5	880
61629	5	880
61630	5	880
61631	5	880
61632	5	880
61633	5	880
61634	5	880
61635	5	880
61636	5	880
61637	5	880
61638	5	880
61639	5	880
61640	5	880
61641	5	880
61642	5	880
61643	5	880
61644	5	880
61645	5	880
61646	5	880
61647	5	880
61648	5	881
61649	5	881
61650	5	881
61651	5	881
61652	5	881
61653	5	881
61654	5	881
61655	5	882
61656	5	882
61657	5	882
61658	5	882
61659	5	882
61660	5	882
61661	5	882
61662	5	882
61663	5	882
61664	5	883
61665	5	883
61666	5	883
61667	5	883
61668	5	883
61669	5	883
61670	5	883
61671	5	883
61672	5	883
61673	5	883
61674	5	883
61675	5	883
61676	5	883
61677	5	883
61678	5	883
61679	5	883
61680	5	883
61681	5	883
61682	5	883
61683	5	883
61684	5	883
61685	5	884
61686	5	884
61687	5	884
61688	5	884
61689	5	884
61690	5	884
61691	5	884
61692	5	884
61693	5	884
61694	5	884
61695	5	884
61696	5	884
61697	5	884
61698	5	884
61699	5	884
61700	5	884
61701	5	884
61702	5	885
61703	5	885
61704	5	885
61705	5	885
61706	5	885
61707	5	886
61708	5	886
61709	5	886
61710	5	886
61711	5	886
61712	5	886
61713	5	886
61714	5	886
61715	5	886
61716	5	886
61717	5	886
61718	5	886
61719	5	886
61720	5	886
61721	5	886
61722	5	886
61723	5	886
61724	5	886
61725	5	886
61726	5	886
61727	5	886
61728	5	886
61729	5	886
61730	5	886
61731	5	886
61732	5	887
61733	5	887
61734	5	887
61735	5	887
61736	5	887
61737	5	887
61738	5	887
61739	5	887
61740	5	887
61741	5	887
61742	5	887
61743	5	887
61744	5	887
61745	5	887
61746	5	887
61747	5	887
61748	5	887
61749	5	887
61750	5	887
61751	5	887
61752	5	888
61753	5	888
61754	5	888
61755	5	888
61756	5	888
61757	5	888
61758	5	888
61759	5	888
61760	5	888
61761	5	888
61762	5	889
61763	5	889
61764	5	889
61765	5	889
61766	5	889
61767	5	889
61768	5	889
61769	5	889
61770	5	889
61771	5	889
61772	5	889
61773	5	889
61774	5	889
61775	5	889
61776	5	889
61777	5	889
61778	5	889
61779	5	889
61780	5	889
61781	5	889
61782	5	889
61783	5	889
61784	5	889
61785	5	890
61786	5	890
61787	5	890
61788	5	890
61789	5	890
61790	5	890
61791	5	890
61792	5	891
61793	5	891
61794	5	891
61795	5	891
61796	5	891
61797	5	891
61798	5	891
61799	5	891
61800	5	891
61801	5	891
61802	5	891
61803	5	891
61804	5	891
61805	5	891
61806	5	891
61807	5	892
61808	5	892
61809	5	892
61810	5	892
61811	5	892
61812	5	892
61813	5	892
61814	5	892
61815	5	892
61816	5	892
61817	5	892
61818	5	892
61819	5	892
61820	5	892
61821	5	892
61822	5	892
61823	5	892
61824	5	892
61825	5	892
61826	5	892
61827	5	892
61828	5	893
61829	5	893
61830	5	893
61831	5	893
61832	5	893
61833	5	893
61834	5	893
61835	5	893
61836	5	893
61837	5	893
61838	5	893
61839	5	893
61840	5	893
61841	5	893
61842	5	893
61843	5	893
61844	5	893
61845	5	893
61846	5	893
61847	5	893
61848	5	893
61849	5	893
61850	5	893
61851	5	894
61852	5	894
61853	5	894
61854	5	894
61855	5	894
61856	5	894
61857	5	894
61858	5	894
61859	5	894
61860	5	894
61861	5	894
61862	5	894
61863	5	894
61864	5	894
61865	5	894
61866	5	894
61867	5	894
61868	5	894
61869	5	894
61870	5	894
61871	5	894
61872	5	894
61873	5	894
61874	5	894
61875	5	894
61876	5	894
61877	5	895
61878	5	895
61879	5	895
61880	5	895
61881	5	895
61882	5	895
61883	5	895
61884	5	895
61885	5	895
61886	5	895
61887	5	895
61888	5	895
61889	5	895
61890	5	895
61891	5	895
61892	5	895
61893	5	895
61894	5	895
61895	5	895
61896	5	895
61897	5	895
61898	5	895
61899	5	895
61900	5	895
61901	5	895
61902	5	895
61903	5	896
61904	5	896
61905	5	896
61906	5	896
61907	5	896
61908	5	896
61909	5	896
61910	5	896
61911	5	896
61912	5	896
61913	5	896
61914	5	896
61915	5	896
61916	5	896
61917	5	896
61918	5	896
61919	5	896
61920	5	896
61921	5	896
61922	5	896
61923	5	896
61924	5	896
61925	5	897
61926	5	897
61927	5	897
61928	5	897
61929	5	897
61930	5	897
61931	5	897
61932	5	897
61933	5	897
61934	5	897
61935	5	897
61936	5	898
61937	5	898
61938	5	898
61939	5	898
61940	5	898
61941	5	898
61942	5	898
61943	5	898
61944	5	898
61945	5	898
61946	5	898
61947	5	899
61948	5	899
61949	5	899
61950	5	899
61951	5	899
61952	5	899
61953	5	899
61954	5	899
61955	5	899
61956	5	899
61957	5	899
61958	5	899
61959	5	899
61960	5	899
61961	5	899
61962	5	900
61963	5	900
61964	5	900
61965	5	900
61966	5	900
61967	5	900
61968	5	900
61969	5	900
61970	5	901
61971	5	901
61972	5	901
61973	5	901
61974	5	901
61975	5	901
61976	5	902
61977	5	902
61978	5	902
61979	5	902
61980	5	902
61981	5	902
61982	5	902
61983	5	902
61984	5	902
61985	5	902
61986	5	902
61987	5	902
61988	5	903
61989	5	903
61990	5	903
61991	5	903
61992	5	903
61993	5	903
61994	5	903
61995	5	903
61996	5	903
61997	5	903
61998	5	903
61999	5	904
62000	5	904
62001	5	904
62002	5	904
62003	5	904
62004	5	904
62005	5	904
62006	5	904
62007	5	904
62008	5	904
62009	5	904
62010	5	904
62011	5	904
62012	5	904
62013	5	905
62014	5	905
62015	5	905
62016	5	905
62017	5	905
62018	5	905
62019	5	905
62020	5	905
62021	5	905
62022	5	905
62023	5	905
62024	5	905
62025	5	905
62026	5	905
62027	5	906
62028	5	906
62029	5	906
62030	5	906
62031	5	906
62032	5	906
62033	5	906
62034	5	906
62035	5	906
62036	5	906
62037	5	906
62038	5	906
62039	5	906
62040	5	906
62041	5	906
62042	5	906
62043	5	906
62044	5	906
62045	5	906
62046	5	906
62047	5	907
62048	5	907
62049	5	907
62050	5	907
62051	5	907
62052	5	907
62053	5	907
62054	5	907
62055	5	907
62056	5	907
62057	5	907
62058	5	907
62059	5	907
62060	5	907
62061	5	908
62062	5	908
62063	5	908
62064	5	908
62065	5	908
62066	5	908
62067	5	908
62068	5	908
62069	5	908
62070	5	908
62071	5	908
62072	5	908
62073	5	908
62074	5	908
62075	5	908
62076	5	908
62077	5	908
62078	5	908
62079	5	908
62080	5	909
62081	5	909
62082	5	909
62083	5	909
62084	5	909
62085	5	909
62086	5	909
62087	5	909
62088	5	910
62089	5	910
62090	5	910
62091	5	910
62092	5	910
62093	5	910
62094	5	910
62095	5	910
62096	5	910
62097	5	911
62098	5	911
62099	5	911
62100	5	911
62101	5	911
62102	5	911
62103	5	911
62104	5	911
62105	5	911
62106	5	911
62107	5	911
62108	5	911
62109	5	911
62110	5	911
62111	5	912
62112	5	912
62113	5	912
62114	5	912
62115	5	912
62116	5	912
62117	5	912
62118	5	912
62119	5	912
62120	5	912
62121	5	912
62122	5	913
62123	5	913
62124	5	913
62125	5	913
62126	5	913
62127	5	913
62128	5	913
62129	5	913
62130	5	913
62131	5	913
62132	5	913
62133	5	913
62134	5	913
62135	5	913
62136	5	914
62137	5	914
62138	5	914
62139	5	914
62140	5	914
62141	5	914
62142	5	914
62143	5	914
62144	5	914
62145	5	914
62146	5	914
62147	5	914
62148	5	914
62149	5	914
62150	5	914
62151	5	914
62152	5	914
62153	5	915
62154	5	915
62155	5	915
62156	5	915
62157	5	915
62158	5	915
62159	5	916
62160	5	916
62161	5	916
62162	5	916
62163	5	916
62164	5	916
62165	5	916
62166	5	916
62167	5	916
62168	5	917
62169	5	917
62170	5	917
62171	5	917
62172	5	917
62173	5	917
62174	5	917
62175	5	917
62176	5	917
62177	5	917
62178	5	917
62179	5	917
62180	5	917
62181	5	918
62182	5	918
62183	5	918
62184	5	918
62185	5	918
62186	5	918
62187	5	918
62188	5	918
62189	5	918
62190	5	918
62191	5	918
62192	5	918
62193	5	918
62194	5	918
62195	5	918
62196	5	918
62197	5	918
62198	5	918
62199	5	919
62200	5	919
62201	5	919
62202	5	919
62203	5	919
62204	5	919
62205	5	919
62206	5	919
62207	5	919
62208	5	919
62209	5	919
62210	5	919
62211	5	919
62212	5	920
62213	5	920
62214	5	920
62215	5	920
62216	5	920
62217	5	920
62218	5	920
62219	5	920
62220	5	920
62221	5	920
62222	5	920
62223	5	920
62224	5	920
62225	5	920
62226	5	920
62227	5	920
62228	5	920
62229	5	921
62230	5	921
62231	5	921
62232	5	921
62233	5	921
62234	5	921
62235	5	921
62236	5	921
62237	5	921
62238	5	921
62239	5	921
62240	5	921
62241	5	922
62242	5	922
62243	5	922
62244	5	923
62245	5	923
62246	5	923
62247	5	923
62248	5	923
62249	5	923
62250	5	923
62251	5	923
62252	5	923
62253	5	923
62254	5	923
62255	5	923
62256	5	923
62257	5	923
62258	5	923
62259	5	923
62260	5	923
62261	5	923
62262	5	924
62263	5	924
62264	5	924
62265	5	924
62266	5	924
62267	5	924
62268	5	924
62269	5	924
62270	5	924
62271	5	924
62272	5	924
62273	5	924
62274	5	924
62275	5	924
62276	5	924
62277	5	924
62278	5	924
62279	5	924
62280	5	924
62281	5	924
62282	5	925
62283	5	925
62284	5	925
62285	5	925
62286	5	925
62287	5	925
62288	5	925
62289	5	925
62290	5	925
62291	5	925
62292	5	925
62293	5	925
62294	5	925
62295	5	925
62296	5	925
62297	5	925
62298	5	925
62299	5	925
62300	5	926
62301	5	926
62302	5	926
62303	5	926
62304	5	926
62305	5	926
62306	5	926
62307	5	926
62308	5	926
62309	5	926
62310	5	926
62311	5	926
62312	5	926
62313	5	926
62314	5	926
62315	5	926
62316	5	926
62317	5	927
62318	5	927
62319	5	927
62320	5	927
62321	5	927
62322	5	927
62323	5	927
62324	5	927
62325	5	927
62326	5	927
62327	5	927
62328	5	927
62329	5	927
62330	5	927
62331	5	927
62332	5	927
62333	5	928
62334	5	928
62335	5	928
62336	5	928
62337	5	928
62338	5	928
62339	5	928
62340	5	928
62341	5	929
62342	5	929
62343	5	929
62344	5	929
62345	5	929
62346	5	929
62347	5	929
62348	5	929
62349	5	929
62350	5	929
62351	5	929
62352	5	929
62353	5	929
62354	5	929
62355	5	930
62356	5	930
62357	5	930
62358	5	930
62359	5	930
62360	5	930
62361	5	930
62362	5	931
62363	5	931
62364	5	931
62365	5	931
62366	5	931
62367	5	931
62368	5	931
62369	5	931
62370	5	931
62371	5	931
62372	5	932
62373	5	932
62374	5	932
62375	5	932
62376	5	932
62377	5	932
62378	5	932
62379	5	932
62380	5	932
62381	5	932
62382	5	933
62383	5	933
62384	5	933
62385	5	934
62386	5	934
62387	5	934
62388	5	934
62389	5	934
62390	5	934
62391	5	934
62392	5	934
62393	5	934
62394	5	935
62395	5	936
62396	5	936
62397	5	936
62398	5	936
62399	5	936
62400	5	936
62401	5	936
62402	5	936
62403	5	936
62404	5	941
62405	5	941
62406	5	941
62407	5	941
62408	5	941
62409	5	941
62410	5	941
62411	5	941
62412	5	941
62413	5	941
62414	5	941
62415	5	941
62416	5	941
62417	5	941
62418	5	941
62419	5	941
62420	5	941
62421	5	941
62422	5	942
62423	5	942
62424	5	942
62425	5	942
62426	5	942
62427	5	942
62428	5	942
62429	5	942
62430	5	942
62431	5	942
62432	5	942
62433	5	942
62434	5	942
62435	5	942
62436	5	942
62437	5	942
62438	5	942
62439	5	942
62440	5	942
62441	5	942
62442	5	942
62443	5	942
62444	5	942
62445	5	943
62446	5	943
62447	5	943
62448	5	943
62449	5	943
62450	5	943
62451	5	943
62452	5	943
62453	5	943
62454	5	943
62455	5	943
62456	5	943
62457	5	943
62458	5	943
62459	5	943
62460	5	943
62461	5	943
62462	5	943
62463	5	943
62464	5	943
62465	5	943
62466	5	943
62467	5	943
62468	5	943
62469	5	944
62470	5	944
62471	5	944
62472	5	944
62473	5	944
62474	5	944
62475	5	944
62476	5	944
62477	5	944
62478	5	944
62479	5	944
62480	5	944
62481	5	944
62482	5	944
62483	5	944
62484	5	944
62485	5	944
62486	5	944
62487	5	944
62488	5	944
62489	5	944
62490	5	944
62491	5	944
62492	5	944
62493	5	945
62494	5	945
62495	5	945
62496	5	945
62497	5	945
62498	5	945
62499	5	945
62500	5	945
62501	5	945
62502	5	945
62503	5	945
62504	5	945
62505	5	945
62506	5	945
62507	5	945
62508	5	945
62509	5	945
62510	5	945
62511	5	945
62512	5	945
62513	5	945
62514	5	945
62515	5	945
62516	5	945
62517	5	945
62518	5	945
62519	5	946
62520	5	946
62521	5	946
62522	5	946
62523	5	946
62524	5	946
62525	5	946
62526	5	946
62527	5	946
62528	5	946
62529	5	946
62530	5	946
62531	5	946
62532	5	946
62533	5	946
62534	5	946
62535	5	946
62536	5	946
62537	5	946
62538	5	946
62539	5	946
62540	5	946
62541	5	946
62542	5	946
62543	5	946
62544	5	946
62545	5	946
62546	5	946
62547	5	946
62548	5	947
62549	5	947
62550	5	947
62551	5	947
62552	5	947
62553	5	947
62554	5	947
62555	5	947
62556	5	947
62557	5	947
62558	5	947
62559	5	947
62560	5	947
62561	5	947
62562	5	947
62563	5	947
62564	5	947
62565	5	947
62566	5	947
62567	5	947
62568	5	947
62569	5	947
62570	5	947
62571	5	947
62572	5	947
62573	5	947
62574	5	947
62575	5	947
62576	5	947
62577	5	947
62578	5	947
62579	5	948
62580	5	948
62581	5	948
62582	5	948
62583	5	948
62584	5	948
62585	5	948
62586	5	948
62587	5	948
62588	5	948
62589	5	948
62590	5	948
62591	5	948
62592	5	948
62593	5	948
62594	5	948
62595	5	948
62596	5	948
62597	5	948
62598	5	948
62599	5	948
62600	5	948
62601	5	948
62602	5	948
62603	5	948
62604	5	948
62605	5	948
62606	5	948
62607	5	948
62608	5	948
62609	5	948
62610	5	949
62611	5	949
62612	5	949
62613	5	949
62614	5	949
62615	5	949
62616	5	949
62617	5	949
62618	5	949
62619	5	949
62620	5	949
62621	5	949
62622	5	949
62623	5	949
62624	5	949
62625	5	949
62626	5	949
62627	5	949
62628	5	949
62629	5	949
62630	5	949
62631	5	949
62632	5	949
62633	5	949
62634	5	949
62635	5	949
62636	5	949
62637	5	949
62638	5	949
62639	5	949
62640	5	949
62641	5	949
62642	5	949
62643	5	950
62644	5	950
62645	5	950
62646	5	950
62647	5	950
62648	5	950
62649	5	950
62650	5	950
62651	5	950
62652	5	950
62653	5	950
62654	5	950
62655	5	950
62656	5	950
62657	5	950
62658	5	950
62659	5	950
62660	5	950
62661	5	950
62662	5	950
62663	5	950
62664	5	950
62665	5	950
62666	5	950
62667	5	950
62668	5	950
62669	5	950
62670	5	951
62671	5	951
62672	5	951
62673	5	951
62674	5	951
62675	5	951
62676	5	951
62677	5	951
62678	5	951
62679	5	951
62680	5	951
62681	5	951
62682	5	951
62683	5	951
62684	5	951
62685	5	951
62686	5	951
62687	5	951
62688	5	951
62689	5	951
62690	5	951
62691	5	951
62692	5	951
62693	5	951
62694	5	951
62695	5	951
62696	5	951
62697	5	952
62698	5	952
62699	5	952
62700	5	952
62701	5	952
62702	5	952
62703	5	952
62704	5	952
62705	5	952
62706	5	952
62707	5	952
62708	5	952
62709	5	952
62710	5	952
62711	5	952
62712	5	952
62713	5	952
62714	5	952
62715	5	952
62716	5	952
62717	5	952
62718	5	952
62719	5	953
62720	5	953
62721	5	953
62722	5	953
62723	5	953
62724	5	953
62725	5	953
62726	5	953
62727	5	953
62728	5	953
62729	5	953
62730	5	953
62731	5	953
62732	5	953
62733	5	953
62734	5	953
62735	5	953
62736	5	953
62737	5	953
62738	5	953
62739	5	953
62740	5	953
62741	5	953
62742	5	953
62743	5	953
62744	5	953
62745	5	953
62746	5	953
62747	5	953
62748	5	954
62749	5	954
62750	5	954
62751	5	954
62752	5	954
62753	5	954
62754	5	954
62755	5	954
62756	5	954
62757	5	954
62758	5	954
62759	5	954
62760	5	954
62761	5	954
62762	5	954
62763	5	954
62764	5	954
62765	5	954
62766	5	954
62767	5	955
62768	5	955
62769	5	955
62770	5	955
62771	5	955
62772	5	955
62773	5	955
62774	5	955
62775	5	955
62776	5	955
62777	5	955
62778	5	955
62779	5	955
62780	5	955
62781	5	955
62782	5	955
62783	5	955
62784	5	955
62785	5	956
62786	5	956
62787	5	956
62788	5	956
62789	5	956
62790	5	956
62791	5	956
62792	5	956
62793	5	956
62794	5	956
62795	5	956
62796	5	956
62797	5	956
62798	5	956
62799	5	956
62800	5	956
62801	5	956
62802	5	956
62803	5	956
62804	5	956
62805	5	956
62806	5	956
62807	5	956
62808	5	956
62809	5	956
62810	5	956
62811	5	956
62812	5	956
62813	5	957
62814	5	957
62815	5	957
62816	5	957
62817	5	957
62818	5	957
62819	5	957
62820	5	957
62821	5	957
62822	5	957
62823	5	957
62824	5	957
62825	5	957
62826	5	957
62827	5	957
62828	5	957
62829	5	957
62830	5	957
62831	5	957
62832	5	957
62833	5	957
62834	5	957
62835	5	957
62836	5	957
62837	5	957
62838	5	957
62839	5	957
62840	5	957
62841	5	957
62842	5	957
62843	5	958
62844	5	958
62845	5	958
62846	5	958
62847	5	958
62848	5	958
62849	5	958
62850	5	958
62851	5	958
62852	5	958
62853	5	958
62854	5	958
62855	5	958
62856	5	958
62857	5	958
62858	5	958
62859	5	958
62860	5	958
62861	5	958
62862	5	959
62863	5	959
62864	5	959
62865	5	959
62866	5	959
62867	5	959
62868	5	959
62869	5	959
62870	5	959
62871	5	959
62872	5	959
62873	5	959
62874	5	959
62875	5	959
62876	5	959
62877	5	959
62878	5	959
62879	5	959
62880	5	959
62881	5	959
62882	5	959
62883	5	959
62884	5	959
62885	5	959
62886	5	959
62887	5	959
62888	5	959
62889	5	959
62890	5	959
62891	5	959
62892	5	959
62893	5	959
62894	5	959
62895	5	959
62896	5	960
62897	5	960
62898	5	960
62899	5	960
62900	5	960
62901	5	960
62902	5	960
62903	5	960
62904	5	960
62905	5	960
62906	5	960
62907	5	960
62908	5	960
62909	5	960
62910	5	960
62911	5	960
62912	5	960
62913	5	960
62914	5	960
62915	5	960
62916	5	960
62917	5	960
62918	5	960
62919	5	960
62920	5	960
62921	5	961
62922	5	961
62923	5	961
62924	5	961
62925	5	961
62926	5	961
62927	5	961
62928	5	961
62929	5	961
62930	5	961
62931	5	961
62932	5	961
62933	5	961
62934	5	961
62935	5	961
62936	5	961
62937	5	961
62938	5	961
62939	5	961
62940	5	961
62941	5	961
62942	5	961
62943	5	961
62944	5	961
62945	5	961
62946	5	962
62947	5	962
62948	5	962
62949	5	962
62950	5	962
62951	5	962
62952	5	962
62953	5	962
62954	5	962
62955	5	962
62956	5	962
62957	5	962
62958	5	962
62959	5	962
62960	5	962
62961	5	962
62962	5	962
62963	5	962
62964	5	962
62965	5	962
62966	5	962
62967	5	962
62968	5	962
62969	5	962
62970	5	962
62971	5	962
62972	5	962
62973	5	963
62974	5	963
62975	5	963
62976	5	963
62977	5	963
62978	5	963
62979	5	963
62980	5	963
62981	5	963
62982	5	963
62983	5	963
62984	5	963
62985	5	963
62986	5	963
62987	5	963
62988	5	963
62989	5	963
62990	5	963
62991	5	963
62992	5	963
62993	5	963
62994	5	963
62995	5	963
62996	5	963
62997	5	963
62998	5	963
62999	5	963
63000	5	963
63001	5	964
63002	5	964
63003	5	964
63004	5	964
63005	5	964
63006	5	964
63007	5	964
63008	5	964
63009	5	964
63010	5	964
63011	5	964
63012	5	964
63013	5	964
63014	5	964
63015	5	964
63016	5	964
63017	5	964
63018	5	964
63019	5	964
63020	5	964
63021	5	964
63022	5	964
63023	5	965
63024	5	965
63025	5	965
63026	5	965
63027	5	965
63028	5	965
63029	5	965
63030	5	965
63031	5	965
63032	5	965
63033	5	965
63034	5	965
63035	5	965
63036	5	965
63037	5	965
63038	5	965
63039	5	965
63040	5	965
63041	5	965
63042	5	965
63043	5	965
63044	5	965
63045	5	965
63046	5	965
63047	5	965
63048	5	965
63049	5	965
63050	5	965
63051	5	965
63052	5	966
63053	5	966
63054	5	966
63055	5	966
63056	5	966
63057	5	966
63058	5	966
63059	5	966
63060	5	966
63061	5	966
63062	5	966
63063	5	966
63064	5	966
63065	5	966
63066	5	966
63067	5	966
63068	5	966
63069	5	966
63070	5	966
63071	5	966
63072	5	966
63073	5	966
63074	5	966
63075	5	966
63076	5	966
63077	5	966
63078	5	966
63079	5	966
63080	5	966
63081	5	966
63082	5	966
63083	5	966
63084	5	966
63085	5	966
63086	5	966
63087	5	967
63088	5	967
63089	5	967
63090	5	967
63091	5	967
63092	5	967
63093	5	967
63094	5	967
63095	5	967
63096	5	967
63097	5	967
63098	5	967
63099	5	967
63100	5	967
63101	5	967
63102	5	967
63103	5	967
63104	5	967
63105	5	967
63106	5	967
63107	5	967
63108	5	967
63109	5	968
63110	5	968
63111	5	968
63112	5	968
63113	5	968
63114	5	968
63115	5	968
63116	5	968
63117	5	968
63118	5	968
63119	5	968
63120	5	968
63121	5	968
63122	5	968
63123	5	968
63124	5	968
63125	5	968
63126	5	968
63127	5	968
63128	5	968
63129	5	968
63130	5	968
63131	5	968
63132	5	968
63133	5	968
63134	5	968
63135	5	968
63136	5	968
63137	5	968
63138	5	969
63139	5	969
63140	5	969
63141	5	969
63142	5	969
63143	5	969
63144	5	969
63145	5	969
63146	5	969
63147	5	969
63148	5	969
63149	5	969
63150	5	969
63151	5	969
63152	5	969
63153	5	969
63154	5	969
63155	5	969
63156	5	969
63157	5	969
63158	5	969
63159	5	969
63160	5	969
63161	5	969
63162	5	969
63163	5	969
63164	5	969
63165	5	969
63166	5	969
63167	5	970
63168	5	970
63169	5	970
63170	5	970
63171	5	970
63172	5	970
63173	5	970
63174	5	970
63175	5	970
63176	5	970
63177	5	970
63178	5	970
63179	5	970
63180	5	970
63181	5	970
63182	5	970
63183	5	970
63184	5	970
63185	5	971
63186	5	971
