rank	rule	category	count	pct	cumulative_pct	family_size	priority	lesson
759	ṝṇām s → ṛṇāṃ s	anusvāra / nasal	8	0.001	98.76	8	10.6	10
760	arjunam p → 'rjunaṃ p	anusvāra / nasal	8	0.001	98.77	8	10.6	10
761	r → iva r	consonant / other	16	0.003	98.77	1	10.6	10
762	ḥ m → u m	visarga	10	0.002	98.77	14	10.5	10
763	nam ś → ṇaṃ ś	anusvāra / nasal	8	0.001	98.77	7	10.5	10
764	umantam s → ūmantaṃ s	anusvāra / nasal	8	0.001	98.77	7	10.5	10
765	abravīt d → 'bravīd d	consonant / other	13	0.002	98.78	9	10.5	10
766	ā j → ī j	consonant / other	12	0.002	98.78	20	10.5	10
767	ā dh → ī dh	consonant / other	12	0.002	98.78	20	10.5	10
768	e asmin → e 'smiñ	consonant / other	11	0.002	98.78	49	10.5	10
769	iḥ d → ā d	visarga	10	0.002	98.78	13	10.5	10
770	ḥ ph → Ø ph	visarga	9	0.002	98.78	38	10.5	10
771	aḥ abhyadhikaḥ → o 'bhyadhiko	visarga	8	0.001	98.79	136	10.4	10
772	aḥ s → o s	visarga	8	0.001	98.79	136	10.4	10
773	aḥ abravīt → o 'bravīn	visarga	8	0.001	98.79	136	10.4	10
774	aḥ artham → o 'rthaṃ	visarga	8	0.001	98.79	136	10.4	10
775	aḥ _ → o yudhāṃ	visarga	8	0.001	98.79	136	10.4	10
776	aḥ anyat → o 'nyad	visarga	8	0.001	98.79	136	10.4	10
777	d ph → t ph	consonant / other	13	0.002	98.8	8	10.4	10
778	nām p → ṇāṃ p	anusvāra / nasal	8	0.001	98.8	6	10.3	10
779	āt m → ato m	consonant / other	12	0.002	98.8	17	10.3	10
780	k r → g r	consonant / other	12	0.002	98.8	16	10.3	10
781	iḥ ṣ → Ø ṣ	visarga	9	0.002	98.8	31	10.3	10
782	ntaḥ bh → to bh	visarga	10	0.002	98.8	10	10.2	10
783	ām j → īṃ j	anusvāra / nasal	7	0.001	98.81	20	10.2	10
784	ī v → i v	consonant / other	13	0.002	98.81	6	10.1	10
785	c y → g y	consonant / other	12	0.002	98.81	13	10.1	10
786	m g → a g	anusvāra / nasal	7	0.001	98.81	17	10.0	10
787	m ś → a ś	anusvāra / nasal	7	0.001	98.81	17	10.0	10
788	e ā → e ''	vowel coalescence	7	0.001	98.81	49	10.0	10
789	uvoḥ b → vor b	visarga	11	0.002	98.82	3	10.0	10
790	n → iva n	consonant / other	15	0.003	98.82	1	9.9	10
791	abravīt m → 'bravīn m	consonant / other	15	0.003	98.82	1	9.9	10
792	n l → l l	consonant / other	15	0.003	98.82	1	9.9	10
793	ḥ c → ṃś c	visarga	12	0.002	98.83	1	9.9	10
794	k → ṃ k	anusvāra / nasal	9	0.002	98.83	1	9.9	10
795	ñ l → aṃl l	anusvāra / nasal	9	0.002	98.83	1	9.9	10
796	mprahāram p → ṃprahāraṃ p	anusvāra / nasal	9	0.002	98.83	1	9.9	10
797	j a → ḍ a	consonant / other	13	0.002	98.83	5	9.9	10
798	i _ → i purāvidaḥ	consonant / other	13	0.002	98.83	5	9.9	10
799	a bh → ā bh	consonant / other	12	0.002	98.84	11	9.9	10
800	o v → u v	consonant / other	12	0.002	98.84	11	9.9	10
801	e m → ahyaṃ m	anusvāra / nasal	7	0.001	98.84	14	9.8	10
802	asmi a → 'smy a	consonant / other	14	0.002	98.84	2	9.8	10
803	au n → yāṃ n	anusvāra / nasal	7	0.001	98.84	13	9.8	10
804	ṇām n → nāṃ n	anusvāra / nasal	7	0.001	98.85	13	9.8	10
805	ebhiḥ e → air e	visarga	10	0.002	98.85	6	9.7	10
806	ś r → g r	consonant / other	12	0.002	98.85	9	9.7	10
807	ś bh → g bh	consonant / other	12	0.002	98.85	9	9.7	10
808	ṣu v → bhir v	consonant / other	12	0.002	98.85	9	9.7	10
809	abravīt bh → 'bravīd bh	consonant / other	12	0.002	98.86	9	9.7	10
810	e l → ava l	consonant / other	11	0.002	98.86	21	9.7	10
811	ant h → ān h	consonant / other	11	0.002	98.86	20	9.6	10
812	m m → m	anusvāra / nasal	7	0.001	98.86	11	9.6	10
813	e k → ubhyaṃ k	anusvāra / nasal	7	0.001	98.86	11	9.6	10
814	abhūt a → 'bhūd a	consonant / other	12	0.002	98.86	8	9.6	10
815	t k → Ø k	consonant / other	12	0.002	98.87	8	9.6	10
816	naḥ k → asmākaṃ k	visarga	9	0.002	98.87	15	9.6	10
817	naḥ c → asmākaṃ c	visarga	9	0.002	98.87	15	9.6	10
818	e agratas → e 'grataḥ	consonant / other	10	0.002	98.87	49	9.5	10
819	e asmin → e 'smiṃs	anusvāra / nasal	6	0.001	98.87	49	9.5	10
820	m s → tastaṃ s	anusvāra / nasal	7	0.001	98.87	10	9.5	10
821	tram v → raṃ v	anusvāra / nasal	7	0.001	98.87	10	9.5	10
822	āt bh → ato bh	consonant / other	11	0.002	98.88	17	9.5	10
823	ñ ṛ → ann ṛ	consonant / other	12	0.002	98.88	7	9.4	10
824	iḥ s → ā s	visarga	9	0.002	98.88	13	9.4	10
825	āyām d → asyāṃ d	anusvāra / nasal	8	0.001	98.88	2	9.3	10
826	ṝṇām d → ṛṇāṃ d	anusvāra / nasal	7	0.001	98.88	8	9.3	10
827	nt v → d v	consonant / other	12	0.002	98.88	6	9.3	10
828	m e → ṃ e	anusvāra / nasal	6	0.001	98.89	37	9.3	10
829	m ḍ → ṃ ḍ	anusvāra / nasal	6	0.001	98.89	37	9.3	10
830	m i → ṃ i	anusvāra / nasal	6	0.001	98.89	37	9.3	10
831	m vām → ṃ yuvayor	anusvāra / nasal	6	0.001	98.89	37	9.3	10
832	as agnim → o 'gniṃ	anusvāra / nasal	6	0.001	98.89	36	9.2	10
833	c ā → g ā	consonant / other	11	0.002	98.89	13	9.2	10
834	um p → vīṃ p	anusvāra / nasal	7	0.001	98.89	7	9.2	10
835	ak v → ā v	consonant / other	11	0.002	98.89	12	9.1	10
836	rī r → ā r	consonant / other	11	0.002	98.9	12	9.1	10
837	e p → astava p	consonant / other	12	0.002	98.9	5	9.1	10
838	aḥ abhūvam → o 'bhūvaṃ	visarga	7	0.001	98.9	136	9.1	10
839	aḥ asyām → o 'syāṃ	visarga	7	0.001	98.9	136	9.1	10
840	aḥ asme → o 'smāsu	visarga	7	0.001	98.9	136	9.1	10
841	aḥ abhūt → o 'bhūn	visarga	7	0.001	98.9	136	9.1	10
842	aḥ atyartham → o 'tyarthaṃ	visarga	7	0.001	98.9	136	9.1	10
843	aḥ atyagāt → o 'tyagād	visarga	7	0.001	98.91	136	9.1	10
844	iḥ ch → Ø ch	visarga	8	0.001	98.91	31	9.1	10
845	ḥ h → turo h	visarga	11	0.002	98.91	1	9.1	10
846	ḥ p → r p	visarga	8	0.001	98.91	30	9.1	10
847	ḥ apaḥ → r āpo	visarga	8	0.001	98.91	30	9.1	10
848	ḥ naḥ → r asmākaṃ	visarga	8	0.001	98.91	30	9.1	10
849	s ch → ś ch	consonant / other	13	0.002	98.92	2	9.1	10
850	ś m → ṅ m	consonant / other	13	0.002	98.92	2	9.1	10
851	abhavat n → 'bhavan n	consonant / other	13	0.002	98.92	2	9.1	10
852	e s → āḥ s	consonant / other	13	0.002	98.92	2	9.1	10
853	nām s → ṇāṃ s	anusvāra / nasal	7	0.001	98.92	6	9.0	10
854	naḥ s → 'smākaṃ s	visarga	9	0.002	98.93	8	9.0	10
855	u → ad u	vowel coalescence	9	0.002	98.93	1	8.9	10
856	e v → rastava v	consonant / other	12	0.002	98.93	4	8.9	10
857	ā a → ām a	vowel coalescence	8	0.001	98.93	4	8.9	10
858	ā → n ā	vowel coalescence	8	0.001	98.93	4	8.9	10
859	e a → ahyam a	vowel coalescence	8	0.001	98.93	4	8.9	10
860	anyonyam s → 'nyonyaṃ s	anusvāra / nasal	7	0.001	98.93	5	8.9	10
861	rīm t → araṃ t	anusvāra / nasal	7	0.001	98.94	5	8.9	10
862	y → ṃ y	anusvāra / nasal	8	0.001	98.94	1	8.8	10
863	ḥ agniḥ → ḥ 'gnir	visarga	8	0.001	98.94	22	8.8	10
864	ḥ anaghaiḥ → ḥ 'nagha	visarga	8	0.001	98.94	22	8.8	10
865	aham l → 'haṃ l	anusvāra / nasal	6	0.001	98.94	21	8.8	10
866	d kh → t kh	consonant / other	11	0.002	98.94	8	8.8	10
867	ā h → ī h	consonant / other	10	0.002	98.94	20	8.7	10
868	ant m → ān m	consonant / other	10	0.002	98.95	20	8.7	10
869	ant bh → ān bh	consonant / other	10	0.002	98.95	20	8.7	10
870	ebhiḥ v → air v	visarga	9	0.002	98.95	6	8.7	10
871	ī k → ḥ k	consonant / other	12	0.002	98.95	3	8.7	10
872	ḥ r → n r	visarga	8	0.001	98.95	19	8.7	10
873	ḥ ā → n ā	visarga	8	0.001	98.95	19	8.7	10
874	a m → ās m	consonant / other	13	0.002	98.96	1	8.6	10
875	m j → a j	anusvāra / nasal	6	0.001	98.96	17	8.6	10
876	s r → Ø r	consonant / other	11	0.002	98.96	6	8.5	10
877	naḥ v → asmākaṃ v	visarga	8	0.001	98.96	15	8.5	10
878	tīm n → ntīṃ n	anusvāra / nasal	6	0.001	98.96	15	8.5	10
879	j a → g a	consonant / other	10	0.002	98.96	14	8.4	10
880	j y → g y	consonant / other	10	0.002	98.97	14	8.4	10
881	ḥ r → u r	visarga	8	0.001	98.97	14	8.4	10
882	e bh → ahyaṃ bh	anusvāra / nasal	6	0.001	98.97	14	8.4	10
883	ayoḥ e → or e	visarga	9	0.002	98.97	4	8.4	10
884	a s → nā s	consonant / other	10	0.002	98.97	13	8.4	10
885	i p → ī p	consonant / other	10	0.002	98.97	13	8.4	10
886	i ś → ī ś	consonant / other	10	0.002	98.98	13	8.4	10
887	umant v → ūmān v	consonant / other	10	0.002	98.98	13	8.4	10
888	umant p → ūmān p	consonant / other	10	0.002	98.98	13	8.4	10
889	ṇām d → nāṃ d	anusvāra / nasal	6	0.001	98.98	13	8.4	10
890	au d → yāṃ d	anusvāra / nasal	6	0.001	98.98	13	8.4	10
891	e asyāḥ → e 'syā	visarga	7	0.001	98.98	49	8.3	10
892	as abravīt → o 'bravīn	consonant / other	9	0.002	98.98	36	8.3	10
893	agniḥ b → 'gnir b	visarga	8	0.001	98.99	12	8.3	10
894	agniḥ bh → 'gnir bh	visarga	8	0.001	98.99	12	8.3	10
895	ī a → r a	vowel coalescence	7	0.001	98.99	7	8.3	10
896	e p → āsu p	consonant / other	10	0.002	98.99	11	8.2	10
897	o s → u s	consonant / other	10	0.002	98.99	11	8.2	10
898	yāḥ ā → er ā	visarga	8	0.001	98.99	11	8.2	10
899	e n → ubhyaṃ n	anusvāra / nasal	6	0.001	98.99	11	8.2	10
900	e y → ubhyaṃ y	anusvāra / nasal	6	0.001	98.99	11	8.2	10
901	m k → Ø k	anusvāra / nasal	6	0.001	99.0	11	8.2	10
902	api e → 'py e	consonant / other	11	0.002	99.0	4	8.2	10
903	dh k → t k	consonant / other	11	0.002	99.0	4	8.2	10
904	ntaḥ d → to d	visarga	8	0.001	99.0	10	8.2	10
905	m n → tastaṃ n	anusvāra / nasal	6	0.001	99.0	10	8.2	10
906	m d → tastaṃ d	anusvāra / nasal	6	0.001	99.0	10	8.2	10
907	tram dh → raṃ dh	anusvāra / nasal	6	0.001	99.0	10	8.2	10
908	ḥ o → Ø o	visarga	7	0.001	99.01	38	8.1	10
909	m āvayoḥ → ṃ nau	visarga	7	0.001	99.01	37	8.1	10
910	abravīt a → 'bravīd a	consonant / other	10	0.002	99.01	9	8.1	10
911	naḥ p → 'smākaṃ p	visarga	8	0.001	99.01	8	8.0	10
912	naḥ v → 'smākaṃ v	visarga	8	0.001	99.01	8	8.0	10
913	naḥ y → ṇo y	visarga	8	0.001	99.01	8	8.0	10
914	arjunam v → 'rjunaṃ v	anusvāra / nasal	6	0.001	99.01	8	8.0	10
915	j s → ṭ s	consonant / other	11	0.002	99.02	3	8.0	10
916	ḥ r → r r	visarga	7	0.001	99.02	30	8.0	10
917	u → n u	vowel coalescence	8	0.001	99.02	1	7.9	10
918	h → iva h	consonant / other	12	0.002	99.02	1	7.9	10
919	c → u c	consonant / other	12	0.002	99.02	1	7.9	10
920	e agnim → e 'gniṃ	anusvāra / nasal	5	0.001	99.02	49	7.9	10
921	e arīṇām → e 'rīṇāṃ	anusvāra / nasal	5	0.001	99.02	49	7.9	10
922	iḥ k → ī k	visarga	8	0.001	99.03	7	7.9	10
923	iḥ p → ī p	visarga	8	0.001	99.03	7	7.9	10
924	nam v → ṇaṃ v	anusvāra / nasal	6	0.001	99.03	7	7.9	10
925	umantam c → ūmantaṃ c	anusvāra / nasal	6	0.001	99.03	7	7.9	10
926	naḥ a → 'smākam a	visarga	9	0.002	99.03	2	7.9	10
927	aḥ avādīt → o 'vādīd	visarga	6	0.001	99.03	136	7.8	10
928	aḥ k → o k	visarga	6	0.001	99.03	136	7.8	10
929	aḥ anyaḥ → o 'nya	visarga	6	0.001	99.03	136	7.8	10
930	aḥ abhyadravat → o 'bhyadravad	visarga	6	0.001	99.03	136	7.8	10
931	aḥ abhyapatat → o 'bhyapatad	visarga	6	0.001	99.04	136	7.8	10
932	aḥ asmāt → o 'smād	visarga	6	0.001	99.04	136	7.8	10
933	aḥ atyantam → o 'tyantaṃ	visarga	6	0.001	99.04	136	7.8	10
934	aḥ abhiṣiktaḥ → o 'bhiṣikto	visarga	6	0.001	99.04	136	7.8	10
935	i e → athety e	vowel coalescence	7	0.001	99.04	4	7.8	10
936	u ū → ū	vowel coalescence	7	0.001	99.04	4	7.8	10
937	nt a → d a	consonant / other	10	0.002	99.04	6	7.8	10
938	asmin c → e c	consonant / other	10	0.002	99.04	6	7.8	10
939	arjunaḥ r → 'rjuno r	visarga	8	0.001	99.05	6	7.8	10
940	ebhiḥ a → air a	visarga	8	0.001	99.05	6	7.8	10
941	arjunaḥ m → 'rjuno m	visarga	8	0.001	99.05	6	7.8	10
942	s e → r e	consonant / other	9	0.002	99.05	17	7.7	10
943	āt b → ato b	consonant / other	9	0.002	99.05	17	7.7	10
944	āt dh → ato dh	consonant / other	9	0.002	99.05	17	7.7	10
945	n → ṃ n	anusvāra / nasal	7	0.001	99.06	1	7.7	10
946	bh → ṃ bh	anusvāra / nasal	7	0.001	99.06	1	7.7	10
947	as avahāram → o 'vahāraṃ	anusvāra / nasal	5	0.001	99.06	36	7.7	10
948	as anyam → o 'nyaṃ	anusvāra / nasal	5	0.001	99.06	36	7.7	10
949	ant ś → āñ ś	consonant / other	11	0.002	99.06	2	7.7	10
950	e bh → i bh	consonant / other	9	0.002	99.06	15	7.6	10
951	e aha → e 'h	consonant / other	8	0.001	99.06	49	7.6	10
952	e _ → e dhanuṣī	consonant / other	8	0.001	99.06	49	7.6	10
953	anyat dh → 'nyad dh	consonant / other	10	0.002	99.07	5	7.6	10
954	tyāḥ m → ntyā m	visarga	8	0.001	99.07	5	7.6	10
955	m v → ivaṃ v	anusvāra / nasal	6	0.001	99.07	5	7.6	10
956	i _ → i yudhāṃ	anusvāra / nasal	6	0.001	99.07	5	7.6	10
957	e a → ubhyam a	vowel coalescence	7	0.001	99.07	3	7.6	10
958	a v → a b	consonant / other	9	0.002	99.07	14	7.6	10
959	i s → ī s	consonant / other	9	0.002	99.07	13	7.5	10
960	c ṛ → g ṛ	consonant / other	9	0.002	99.08	13	7.5	10
961	mbhuvaḥ a → ṃbhuvo '	visarga	9	0.002	99.08	1	7.5	10
962	n s → t s	consonant / other	10	0.002	99.08	4	7.4	10
963	n k → t k	consonant / other	10	0.002	99.08	4	7.4	10
964	vam p → ūṃ p	anusvāra / nasal	6	0.001	99.08	4	7.4	10
965	m p → staṃ p	anusvāra / nasal	6	0.001	99.08	4	7.4	10
966	m m → staṃ m	anusvāra / nasal	6	0.001	99.08	4	7.4	10
967	naḥ n → asmākaṃ n	visarga	7	0.001	99.09	15	7.4	10
968	a k → ā k	consonant / other	9	0.002	99.09	11	7.4	10
969	a b → ā b	consonant / other	9	0.002	99.09	11	7.4	10
970	abhavat bh → 'bhavad bh	consonant / other	9	0.002	99.09	10	7.3	10
971	abhavat g → 'bhavad g	consonant / other	9	0.002	99.09	10	7.3	10
972	ṛ a → r a	vowel coalescence	7	0.001	99.09	2	7.3	10
973	iḥ m → ā m	visarga	7	0.001	99.09	13	7.3	10
974	iḥ bh → ā bh	visarga	7	0.001	99.1	13	7.3	10
975	iḥ v → ā v	visarga	7	0.001	99.1	13	7.3	10
976	_ a → _ '	consonant / other	11	0.002	99.1	1	7.3	10
977	ām l → īṃ l	anusvāra / nasal	5	0.001	99.1	20	7.3	10
978	ī s → ḥ s	consonant / other	10	0.002	99.1	3	7.2	10
979	thī s → nthāḥ s	consonant / other	10	0.002	99.1	3	7.2	10
980	bhiḥ v → abhir v	visarga	8	0.001	99.1	3	7.2	10
981	ntām v → tāṃ v	anusvāra / nasal	6	0.001	99.11	3	7.2	10
982	ntām n → tāṃ n	anusvāra / nasal	6	0.001	99.11	3	7.2	10
983	am d → īṃ d	anusvāra / nasal	6	0.001	99.11	3	7.2	10
984	_ v → yudhāṃ v	anusvāra / nasal	6	0.001	99.11	3	7.2	10
985	ānām p → eṣāṃ p	anusvāra / nasal	6	0.001	99.11	3	7.2	10
986	yāḥ n → er n	visarga	7	0.001	99.11	11	7.2	10
987	ūḥ m → ur m	visarga	7	0.001	99.11	11	7.2	10
988	yāḥ dh → er dh	visarga	7	0.001	99.11	11	7.2	10
989	t m → d m	consonant / other	8	0.001	99.11	27	7.2	10
990	t o → d o	consonant / other	8	0.001	99.12	27	7.2	10
991	abhūt y → 'bhūd y	consonant / other	9	0.002	99.12	8	7.2	10
992	m dh → a dh	anusvāra / nasal	5	0.001	99.12	17	7.2	10
993	e naḥ → e 'smākam	visarga	6	0.001	99.12	49	7.1	10
994	ntaḥ a → to '	visarga	7	0.001	99.12	10	7.1	10
995	tīm ś → ntīṃ ś	anusvāra / nasal	5	0.001	99.12	15	7.1	10
996	tīm h → ntīṃ h	anusvāra / nasal	5	0.001	99.12	15	7.1	10
997	tyaḥ n → ntyo n	visarga	7	0.001	99.12	9	7.1	10
998	ant e → ān e	consonant / other	8	0.001	99.12	20	7.0	10
999	ś n → ṅ n	consonant / other	10	0.002	99.13	2	7.0	10
1000	astam g → 'staṃ g	anusvāra / nasal	6	0.001	99.13	2	7.0	10
1001	akām g → ikāṃ g	anusvāra / nasal	6	0.001	99.13	2	7.0	10
1002	āḥ p → e p	visarga	7	0.001	99.13	8	7.0	10
1003	āḥ c → e c	visarga	7	0.001	99.13	8	7.0	10
1004	naḥ m → ṇo m	visarga	7	0.001	99.13	8	7.0	10
1005	ṇām k → nāṃ k	anusvāra / nasal	5	0.001	99.13	13	7.0	10
1006	au y → yāṃ y	anusvāra / nasal	5	0.001	99.13	13	7.0	10
1007	au k → yāṃ k	anusvāra / nasal	5	0.001	99.13	13	7.0	10
1008	nt ā → d ā	consonant / other	9	0.002	99.14	6	7.0	10
1009	asmin l → e l	consonant / other	9	0.002	99.14	6	7.0	10
1010	o a → o'	vowel coalescence	7	0.001	99.14	1	7.0	10
1011	ñ ph → an ph	consonant / other	8	0.001	99.14	18	6.9	10
1012	anyaḥ n → 'nyo n	visarga	7	0.001	99.14	7	6.9	10
1013	s h → r h	consonant / other	8	0.001	99.14	17	6.9	10
1014	āt g → ato g	consonant / other	8	0.001	99.14	17	6.9	10
1015	e v → ubhyaṃ v	anusvāra / nasal	5	0.001	99.15	11	6.9	10
1016	m s → Ø s	anusvāra / nasal	5	0.001	99.15	11	6.9	10
1017	iḥ e → Ø e	visarga	6	0.001	99.15	31	6.8	10
1018	ḥ _ → r _	visarga	6	0.001	99.15	30	6.8	10
1019	m t → tastaṃ t	anusvāra / nasal	5	0.001	99.15	10	6.8	10
1020	e y → i y	consonant / other	8	0.001	99.15	15	6.8	10
1021	ḥ u → stair u	visarga	7	0.001	99.15	6	6.8	10
1022	apaḥ v → āpo v	visarga	7	0.001	99.15	6	6.8	10
1023	m j → inaṃ j	anusvāra / nasal	5	0.001	99.15	9	6.7	10
1024	m d → inaṃ d	anusvāra / nasal	5	0.001	99.16	9	6.7	10
1025	e e → ahyam e	vowel coalescence	6	0.001	99.16	4	6.7	10
1026	n p → t p	consonant / other	9	0.002	99.16	4	6.7	10
1027	e m → rastava m	consonant / other	9	0.002	99.16	4	6.7	10
1028	ñcam c → k c	consonant / other	9	0.002	99.16	4	6.7	10
1029	a k → nā k	consonant / other	8	0.001	99.16	13	6.7	10
1030	c j → g j	consonant / other	8	0.001	99.16	13	6.7	10
1031	i k → ī k	consonant / other	8	0.001	99.17	13	6.7	10
1032	umant s → ūmān s	consonant / other	8	0.001	99.17	13	6.7	10
1033	vaḥ p → yuṣmākaṃ p	visarga	7	0.001	99.17	5	6.7	10
1034	tyāḥ v → ntyā v	visarga	7	0.001	99.17	5	6.7	10
1035	vaḥ c → yuṣmākaṃ c	visarga	7	0.001	99.17	5	6.7	10
1036	āvayoḥ s → nau s	visarga	7	0.001	99.17	5	6.7	10
1037	ṝṇām k → ṛṇāṃ k	anusvāra / nasal	5	0.001	99.17	8	6.6	10
1038	a aham → o 'haṃ	anusvāra / nasal	5	0.001	99.17	8	6.6	10
1039	ṝṇām ś → ṛṇāṃ ś	anusvāra / nasal	5	0.001	99.17	8	6.6	10
1040	arjunam t → 'rjunaṃ t	anusvāra / nasal	5	0.001	99.17	8	6.6	10
1041	rī k → ā k	consonant / other	8	0.001	99.18	12	6.6	10
1042	rī t → ā t	consonant / other	8	0.001	99.18	12	6.6	10
1043	rī d → ā d	consonant / other	8	0.001	99.18	12	6.6	10
1044	n ś → ñch	consonant / other	10	0.002	99.18	1	6.6	10
1045	asmin j → 'smiñ j	consonant / other	10	0.002	99.18	1	6.6	10
1046	bh → iva bh	consonant / other	10	0.002	99.18	1	6.6	10
1047	ṭ m → ṇ m	consonant / other	10	0.002	99.19	1	6.6	10
1048	t ś → t ch	consonant / other	10	0.002	99.19	1	6.6	10
1049	e v → rāstava v	consonant / other	10	0.002	99.19	1	6.6	10
1050	ardham p → 'rdhaṃ p	anusvāra / nasal	6	0.001	99.19	1	6.6	10
1051	asmin t → 'smiṃs t	anusvāra / nasal	6	0.001	99.19	1	6.6	10
1052	ant l → āṃl l	anusvāra / nasal	6	0.001	99.19	1	6.6	10
1053	_ s → bhrātṛbhyāṃ s	anusvāra / nasal	6	0.001	99.19	1	6.6	10
1054	añcam d → īcīṃ d	anusvāra / nasal	6	0.001	99.19	1	6.6	10
1055	ḥ naḥ → ḥ 'smākaṃ	visarga	6	0.001	99.2	22	6.6	10
1056	e k → āsu k	consonant / other	8	0.001	99.2	11	6.6	10
1057	thinam t → nthānaṃ t	anusvāra / nasal	5	0.001	99.2	7	6.6	10
1058	i n → y	consonant / other	8	0.001	99.2	10	6.5	10
1059	au a → yām a	vowel coalescence	6	0.001	99.2	3	6.5	10
1060	j k → ṭ k	consonant / other	9	0.002	99.2	3	6.5	10
1061	aḥ avaśyam → o 'vaśyaṃ	visarga	5	0.001	99.2	136	6.5	10
1062	aḥ antar → o 'ntaḥ	visarga	5	0.001	99.2	136	6.5	10
1063	aḥ antaḥpuram → o 'ntaḥpuraṃ	visarga	5	0.001	99.2	136	6.5	10
1064	aḥ asau → o 'sāv	visarga	5	0.001	99.21	136	6.5	10
1065	aḥ jh → o jh	visarga	5	0.001	99.21	136	6.5	10
1066	aḥ naḥ → o 'smākam	visarga	5	0.001	99.21	136	6.5	10
1067	aḥ adhikaḥ → o 'dhiko	visarga	5	0.001	99.21	136	6.5	10
1068	aḥ agacchat → o 'gacchad	visarga	5	0.001	99.21	136	6.5	10
1069	aḥ araṇyam → o 'raṇyaṃ	visarga	5	0.001	99.21	136	6.5	10
1070	aḥ antarhitaḥ → o 'ntarhito	visarga	5	0.001	99.21	136	6.5	10
1071	aḥ aśvinaḥ → o 'śvinau	visarga	5	0.001	99.21	136	6.5	10
1072	aḥ akarot → o 'karod	visarga	5	0.001	99.21	136	6.5	10
1073	aḥ astram → o 'straṃ	visarga	5	0.001	99.21	136	6.5	10
1074	aḥ apsarasām → o 'psarasāṃ	visarga	5	0.001	99.21	136	6.5	10
1075	asmābhiḥ v → 'smābhir v	visarga	7	0.001	99.22	4	6.5	10
1076	im t → īṃ t	anusvāra / nasal	5	0.001	99.22	6	6.5	10
1077	a n → ' n	consonant / other	8	0.001	99.22	9	6.5	10
1078	ṣu a → bhir a	consonant / other	8	0.001	99.22	9	6.5	10
1079	abhūt r → 'bhūd r	consonant / other	8	0.001	99.22	8	6.4	10
1080	t u → Ø u	consonant / other	8	0.001	99.22	8	6.4	10
1081	e adhikam → e 'dhikaṃ	anusvāra / nasal	4	0.001	99.22	49	6.3	10
1082	e astram → e 'straṃ	anusvāra / nasal	4	0.001	99.22	49	6.3	10
1083	e apsarasām → e 'psarasāṃ	anusvāra / nasal	4	0.001	99.22	49	6.3	10
1084	e abhilaṣitam → e 'bhilaṣitaṃ	anusvāra / nasal	4	0.001	99.22	49	6.3	10
1085	e anṛtam → e 'nṛtaṃ	anusvāra / nasal	4	0.001	99.23	49	6.3	10
1086	e asmin → e 'smiṃl	anusvāra / nasal	4	0.001	99.23	49	6.3	10
1087	vasām m → uṣāṃ m	anusvāra / nasal	5	0.001	99.23	5	6.3	10
1088	a vaḥ → a yuṣmākaṃ	visarga	6	0.001	99.23	14	6.3	10
1089	ḥ bh → u bh	visarga	6	0.001	99.23	14	6.3	10
1090	ḥ ś → u ś	visarga	6	0.001	99.23	14	6.3	10
1091	t k → d k	consonant / other	7	0.001	99.23	27	6.3	10
1092	thī y → nthā y	consonant / other	8	0.001	99.23	7	6.3	10
1093	a v → cā v	consonant / other	8	0.001	99.23	7	6.3	10
1094	ñ j → añ j	consonant / other	9	0.002	99.24	2	6.3	10
1095	iḥ p → ā p	visarga	6	0.001	99.24	13	6.3	10
1096	agniḥ m → 'gnir m	visarga	6	0.001	99.24	12	6.2	10
1097	agniḥ a → 'gnir a	visarga	6	0.001	99.24	12	6.2	10
1098	agniḥ v → 'gnir v	visarga	6	0.001	99.24	12	6.2	10
1099	m t → staṃ t	anusvāra / nasal	5	0.001	99.24	4	6.2	10
1100	yañcam d → īcīṃ d	anusvāra / nasal	5	0.001	99.24	4	6.2	10
1101	im v → āyaṃ v	anusvāra / nasal	5	0.001	99.24	4	6.2	10
1102	nt bh → d bh	consonant / other	8	0.001	99.24	6	6.2	10
1103	c k → k k	consonant / other	8	0.001	99.25	6	6.2	10
1104	ī t → i t	consonant / other	8	0.001	99.25	6	6.2	10
1105	ī n → i n	consonant / other	8	0.001	99.25	6	6.2	10
1106	ṣ c → ṭ c	consonant / other	8	0.001	99.25	6	6.2	10
1107	nt d → d d	consonant / other	8	0.001	99.25	6	6.2	10
1108	m ā → ṃ ā	anusvāra / nasal	4	0.001	99.25	37	6.2	10
1109	ūḥ d → ur d	visarga	6	0.001	99.25	11	6.2	10
1110	yāḥ d → er d	visarga	6	0.001	99.25	11	6.2	10
1111	yāḥ y → er y	visarga	6	0.001	99.25	11	6.2	10
1112	ūḥ u → ur u	visarga	6	0.001	99.26	11	6.2	10
1113	ūḥ v → ur v	visarga	6	0.001	99.26	11	6.2	10
1114	ant ṛ → ān ṛ	consonant / other	7	0.001	99.26	20	6.1	10
1115	aḥ i → āv i	visarga	7	0.001	99.26	2	6.1	10
1116	u āvayoḥ → u nau	visarga	7	0.001	99.26	2	6.1	10
1117	j c → k c	consonant / other	8	0.001	99.26	5	6.1	10
1118	j k → k k	consonant / other	8	0.001	99.26	5	6.1	10
1119	a v → ī v	consonant / other	8	0.001	99.26	5	6.1	10
1120	ama ayam → e 'yaṃ	anusvāra / nasal	4	0.001	99.27	31	6.1	10
