slp1	hom	sense_id	n_cites	n_dateable	first_era	bucket_via	marginal	class	conflict_notes
nIlakaRWa		3	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nIlakaRWa		4	1	0			0	UNDATEABLE	
nIlakaRWa		5	1	0			0	UNRESOLVED	
nala		1a	22	11	epic-sutra	dcs+dharmamitra+hand:class	0	DATEABLE	gṛhyasūtra genre; standard dating within the sūtra period | DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nala		1b	21	11	epic-sutra	dharmamitra+hand:class	0	DATEABLE	net-new; cited via a modern chrestomathy | Nala episode of the Mahābhārata; PWG cites Böhtlingk's Chrestomathie — text date, not edition date (same pattern as the seed's HARIVAṂŚA im 4ten Bande des MBH call) | H4016 hand-checked seed call via the Dharmamitra chronology
nala		1c	2	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nala		1d	10	9	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nala		1e	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nala		1f	2	0			0	UNDATEABLE	
nala		1g	2	0			0	UNDATEABLE	
nala		1h	3	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nala		1i	4	3	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nala		1k	1	0			0	UNRESOLVED	
nala		2a	2	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nala		2b	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nala		3a	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nala		3b	1	0			0	UNDATEABLE	
nalina		1a	30	24	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the Dharmamitra chronology | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nalina		1b	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nalina		1c	1	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nalina		2a	57	47	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | H4016 hand-checked seed call via the Dharmamitra chronology
nalina		2b	14	11	epic-sutra	dcs+dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology | DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nalina		2c	2	2	early-medieval	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nalina		2d	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nalina		2e	1	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nalina		2f	1	1	early-medieval	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nalina		3a	2	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nalina		3b	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nalina		3c	1	0			0	UNDATEABLE	
nalina		3g	1	0			0	UNRESOLVED	
nanda		1a	4	3	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nanda		1b	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nanda		1c	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nanda		1d	3	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nanda		1e	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nanda		1f	2	2	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nanda		1g	2	0			0	UNDATEABLE	
nanda		1h	5	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nanda		1i	1	1	early-medieval	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nanda		1k	3	3	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nanda		1l	4	0			0	UNDATEABLE	
nanda		1m	2	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nanda		1n	14	14	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the Dharmamitra chronology
nanda		1o	1	1	early-medieval	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nanda		1p	14	8	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nanda		1q	1	0			0	UNDATEABLE	
nanda		1r	2	1	early-medieval	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nanda		1s	2	2	late-medieval	dharmamitra+hand:class	0	DATEABLE	net-new (no seed call) | DM anchor: 16th c. CE (c. 1550-1600; Bhāvamiśra) | same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nanda		3a	2	0			0	UNDATEABLE	
nanda		3b	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nanda		3c	1	0			0	UNDATEABLE	
nanda		5b	3	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nanda		5c	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nanda		5d	1	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nanda		5e	5	3	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nanda		5f	4	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nanda		5g	2	2	epic-sutra	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nanda		5h	1	1	epic-sutra	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nanda		5i	4	0			0	UNDATEABLE	
nanda		5k	1	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nanda		5l	1	1	early-medieval	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nanda		5m	10	10	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandaka		1a	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandaka		1b	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nandaka		2a	1	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nandaka		2b	8	7	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the Dharmamitra chronology
nandaka		2c	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandaka		2d	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandaka		2e	2	2	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandaka		2f	1	0			0	UNRESOLVED	
nandaka		2g	1	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nandaka		2h	4	3	early-medieval	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nandaka		3a	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nandaka		3b	3	2	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low | terminus-ceiling work: attestation value low
nandaka		3c	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nandana		1	15	12	epic-sutra	dcs+dharmamitra+hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class) | DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nandana		2a	16	11	epic-sutra	dcs+dharmamitra+hand:class	0	DATEABLE	net-new; cited via a modern chrestomathy | Nala episode of the Mahābhārata; PWG cites Böhtlingk's Chrestomathie — text date, not edition date (same pattern as the seed's HARIVAṂŚA im 4ten Bande des MBH call) | DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nandana		2b	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandana		2c	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandana		2d	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nandana		2e	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nandana		2f	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandana		2g	1	1	early-medieval	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nandana		2h	5	0			0	UNDATEABLE	
nandana		2i	1	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nandana		2k	3	2	early-medieval	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nandana		2l	3	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nandana		2m	1	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nandana		3a	33	25	epic-sutra	dcs+dharmamitra+hand:class	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | net-new; cited via a modern chrestomathy | Nala episode of the Mahābhārata; PWG cites Böhtlingk's Chrestomathie — text date, not edition date (same pattern as the seed's HARIVAṂŚA im 4ten Bande des MBH call) | H4016 hand-checked seed call via the Dharmamitra chronology | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nandana		3b	1	1	epic-sutra	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nandana		3c	2	0			0	UNDATEABLE	
nandana		3d	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandin		1a	4	4	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nandin		1b	5	3	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandin		2a	1	0			0	UNDATEABLE	
nandin		2b	1	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nandin		2c	3	2	early-medieval	hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class)
nandin		2d	1	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nandin		2e	25	16	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the Dharmamitra chronology | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nandin		2f	3	0			0	UNDATEABLE	
nandin		2g	3	1	early-medieval	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nandin		3a	10	10	epic-sutra	dcs+dharmamitra+hand:class	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | net-new; cited via a modern chrestomathy | Nala episode of the Mahābhārata; PWG cites Böhtlingk's Chrestomathie — text date, not edition date (same pattern as the seed's HARIVAṂŚA im 4ten Bande des MBH call) | DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandin		3b	5	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nandin		3c	2	0			0	UNDATEABLE	
nandin		3d	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nandin		3e	6	5	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandin		3f	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandin		3g	4	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nandin		3h	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nandin		3i	3	0			0	UNDATEABLE	
nandin		3k	1	0			0	UNDATEABLE	
nara		1a	18	13	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nara		1b	1	0			0	UNDATEABLE	
