id	type	provenance	prompt	answer	choices	evidence	source_dataset
SM-1534	split	gold	Split into members: “vivikta-sevin”	vivikta + sevin		Bhagavadgītā 18.52 (“vivikta-sevī”), gold-tagged	gita-morphology-gold
SM-1535	split	gold	Split into members: “laghv-āśin”	laghv + āśin		Bhagavadgītā 18.52 (“laghv-āśī”), gold-tagged	gita-morphology-gold
SM-1536	split	gold	Split into members: “yata-vāk-kāya-mānasa”	yata + vāk + kāya + mānasa		Bhagavadgītā 18.52 (“yata-vāk-kāya-mānasaḥ”), gold-tagged	gita-morphology-gold
SM-1537	split	gold	Split into members: “dhyāna-yoga-para”	dhyāna + yoga + para		Bhagavadgītā 18.52 (“dhyāna-yoga-paraḥ”), gold-tagged	gita-morphology-gold
SM-1538	split	gold	Split into members: “brahma-bhūya”	brahma + bhūya		Bhagavadgītā 18.53 (“brahma-bhūyāya”), gold-tagged	gita-morphology-gold
SM-1539	split	gold	Split into members: “brahma-bhūta”	brahma + bhūta		Bhagavadgītā 18.54 (“brahma-bhūtaḥ”), gold-tagged	gita-morphology-gold
SM-1540	split	gold	Split into members: “prasanna-ātman”	prasanna + ātman		Bhagavadgītā 18.54 (“prasannātmā”), gold-tagged	gita-morphology-gold
SM-1541	split	gold	Split into members: “mad-bhakti”	mad + bhakti		Bhagavadgītā 18.54 (“mad-bhaktim”), gold-tagged	gita-morphology-gold
SM-1542	split	gold	Split into members: “sarva-karman”	sarva + karman		Bhagavadgītā 18.56 (“sarva-karmāṇi”), gold-tagged	gita-morphology-gold
SM-1543	split	gold	Split into members: “mad-vyapāśraya”	mad + vyapāśraya		Bhagavadgītā 18.56 (“mad-vyapāśrayaḥ”), gold-tagged	gita-morphology-gold
SM-1544	split	gold	Split into members: “mat-prasāda”	mat + prasāda		Bhagavadgītā 18.56 (“mat-prasādāt”), gold-tagged	gita-morphology-gold
SM-1545	split	gold	Split into members: “sarva-karman”	sarva + karman		Bhagavadgītā 18.57 (“sarva-karmāṇi”), gold-tagged	gita-morphology-gold
SM-1546	split	gold	Split into members: “buddhi-yoga”	buddhi + yoga		Bhagavadgītā 18.57 (“buddhi-yogam”), gold-tagged	gita-morphology-gold
SM-1547	split	gold	Split into members: “mad-prasāda”	mad + prasāda		Bhagavadgītā 18.58 (“mat-prasādāt”), gold-tagged	gita-morphology-gold
SM-1548	split	gold	Split into members: “hṛd-deśa”	hṛd + deśa		Bhagavadgītā 18.61 (“hṛd-deśe”), gold-tagged	gita-morphology-gold
SM-1549	split	gold	Split into members: “yantra-ārūḍha”	yantra + ārūḍha		Bhagavadgītā 18.61 (“yantrārūḍhāni”), gold-tagged	gita-morphology-gold
SM-1550	split	gold	Split into members: “tad-prasāda”	tad + prasāda		Bhagavadgītā 18.62 (“tat-prasādāt”), gold-tagged	gita-morphology-gold
SM-1551	split	gold	Split into members: “sarva-guhyatama”	sarva + guhyatama		Bhagavadgītā 18.64 (“sarva-guhyatamam”), gold-tagged	gita-morphology-gold
SM-1552	split	gold	Split into members: “man-manas”	man + manas		Bhagavadgītā 18.65 (“man-manāḥ”), gold-tagged	gita-morphology-gold
SM-1553	split	gold	Split into members: “mad-bhakta”	mad + bhakta		Bhagavadgītā 18.65 (“mad-bhaktaḥ”), gold-tagged	gita-morphology-gold
SM-1554	split	gold	Split into members: “mad-yājin”	mad + yājin		Bhagavadgītā 18.65 (“mad-yājī”), gold-tagged	gita-morphology-gold
SM-1555	split	gold	Split into members: “mad-bhakta”	mad + bhakta		Bhagavadgītā 18.68 (“mad-bhakteṣu”), gold-tagged	gita-morphology-gold
SM-1556	split	gold	Split into members: “jñāna-yajña”	jñāna + yajña		Bhagavadgītā 18.70 (“jñāna-yajñena”), gold-tagged	gita-morphology-gold
SM-1557	split	gold	Split into members: “puṇya-karman”	puṇya + karman		Bhagavadgītā 18.71 (“puṇya-karmaṇām”), gold-tagged	gita-morphology-gold
SM-1558	split	gold	Split into members: “ajñāna-saṁ-moha”	ajñāna + saṁ + moha		Bhagavadgītā 18.72 (“ajñāna-saṁmohaḥ”), gold-tagged	gita-morphology-gold
SM-1559	split	gold	Split into members: “tvat-prasāda”	tvat + prasāda		Bhagavadgītā 18.73 (“tvat-prasādāt”), gold-tagged	gita-morphology-gold
SM-1560	split	gold	Split into members: “gata-saṁdeha”	gata + saṁdeha		Bhagavadgītā 18.73 (“gata-saṁdehaḥ”), gold-tagged	gita-morphology-gold
SM-1561	split	gold	Split into members: “mahā-ātman”	mahā + ātman		Bhagavadgītā 18.74 (“mahātmanaḥ”), gold-tagged	gita-morphology-gold
SM-1562	split	gold	Split into members: “roma-harṣaṇa”	roma + harṣaṇa		Bhagavadgītā 18.74 (“roma-harṣaṇam”), gold-tagged	gita-morphology-gold
SM-1563	split	gold	Split into members: “vyāsa-prasāda”	vyāsa + prasāda		Bhagavadgītā 18.75 (“vyāsa-prasādāt”), gold-tagged	gita-morphology-gold
SM-1564	split	gold	Split into members: “yoga-īśvara”	yoga + īśvara		Bhagavadgītā 18.75 (“yogeśvarāt”), gold-tagged	gita-morphology-gold
SM-1565	split	gold	Split into members: “yoga-īśvara”	yoga + īśvara		Bhagavadgītā 18.78 (“yogeśvaraḥ”), gold-tagged	gita-morphology-gold
SM-1566	split	corpus	Split into members: “rājendra”	rājan + indra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 863	dcs-compound-dictionary
SM-1567	split	corpus	Split into members: “mahābalaḥ”	mahat + bala		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 719	dcs-compound-dictionary
SM-1568	split	corpus	Split into members: “ūrdhvaṁ”	ūrdhvam + ūrdhvam		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 564	dcs-compound-dictionary
SM-1569	split	corpus	Split into members: “mahābāho”	mahat + bāhu		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 537	dcs-compound-dictionary
SM-1570	split	corpus	Split into members: “dharmātmā”	dharma + ātman		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 480	dcs-compound-dictionary
SM-1571	split	corpus	Split into members: “mahārathaḥ”	mahat + ratha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 455	dcs-compound-dictionary
SM-1572	split	corpus	Split into members: “devasya”	deva + deva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 423	dcs-compound-dictionary
SM-1573	split	corpus	Split into members: “narādhipa”	nara + adhipa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 406	dcs-compound-dictionary
SM-1574	split	corpus	Split into members: “mahātejā”	mahat + tejas		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 356	dcs-compound-dictionary
SM-1575	split	corpus	Split into members: “prajāpatiḥ”	prajā + pati		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 354	dcs-compound-dictionary
SM-1576	split	corpus	Split into members: “mahārathāḥ”	mahat + ratha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 339	dcs-compound-dictionary
SM-1577	split	corpus	Split into members: “mahātmā”	mahat + ātman		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 330	dcs-compound-dictionary
SM-1578	split	corpus	Split into members: “mahāyaśāḥ”	mahat + yaśas		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 320	dcs-compound-dictionary
SM-1579	split	corpus	Split into members: “maharṣayaḥ”	mahat + ṛṣi		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 294	dcs-compound-dictionary
SM-1580	split	corpus	Split into members: “mahābāhur”	mahat + bāhu		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 291	dcs-compound-dictionary
SM-1581	split	corpus	Split into members: “śrīmārkaṇḍeya”	śrī + mārkaṇḍeya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 260	dcs-compound-dictionary
SM-1582	split	corpus	Split into members: “prajñāpāramitā”	prajñā + pāramitā		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 258	dcs-compound-dictionary
SM-1583	split	corpus	Split into members: “brāhmaṇasya”	brāhmaṇa + manu		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 251	dcs-compound-dictionary
SM-1584	split	corpus	Split into members: “brahmacārī”	brahman + cārin		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 248	dcs-compound-dictionary
SM-1585	split	corpus	Split into members: “śrīskānde”	śrī + skānda		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 242	dcs-compound-dictionary
SM-1586	split	corpus	Split into members: “mahātmānaṁ”	mahat + ātman		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 240	dcs-compound-dictionary
SM-1587	split	corpus	Split into members: “ekāśītisāhasryāṁ”	ekāśīti + sāhasra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 232	dcs-compound-dictionary
SM-1588	split	corpus	Split into members: “mahāpurāṇa”	mahat + purāṇa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 231	dcs-compound-dictionary
SM-1589	split	corpus	Split into members: “āvantyakhaṇḍe”	āvantya + khaṇḍa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 230	dcs-compound-dictionary
SM-1590	split	corpus	Split into members: “mahābalāḥ”	mahat + bala		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 228	dcs-compound-dictionary
SM-1591	split	corpus	Split into members: “mahābalam”	mahat + bala		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 227	dcs-compound-dictionary
SM-1592	split	corpus	Split into members: “dvijottama”	dvija + uttama		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 210	dcs-compound-dictionary
SM-1593	split	corpus	Split into members: “prajāpatir”	prajā + pati		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 201	dcs-compound-dictionary
SM-1594	split	corpus	Split into members: “mahātejāḥ”	mahat + tejas		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 194	dcs-compound-dictionary
SM-1595	split	corpus	Split into members: “mahābāhuḥ”	mahat + bāhu		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 189	dcs-compound-dictionary
SM-1596	split	corpus	Split into members: “kuladuhitā”	kula + duhitṛ		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 187	dcs-compound-dictionary
SM-1597	split	corpus	Split into members: “kulaputro”	kula + putra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 187	dcs-compound-dictionary
SM-1598	split	corpus	Split into members: “bharataśreṣṭha”	bharata + śreṣṭha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 184	dcs-compound-dictionary
SM-1599	split	corpus	Split into members: “vyākartukāmo”	vyākartu + kāma		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 179	dcs-compound-dictionary
SM-1600	split	corpus	Split into members: “mahāratham”	mahat + ratha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 178	dcs-compound-dictionary
SM-1601	split	corpus	Split into members: “mahādevaṁ”	mahat + deva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 177	dcs-compound-dictionary
SM-1602	split	corpus	Split into members: “mahāpurāṇe”	mahat + purāṇa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 172	dcs-compound-dictionary
SM-1603	split	corpus	Split into members: “ācārakāṇḍe”	ācāra + kāṇḍa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 164	dcs-compound-dictionary
SM-1604	split	corpus	Split into members: “dharmajña”	dharma + jña		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 164	dcs-compound-dictionary
SM-1605	split	corpus	Split into members: “dharmarājo”	dharma + rāja		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 164	dcs-compound-dictionary
SM-1606	split	corpus	Split into members: “prathamāṁśākhye”	prathama + aṁśa + ākhyā		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 164	dcs-compound-dictionary
SM-1607	split	corpus	Split into members: “śrīgāruḍe”	śrī + gāruḍa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 164	dcs-compound-dictionary
SM-1608	split	corpus	Split into members: “saptāhaṁ”	saptan + aha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 162	dcs-compound-dictionary
SM-1609	split	corpus	Split into members: “gaur”	go + go		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 159	dcs-compound-dictionary
SM-1610	split	corpus	Split into members: “tridinaṁ”	tri + dina		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 159	dcs-compound-dictionary
SM-1611	split	corpus	Split into members: “mahītale”	mahī + tala		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 155	dcs-compound-dictionary
SM-1612	split	corpus	Split into members: “apo”	ap + ap		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 154	dcs-compound-dictionary
SM-1613	split	corpus	Split into members: “mahāhave”	mahat + āhava		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 149	dcs-compound-dictionary
SM-1614	split	corpus	Split into members: “mahādevo”	mahat + deva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 148	dcs-compound-dictionary
SM-1615	split	corpus	Split into members: “puruṣavyāghra”	puruṣa + vyāghra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 147	dcs-compound-dictionary
SM-1616	split	corpus	Split into members: “deveśa”	deva + īśa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 146	dcs-compound-dictionary
SM-1617	split	corpus	Split into members: “mahāmanāḥ”	mahat + manas		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 143	dcs-compound-dictionary
SM-1618	split	corpus	Split into members: “dharmabhṛtāṁ”	dharma + bhṛt		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 141	dcs-compound-dictionary
SM-1619	split	corpus	Split into members: “saptavāraṁ”	saptan + vāra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 140	dcs-compound-dictionary
SM-1620	split	corpus	Split into members: “śrīliṅgamahāpurāṇe”	śrī + liṅga + mahāpurāṇa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 138	dcs-compound-dictionary
SM-1621	split	corpus	Split into members: “mahādeva”	mahat + deva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 135	dcs-compound-dictionary
SM-1622	split	corpus	Split into members: “mahāprājña”	mahat + prājña		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 134	dcs-compound-dictionary
SM-1623	split	corpus	Split into members: “naravyāghra”	nara + vyāghra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 132	dcs-compound-dictionary
SM-1624	split	corpus	Split into members: “naraśreṣṭha”	nara + śreṣṭha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 128	dcs-compound-dictionary
SM-1625	split	corpus	Split into members: “mahādevaḥ”	mahat + deva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 127	dcs-compound-dictionary
SM-1626	split	corpus	Split into members: “dharmarājasya”	dharma + rāja		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 121	dcs-compound-dictionary
SM-1627	split	corpus	Split into members: “triguṇaṁ”	tri + guṇa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 120	dcs-compound-dictionary
SM-1628	split	corpus	Split into members: “tryahaṁ”	tri + aha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 120	dcs-compound-dictionary
SM-1629	split	corpus	Split into members: “dinatrayam”	dina + traya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 118	dcs-compound-dictionary
SM-1630	split	corpus	Split into members: “devāya”	deva + deva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 112	dcs-compound-dictionary
SM-1631	split	corpus	Split into members: “narendra”	nara + indra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 112	dcs-compound-dictionary
SM-1632	split	corpus	Split into members: “kuntīputro”	kuntī + putra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 107	dcs-compound-dictionary
SM-1633	split	corpus	Split into members: “indrāgnī”	indra + agni		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 103	dcs-compound-dictionary
SM-1634	split	corpus	Split into members: “brahmalokaṁ”	brahman + loka		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 103	dcs-compound-dictionary
SM-1635	split	corpus	Split into members: “śaravarṣeṇa”	śara + varṣa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 103	dcs-compound-dictionary
SM-1636	split	corpus	Split into members: “trirātraṁ”	tri + rātra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 102	dcs-compound-dictionary
SM-1637	split	corpus	Split into members: “maharṣibhiḥ”	mahat + ṛṣi		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 99	dcs-compound-dictionary
SM-1638	split	corpus	Split into members: “mahāsattvo”	mahat + sattva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 99	dcs-compound-dictionary
SM-1639	split	corpus	Split into members: “nṛpottama”	nṛpa + uttama		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 98	dcs-compound-dictionary
SM-1640	split	corpus	Split into members: “bhagavānātreyaḥ”	bhagavat + ātreya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 98	dcs-compound-dictionary
SM-1641	split	corpus	Split into members: “svarūpaṁ”	sva + rūpa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 98	dcs-compound-dictionary
SM-1642	split	corpus	Split into members: “namonamaḥ”	namas + namas		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 97	dcs-compound-dictionary
SM-1643	split	corpus	Split into members: “mahārathān”	mahat + ratha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 95	dcs-compound-dictionary
SM-1644	split	corpus	Split into members: “śrīkūrmapurāṇe”	śrī + kūrmapurāṇa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 95	dcs-compound-dictionary
SM-1645	split	corpus	Split into members: “varadaṁ”	vara + da		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 94	dcs-compound-dictionary
SM-1646	split	corpus	Split into members: “mānada”	māna + da		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 93	dcs-compound-dictionary
SM-1647	split	corpus	Split into members: “maheṣvāso”	mahat + iṣvāsa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 92	dcs-compound-dictionary
SM-1648	split	corpus	Split into members: “mahāraṇe”	mahat + raṇa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 88	dcs-compound-dictionary
SM-1649	split	corpus	Split into members: “tridivaṁ”	tri + diva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 87	dcs-compound-dictionary
SM-1650	split	corpus	Split into members: “mahāsuraḥ”	mahat + asura		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 87	dcs-compound-dictionary
SM-1651	split	corpus	Split into members: “dharaṇītale”	dharaṇī + tala		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 86	dcs-compound-dictionary
SM-1652	split	corpus	Split into members: “dharmālokamukhaṁ”	āloka + mukha + dharma		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 86	dcs-compound-dictionary
SM-1653	split	corpus	Split into members: “rājaśārdūla”	rājan + śārdūla		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 86	dcs-compound-dictionary
SM-1654	split	corpus	Split into members: “varṣasahasrāṇi”	varṣa + sahasra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 86	dcs-compound-dictionary
SM-1655	split	corpus	Split into members: “varado”	vara + da		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 85	dcs-compound-dictionary
SM-1656	split	corpus	Split into members: “viprarṣe”	vipra + ṛṣi		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 84	dcs-compound-dictionary
SM-1657	split	corpus	Split into members: “mahārathaiḥ”	mahat + ratha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 82	dcs-compound-dictionary
SM-1658	split	corpus	Split into members: “maheṣvāsaṁ”	mahat + iṣvāsa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 82	dcs-compound-dictionary
SM-1659	split	corpus	Split into members: “maheṣvāsaḥ”	mahat + iṣvāsa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 82	dcs-compound-dictionary
SM-1660	split	corpus	Split into members: “yugānte”	yuga + anta		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 81	dcs-compound-dictionary
SM-1661	split	corpus	Split into members: “ātreyādayo”	ātreya + ādi		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 80	dcs-compound-dictionary
SM-1662	split	corpus	Split into members: “mahābāhuṁ”	mahat + bāhu		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 80	dcs-compound-dictionary
SM-1663	split	corpus	Split into members: “devadevaṁ”	deva + deva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 79	dcs-compound-dictionary
SM-1664	split	corpus	Split into members: “mahārathau”	mahat + ratha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 78	dcs-compound-dictionary
SM-1665	split	corpus	Split into members: “śrībhagavān”	śrī + bhagavant		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 78	dcs-compound-dictionary
SM-1666	split	corpus	Split into members: “mahābalau”	mahat + bala		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 77	dcs-compound-dictionary
SM-1667	split	corpus	Split into members: “rājarṣir”	rājan + ṛṣi		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 77	dcs-compound-dictionary
SM-1668	split	corpus	Split into members: “varārohe”	vara + āroha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 77	dcs-compound-dictionary
SM-1669	split	corpus	Split into members: “śuddhasūtaṁ”	śuddha + sūta		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 77	dcs-compound-dictionary
SM-1670	split	corpus	Split into members: “ameyātmā”	ameya + ātman		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 76	dcs-compound-dictionary
SM-1671	split	corpus	Split into members: “dharmatā”	dharma + tā		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 76	dcs-compound-dictionary
SM-1672	split	corpus	Split into members: “mahāyogī”	mahat + yogin		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 76	dcs-compound-dictionary
SM-1673	split	corpus	Split into members: “ṣoḍaśāṁśena”	ṣoḍaśa + aṁśa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 76	dcs-compound-dictionary
SM-1674	split	corpus	Split into members: “duṣṭātmā”	ātman + duṣ		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 75	dcs-compound-dictionary
SM-1675	split	corpus	Split into members: “dvijaśreṣṭha”	dvija + śreṣṭha		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 75	dcs-compound-dictionary
SM-1676	split	corpus	Split into members: “kṛtayuge”	kṛta + yuga		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 74	dcs-compound-dictionary
SM-1677	split	corpus	Split into members: “kramayogena”	krama + yoga		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 74	dcs-compound-dictionary
SM-1678	split	corpus	Split into members: “traya”	iti + iti		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 74	dcs-compound-dictionary
SM-1679	split	corpus	Split into members: “mahāvīryo”	mahat + vīrya		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 74	dcs-compound-dictionary
SM-1680	split	corpus	Split into members: “mādrīputrau”	mādrī + putra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 74	dcs-compound-dictionary
SM-1681	split	corpus	Split into members: “sahasrāṁśena”	sahasra + aṁśa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 74	dcs-compound-dictionary
SM-1682	split	corpus	Split into members: “trirātram”	tri + rātra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 73	dcs-compound-dictionary
SM-1683	split	corpus	Split into members: “devadevo”	deva + deva		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 73	dcs-compound-dictionary
SM-1684	split	corpus	Split into members: “paramarṣayaḥ”	parama + ṛṣi		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 73	dcs-compound-dictionary
SM-1685	split	corpus	Split into members: “brahmavādinaḥ”	brahman + vādin		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 73	dcs-compound-dictionary
SM-1686	split	corpus	Split into members: “gokarṇaṁ”	go + karṇa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 71	dcs-compound-dictionary
SM-1687	split	corpus	Split into members: “lohapātre”	loha + pātra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 71	dcs-compound-dictionary
SM-1688	split	corpus	Split into members: “śaravarṣāṇi”	śara + varṣa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 71	dcs-compound-dictionary
SM-1689	split	corpus	Split into members: “raṇamūrdhani”	raṇa + mūrdhan		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 70	dcs-compound-dictionary
SM-1690	split	corpus	Split into members: “raṇājire”	raṇa + ajira		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 70	dcs-compound-dictionary
SM-1691	split	corpus	Split into members: “svargaloke”	svarga + loka		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 70	dcs-compound-dictionary
SM-1692	split	corpus	Split into members: “lomaharṣaṇam”	loman + harṣaṇa		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 69	dcs-compound-dictionary
SM-1693	split	corpus	Split into members: “dharmarājaṁ”	dharma + rāja		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 68	dcs-compound-dictionary
SM-1694	split	corpus	Split into members: “mahāvane”	mahat + vana		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 68	dcs-compound-dictionary
SM-1695	split	corpus	Split into members: “rājaputrī”	rājan + putrī		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 68	dcs-compound-dictionary
SM-1696	split	corpus	Split into members: “varṣaśataṁ”	varṣa + śata		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 68	dcs-compound-dictionary
SM-1697	split	corpus	Split into members: “trivāraṁ”	tri + vāra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 67	dcs-compound-dictionary
SM-1698	split	corpus	Split into members: “pāṇḍuputrāṇāṁ”	pāṇḍu + putra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 67	dcs-compound-dictionary
SM-1699	split	corpus	Split into members: “brahmaloke”	brahman + loka		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 67	dcs-compound-dictionary
SM-1700	split	corpus	Split into members: “viprendra”	vipra + indra		DCS compound dictionary (Kompozity cmps.csv/names.csv), corpus frequency 67	dcs-compound-dictionary
