id	type	index_token	gender	stem_class	question	answer	choices
ZD-2549	odd-one-out	m·8s+2	m	consonant-stem	Which word does NOT share the paradigm class of the others: श्वेततपस् (śvetatapas), मार्गशिरस् (mārgaśiras), राजप्रत्येनस् (rājapratyenas), वीरतम (vīratama)?	वीरतम (vīratama)	राजप्रत्येनस् (rājapratyenas) | वीरतम (vīratama) | मार्गशिरस् (mārgaśiras) | श्वेततपस् (śvetatapas)
ZD-2550	odd-one-out	m·8s+2	m	consonant-stem	Which word does NOT share the paradigm class of the others: शतवपुस् (śatavapus), कर्णश्रवस् (karṇaśravas), सूर्यतपस् (sūryatapas), भौलिकायनि (bhaulikāyani)?	भौलिकायनि (bhaulikāyani)	भौलिकायनि (bhaulikāyani) | शतवपुस् (śatavapus) | कर्णश्रवस् (karṇaśravas) | सूर्यतपस् (sūryatapas)
ZD-2551	odd-one-out	m·8s+2	m	consonant-stem	Which word does NOT share the paradigm class of the others: बृहद्धनुस् (bṛhaddhanus), चित्रशिरस् (citraśiras), नभश्चक्षुस् (nabhaścakṣus), अग्रेणी (agreṇī)?	अग्रेणी (agreṇī)	अग्रेणी (agreṇī) | बृहद्धनुस् (bṛhaddhanus) | चित्रशिरस् (citraśiras) | नभश्चक्षुस् (nabhaścakṣus)
ZD-2552	odd-one-out	m·8s+2	m	consonant-stem	Which word does NOT share the paradigm class of the others: विश्वत्र्यर्चस् (viśvatryarcas), तुरश्रवस् (turaśravas), बहलचक्षुस् (bahalacakṣus), यू (yū)?	यू (yū)	विश्वत्र्यर्चस् (viśvatryarcas) | तुरश्रवस् (turaśravas) | बहलचक्षुस् (bahalacakṣus) | यू (yū)
ZD-2553	odd-one-out	m·8n*	m	consonant-stem	Which word does NOT share the paradigm class of the others: दुग्धाश्मन् (dugdhāśman), निहन् (nihan), लौहात्मन् (lauhātman), उदधिष्णा (udadhiṣṇā)?	उदधिष्णा (udadhiṣṇā)	उदधिष्णा (udadhiṣṇā) | निहन् (nihan) | लौहात्मन् (lauhātman) | दुग्धाश्मन् (dugdhāśman)
ZD-2554	odd-one-out	m·8n*	m	consonant-stem	Which word does NOT share the paradigm class of the others: भङ्गिमन् (bhaṅgiman), वरिमन् (variman), वाताध्वन् (vātādhvan), माधुकि (mādhuki)?	माधुकि (mādhuki)	वरिमन् (variman) | वाताध्वन् (vātādhvan) | माधुकि (mādhuki) | भङ्गिमन् (bhaṅgiman)
ZD-2555	odd-one-out	m·8n*	m	consonant-stem	Which word does NOT share the paradigm class of the others: तरुणिमन् (taruṇiman), शुष्मन् (śuṣman), नीलिमन् (nīliman), दामजातश्री (dāmajātaśrī)?	दामजातश्री (dāmajātaśrī)	दामजातश्री (dāmajātaśrī) | शुष्मन् (śuṣman) | नीलिमन् (nīliman) | तरुणिमन् (taruṇiman)
ZD-2556	odd-one-out	m·8n*	m	consonant-stem	Which word does NOT share the paradigm class of the others: सबाह्यान्तरात्मन् (sabāhyāntarātman), प्लिहन् (plihan), नीलाश्मन् (nīlāśman), सुस्ना (susnā)?	सुस्ना (susnā)	नीलाश्मन् (nīlāśman) | प्लिहन् (plihan) | सुस्ना (susnā) | सबाह्यान्तरात्मन् (sabāhyāntarātman)
ZD-2557	odd-one-out	m·8n*	m	consonant-stem	Which word does NOT share the paradigm class of the others: उष्मन् (uṣman), अनिष्टकर्मन् (aniṣṭakarman), स्फटिकात्मन् (sphaṭikātman), अक्षु (akṣu)?	अक्षु (akṣu)	स्फटिकात्मन् (sphaṭikātman) | उष्मन् (uṣman) | अक्षु (akṣu) | अनिष्टकर्मन् (aniṣṭakarman)
ZD-2558	odd-one-out	m·8n*	m	consonant-stem	Which word does NOT share the paradigm class of the others: वृषलक्ष्मन् (vṛṣalakṣman), सूर्याश्मन् (sūryāśman), यज्ञात्मन् (yajñātman), उदधिक्रा (udadhikrā)?	उदधिक्रा (udadhikrā)	उदधिक्रा (udadhikrā) | वृषलक्ष्मन् (vṛṣalakṣman) | सूर्याश्मन् (sūryāśman) | यज्ञात्मन् (yajñātman)
ZD-2559	odd-one-out	m·8n*	m	consonant-stem	Which word does NOT share the paradigm class of the others: असिताश्मन् (asitāśman), षोडशात्मन् (ṣoḍaśātman), प्रौढिमन् (prauḍhiman), सुनयकश्री (sunayakaśrī)?	सुनयकश्री (sunayakaśrī)	प्रौढिमन् (prauḍhiman) | असिताश्मन् (asitāśman) | षोडशात्मन् (ṣoḍaśātman) | सुनयकश्री (sunayakaśrī)
ZD-2560	odd-one-out	m·8n*	m	consonant-stem	Which word does NOT share the paradigm class of the others: पाण्डुरिमन् (pāṇḍuriman), अनश्वन् (anaśvan), प्राणात्मन् (prāṇātman), अही (ahī)?	अही (ahī)	प्राणात्मन् (prāṇātman) | पाण्डुरिमन् (pāṇḍuriman) | अनश्वन् (anaśvan) | अही (ahī)
ZD-2561	odd-one-out	n·8s+2	n	consonant-stem	Which word does NOT share the paradigm class of the others: दुर्मनस् (durmanas), रथशिरस् (rathaśiras), लक्ष्मीयजुस् (lakṣmīyajus), हृदि (hṛdi)?	हृदि (hṛdi)	रथशिरस् (rathaśiras) | लक्ष्मीयजुस् (lakṣmīyajus) | हृदि (hṛdi) | दुर्मनस् (durmanas)
ZD-2562	odd-one-out	n·8s+2	n	consonant-stem	Which word does NOT share the paradigm class of the others: अहंश्रेयस् (ahaṃśreyas), उत्तरवासस् (uttaravāsas), स्वरोचिस् (svarocis), अश्रु (aśru)?	अश्रु (aśru)	अश्रु (aśru) | उत्तरवासस् (uttaravāsas) | अहंश्रेयस् (ahaṃśreyas) | स्वरोचिस् (svarocis)
ZD-2563	odd-one-out	n·8s+2	n	consonant-stem	Which word does NOT share the paradigm class of the others: पवमानहविस् (pavamānahavis), ब्रह्मरक्षस् (brahmarakṣas), बहिर्वासस् (bahirvāsas), सुगन्धितेजन (sugandhitejana)?	सुगन्धितेजन (sugandhitejana)	पवमानहविस् (pavamānahavis) | बहिर्वासस् (bahirvāsas) | ब्रह्मरक्षस् (brahmarakṣas) | सुगन्धितेजन (sugandhitejana)
ZD-2564	odd-one-out	n·8s+2	n	consonant-stem	Which word does NOT share the paradigm class of the others: मनोवेदशिरस् (manovedaśiras), विस्रोतस् (visrotas), पादरजस् (pādarajas), नी (nī)?	नी (nī)	विस्रोतस् (visrotas) | नी (nī) | मनोवेदशिरस् (manovedaśiras) | पादरजस् (pādarajas)
ZD-2565	odd-one-out	n·8s+2	n	consonant-stem	Which word does NOT share the paradigm class of the others: यज्ञरेतस् (yajñaretas), ब्रह्मज्योतिस् (brahmajyotis), विष्णुसरस् (viṣṇusaras), वातयन्त्रविमानक (vātayantravimānaka)?	वातयन्त्रविमानक (vātayantravimānaka)	यज्ञरेतस् (yajñaretas) | वातयन्त्रविमानक (vātayantravimānaka) | विष्णुसरस् (viṣṇusaras) | ब्रह्मज्योतिस् (brahmajyotis)
ZD-2566	odd-one-out	n·8s+2	n	consonant-stem	Which word does NOT share the paradigm class of the others: मज्जारजस् (majjārajas), इन्द्रतेजस् (indratejas), वीररजस् (vīrarajas), चण्डवती (caṇḍavatī)?	चण्डवती (caṇḍavatī)	वीररजस् (vīrarajas) | चण्डवती (caṇḍavatī) | इन्द्रतेजस् (indratejas) | मज्जारजस् (majjārajas)
ZD-2567	odd-one-out	n·8s+2	n	consonant-stem	Which word does NOT share the paradigm class of the others: स्कन्धशिरस् (skandhaśiras), द्विवचस् (dvivacas), वाक्चक्षुस् (vākcakṣus), मार्गहर्म्य (mārgaharmya)?	मार्गहर्म्य (mārgaharmya)	मार्गहर्म्य (mārgaharmya) | द्विवचस् (dvivacas) | वाक्चक्षुस् (vākcakṣus) | स्कन्धशिरस् (skandhaśiras)
ZD-2568	odd-one-out	n·8s+2	n	consonant-stem	Which word does NOT share the paradigm class of the others: गोरजस् (gorajas), सतीसरस् (satīsaras), शास्त्रचक्षुस् (śāstracakṣus), पुनरुक्तता (punaruktatā)?	पुनरुक्तता (punaruktatā)	पुनरुक्तता (punaruktatā) | सतीसरस् (satīsaras) | शास्त्रचक्षुस् (śāstracakṣus) | गोरजस् (gorajas)
ZD-2569	odd-one-out	f·8√+2	f	consonant-stem	Which word does NOT share the paradigm class of the others: मुग्धदृश् (mugdhadṛś), पूर्द्वार् (pūrdvār), कुलयोषित् (kulayoṣit), प्राचीनयोगीपुत्र (prācīnayogīputra)?	प्राचीनयोगीपुत्र (prācīnayogīputra)	प्राचीनयोगीपुत्र (prācīnayogīputra) | कुलयोषित् (kulayoṣit) | पूर्द्वार् (pūrdvār) | मुग्धदृश् (mugdhadṛś)
ZD-2570	odd-one-out	f·8√+2	f	consonant-stem	Which word does NOT share the paradigm class of the others: धान्यत्वच् (dhānyatvac), मानसशुच् (mānasaśuc), व्योमसरित् (vyomasarit), ऋतयुक्ति (ṛtayukti)?	ऋतयुक्ति (ṛtayukti)	व्योमसरित् (vyomasarit) | मानसशुच् (mānasaśuc) | ऋतयुक्ति (ṛtayukti) | धान्यत्वच् (dhānyatvac)
ZD-2571	odd-one-out	f·8√+2	f	consonant-stem	Which word does NOT share the paradigm class of the others: प्राग्दिश् (prāgdiś), द्युयोषित् (dyuyoṣit), वरस्रज् (varasraj), पाण्ड (pāṇḍa)?	पाण्ड (pāṇḍa)	प्राग्दिश् (prāgdiś) | वरस्रज् (varasraj) | पाण्ड (pāṇḍa) | द्युयोषित् (dyuyoṣit)
ZD-2572	odd-one-out	f·8√+2	f	consonant-stem	Which word does NOT share the paradigm class of the others: दुर्वाच् (durvāc), इष्टकामदुह् (iṣṭakāmaduh), ब्रह्मसंसद् (brahmasaṃsad), सुसर्तु (susartu)?	सुसर्तु (susartu)	सुसर्तु (susartu) | इष्टकामदुह् (iṣṭakāmaduh) | दुर्वाच् (durvāc) | ब्रह्मसंसद् (brahmasaṃsad)
ZD-2573	odd-one-out	f·8√+2	f	consonant-stem	Which word does NOT share the paradigm class of the others: प्राग्द्वार् (prāgdvār), रङ्गद्वार् (raṅgadvār), कामगो (kāmago), उष्णिका (uṣṇikā)?	उष्णिका (uṣṇikā)	प्राग्द्वार् (prāgdvār) | कामगो (kāmago) | रङ्गद्वार् (raṅgadvār) | उष्णिका (uṣṇikā)
ZD-2574	odd-one-out	f·8√+2	f	consonant-stem	Which word does NOT share the paradigm class of the others: श्रवणरुज् (śravaṇaruj), सूर्यर्च् (sūryarc), स्तम्बपुर् (stambapur), चीति (cīti)?	चीति (cīti)	सूर्यर्च् (sūryarc) | स्तम्बपुर् (stambapur) | श्रवणरुज् (śravaṇaruj) | चीति (cīti)
ZD-2575	odd-one-out	f·8√+2	f	consonant-stem	Which word does NOT share the paradigm class of the others: देवपुर् (devapur), देव्युपनिषद् (devyupaniṣad), नसंविद् (nasaṃvid), काथक्य (kāthakya)?	काथक्य (kāthakya)	देवपुर् (devapur) | नसंविद् (nasaṃvid) | देव्युपनिषद् (devyupaniṣad) | काथक्य (kāthakya)
ZD-2576	odd-one-out	f·8√+2	f	consonant-stem	Which word does NOT share the paradigm class of the others: स्वःसरित् (svaḥsarit), भद्रविराज् (bhadravirāj), लेप्ययोषित् (lepyayoṣit), सरोरुहिणी (saroruhiṇī)?	सरोरुहिणी (saroruhiṇī)	भद्रविराज् (bhadravirāj) | सरोरुहिणी (saroruhiṇī) | लेप्ययोषित् (lepyayoṣit) | स्वःसरित् (svaḥsarit)
ZD-2577	odd-one-out	mfn·2b+2	mfn	ā-stem	Which word does NOT share the paradigm class of the others: सुषा (suṣā), अग्रजा (agrajā), सुतपा (sutapā), अनिरुद्ध (aniruddha)?	अनिरुद्ध (aniruddha)	अनिरुद्ध (aniruddha) | सुतपा (sutapā) | सुषा (suṣā) | अग्रजा (agrajā)
ZD-2578	odd-one-out	mfn·2b+2	mfn	ā-stem	Which word does NOT share the paradigm class of the others: अद्रिजा (adrijā), दिवोजा (divojā), सहोदा (sahodā), मी (mī)?	मी (mī)	अद्रिजा (adrijā) | मी (mī) | सहोदा (sahodā) | दिवोजा (divojā)
ZD-2579	odd-one-out	mfn·2b+2	mfn	ā-stem	Which word does NOT share the paradigm class of the others: जनिदा (janidā), अपानदा (apānadā), द्विजा (dvijā), जोगू (jogū)?	जोगू (jogū)	अपानदा (apānadā) | द्विजा (dvijā) | जोगू (jogū) | जनिदा (janidā)
ZD-2580	odd-one-out	mfn·2b+2	mfn	ā-stem	Which word does NOT share the paradigm class of the others: राष्ट्रदा (rāṣṭradā), नक्षत्रजा (nakṣatrajā), गोषा (goṣā), अवाञ्च् (avāñc)?	अवाञ्च् (avāñc)	गोषा (goṣā) | राष्ट्रदा (rāṣṭradā) | नक्षत्रजा (nakṣatrajā) | अवाञ्च् (avāñc)
ZD-2581	odd-one-out	mfn·2b+2	mfn	ā-stem	Which word does NOT share the paradigm class of the others: ब्राह्मणत्रा (brāhmaṇatrā), भागदा (bhāgadā), वाक्पा (vākpā), भर्तृमती (bhartṛmatī)?	भर्तृमती (bhartṛmatī)	ब्राह्मणत्रा (brāhmaṇatrā) | वाक्पा (vākpā) | भागदा (bhāgadā) | भर्तृमती (bhartṛmatī)
ZD-2582	odd-one-out	mfn·2b+2	mfn	ā-stem	Which word does NOT share the paradigm class of the others: हविष्पा (haviṣpā), इन्द्रजा (indrajā), अभिष्टिपा (abhiṣṭipā), मद्राजनी (madrājanī)?	मद्राजनी (madrājanī)	इन्द्रजा (indrajā) | हविष्पा (haviṣpā) | अभिष्टिपा (abhiṣṭipā) | मद्राजनी (madrājanī)
ZD-2583	odd-one-out	mfn·2b+2	mfn	ā-stem	Which word does NOT share the paradigm class of the others: वासोदा (vāsodā), त्रिस्तावा (tristāvā), ऋतुष्ठा (ṛtuṣṭhā), आश्रयवन्त् (āśrayavant)?	आश्रयवन्त् (āśrayavant)	ऋतुष्ठा (ṛtuṣṭhā) | वासोदा (vāsodā) | आश्रयवन्त् (āśrayavant) | त्रिस्तावा (tristāvā)
ZD-2584	odd-one-out	mfn·2b+2	mfn	ā-stem	Which word does NOT share the paradigm class of the others: कृष्टिप्रा (kṛṣṭiprā), भूरिदा (bhūridā), परमज्या (paramajyā), यशस्यु (yaśasyu)?	यशस्यु (yaśasyu)	यशस्यु (yaśasyu) | कृष्टिप्रा (kṛṣṭiprā) | भूरिदा (bhūridā) | परमज्या (paramajyā)
ZD-2585	odd-one-out	mfn·5a	mfn	u-stem	Which word does NOT share the paradigm class of the others: अमृतासु (amṛtāsu), पटु (paṭu), पेरु (peru), गोष्ठेविजितिन् (goṣṭhevijitin)?	गोष्ठेविजितिन् (goṣṭhevijitin)	पेरु (peru) | अमृतासु (amṛtāsu) | गोष्ठेविजितिन् (goṣṭhevijitin) | पटु (paṭu)
ZD-2586	odd-one-out	mfn·5a	mfn	u-stem	Which word does NOT share the paradigm class of the others: अनणु (anaṇu), अमरिष्णु (amariṣṇu), अद्वयु (advayu), श्रुतकर्मन् (śrutakarman)?	श्रुतकर्मन् (śrutakarman)	अद्वयु (advayu) | श्रुतकर्मन् (śrutakarman) | अमरिष्णु (amariṣṇu) | अनणु (anaṇu)
ZD-2587	odd-one-out	mfn·5a	mfn	u-stem	Which word does NOT share the paradigm class of the others: विशिक्षु (viśikṣu), मित्रेरु (mitreru), संबन्धु (saṃbandhu), अस्मद्र्यञ्च् (asmadryañc)?	अस्मद्र्यञ्च् (asmadryañc)	संबन्धु (saṃbandhu) | अस्मद्र्यञ्च् (asmadryañc) | मित्रेरु (mitreru) | विशिक्षु (viśikṣu)
ZD-2588	odd-one-out	mfn·5a	mfn	u-stem	Which word does NOT share the paradigm class of the others: अररु (araru), कद्रु (kadru), खलु (khalu), व्यञ्च् (vyañc)?	व्यञ्च् (vyañc)	खलु (khalu) | कद्रु (kadru) | व्यञ्च् (vyañc) | अररु (araru)
ZD-2589	odd-one-out	mfn·5a	mfn	u-stem	Which word does NOT share the paradigm class of the others: युवाकु (yuvāku), परावसु (parāvasu), रंसु (raṃsu), अनाभू (anābhū)?	अनाभू (anābhū)	रंसु (raṃsu) | अनाभू (anābhū) | युवाकु (yuvāku) | परावसु (parāvasu)
ZD-2590	odd-one-out	mfn·5a	mfn	u-stem	Which word does NOT share the paradigm class of the others: चलेषु (caleṣu), गूर्तावसु (gūrtāvasu), अरुतहनु (arutahanu), तोशस् (tośas)?	तोशस् (tośas)	गूर्तावसु (gūrtāvasu) | तोशस् (tośas) | अरुतहनु (arutahanu) | चलेषु (caleṣu)
ZD-2591	odd-one-out	mfn·5a	mfn	u-stem	Which word does NOT share the paradigm class of the others: एकायु (ekāyu), शद्रु (śadru), तीक्ष्णेषु (tīkṣṇeṣu), गेहेक्ष्वेडिन् (gehekṣveḍin)?	गेहेक्ष्वेडिन् (gehekṣveḍin)	एकायु (ekāyu) | गेहेक्ष्वेडिन् (gehekṣveḍin) | तीक्ष्णेषु (tīkṣṇeṣu) | शद्रु (śadru)
ZD-2592	odd-one-out	mfn·5a	mfn	u-stem	Which word does NOT share the paradigm class of the others: वृष्टिद्यु (vṛṣṭidyu), अरिष्टासु (ariṣṭāsu), मृळयाकु (mṛḻayāku), शेवधिपा (śevadhipā)?	शेवधिपा (śevadhipā)	मृळयाकु (mṛḻayāku) | शेवधिपा (śevadhipā) | अरिष्टासु (ariṣṭāsu) | वृष्टिद्यु (vṛṣṭidyu)
ZD-2593	odd-one-out	m·8t*	m	consonant-stem	Which word does NOT share the paradigm class of the others: दीधितिमन्त् (dīdhitimant), सरित्वन्त् (saritvant), अष्टारचक्रवन्त् (aṣṭāracakravant), सुरपतिगुरु (surapatiguru)?	सुरपतिगुरु (surapatiguru)	अष्टारचक्रवन्त् (aṣṭāracakravant) | दीधितिमन्त् (dīdhitimant) | सुरपतिगुरु (surapatiguru) | सरित्वन्त् (saritvant)
ZD-2594	odd-one-out	m·8t*	m	consonant-stem	Which word does NOT share the paradigm class of the others: विवृहन्त् (vivṛhant), ऊर्जयन्त् (ūrjayant), ऋक्षवन्त् (ṛkṣavant), प्रवारबाहु (pravārabāhu)?	प्रवारबाहु (pravārabāhu)	प्रवारबाहु (pravārabāhu) | ऊर्जयन्त् (ūrjayant) | विवृहन्त् (vivṛhant) | ऋक्षवन्त् (ṛkṣavant)
ZD-2595	odd-one-out	m·8t*	m	consonant-stem	Which word does NOT share the paradigm class of the others: कोष्ठवन्त् (koṣṭhavant), ऊर्णावन्त् (ūrṇāvant), दन्त् (dant), अंशभू (aṃśabhū)?	अंशभू (aṃśabhū)	दन्त् (dant) | ऊर्णावन्त् (ūrṇāvant) | कोष्ठवन्त् (koṣṭhavant) | अंशभू (aṃśabhū)
ZD-2596	odd-one-out	m·8t*	m	consonant-stem	Which word does NOT share the paradigm class of the others: वयन्त् (vayant), अर्चिष्मन्त् (arciṣmant), विन्ध्यवन्त् (vindhyavant), भृङ्गारि (bhṛṅgāri)?	भृङ्गारि (bhṛṅgāri)	अर्चिष्मन्त् (arciṣmant) | वयन्त् (vayant) | भृङ्गारि (bhṛṅgāri) | विन्ध्यवन्त् (vindhyavant)
ZD-2597	odd-one-out	m·8t*	m	consonant-stem	Which word does NOT share the paradigm class of the others: चारुमन्त् (cārumant), इरावन्त् (irāvant), उपस्वावन्त् (upasvāvant), सूर्यामासा (sūryāmāsā)?	सूर्यामासा (sūryāmāsā)	उपस्वावन्त् (upasvāvant) | सूर्यामासा (sūryāmāsā) | इरावन्त् (irāvant) | चारुमन्त् (cārumant)
ZD-2598	odd-one-out	m·8t*	m	consonant-stem	Which word does NOT share the paradigm class of the others: प्राचिन्वन्त् (prācinvant), कपीवन्त् (kapīvant), गोमन्त् (gomant), अंशभू (aṃśabhū)?	अंशभू (aṃśabhū)	प्राचिन्वन्त् (prācinvant) | कपीवन्त् (kapīvant) | गोमन्त् (gomant) | अंशभू (aṃśabhū)
ZD-2599	odd-one-out	m·8t*	m	consonant-stem	Which word does NOT share the paradigm class of the others: श्रीवरबोधिभगवन्त् (śrīvarabodhibhagavant), जुहूवन्त् (juhūvant), धानान्तर्वन्त् (dhānāntarvant), अतुल (atula)?	अतुल (atula)	धानान्तर्वन्त् (dhānāntarvant) | जुहूवन्त् (juhūvant) | श्रीवरबोधिभगवन्त् (śrīvarabodhibhagavant) | अतुल (atula)
ZD-2600	odd-one-out	m·8t*	m	consonant-stem	Which word does NOT share the paradigm class of the others: विश्रुतवन्त् (viśrutavant), मार्ष्टिमन्त् (mārṣṭimant), सुयतात्मवन्त् (suyatātmavant), धर्मेयु (dharmeyu)?	धर्मेयु (dharmeyu)	धर्मेयु (dharmeyu) | सुयतात्मवन्त् (suyatātmavant) | विश्रुतवन्त् (viśrutavant) | मार्ष्टिमन्त् (mārṣṭimant)
ZD-2601	odd-one-out	f·8√b	f	consonant-stem	Which word does NOT share the paradigm class of the others: परिपद् (paripad), संभुज् (saṃbhuj), प्रवृत् (pravṛt), क्रुमु (krumu)?	क्रुमु (krumu)	परिपद् (paripad) | संभुज् (saṃbhuj) | क्रुमु (krumu) | प्रवृत् (pravṛt)
ZD-2602	odd-one-out	f·8√b	f	consonant-stem	Which word does NOT share the paradigm class of the others: परिबाध् (paribādh), योषित् (yoṣit), इषिध् (iṣidh), खगशत्रु (khagaśatru)?	खगशत्रु (khagaśatru)	खगशत्रु (khagaśatru) | परिबाध् (paribādh) | इषिध् (iṣidh) | योषित् (yoṣit)
ZD-2603	odd-one-out	f·8√b	f	consonant-stem	Which word does NOT share the paradigm class of the others: चोदयितर् (codayitar), उष्णिह् (uṣṇih), परिमाद् (parimād), जह्नावी (jahnāvī)?	जह्नावी (jahnāvī)	उष्णिह् (uṣṇih) | चोदयितर् (codayitar) | जह्नावी (jahnāvī) | परिमाद् (parimād)
ZD-2604	odd-one-out	f·8√b	f	consonant-stem	Which word does NOT share the paradigm class of the others: निर्णिज् (nirṇij), आच्छद् (ācchad), दरद् (darad), नर्तू (nartū)?	नर्तू (nartū)	दरद् (darad) | नर्तू (nartū) | निर्णिज् (nirṇij) | आच्छद् (ācchad)
ZD-2605	odd-one-out	f·8√b	f	consonant-stem	Which word does NOT share the paradigm class of the others: गर्मुत् (garmut), संसुद् (saṃsud), प्रतिमित् (pratimit), स्वगाकृति (svagākṛti)?	स्वगाकृति (svagākṛti)	गर्मुत् (garmut) | संसुद् (saṃsud) | स्वगाकृति (svagākṛti) | प्रतिमित् (pratimit)
ZD-2606	odd-one-out	f·8√b	f	consonant-stem	Which word does NOT share the paradigm class of the others: संपद् (saṃpad), द्विष् (dviṣ), द्वार् (dvār), कौमोदी (kaumodī)?	कौमोदी (kaumodī)	द्विष् (dviṣ) | संपद् (saṃpad) | कौमोदी (kaumodī) | द्वार् (dvār)
ZD-2607	odd-one-out	f·8√b	f	consonant-stem	Which word does NOT share the paradigm class of the others: उपस्तिर् (upastir), प्रविद् (pravid), ककुद् (kakud), वी (vī)?	वी (vī)	उपस्तिर् (upastir) | ककुद् (kakud) | वी (vī) | प्रविद् (pravid)
ZD-2608	odd-one-out	f·8√b	f	consonant-stem	Which word does NOT share the paradigm class of the others: संदिह् (saṃdih), निम्रुच् (nimruc), प्रयज् (prayaj), बाबेरी (bāberī)?	बाबेरी (bāberī)	बाबेरी (bāberī) | संदिह् (saṃdih) | प्रयज् (prayaj) | निम्रुच् (nimruc)
ZD-2609	odd-one-out	mfn·8ib+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: निराकृतिन् (nirākṛtin), सवासिन् (savāsin), काम्पीलवासिन् (kāmpīlavāsin), रायस्पोषवनि (rāyaspoṣavani)?	रायस्पोषवनि (rāyaspoṣavani)	रायस्पोषवनि (rāyaspoṣavani) | सवासिन् (savāsin) | निराकृतिन् (nirākṛtin) | काम्पीलवासिन् (kāmpīlavāsin)
ZD-2610	odd-one-out	mfn·8ib+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: तेजस्विन् (tejasvin), पूर्ववयसिन् (pūrvavayasin), पाण्डुकम्बलिन् (pāṇḍukambalin), अवस्त्र (avastra)?	अवस्त्र (avastra)	अवस्त्र (avastra) | पूर्ववयसिन् (pūrvavayasin) | पाण्डुकम्बलिन् (pāṇḍukambalin) | तेजस्विन् (tejasvin)
ZD-2611	odd-one-out	mfn·8ib+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: धन्वायिन् (dhanvāyin), रेतस्विन् (retasvin), ह्रीतमुखिन् (hrītamukhin), वी (vī)?	वी (vī)	वी (vī) | रेतस्विन् (retasvin) | ह्रीतमुखिन् (hrītamukhin) | धन्वायिन् (dhanvāyin)
ZD-2612	odd-one-out	mfn·8ib+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: सदोहविर्धानिन् (sadohavirdhānin), ऋतवादिन् (ṛtavādin), ब्रह्मवादिन् (brahmavādin), क्रा (krā)?	क्रा (krā)	ऋतवादिन् (ṛtavādin) | क्रा (krā) | ब्रह्मवादिन् (brahmavādin) | सदोहविर्धानिन् (sadohavirdhānin)
ZD-2613	odd-one-out	mfn·8ib+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: सोमविक्रयिन् (somavikrayin), सहस्रपोषिन् (sahasrapoṣin), वलगिन् (valagin), अरुणबभ्रु (aruṇababhru)?	अरुणबभ्रु (aruṇababhru)	सहस्रपोषिन् (sahasrapoṣin) | सोमविक्रयिन् (somavikrayin) | अरुणबभ्रु (aruṇababhru) | वलगिन् (valagin)
ZD-2614	odd-one-out	mfn·8ib+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: अष्ट्राविन् (aṣṭrāvin), हविर्धानिन् (havirdhānin), पञ्चपञ्चिन् (pañcapañcin), सुनीति (sunīti)?	सुनीति (sunīti)	अष्ट्राविन् (aṣṭrāvin) | सुनीति (sunīti) | पञ्चपञ्चिन् (pañcapañcin) | हविर्धानिन् (havirdhānin)
ZD-2615	odd-one-out	mfn·8ib+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: आत्मन्विन् (ātmanvin), सत्यवादिन् (satyavādin), यथाकारिन् (yathākārin), केतपू (ketapū)?	केतपू (ketapū)	यथाकारिन् (yathākārin) | सत्यवादिन् (satyavādin) | आत्मन्विन् (ātmanvin) | केतपू (ketapū)
ZD-2616	odd-one-out	mfn·8ib+2	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: देवव्रतिन् (devavratin), उदितहोमिन् (uditahomin), विष्ठाव्राजिन् (viṣṭhāvrājin), उक्थावी (ukthāvī)?	उक्थावी (ukthāvī)	उदितहोमिन् (uditahomin) | उक्थावी (ukthāvī) | विष्ठाव्राजिन् (viṣṭhāvrājin) | देवव्रतिन् (devavratin)
ZD-2617	odd-one-out	mfn·8√a	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: अवर्जिवंस् (avarjivaṃs), नवीयंस् (navīyaṃs), साधीयंस् (sādhīyaṃs), परोहु (parohu)?	परोहु (parohu)	नवीयंस् (navīyaṃs) | साधीयंस् (sādhīyaṃs) | अवर्जिवंस् (avarjivaṃs) | परोहु (parohu)
ZD-2618	odd-one-out	mfn·8√a	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: यजीयंस् (yajīyaṃs), अप्रतिपद् (apratipad), स्मद्रातिषाच् (smadrātiṣāc), सुमन्दबुद्धि (sumandabuddhi)?	सुमन्दबुद्धि (sumandabuddhi)	स्मद्रातिषाच् (smadrātiṣāc) | अप्रतिपद् (apratipad) | यजीयंस् (yajīyaṃs) | सुमन्दबुद्धि (sumandabuddhi)
ZD-2619	odd-one-out	mfn·8√a	mfn	consonant-stem	Which word does NOT share the paradigm class of the others: वर्षीयंस् (varṣīyaṃs), मंहीयंस् (maṃhīyaṃs), अद्रिमातर् (adrimātar), अजातशत्रु (ajātaśatru)?	अजातशत्रु (ajātaśatru)	वर्षीयंस् (varṣīyaṃs) | मंहीयंस् (maṃhīyaṃs) | अद्रिमातर् (adrimātar) | अजातशत्रु (ajātaśatru)
