pack	sent_n	sent_sub	tok_idx	form_slp1	surface_ru	lemma_ru	root_ru	layer_hit
kiratarjuniya-1	36	2	7	utsahase	отваживаешься	могу	могу	surface+lemma+root
kiratarjuniya-1	36	2	8	na	не	не		surface+lemma
kiratarjuniya-1	36	2	9	bADitum	погубить	оттесняет	прогони	surface+lemma+root
kiratarjuniya-1	37	1	0	imAm	эту	это		surface+lemma
kiratarjuniya-1	37	1	1	ahaM	я	я	я	surface+lemma+root
kiratarjuniya-1	37	1	2	veda	знает	знает	знает	surface+lemma+root
kiratarjuniya-1	37	1	3	na	не	не		surface+lemma
kiratarjuniya-1	37	1	4	tAvakIM		твои		lemma
kiratarjuniya-1	37	1	5	DiyaM	мысль	молитвы	молитвы	surface+lemma+root
kiratarjuniya-1	37	1	6	vicitra	различные	различные		surface+lemma
kiratarjuniya-1	37	1	7	rUpAH	шкуры	образ		surface+lemma
kiratarjuniya-1	37	1	8	Kalu	же	же		surface+lemma
kiratarjuniya-1	37	1	9	citta	ум	ум		surface+lemma
kiratarjuniya-1	37	1	10	vfttayaH	модификаций	функция		surface+lemma
kiratarjuniya-1	37	2	0	vicintayantyA		поразмыслив	подумал	lemma+root
kiratarjuniya-1	37	2	1	Bavat	ты	ты		surface+lemma
kiratarjuniya-1	37	2	2	Apadam	несчастье	беду	достигает	surface+lemma+root
kiratarjuniya-1	37	2	3	parAM	высшего	высшее		surface+lemma
kiratarjuniya-1	37	2	4	rujanti	разбивают	проломил	проломил	surface+lemma+root
kiratarjuniya-1	37	2	5	cetaH	сердце	сердце		surface+lemma
kiratarjuniya-1	37	2	6	prasaBaM	силой	силой		surface+lemma
kiratarjuniya-1	37	2	7	mama	мне	я	я	surface+lemma+root
kiratarjuniya-1	37	2	8	ADayaH	душевные муки	залог		surface+lemma
kiratarjuniya-1	38	1	0	purA	некогда	некогда		surface+lemma
kiratarjuniya-1	38	1	1	aDirUQaH	восседающий	сел	взошел	surface+lemma+root
kiratarjuniya-1	38	1	2	SayanaM	ложе	ложе		surface+lemma
kiratarjuniya-1	38	1	3	mahADanaM	великую ставку	громадные тучи		surface+lemma
kiratarjuniya-1	38	1	4	viboDyase		Пробуди	разбудил	lemma+root
kiratarjuniya-1	38	1	5	yaH	который	что		surface+lemma
kiratarjuniya-1	38	1	6	stuti	хвалебными гимнами	хвалебными гимнами		surface+lemma
kiratarjuniya-1	38	1	7	gIti	песнопения	песнопения		surface+lemma
kiratarjuniya-1	38	1	8	maNgalEH		благословениями		lemma
kiratarjuniya-1	38	2	0	adaBra	немалого	немалого		surface+lemma
kiratarjuniya-1	38	2	1	darBAm		дарбха		lemma
kiratarjuniya-1	38	2	2	aDiSayya		спускаются вниз	лежит	lemma+root
kiratarjuniya-1	38	2	3	sa	он	он		surface+lemma
kiratarjuniya-1	38	2	4	sTalIM		опушке		lemma
kiratarjuniya-1	38	2	5	jahAsi	покинул	оставив	оставив	surface+lemma+root
kiratarjuniya-1	38	2	6	nidrAm	сон	сон	сон	surface+lemma+root
kiratarjuniya-1	38	2	7	aSivEH		Сулящий беду		lemma
kiratarjuniya-1	38	2	8	SivA	шакалы			surface
kiratarjuniya-1	38	2	9	rutEH		пение		lemma
kiratarjuniya-1	39	1	0	purA	некогда	некогда		surface+lemma
kiratarjuniya-1	39	1	1	upanItam	оказанные	посвятив	приведи	surface+lemma+root
kiratarjuniya-1	39	1	2	nfpa	царь	царь		surface+lemma
kiratarjuniya-1	39	1	3	rAmaRIyakaM		любовно		lemma
kiratarjuniya-1	39	1	4	dvijAti	дваждырожденных	дваждырожденные		surface+lemma
kiratarjuniya-1	39	1	5	SezeRa		остальные		lemma
kiratarjuniya-1	39	1	6	yad	что	что		surface+lemma
kiratarjuniya-1	39	1	7	etad	это	это		surface+lemma
kiratarjuniya-1	39	1	8	anDasA	соком	соком		surface+lemma
kiratarjuniya-1	39	2	0	tad	то	он		surface+lemma
kiratarjuniya-1	39	2	1	adya	сегодня	сегодня		surface+lemma
kiratarjuniya-1	39	2	2	te	тебе	тебя		surface+lemma
kiratarjuniya-1	39	2	3	vanya	лесной	лесной		surface+lemma
kiratarjuniya-1	39	2	4	Pala	плод	плод		surface+lemma
kiratarjuniya-1	39	2	5	ASinaH		с зубами		lemma
kiratarjuniya-1	39	2	6	paraM	но	высшее		surface+lemma
kiratarjuniya-1	39	2	7	parEti		прошли	прошли	lemma+root
kiratarjuniya-1	39	2	8	kArSyaM		изнурял		lemma
kiratarjuniya-1	39	2	9	yaSasA	славой	слава		surface+lemma
kiratarjuniya-1	39	2	10	samaM	с	равный		surface+lemma
kiratarjuniya-1	39	2	11	vapuH	облик	тело		surface+lemma
kiratarjuniya-1	4	1	0	kriyAsu	действует	обряды		surface+lemma
kiratarjuniya-1	4	1	1	yuktEr		союзником	союзником	lemma+root
kiratarjuniya-1	4	1	2	nfpa	царь	царь		surface+lemma
kiratarjuniya-1	4	1	3	cAra	шпионов	шпионов		surface+lemma
kiratarjuniya-1	4	1	4	cakzuzaH	глаза	глаз		surface+lemma
kiratarjuniya-1	4	1	5	na	не	не		surface+lemma
kiratarjuniya-1	4	1	6	vaYcanIyAH	Должны быть обмануты	Должны быть обмануты		surface+lemma
kiratarjuniya-1	4	1	7	praBavo		владыка		lemma
kiratarjuniya-1	4	1	8	nujIviBiH		слуги		lemma
kiratarjuniya-1	4	2	0	ato	потому	поэтому		surface+lemma
kiratarjuniya-1	4	2	1	rhasi		должен	должен	lemma+root
kiratarjuniya-1	4	2	2	kzantum	простить	простить	простить	surface+lemma+root
kiratarjuniya-1	4	2	3	asADu	дурного	дурного		surface+lemma
kiratarjuniya-1	4	2	4	sADu	хорошо	хорошо		surface+lemma
kiratarjuniya-1	4	2	5	vA	или	или	или	surface+lemma+root
kiratarjuniya-1	4	2	6	hitaM	благо	благо		surface+lemma
kiratarjuniya-1	4	2	7	manohAri	прекрасней	прекрасней		surface+lemma
kiratarjuniya-1	4	2	8	ca	и	и		surface+lemma
kiratarjuniya-1	4	2	9	durlaBaM	недопустим	трудно найти		surface+lemma
kiratarjuniya-1	4	2	10	vacaH	слова	слова		surface+lemma
kiratarjuniya-1	40	1	0	anArataM				none
kiratarjuniya-1	40	1	1	yO		что		lemma
kiratarjuniya-1	40	1	2	maRi	амулет	амулет		surface+lemma
kiratarjuniya-1	40	1	3	pIWa	сидение	сидение		surface+lemma
kiratarjuniya-1	40	1	4	SAyinaH		погрузившись		lemma
kiratarjuniya-1	40	1	5	araYjayad		услаждает	услаждает	lemma+root
kiratarjuniya-1	40	1	6	rAja	царя	царь		surface+lemma
kiratarjuniya-1	40	1	7	Siras	голову	голову		surface+lemma
kiratarjuniya-1	40	1	8	_		венок		lemma
kiratarjuniya-1	40	1	9	rajaH	раджас	раджас		surface+lemma
kiratarjuniya-1	40	2	0	nizIdatas		уселись	поедает	lemma+root
kiratarjuniya-1	40	2	1	tO		он		lemma
kiratarjuniya-1	40	2	2	caraRO		ноги		lemma
kiratarjuniya-1	40	2	3	vanezu	в лесах	лес		surface+lemma
kiratarjuniya-1	40	2	4	te	тебе	тебя		surface+lemma
kiratarjuniya-1	40	2	5	mfga	зверей	зверей		surface+lemma
kiratarjuniya-1	40	2	6	dvija	дваждырожденный	дваждырожденный		surface+lemma
kiratarjuniya-1	40	2	7	AlUna			рассек	root
kiratarjuniya-1	40	2	8	SiKezu		пламя		lemma
kiratarjuniya-1	40	2	9	barhizAm		жертвенную солому		lemma
kiratarjuniya-1	41	1	0	dvizat	врагов	ненавидит	ненавидит	surface+lemma+root
kiratarjuniya-1	41	1	1	nimittA		причина		lemma
kiratarjuniya-1	41	1	2	yad	что	стремится	стремится	surface+lemma+root
kiratarjuniya-1	41	1	3	iyaM	эта	это		surface+lemma
kiratarjuniya-1	41	1	4	daSA	состояние	состояние		surface+lemma
kiratarjuniya-1	41	1	5	tataH	тогда	тогда		surface+lemma
kiratarjuniya-1	41	1	6	sa	он			surface
kiratarjuniya-1	41	1	7	mUlam	корень	корень		surface+lemma
kiratarjuniya-1	41	1	8	unmUlayati		вырывал с корнем	искоренить	lemma+root
kiratarjuniya-1	41	1	9	iva	как	как		surface+lemma
kiratarjuniya-1	41	1	10	me	мне	я	я	surface+lemma+root
kiratarjuniya-1	41	1	11	manaH	ум	ум		surface+lemma
kiratarjuniya-1	41	2	0	parEr		высшее		lemma
kiratarjuniya-1	41	2	1	aparyAsita				none
kiratarjuniya-1	41	2	2	vIrya	сила	доблесть		surface+lemma
kiratarjuniya-1	41	2	3	_		стал	достигает	lemma+root
kiratarjuniya-1	41	2	4	parABavo		поражение		lemma
kiratarjuniya-1	41	2	5	py		также		lemma
kiratarjuniya-1	41	2	6	utsava	праздник	праздник		surface+lemma
kiratarjuniya-1	41	2	7	eva	именно	именно		surface+lemma
kiratarjuniya-1	41	2	8	mAninAm		гордый		lemma
kiratarjuniya-1	42	1	0	vihAya	оставив	оставив	оставив	surface+lemma+root
kiratarjuniya-1	42	1	1	SAntiM	безразличие	покой		surface+lemma
kiratarjuniya-1	42	1	2	nfpa	царь	царь		surface+lemma
kiratarjuniya-1	42	1	3	DAma	обитель	обитель		surface+lemma
kiratarjuniya-1	42	1	4	tat	то	он		surface+lemma
kiratarjuniya-1	42	1	5	punaH	снова	снова		surface+lemma
kiratarjuniya-1	42	1	6	prasIda	смилуйся	смилуйся	уселся	surface+lemma+root
kiratarjuniya-1	42	1	7	saMDehi	Хватай	наложил	вера	surface+lemma+root
kiratarjuniya-1	42	1	8	vaDAya	на погибель	убить		surface+lemma
kiratarjuniya-1	42	1	9	vidvizAm		врагов	ненавидит	lemma+root
kiratarjuniya-1	42	2	0	vrajanti	избегнет	загон	загон	surface+lemma+root
kiratarjuniya-1	42	2	1	SatrUn	врагов	врагов		surface+lemma
kiratarjuniya-1	42	2	2	avaDUya	отбросив	стряхивая	дышло	surface+lemma+root
kiratarjuniya-1	42	2	3	niHspfhAH	не прикасаются	неалчный		surface+lemma
kiratarjuniya-1	42	2	4	Samena	спокойным нравом	мир		surface+lemma
kiratarjuniya-1	42	2	5	sidDiM	успеха	совершенства		surface+lemma
kiratarjuniya-1	42	2	6	munayo		мудрец		lemma
kiratarjuniya-1	42	2	7	na	не	не		surface+lemma
kiratarjuniya-1	42	2	8	BUBftaH		царей		lemma
kiratarjuniya-1	43	1	0	puraHsarA	предшествуемая	предшествуемая		surface+lemma
kiratarjuniya-1	43	1	1	DAmavatAM				none
kiratarjuniya-1	43	1	2	yaSas	слава	слава		surface+lemma
kiratarjuniya-1	43	1	3	DanAH		богатство		lemma
kiratarjuniya-1	43	1	4	su	хорошенько	выжимающего	выжимающего	surface+lemma+root
kiratarjuniya-1	43	1	5	duHsaham	Непереносимым	Духсаха		surface+lemma
kiratarjuniya-1	43	1	6	prApya	достигнув	достигнув	достигает	surface+lemma+root
kiratarjuniya-1	43	1	7	nikAram		оскорбления		lemma
kiratarjuniya-1	43	1	8	IdfSam	такое	такое		surface+lemma
kiratarjuniya-1	43	2	0	BavAdfSAS		такие, как ты		lemma
kiratarjuniya-1	43	2	1	ced	если	если		surface+lemma
kiratarjuniya-1	43	2	2	aDikurvate	называется	предназначенный	сделал	surface+lemma+root
kiratarjuniya-1	43	2	3	parAn	врагов	высшее		surface+lemma
kiratarjuniya-1	43	2	4	nirASrayA		без опоры		lemma
kiratarjuniya-1	43	2	5	hanta	Хорошо	Хорошо		surface+lemma
kiratarjuniya-1	43	2	6	hatA	убиты	убит	убит	surface+lemma+root
kiratarjuniya-1	43	2	7	manasvi		мудрая		lemma
kiratarjuniya-1	43	2	8	tA	эти	эти		surface+lemma
kiratarjuniya-1	44	1	0	aTa	и	и		surface+lemma
kiratarjuniya-1	44	1	1	kzamAm	терпение	терпение		surface+lemma
kiratarjuniya-1	44	1	2	eva	именно	именно		surface+lemma
kiratarjuniya-1	44	1	3	nirasta	лишаются	изгнан	поднялся	surface+lemma+root
kiratarjuniya-1	44	1	4	sADanaH	вызывающий	средство		surface+lemma
kiratarjuniya-1	44	1	5	cirAya	долго	долго		surface+lemma
kiratarjuniya-1	44	1	6	paryezi		обладать	обладать	lemma+root
kiratarjuniya-1	44	1	7	suKasya	блаженства	счастье		surface+lemma
kiratarjuniya-1	44	1	8	sADanam	приводящего к цели	средство		surface+lemma
kiratarjuniya-1	44	2	0	vihAya	оставив	оставив	оставив	surface+lemma+root
kiratarjuniya-1	44	2	1	lakzmIpati				none
kiratarjuniya-1	44	2	2	lakzma	знак	знак		surface+lemma
kiratarjuniya-1	44	2	3	kArmukaM	лук	лук		surface+lemma
kiratarjuniya-1	44	2	4	jawADaraH		волосы носил так, как носят отшельники		lemma
kiratarjuniya-1	44	2	5	saY	всегда	есть	есть	surface+lemma+root
kiratarjuniya-1	44	2	6	juhuDi		жертвуют	жертвуют	lemma+root
kiratarjuniya-1	44	2	7	iha	здесь	здесь		surface+lemma
kiratarjuniya-1	44	2	8	pAvakam	огонь	огонь		surface+lemma
kiratarjuniya-1	45	1	0	na	не	не		surface+lemma
kiratarjuniya-1	45	1	1	samaya	условие	условие		surface+lemma
kiratarjuniya-1	45	1	2	parirakzaRam		защищать		lemma
kiratarjuniya-1	45	1	3	kzamaM		благо		lemma
kiratarjuniya-1	45	1	4	te	тебе	тебя		surface+lemma
kiratarjuniya-1	45	1	5	nikfti	обману	обману		surface+lemma
kiratarjuniya-1	45	1	6	parezu	среди дальних	высшее		surface+lemma
kiratarjuniya-1	45	1	7	parezu	среди дальних	высшее		surface+lemma
kiratarjuniya-1	45	1	8	BUri	много	много		surface+lemma
kiratarjuniya-1	45	1	9	DAmnaH		обитель		lemma
kiratarjuniya-1	45	2	0	arizu	в отношении врагов	врагов		surface+lemma
kiratarjuniya-1	45	2	1	hi	ведь	ведь	ведь	surface+lemma+root
kiratarjuniya-1	45	2	2	vijaya	победа	победа		surface+lemma
kiratarjuniya-1	45	2	3	arTinaH	тот, кто пылает страстью	стремится		surface+lemma
kiratarjuniya-1	45	2	4	kzitISA		властитель земли		lemma
kiratarjuniya-1	45	2	5	vidaDati	даруют	предписывается	вера	surface+lemma+root
kiratarjuniya-1	45	2	6	sa	он			surface
kiratarjuniya-1	45	2	7	upaDi	обод	поверхности		surface+lemma
kiratarjuniya-1	45	2	8	saMDi	союз	мир		surface+lemma
kiratarjuniya-1	45	2	9	dUzaRAni		Душана		lemma
kiratarjuniya-1	46	1	0	viDi	правило	правило		surface+lemma
kiratarjuniya-1	46	1	1	samaya	условие	условие		surface+lemma
kiratarjuniya-1	46	1	2	niyogAt	по приказанию	велению		surface+lemma
kiratarjuniya-1	46	1	3	dIpti	сияние	сияние		surface+lemma
kiratarjuniya-1	46	1	4	saMhAra	уничтожение	уничтожение		surface+lemma
kiratarjuniya-1	46	1	5	jihmam		лежащих наискось		lemma
kiratarjuniya-1	46	1	6	SiTila	Разодрав	дряхлую		surface+lemma
kiratarjuniya-1	46	1	7	balam	войско	войско		surface+lemma
kiratarjuniya-1	46	1	8	agADe	великий	бездонный		surface+lemma
kiratarjuniya-1	46	1	9	magnam	сломленный	погруженный	погруженный	surface+lemma+root
kiratarjuniya-1	46	1	10	Apad	беда	беду	достигает	surface+lemma+root
kiratarjuniya-1	46	1	11	payoDO		Океан		lemma
kiratarjuniya-1	46	2	0	ripu	враг	врагов		surface+lemma
kiratarjuniya-1	46	2	1	timiram	тьма	тьма		surface+lemma
kiratarjuniya-1	46	2	2	udasya			иссякают	root
kiratarjuniya-1	46	2	3	udIyamAnam		восходит	восходит	lemma+root
kiratarjuniya-1	46	2	4	dina	день	день		surface+lemma
kiratarjuniya-1	46	2	5	AdO		начало		lemma
kiratarjuniya-1	46	2	6	dinakftam				none
kiratarjuniya-1	46	2	7	iva	как	как		surface+lemma
kiratarjuniya-1	46	2	8	lakzmIs		Лакшми		lemma
kiratarjuniya-1	46	2	9	tvAM	тебя	тебя		surface+lemma
kiratarjuniya-1	46	2	10	samaByetu		Идет	в страхе	lemma+root
kiratarjuniya-1	46	2	11	BUyaH	снова	снова		surface+lemma
kiratarjuniya-1	5	1	0	sa	он	он		surface+lemma
kiratarjuniya-1	5	1	1	kiMsaKA				none
kiratarjuniya-1	5	1	2	sADu	хорошо	хорошо		surface+lemma
kiratarjuniya-1	5	1	3	na	не	не		surface+lemma
kiratarjuniya-1	5	1	4	SAsti	правит	научи	правил	surface+lemma+root
kiratarjuniya-1	5	1	5	yo	кто	что		surface+lemma
kiratarjuniya-1	5	1	6	DipaM		владыка		lemma
kiratarjuniya-1	5	1	7	hitAn	друга	благо		surface+lemma
kiratarjuniya-1	5	1	8	na	не	не		surface+lemma
kiratarjuniya-1	5	1	9	yaH	который	что		surface+lemma
kiratarjuniya-1	5	1	10	saMSfRute		услышав	услышав	lemma+root
kiratarjuniya-1	5	1	11	sa	он	он		surface+lemma
kiratarjuniya-1	5	1	12	kiMpraBuH				none
kiratarjuniya-1	5	2	0	sadA	всегда	всегда		surface+lemma
kiratarjuniya-1	5	2	1	anukUlezu		достойной		lemma
kiratarjuniya-1	5	2	2	hi	ведь	ведь	ведь	surface+lemma+root
kiratarjuniya-1	5	2	3	kurvate	совершают	сделал	сделал	surface+lemma+root
kiratarjuniya-1	5	2	4	ratiM		радость		lemma
kiratarjuniya-1	5	2	5	nfpezv		царь		lemma
kiratarjuniya-1	5	2	6	amAtyezu		советников		lemma
kiratarjuniya-1	5	2	7	ca	и	и		surface+lemma
kiratarjuniya-1	5	2	8	sarva	все	все		surface+lemma
kiratarjuniya-1	5	2	9	sampadaH		стал	достигает	lemma+root
kiratarjuniya-1	6	1	0	nisarga	разрешение	по природе		surface+lemma
kiratarjuniya-1	6	1	1	durboDam				none
kiratarjuniya-1	6	1	2	aboDa	отсутствии Знания	отсутствии Знания		surface+lemma
kiratarjuniya-1	6	1	3	viklavAH	боязливы	боязливы		surface+lemma
kiratarjuniya-1	6	1	4	kva	где	где		surface+lemma
kiratarjuniya-1	6	1	5	BUpatInAM		царь		lemma
kiratarjuniya-1	6	1	6	caritaM	деяния	деяния		surface+lemma
kiratarjuniya-1	6	1	7	kva	где	где		surface+lemma
kiratarjuniya-1	6	1	8	jantavaH	люди	существа		surface+lemma
kiratarjuniya-1	6	2	0	te	тебе	тебя		surface+lemma
kiratarjuniya-1	6	2	1	anuBAvaH		духом		lemma
kiratarjuniya-1	6	2	2	yam	кого	это		surface+lemma
kiratarjuniya-1	6	2	3	aboDi	пробудилась	пробудился	узнай	surface+lemma+root
kiratarjuniya-1	6	2	4	yan	что	стремится	стремится	surface+lemma+root
kiratarjuniya-1	6	2	5	mayA	я	я	я	surface+lemma+root
kiratarjuniya-1	6	2	6	nigUQa	скрыто	скрыто	скрытый	surface+lemma+root
kiratarjuniya-1	6	2	7	tattvam	правду	правду		surface+lemma
kiratarjuniya-1	6	2	8	naya	веди	довели		surface+lemma
kiratarjuniya-1	6	2	9	vartma	путь	пути		surface+lemma
kiratarjuniya-1	6	2	10	vidvizAm		врагов	ненавидит	lemma+root
kiratarjuniya-1	7	1	0	viSaNkamAno		вообразив	опасаясь	lemma+root
kiratarjuniya-1	7	1	1	BavataH	тебе	ты		surface+lemma
kiratarjuniya-1	7	1	2	parABavaM	унижению	поражение		surface+lemma
kiratarjuniya-1	7	1	3	nfpa	царь	царь		surface+lemma
kiratarjuniya-1	7	1	4	Asana	сиденье	сиденье		surface+lemma
kiratarjuniya-1	7	1	5	sTaH	находитесь	стоит		surface+lemma
kiratarjuniya-1	7	1	6	pi	и	также		surface+lemma
kiratarjuniya-1	7	1	7	vana	лес	лес		surface+lemma
kiratarjuniya-1	7	1	8	aDivAsinaH				none
kiratarjuniya-1	7	2	0	durodara	ящичком	ставку		surface+lemma
kiratarjuniya-1	7	2	1	Cadma	обманом	обманом		surface+lemma
kiratarjuniya-1	7	2	2	jitAm		победить	Санджая	lemma+root
kiratarjuniya-1	7	2	3	samIhate		станут	стремится	lemma+root
kiratarjuniya-1	7	2	4	nayena	Добродетельный	довели		surface+lemma
kiratarjuniya-1	7	2	5	jetuM	победить	победить	Санджая	surface+lemma+root
kiratarjuniya-1	7	2	6	jagatIM		джагати		lemma
kiratarjuniya-1	7	2	7	suyoDanaH	Суйодхана	Суйодхана		surface+lemma
kiratarjuniya-1	8	1	0	taTA	так	так		surface+lemma
kiratarjuniya-1	8	1	1	api	также	также		surface+lemma
kiratarjuniya-1	8	1	2	jihmaH	изворотливый	лежащих наискось		surface+lemma
kiratarjuniya-1	8	1	3	sa	он	он		surface+lemma
kiratarjuniya-1	8	1	4	Bavat	ты	ты		surface+lemma
kiratarjuniya-1	8	1	5	jigIzayA	желая победы	чтобы мы победили		surface+lemma
kiratarjuniya-1	8	1	6	tanoti	смирилось	протянулся	протянулся	surface+lemma+root
kiratarjuniya-1	8	1	7	SuBraM		сверкающие		lemma
kiratarjuniya-1	8	1	8	guRa	гуны	гуны		surface+lemma
kiratarjuniya-1	8	1	9	saMpadA		стал	достигает	lemma+root
kiratarjuniya-1	8	1	10	yaSaH	слава	слава		surface+lemma
kiratarjuniya-1	8	2	0	samunnayan		когда ее, как ни старайся, не высказать	приведи	lemma+root
kiratarjuniya-1	8	2	1	BUtim	благополучие	успех		surface+lemma
kiratarjuniya-1	8	2	2	anArya	неблагородный	неблагородный		surface+lemma
kiratarjuniya-1	8	2	3	saMgamAt		слияния		lemma
kiratarjuniya-1	8	2	4	varaM	дар	лучший		surface+lemma
kiratarjuniya-1	8	2	5	viroDo		противоречие		lemma
kiratarjuniya-1	8	2	6	pi	и	также		surface+lemma
kiratarjuniya-1	8	2	7	samaM	с	равный		surface+lemma
kiratarjuniya-1	8	2	8	mahAtmaBiH	великими духом	великий духом		surface+lemma
kiratarjuniya-1	9	1	0	kfta	сделано	сделал	сделал	surface+lemma+root
kiratarjuniya-1	9	1	1	ari	врагов	врагов		surface+lemma
kiratarjuniya-1	9	1	2	zaqvarga	Шесть врагов	Шесть врагов		surface+lemma
kiratarjuniya-1	9	1	3	jayena	победы	победа		surface+lemma
kiratarjuniya-1	9	1	4	mAnavIm		человек		lemma
kiratarjuniya-1	9	1	5	agamya	недоступный	недоступный		surface+lemma
kiratarjuniya-1	9	1	6	rUpAm	видениях	образ		surface+lemma
kiratarjuniya-1	9	1	7	padavIM	путем	путь		surface+lemma
kiratarjuniya-1	9	1	8	prapitsunA				none
kiratarjuniya-1	9	2	0	viBajya	распределив	разделенным	почитают	surface+lemma+root
kiratarjuniya-1	9	2	1	naktaMdinam		днем и ночью		lemma
kiratarjuniya-1	9	2	2	astatandriRA				none
kiratarjuniya-1	9	2	3	vitanyate		протянутую	протянулся	lemma+root
kiratarjuniya-1	9	2	4	tena	тем	он		surface+lemma
kiratarjuniya-1	9	2	5	nayena	Добродетельный	довели		surface+lemma
kiratarjuniya-1	9	2	6	pOruzam				none
nala-1	1	1	0	bfhadaSva	Брихадашва	Брихадашва		surface+lemma
nala-1	1	1	1	uvAca	сказал	сказал	сказал	surface+lemma+root
nala-1	1	2	0	AsId	был	есть	есть	surface+lemma+root
nala-1	1	2	1	rAjA	царь	царь		surface+lemma
nala-1	1	2	2	nalo	Нала	Нала		surface+lemma
nala-1	1	2	3	nAma	имя	имя		surface+lemma
nala-1	1	2	4	vIrasena	Вирасены	Вирасены		surface+lemma
nala-1	1	2	5	sutaH	сын	сын		surface+lemma
nala-1	1	2	6	balI	могучий	могучий		surface+lemma
nala-1	1	3	0	upapanno		подобает	достигает	lemma+root
nala-1	1	3	1	guREr		гуны		lemma
nala-1	1	3	2	izwE		хочу	хочу	lemma+root
nala-1	1	3	3	rUpavAn	прекрасен	прекрасен		surface+lemma
nala-1	1	3	4	aSva	коней	коней		surface+lemma
nala-1	1	3	5	kovidaH	сведущий	знаток		surface+lemma
nala-1	10	1	0	damayantI	Дамаянти	Дамаянти		surface+lemma
nala-1	10	1	1	tu	же	же	же	surface+lemma+root
nala-1	10	1	2	rUpeRa	красотой	образ		surface+lemma
nala-1	10	1	3	tejasA	блеском	блеск		surface+lemma
nala-1	10	1	4	yaSasA	славой	слава		surface+lemma
nala-1	10	1	5	SriyA	красотою	Шри	Шри	surface+lemma+root
nala-1	10	2	0	sOBAgyena				none
nala-1	10	2	1	ca	и	и		surface+lemma
nala-1	10	2	2	lokezu	мирах	мир		surface+lemma
nala-1	10	2	3	yaSaH	слава	слава		surface+lemma
nala-1	10	2	4	prApa	достиг	достигнув	достигает	surface+lemma+root
nala-1	10	2	5	sumaDyamA	стройная	тонкостанная		surface+lemma
nala-1	11	1	0	aTa	и	и		surface+lemma
nala-1	11	1	1	tAM	ее	он		surface+lemma
nala-1	11	1	2	vayasi	возраста	птицы		surface+lemma
nala-1	11	1	3	prApte	когда	достигнув	достигает	surface+lemma+root
nala-1	11	1	4	dAsInAM	рабынями	рабыней		surface+lemma
nala-1	11	1	5	samalaMkftAm	украшена	украшенную	сделал	surface+lemma+root
nala-1	11	2	0	SataM	сто	сто		surface+lemma
nala-1	11	2	1	saKInAM	подругам	подруга		surface+lemma
nala-1	11	2	2	ca	и	и		surface+lemma
nala-1	11	2	3	taTA	так	так		surface+lemma
nala-1	11	2	4	paryupAste	прислуживали	поклоняются	почитают	surface+lemma+root
nala-1	11	2	5	SacIm	Шачи	Шачи		surface+lemma
nala-1	11	2	6	iva	как	как		surface+lemma
nala-1	12	1	0	tatra	там	там		surface+lemma
nala-1	12	1	1	sma	же	же		surface+lemma
nala-1	12	1	2	BrAjate	сверкает	сверкающие	сверкающие	surface+lemma+root
nala-1	12	1	3	BEmI				none
nala-1	12	1	4	sarva	все	все		surface+lemma
nala-1	12	1	5	ABaraRa	украшения	украшения		surface+lemma
nala-1	12	1	6	BUzitA	убранном	украшенные	украшенные	surface+lemma+root
nala-1	12	2	0	saKI	подруга	подруга		surface+lemma
nala-1	12	2	1	maDye	среди	среди		surface+lemma
nala-1	12	2	2	anavadya	безупречный	безупречный		surface+lemma
nala-1	12	2	3	aNgA	анги	тело		surface+lemma
nala-1	12	2	4	vidyut	молния	молнии	молнии	surface+lemma+root
nala-1	12	2	5	sOdAmanI				none
nala-1	12	2	6	yaTA	как	как		surface+lemma
nala-1	12	3	0	atIva	очень	очень		surface+lemma
nala-1	12	3	1	rUpa	образ	образ		surface+lemma
nala-1	12	3	2	sampannA	достойная	стал	достигает	surface+lemma+root
nala-1	12	3	3	SrIr	Богиня Царского Счастья	Шри	Шри	surface+lemma+root
nala-1	12	3	4	iva	как	как		surface+lemma
nala-1	12	3	5	Ayata	протянувшийся	натянув	подняв	surface+lemma+root
nala-1	12	3	6	locanA	глазами	глазами		surface+lemma
nala-1	13	1	0	na	не	не		surface+lemma
nala-1	13	1	1	devezu	среди богов	боги		surface+lemma
nala-1	13	1	2	na	не	не		surface+lemma
nala-1	13	1	3	yakzezu		якши		lemma
nala-1	13	1	4	tAdfg	таким	такой		surface+lemma
nala-1	13	1	5	rUpavatI	красива	прекрасен		surface+lemma
nala-1	13	1	6	kvacit	никогда	никогда		surface+lemma
nala-1	13	2	0	mAnuzezv		людей		lemma
nala-1	13	2	1	api	также	также		surface+lemma
nala-1	13	2	2	ca	и	и		surface+lemma
nala-1	13	2	3	anyezu	других	другой		surface+lemma
nala-1	13	2	4	dfzwa	видел	увидев	увидев	surface+lemma+root
nala-1	13	2	5	pUrvA	прежние	прежде		surface+lemma
nala-1	13	2	6	na	не	не		surface+lemma
nala-1	13	2	7	ca	и	и		surface+lemma
nala-1	13	2	8	SrutA	слышал	услышав	услышав	surface+lemma+root
nala-1	13	3	0	citta	ум	ум		surface+lemma
nala-1	13	3	1	pramATinI		Праматхин		lemma
nala-1	13	3	2	bAlA	дева	дети		surface+lemma
nala-1	13	3	3	devAnAm	богов	боги		surface+lemma
nala-1	13	3	4	api	также	также		surface+lemma
