verse	widx	gold_form	gold_lemma	gold_pos	gold_morph	dcs_forms	dcs_lemmas	dcs_upos	class	note
11.29	7	samṛddha-vegāḥ	samṛddha-vega	nominal	nom/pl/m	samṛddha + vegāḥ	samṛdh + vega	VERB + NOUN	LEMMA_DIFF	compound split 2 ways
11.29	8	tathā	tathā	indeclinable		tathā	tathā	ADV	OK	
11.29	9	eva	eva	indeclinable		eva	eva	PART	OK	
11.29	10	nāśāya	nāśa	nominal	dat/sg/m	nāśāya	nāśa	NOUN	OK	
11.29	11	viśanti	√viś	verb	pl	viśanti	viś	VERB	OK	
11.29	12	lokāḥ	loka	nominal	nom/pl/m	lokāḥ	loka	NOUN	OK	
11.29	13	tava	yuṣmat	pronoun	gen/sg	tava	tvad	PRON	LEMMA_DIFF	
11.29	14	api	api	indeclinable		api	api	PART	OK	
11.29	15	vaktrāṇi	vaktra	nominal	acc/pl/n	vaktrāṇi	vaktra	NOUN	OK	
11.29	16	samṛddha-vegāḥ	samṛddha-vega	nominal	nom/pl/m	samṛddha + vegāḥ	samṛdh + vega	VERB + NOUN	LEMMA_DIFF	compound split 2 ways
11.30	1	lelihyase	√lih	verb	sg	lelihyase	lelih	VERB	LEMMA_DIFF	
11.30	2	grasamānaḥ	grasamāna	participle	nom/sg/m	grasamānaḥ	gras	VERB	OK	
11.30	3	samantāt	samantāt	indeclinable		samantāt	samantāt	ADV	OK	
11.30	4	lokān	loka	nominal	acc/pl/m	lokān	loka	NOUN	OK	
11.30	5	samagrān	samagra	nominal	acc/pl/m	samagrān	samagra	ADJ	OK	
11.30	6	vadanaiḥ	vadana	nominal	ins/pl/n	vadanaiḥ	vadana	NOUN	OK	
11.30	7	jvaladbhiḥ	jvalant	participle	ins/pl/n	jvaladbhiḥ	jval	VERB	OK	
11.30	8	tejobhiḥ	tejas	nominal	ins/pl/n	tejobhiḥ	tejas	NOUN	OK	
11.30	9	āpūrya	ā-√pṝ			āpūrya	āpūray	VERB	LEMMA_DIFF	
11.30	10	jagat	jagat	nominal	acc/sg/n	jagat	jagant	NOUN	LEMMA_DIFF	
11.30	11	samagram	samagra	nominal	acc/sg/n	samagram	samagra	ADJ	OK	
11.30	12	bhāsaḥ	bhās	nominal	nom/pl/f	bhāsaḥ	bhās	NOUN	OK	
11.30	13	tava	yuṣmat	pronoun	gen/sg	tava	tvad	PRON	LEMMA_DIFF	
11.30	14	ugrāḥ	ugra	nominal	nom/pl/f	ugrāḥ	ugra	ADJ	OK	
11.30	15	pratapanti	pra-√tap	verb	pl	pratapanti	pratap	VERB	OK	
11.30	16	viṣṇo	viṣṇu	nominal	voc/sg/m	viṣṇo	viṣṇu	NOUN	OK	
11.31	1	ākhyāhi	ā-√khyā	verb	sg	ākhyāhi	ākhyā	VERB	OK	
11.31	2	me	asmat	pronoun	dat/sg	me	mad	PRON	LEMMA_DIFF	
ch7700						ko	ka	PRON	UNALIGNED_DCS	extra DCS token
11.31	3	kaḥ	kim	pronoun					UNALIGNED_GOLD	no DCS token matched
11.31	4	bhavān	bhavant	nominal	nom/sg/m	bhavān	bhavat	ADJ	LEMMA_DIFF	
11.31	5	ugra-rūpaḥ	ugra-rūpa	nominal	nom/sg/m	ugra + rūpaḥ	ugra + rūpa	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
ch7700						namo	namas	NOUN	UNALIGNED_DCS	extra DCS token
ch7700						'stu	as	VERB	UNALIGNED_DCS	extra DCS token
11.31	6	namaḥ	namaḥ	nominal					UNALIGNED_GOLD	no DCS token matched
11.31	7	astu	√as	verb					UNALIGNED_GOLD	no DCS token matched
11.31	8	te	yuṣmat	pronoun	dat/sg	te	tvad	PRON	LEMMA_DIFF	
11.31	9	deva-vara	deva-vara	nominal	voc/sg/m	deva + vara	deva + vara	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.31	10	prasīda	pra-√sad	verb	sg	prasīda	prasad	VERB	OK	
11.31	11	vijñātum	vi-√jñā			vijñātum	vijñā	VERB	OK	
11.31	12	icchāmi	√iṣ	verb	sg	icchāmi	iṣ	VERB	OK	
11.31	13	bhavantam	bhavant	nominal	acc/sg/m	bhavantam	bhavat	ADJ	LEMMA_DIFF	
11.31	14	ādyam	ādya	nominal	acc/sg/m	ādyam	ādya	ADJ	OK	
11.31	15	na	na	indeclinable		na	na	PART	OK	
11.31	16	hi	hi	indeclinable		hi	hi	PART	OK	
11.31	17	prajānāmi	pra-√jñā	verb	sg	prajānāmi	prajñā	VERB	OK	
11.31	18	tava	yuṣmat	pronoun	gen/sg	tava	tvad	PRON	LEMMA_DIFF	
11.31	19	pravṛttim	pravṛtti	nominal	acc/sg/f	pravṛttim	pravṛtti	NOUN	OK	
11.32	1	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	śrī + bhagavān	śrī + bhagavant	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.32	2	uvāca	√vac	verb	sg	uvāca	vac	VERB	OK	
ch7700						kālo	kāla	NOUN	UNALIGNED_DCS	extra DCS token
ch7700						'smi	as	VERB	UNALIGNED_DCS	extra DCS token
11.32	3	kālaḥ	kāla	nominal					UNALIGNED_GOLD	no DCS token matched
11.32	4	asmi	√as	verb					UNALIGNED_GOLD	no DCS token matched
11.32	5	loka-kṣaya-kṛt	loka-kṣaya-kṛt	nominal	nom/sg/m	loka + kṣaya + kṛt	loka + kṣaya + kṛt	NOUN + NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 3 ways
11.32	6	pravṛddhaḥ	pra-vṛddha	participle	nom/sg/m	pravṛddhaḥ	pravṛdh	VERB	LEMMA_DIFF	
11.32	7	lokān	loka	nominal	acc/pl/m	lokān	loka	NOUN	OK	
11.32	8	samāhartum	sam-ā-√hṛ			samāhartum	samāhṛ	VERB	OK	
11.32	9	iha	iha	indeclinable		iha	iha	ADV	OK	
11.32	10	pravṛttaḥ	pra-vṛtta	participle	nom/sg/m	pravṛttaḥ	pravṛt	VERB	OK	
11.32	11	ṛte	ṛte	indeclinable		ṛte	ṛte	ADV	OK	
ch7700						'pi	api	PART	UNALIGNED_DCS	extra DCS token
11.32	12	api	api	indeclinable					UNALIGNED_GOLD	no DCS token matched
11.32	13	tvā	yuṣmat	pronoun	acc/sg	tvā	tvad	PRON	LEMMA_DIFF	
11.32	14	na	na	indeclinable		na	na	PART	OK	
11.32	15	bhaviṣyanti	√bhū	verb	pl	bhaviṣyanti	bhū	VERB	OK	
11.32	16	sarve	sarva	pronoun	nom/pl/m	sarve	sarva	PRON	OK	
11.32	17	ye	yat	pronoun	nom/pl/m	ye	yad	PRON	LEMMA_DIFF	
ch7700						'vasthitāḥ	avasthā	VERB	UNALIGNED_DCS	extra DCS token
11.32	18	avasthitāḥ	avasthita	participle					UNALIGNED_GOLD	no DCS token matched
11.32	19	pratyanīkeṣu	praty-anīka	nominal	loc/pl/n	pratyanīkeṣu	pratyanīka	NOUN	OK	
11.32	20	yodhāḥ	yodha	nominal	nom/pl/m	yodhāḥ	yodha	NOUN	OK	
11.33	1	tasmāt	tasmāt	indeclinable		tasmāt	tasmāt	ADV	OK	
11.33	2	tvam	yuṣmat	pronoun	nom/sg	tvam	tvad	PRON	LEMMA_DIFF	
11.33	3	uttiṣṭha	ut-√sthā	verb	sg	uttiṣṭha	utthā	VERB	LEMMA_DIFF	
ch7700						yaśo	yaśas	NOUN	UNALIGNED_DCS	extra DCS token
11.33	4	yaśaḥ	yaśas	nominal					UNALIGNED_GOLD	no DCS token matched
11.33	5	labhasva	√labh	verb	sg	labhasva	labh	VERB	OK	
11.33	6	jitvā	√ji			jitvā	ji	VERB	OK	
11.33	7	śatrūn	śatru	nominal	acc/pl/m	śatrūn	śatru	NOUN	OK	
11.33	8	bhuṅkṣva	√bhuj	verb	sg	bhuṅkṣva	bhuj	VERB	OK	
11.33	9	rājyam	rājya	participle	acc/sg/n	rājyaṃ	rājya	NOUN	POS_DIFF	
11.33	10	samṛddham	samṛddha	participle	acc/sg/n	samṛddham	samṛdh	VERB	LEMMA_DIFF	
11.33	11	mayā	asmat	pronoun	ins/sg	mayā	mad	PRON	LEMMA_DIFF	
11.33	12	eva	eva	indeclinable		eva	eva	PART	OK	
11.33	13	ete	etat	pronoun	nom/pl/m	ete	etad	PRON	LEMMA_DIFF	
11.33	14	nihatāḥ	ni-hata	participle	nom/pl/m	nihatāḥ	nihan	VERB	LEMMA_DIFF	
11.33	15	pūrvam	pūrvam	indeclinable		pūrvam	pūrvam	ADV	OK	
11.33	16	eva	eva	indeclinable		eva	eva	PART	OK	
11.33	17	nimitta-mātram	nimitta-mātra	nominal	nom/sg/n	nimitta + mātram	nimitta + mātra	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.33	18	bhava	√bhū	verb	sg	bhava	bhū	VERB	OK	
11.33	19	savyasācin	savyasācin	nominal	voc/sg/m	savyasācin	savyasācin	NOUN	OK	
11.34	1	droṇam	droṇa	nominal	acc/sg/m	droṇaṃ	droṇa	NOUN	OK	
11.34	2	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.34	3	bhīṣmam	bhīṣma	nominal	acc/sg/m	bhīṣmaṃ	bhīṣma	NOUN	OK	
11.34	4	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.34	5	jayadratham	jayad-ratha	nominal	acc/sg/m	jayadrathaṃ	jayadratha	NOUN	OK	
11.34	6	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.34	7	karṇam	karṇa	nominal	acc/sg/m	karṇaṃ	karṇa	NOUN	OK	
11.34	8	tathā	tathā	indeclinable		tathā	tathā	ADV	OK	
11.34	9	anyān	anya	pronoun	acc/pl/m	anyān	anya	PRON	OK	
11.34	10	api	api	indeclinable		api	api	PART	OK	
11.34	11	yodha-vīrān	yodha-vīra	nominal	acc/pl/m	yodha + vīrān	yodha + vīra	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.34	12	mayā	asmat	pronoun	ins/sg	mayā	mad	PRON	LEMMA_DIFF	
11.34	13	hatān	hata	participle	acc/pl/m	hatān	han	VERB	LEMMA_DIFF	
11.34	14	tvam	yuṣmat	pronoun	nom/sg	tvam	tvad	PRON	LEMMA_DIFF	
11.34	15	jahi	√han	verb	sg	jahi	han	VERB	OK	
11.34	16	mā	mā	indeclinable		mā	mā	PART	OK	
11.34	17	vyathiṣṭhāḥ	√vyath	verb	sg	vyathiṣṭhā	vyath	VERB	OK	
11.34	18	yudhyasva	√yudh	verb	sg	yudhyasva	yudh	VERB	OK	
11.34	19	jetāsi	√ji	verb	sg	jetāsi	ji	VERB	OK	
11.34	20	raṇe	raṇa	nominal	loc/sg/m	raṇe	raṇa	NOUN	OK	
11.34	21	sapatnān	sa-patna	nominal	acc/pl/m	sapatnān	sapatna	NOUN	OK	
11.35	2	saṁjayaḥ	sam-jaya	nominal	nom/sg/m	saṃjaya	saṃjaya	NOUN	OK	
11.35	3	uvāca	√vac	verb	sg	uvāca	vac	VERB	OK	
11.35	4	etat	etat	pronoun	nom/sg/n	etat	etad	PRON	LEMMA_DIFF	
11.35	5	śrutvā	√śru			śrutvā	śru	VERB	OK	
11.35	6	vacanam	vacana	nominal	acc/sg/n	vacanaṃ	vacana	NOUN	OK	
11.35	7	keśavasya	keśa-va	nominal	gen/sg/m	keśavasya	keśava	NOUN	OK	
11.35	8	kṛtāñjaliḥ	kṛta-añjali	nominal	nom/sg/m	kṛtāñjaliḥ	kṛtāñjali	ADJ	LEMMA_DIFF	
11.35	9	vepamānaḥ	vepamāna	participle	nom/sg/m	vepamānaḥ	vip	VERB	LEMMA_DIFF	
11.35	10	kirīṭī	kirīṭin	nominal	nom/sg/m	kirīṭī	kirīṭin	NOUN	OK	
ch7700						namaskṛtvā	namaskṛ	VERB	UNALIGNED_DCS	extra DCS token
11.35	11	namas	namaḥ	nominal					UNALIGNED_GOLD	no DCS token matched
11.35	12	kṛtvā	√kṛ						UNALIGNED_GOLD	no DCS token matched
11.35	13	bhūyaḥ	bhūyaḥ	indeclinable		bhūya	bhūyas	ADV	LEMMA_DIFF	
11.35	14	eva	eva	indeclinable		eva	eva	PART	OK	
11.35	15	āha	√ah	verb	sg	āha	ah	VERB	OK	
11.35	16	kṛṣṇaṁ	kṛṣṇa	nominal	acc/sg/m	kṛṣṇaṃ	kṛṣṇa	NOUN	OK	
11.35	17	sa-gadgadam	sa-gadgadam	indeclinable		sa + gadgadam	sa + gadgada	ADV + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
11.35	18	bhīta-bhītaḥ	bhīta-bhīta	nominal	nom/sg/m	bhīta + bhītaḥ	bhī + bhī	VERB + VERB	POS_DIFF	compound split 2 ways
11.35	19	praṇamya	pra-√nam			praṇamya	praṇam	VERB	LEMMA_DIFF	
11.36	1	arjunaḥ	arjuna	nominal	nom/sg/m	arjuna	arjuna	NOUN	OK	
11.36	2	uvāca	√vac	verb	sg	uvāca	vac	VERB	OK	
11.36	3	sthāne	sthāne	indeclinable		sthāne	sthāna	NOUN	LEMMA_DIFF_POS_DIFF	
11.36	4	hṛṣīkeśa	hṛṣīkeśa	nominal	voc/sg/m	hṛṣīkeśa	hṛṣīkeśa	NOUN	OK	
11.36	5	tava	yuṣmat	pronoun	gen/sg	tava	tvad	PRON	LEMMA_DIFF	
11.36	6	prakīrtyā	prakīrti	nominal	ins/sg/f	prakīrtyā	prakīrti	NOUN	OK	
11.36	7	jagat	jagat	nominal	nom/sg/n	jagat	jagant	NOUN	LEMMA_DIFF	
11.36	8	prahṛṣyati	pra-√hṛṣ	verb	sg	prahṛṣyati	prahṛṣ	VERB	OK	
11.36	9	anurajyate	anu-√rañj	verb	sg	anurajyate	anurañj	VERB	OK	
11.36	10	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.36	11	rakṣāṁsi	rakṣas	nominal	nom/pl/n	rakṣāṃsi	rakṣas	NOUN	OK	
11.36	12	bhītāni	bhīta	participle	nom/pl/n	bhītāni	bhī	VERB	OK	
ch7700						diśo	diś	NOUN	UNALIGNED_DCS	extra DCS token
11.36	13	diśaḥ	dik	nominal					UNALIGNED_GOLD	no DCS token matched
11.36	14	dravanti	√dru	verb	pl	dravanti	dru	VERB	OK	
11.36	15	sarve	sarva	pronoun	nom/pl/m	sarve	sarva	PRON	OK	
11.36	16	namasyanti	√namasya	verb	pl	namasyanti	namasy	VERB	OK	
11.36	17	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.36	18	siddha-saṁghāḥ	siddha-saṁgha	nominal	nom/pl/m	siddha + saṃghāḥ	siddha + saṃgha	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.37	1	kasmāt	kasmāt	indeclinable		kasmāt	kasmāt	ADV	OK	
11.37	2	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.37	3	te	yuṣmat	pronoun	dat/sg	te	tvad	PRON	LEMMA_DIFF	
11.37	4	na	na	indeclinable		na	na	PART	OK	
11.37	5	nameran	√nam	verb	pl	nameran	nam	VERB	OK	
11.37	6	mahātman	mahā-ātman	nominal	voc/sg/m	mahātman	mahātman	ADJ	LEMMA_DIFF	
11.37	7	garīyase	garīyas	nominal	dat/sg/m	garīyase	garīyas	ADJ	OK	
ch7700						brahmaṇo	brahman	NOUN	UNALIGNED_DCS	extra DCS token
11.37	8	brahmaṇaḥ	brahman	nominal					UNALIGNED_GOLD	no DCS token matched
11.37	9	api	api	indeclinable		api	api	PART	OK	
11.37	10	ādi-kartre	ādi-kartṛ	nominal	abl/sg/n	ādikartre	ādikartṛ	NOUN	OK	
11.37	11	ananta	an-anta	nominal	voc/sg/m	ananta	ananta	NOUN	OK	
11.37	12	deveśa	deva-īśa	nominal	voc/sg/m	deveśa	deveśa	NOUN	LEMMA_DIFF	
11.37	13	jagan-nivāsa	jagan-nivāsa	nominal	voc/sg/m	jagannivāsa	jagannivāsa	NOUN	OK	
11.37	14	tvam	yuṣmat	pronoun	nom/sg	tvam	tvad	PRON	LEMMA_DIFF	
11.37	15	akṣaram	a-kṣara	nominal	nom/sg/n	akṣaram	akṣara	ADJ	OK	
11.37	16	sat	sant	participle	nom/sg/n	sat	as	VERB	LEMMA_DIFF	
11.37	17	asat	a-sant	participle	nom/sg/n	asat	asat	ADJ	LEMMA_DIFF_POS_DIFF	
11.37	18	tat-param	tat-para	nominal	nom/sg/n	tatparam	tatpara	ADJ	OK	
11.37	19	yat	yat	pronoun	nom/sg/n	yat	yad	PRON	LEMMA_DIFF	
11.38	1	tvam	yuṣmat	pronoun	nom/sg	tvam	tvad	PRON	LEMMA_DIFF	
11.38	2	ādi-devaḥ	ādi-deva	nominal	nom/sg/m	ādidevaḥ	ādideva	NOUN	OK	
11.38	3	puruṣaḥ	puruṣa	nominal	nom/sg/m	puruṣaḥ	puruṣa	NOUN	OK	
11.38	4	purāṇaḥ	purāṇa	nominal	nom/sg/m	purāṇaḥ	purāṇa	ADJ	OK	
11.38	5	tvam	yuṣmat	pronoun	nom/sg	tvam	tvad	PRON	LEMMA_DIFF	
11.38	6	asya	idam	pronoun	gen/sg/n	asya	idam	PRON	OK	
11.38	7	viśvasya	viśva	nominal	gen/sg/m	viśvasya	viśva	ADJ	OK	
11.38	8	param	para	nominal	nom/sg/n	paraṃ	para	PRON	POS_DIFF	
11.38	9	nidhānam	nidhāna	nominal	nom/sg/n	nidhānam	nidhāna	NOUN	OK	
ch7700						vettāsi	vid	VERB	UNALIGNED_DCS	extra DCS token
11.38	10	vettā	vettṛ	nominal					UNALIGNED_GOLD	no DCS token matched
11.38	11	asi	√as	verb					UNALIGNED_GOLD	no DCS token matched
11.38	12	vedyam	vedya	participle	nom/sg/n	vedyaṃ	vid	VERB	LEMMA_DIFF	
11.38	13	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.38	14	param	para	nominal	nom/sg/n	paraṃ	para	PRON	POS_DIFF	
11.38	15	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.38	16	dhāma	dhāman	nominal	nom/sg/n	dhāma	dhāman	NOUN	OK	
11.38	17	tvayā	yuṣmat	pronoun	ins/sg	tvayā	tvad	PRON	LEMMA_DIFF	
11.38	18	tatam	tata	participle	nom/sg/n	tataṃ	tan	VERB	LEMMA_DIFF	
11.38	19	viśvam	viśva	nominal	nom/sg/m	viśvam	viśva	ADJ	OK	
11.38	20	ananta-rūpa	ananta-rūpa	nominal	voc/sg/m	ananta + rūpa	ananta + rūpa	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.39	1	vāyuḥ	vāyu	nominal	nom/sg/m	vāyuḥ	vāyu	NOUN	OK	
11.39	2	yamaḥ	yama	nominal	nom/sg/m	yamaḥ	yama	NOUN	OK	
11.39	3	agniḥ	agni	nominal	nom/sg/m	agniḥ	agni	NOUN	OK	
11.39	4	varuṇaḥ	varuṇa	nominal	nom/sg/m	varuṇaḥ	varuṇa	NOUN	OK	
11.39	5	śaśāṅkaḥ	śaśa-aṅka	nominal	nom/sg/m	śaśāṅkaḥ	śaśāṅka	NOUN	LEMMA_DIFF	
11.39	6	prajāpatiḥ	prajā-pati	nominal	nom/sg/m	prajāpatiḥ	prajāpati	NOUN	OK	
11.39	7	tvam	yuṣmat	pronoun	nom/sg	tvam	tvad	PRON	LEMMA_DIFF	
11.39	8	prapitāmahaḥ	pra-pitā-maha	nominal	nom/sg/m	prapitāmahaḥ	prapitāmaha	NOUN	OK	
11.39	9	ca	ca	indeclinable		ca	ca	CONJ	OK	
ch7700						namo	namas	NOUN	UNALIGNED_DCS	extra DCS token
ch7700						namaḥ	namas	NOUN	UNALIGNED_DCS	extra DCS token
11.39	10	namaḥ namaḥ	namaḥ	nominal					UNALIGNED_GOLD	no DCS token matched
11.39	11	te	yuṣmat	pronoun	dat/sg	te	tvad	PRON	LEMMA_DIFF	
ch7700						'stu	as	VERB	UNALIGNED_DCS	extra DCS token
11.39	12	astu	√as	verb					UNALIGNED_GOLD	no DCS token matched
11.39	13	sahasra-kṛtvaḥ	sahasra-kṛtvaḥ	indeclinable		sahasra + kṛtvas	sahasra + kṛtvas	NUM + ADV	LEMMA_DIFF	compound split 2 ways
ch7700						punar	punar	ADV	UNALIGNED_DCS	extra DCS token
11.39	14	punaḥ	punaḥ	indeclinable					UNALIGNED_GOLD	no DCS token matched
11.39	15	ca	ca	indeclinable		ca	ca	CONJ	OK	
ch7700						bhūyo	bhūyas	ADV	UNALIGNED_DCS	extra DCS token
ch7700						'pi	api	PART	UNALIGNED_DCS	extra DCS token
ch7700						namo	namas	NOUN	UNALIGNED_DCS	extra DCS token
ch7700						namaḥ	namas	NOUN	UNALIGNED_DCS	extra DCS token
11.39	16	bhūyaḥ	bhūyaḥ	indeclinable					UNALIGNED_GOLD	no DCS token matched
11.39	17	api	api	indeclinable					UNALIGNED_GOLD	no DCS token matched
11.39	18	namaḥ namaḥ	namaḥ	nominal					UNALIGNED_GOLD	no DCS token matched
11.39	19	te	yuṣmat	pronoun	dat/sg	te	tvad	PRON	LEMMA_DIFF	
11.40	1	namaḥ	namaḥ	nominal	nom/sg/n	namaḥ	namas	NOUN	LEMMA_DIFF	
11.40	2	purastāt	purastāt	indeclinable		purastāt	purastāt	ADV	OK	
11.40	3	atha	atha	indeclinable		atha	atha	ADV	OK	
11.40	4	pṛṣṭhataḥ	pṛṣṭhataḥ	indeclinable		pṛṣṭhatas	pṛṣṭhatas	ADV	LEMMA_DIFF	
11.40	5	te	yuṣmat	pronoun	dat/sg	te	tvad	PRON	LEMMA_DIFF	
ch7700						namo	namas	NOUN	UNALIGNED_DCS	extra DCS token
ch7700						'stu	as	VERB	UNALIGNED_DCS	extra DCS token
11.40	6	namaḥ	namaḥ	nominal					UNALIGNED_GOLD	no DCS token matched
11.40	7	astu	√as	verb					UNALIGNED_GOLD	no DCS token matched
11.40	8	te	yuṣmat	pronoun	dat/sg	te	tvad	PRON	LEMMA_DIFF	
11.40	9	sarvataḥ	sarvataḥ	indeclinable		sarvata	sarvatas	ADV	LEMMA_DIFF	
11.40	10	eva	eva	indeclinable		eva	eva	PART	OK	
11.40	11	sarva	sarva	pronoun	voc/sg/m	sarva	sarva	NOUN	POS_DIFF	
11.40	12	ananta-vīrya	ananta-vīrya	nominal	voc/sg/m	ananta + vīrya	ananta + vīrya	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.40	13	amita-vikramaḥ	amita-vikrama	nominal	nom/sg/m	amita + vikramaḥ	amita + vikrama	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.40	14	tvam	yuṣmat	pronoun	nom/sg	tvam	tvad	PRON	LEMMA_DIFF	
11.40	15	sarvam	sarva	pronoun	acc/sg/n	sarvaṃ	sarva	PRON	OK	
11.40	16	samāpnoṣi	sam-√āp	verb	sg	samāpnoṣi	samāp	VERB	OK	
ch7700						tato	tatas	ADV	UNALIGNED_DCS	extra DCS token
ch7700						'si	as	VERB	UNALIGNED_DCS	extra DCS token
11.40	17	tataḥ	tataḥ	indeclinable					UNALIGNED_GOLD	no DCS token matched
11.40	18	asi	√as	verb					UNALIGNED_GOLD	no DCS token matched
11.40	19	sarvaḥ	sarva	pronoun	nom/sg/m	sarvaḥ	sarva	PRON	OK	
11.41	1	sakhā	sakhi	nominal	nom/sg/m	sakhā	sakhi	NOUN	OK	
11.41	2	iti	iti	indeclinable		iti	iti	PART	OK	
11.41	3	matvā	√man			matvā	man	VERB	OK	
11.41	4	prasabham	prasabham	indeclinable		prasabhaṃ	prasabham	ADV	OK	
11.41	5	yat	yat	pronoun	nom/sg/n	yat	yad	PRON	LEMMA_DIFF	
11.41	6	uktam	ukta	participle	nom/sg/n	uktam	vac	VERB	LEMMA_DIFF	
11.41	7	he	he	indeclinable		he	he	INTJ	OK	
11.41	8	kṛṣṇa	kṛṣṇa	nominal	voc/sg/m	kṛṣṇa	kṛṣṇa	NOUN	OK	
11.41	9	he	he	indeclinable		he	he	INTJ	OK	
11.41	10	yādava	yādava	nominal	voc/sg/m	yādava	yādava	NOUN	OK	
11.41	11	he	he	indeclinable		he	he	INTJ	OK	
11.41	12	sakhā	sakhi	nominal	nom/sg/m	sakhā	sakhi	NOUN	OK	
11.41	13	iti	iti	indeclinable		iti	iti	PART	OK	
11.41	14	ajānatā	a-jānant	participle	ins/sg/m	a + jānatā	a + jñā	PART + VERB	LEMMA_DIFF	compound split 2 ways
11.41	15	mahimānam	mahiman	nominal	acc/sg/m	mahimānaṃ	mahiman	NOUN	OK	
11.41	16	tava	yuṣmat	pronoun	gen/sg	tava	tvad	PRON	LEMMA_DIFF	
11.41	17	idam	idam	pronoun	acc/sg/n	idam	idam	PRON	OK	
11.41	18	mayā	asmat	pronoun	ins/sg	mayā	mad	PRON	LEMMA_DIFF	
11.41	19	pramādāt	pramāda	nominal	abl/sg/m	pramādāt	pramāda	NOUN	OK	
11.41	20	praṇayena	praṇaya	nominal	ins/sg/m	praṇayena	praṇaya	NOUN	OK	
11.41	21	vā	vā	indeclinable		vā	vā	CONJ	OK	
11.41	22	api	api	indeclinable		api	api	PART	OK	
11.42	1	yat	yat	pronoun	nom/sg/n	yat	yat	SCONJ	POS_DIFF	
11.42	2	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.42	3	avahāsārtham	avahāsārtham	indeclinable		avahāsa + artham	avahāsa + artha	NOUN + NOUN	LEMMA_DIFF_POS_DIFF	compound split 2 ways
11.42	4	asat-kṛtaḥ	a-sant-kṛta	nominal	nom/sg/m	asatkṛtaḥ	asatkṛ	VERB	LEMMA_DIFF_POS_DIFF	
ch7700						'si	as	VERB	UNALIGNED_DCS	extra DCS token
11.42	5	asi	√as	verb					UNALIGNED_GOLD	no DCS token matched
11.42	6	vihāra-śayyāsana-bhojaneṣu	vihāra-śayya-āsana-bhojana	nominal	loc/pl/n	vihāra + śayyā + āsana + bhojaneṣu	vihāra + śayyā + āsana + bhojana	NOUN + NOUN + NOUN + NOUN	LEMMA_DIFF	compound split 4 ways
ch7700						eko	eka	NUM	UNALIGNED_DCS	extra DCS token
ch7700						'tha	atha	ADV	UNALIGNED_DCS	extra DCS token
11.42	7	ekaḥ	eka	pronoun					UNALIGNED_GOLD	no DCS token matched
11.42	8	atha	atha	indeclinable					UNALIGNED_GOLD	no DCS token matched
11.42	9	vā	vā	indeclinable		vā	vā	CONJ	OK	
11.42	10	api	api	indeclinable		api	api	PART	OK	
11.42	11	acyuta	a-cyuta	participle	voc/sg/m	acyuta	acyuta	NOUN	POS_DIFF	
11.42	12	tat-samakṣam	tat-samakṣam	indeclinable		tat + samakṣam	tad + samakṣa	PRON + ADJ	LEMMA_DIFF_POS_DIFF	compound split 2 ways
11.42	13	tat	tat	pronoun	nom/sg/n	tat	tad	PRON	LEMMA_DIFF	
11.42	14	kṣāmaye	√kṣam	verb	sg	kṣāmaye	kṣāmay	VERB	LEMMA_DIFF	
11.42	15	tvām	yuṣmat	pronoun	acc/sg	tvām	tvad	PRON	LEMMA_DIFF	
11.42	16	aham	asmat	pronoun	nom/sg	aham	mad	PRON	LEMMA_DIFF	
11.42	17	aprameyam	a-pra-meya	participle	acc/sg/m	a + prameyam	a + pramā	PART + VERB	LEMMA_DIFF	compound split 2 ways
11.43	1	pitā	pitṛ	nominal	nom/sg/m	pitā	pitṛ	NOUN	OK	
11.43	2	asi	√as	verb	sg	asi	as	VERB	OK	
11.43	3	lokasya	loka	nominal	gen/sg/m	lokasya	loka	NOUN	OK	
11.43	4	carācarasya	cara-acara	nominal	gen/sg/m	carācarasya	carācara	NOUN	LEMMA_DIFF	
11.43	5	tvam	yuṣmat	pronoun	nom/sg	tvam	tvad	PRON	LEMMA_DIFF	
11.43	6	asya	idam	pronoun	gen/sg/n	asya	idam	PRON	OK	
