verse	widx	form	lemma	root	pos	case	number	gender	person	tense	voice	nonfinite	derivation	compound	raw_morph
9.30	10	mantavyaḥ	mantavya	√man	participle	nom	sg	m				future-participle			PF 1n.1 m.
9.30	11	samyak	samyak	√añc	indeclinable										av.
9.30	12	vyavasitaḥ	vi-ava-sita	√so	participle	nom	sg	m				past-participle			PP 1n.1 m.
9.30	13	hi	hi		indeclinable										av.
9.30	14	saḥ	tat		pronoun	nom	sg	m							sn. 1n.1 m.
9.31	1	kṣipram	kṣipram		indeclinable										av.
9.31	2	bhavati	√bhū	√bhū	verb		sg		3	present	parasmaipada				Praes. P 1v.1
9.31	3	dharmātmā	dharma-ātman	√dhṛ	nominal	nom	sg	m						bahuvrihi	1n.1 m.
9.31	4	śaśvac-chāntim	śaśvac-chānti	√śam	nominal	acc	sg	f							2n.1 f.
9.31	5	nigacchati	ni-√gam	√gam	verb		sg		3	present	parasmaipada				Praes. P 1v.1
9.31	6	kaunteya	kaunteya		nominal	voc	sg	m							8n.1 m.
9.31	7	pratijānīhi	prati-√jñā	√jñā	verb		sg		2	imperative					Imperat. P. 2v.1
9.31	8	na	na		indeclinable										av.
9.31	9	me	asmat		pronoun	gen	sg								sn. 6n.1
9.31	10	bhaktaḥ	bhakta	√bhaj	participle	nom	sg	m				past-participle			PP 1n.1 m.
9.31	11	praṇaśyati	pra–√naś	√naś	verb		sg		3	present	parasmaipada				Praes. P 1v.1
9.32	1	mām	asmat		pronoun	acc	sg								sn. 2n.1
9.32	2	hi	hi		indeclinable										av.
9.32	3	pārtha	pārtha	√pṛth	nominal	voc	sg	m							8n.1 m.
9.32	4	vyapāśritya	vi-apa-ā-√śri	√śri								absolutive			absol.
9.32	5	ye	yat		pronoun	nom	pl	m							sn. 1n.3 m.
9.32	6	api	api		indeclinable										av.
9.32	7	syuḥ	√as	√as	verb		pl		3	optative	parasmaipada				Pot. P 1v.3
9.32	8	pāpa-yonayaḥ	pāpa-yoni		nominal	nom	pl	m						bahuvrihi	1n.3 m.
9.32	9	striyaḥ	strī	√sū	nominal	nom	pl	f							1n.3 f.
9.32	10	vaiśyāḥ	vaiśya	√viś	nominal	nom	pl	m							1n.3 m.
9.32	11	tathā	tathā		indeclinable										av.
9.32	12	śūdrāḥ	śūdra		nominal	nom	pl	m							1n.3 m.
9.32	13	te	tat		pronoun	nom	pl	m							sn. 1n.3 m.
9.32	14	api	api		indeclinable										av.
9.32	15	yānti	√yā	√yā	verb		pl		3	present	parasmaipada				Praes. P 1v.3
9.32	16	parām	para		nominal	acc	sg	f							2n.1 f.
9.32	17	gatim	gati	√gam	nominal	acc	sg	f							2n.1 f.
9.33	1	kim punaḥ	kim punaḥ		indeclinable										av.
9.33	2	brāhmaṇāḥ	brāhmaṇa	√bṛh	nominal	nom	pl	m							1n.3 m.
9.33	3	puṇyāḥ	puṇya	√pū	nominal	nom	pl	m							1n.3 m.
9.33	4	bhaktāḥ	bhakta	√bhaj	participle	nom	pl	m				past-participle			PP 1n.3 m.
9.33	5	rāja-rṣayaḥ	rāja-rṣi	√raj	nominal	nom	pl	m						tatpurusa	1n.3 m.
9.33	6	tathā	tathā		indeclinable										av.
9.33	7	anityam	a-nitya		nominal	acc	sg	m							2n.1 m.
9.33	8	asukham	a-sukha	√sthā;	nominal	acc	sg	m							2n.1 m.
9.33	9	lokam	loka		nominal	acc	sg	m							2n.1 m.
9.33	10	imam	idam		pronoun	acc	sg	m							sn. 2n.1 m.
9.33	11	prāpya	pra-√āp	√āp								absolutive			absol.
9.33	12	bhajasva	√bhaj	√bhaj	verb		sg		2	imperative	atmanepada				Imperat. Ā 2v.1
9.33	13	mām	asmat		pronoun	acc	sg								sn. 2n.1
9.34	1	man-manāḥ	man-manas	√man	nominal	nom	sg	m						bahuvrihi	1n.1 m.
9.34	2	bhava	√bhū	√bhū	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
9.34	3	mad-bhaktaḥ	mad-bhakta	√bhaj	nominal	nom	sg	m						tatpurusa	1n.1 m.
9.34	4	mad-yājī	mad-yājin	√yaj	nominal	nom	sg	m						tatpurusa	1n.1 m.
9.34	5	mām	asmat		pronoun	acc	sg								sn. 2n.1
9.34	6	namaḥ	namaḥ	√nam	nominal	acc	sg	n							2n.1 n.
9.34	7	kuru	√kṛ	√kṛ	verb		sg		2		parasmaipada				Imperat P 2v.1
9.34	8	mām	asmat		pronoun	acc	sg								sn. 2n.1
9.34	9	eva	eva		indeclinable										av.
9.34	10	eṣyasi	√i	√i	verb		sg		2	future	parasmaipada				Praes. Fut. P 2v.1
9.34	11	yuktvā	√yuj	√yuj								absolutive			absol.
9.34	12	evam	evam		indeclinable										av.
9.34	13	ātmānam	ātman		nominal	acc	sg	m							2n.1 m.
9.34	14	mat-parāyaṇaḥ	mat-parāyaṇa		nominal	nom	pl	m						bahuvrihi	1n.3 m.
10.01	1	śrī-bhagavān	śrī-bhagavant	√bhaj	nominal	nom	sg	m						tatpurusa	1n.1 m.
10.01	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
10.01	3	bhūyaḥ	bhūyaḥ		indeclinable										av.
10.01	4	eva	eva		indeclinable										av.
10.01	5	mahābāho	mahā-bāhu	√mah	nominal	voc	sg	m						bahuvrihi	8n.1 m.
10.01	6	śṛṇu	√śru	√śru	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
10.01	7	me	asmat		pronoun	gen	sg								sn. 6n.1
10.01	8	paramam	parama		nominal	acc	sg	n							2n.1 n.
10.01	9	vacaḥ	vacas	√vac	nominal	acc	sg	n							2n.1 n.
10.01	10	yat	yat		pronoun	acc	sg	n							sn. 2n.1 n.
10.01	11	te	yuṣmat		pronoun	dat	sg								sn. 4n.1
10.01	12	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.01	13	prīyamāṇāya	prīyamāṇa	√prī	participle	dat	sg	m				present-participle			PPr 4n.1 m.
10.01	14	vakṣyāmi	√vac	√vac	verb		sg		1	future	parasmaipada				Fut. P 3v.1
10.01	15	hita-kāmyayā	hita-kāmyā	√dhā	nominal	ins	sg	f						tatpurusa	3n.1 f.
10.02	1	na	na		indeclinable										av.
10.02	2	me	asmat		pronoun	gen	sg								sn. 6n.1
10.02	3	viduḥ	√vid	√vid	verb		pl		3	perfect	parasmaipada				Perf. P 1v.3
10.02	4	sura-gaṇāḥ	sura-gaṇa	√gaṇ	nominal	nom	pl	m						tatpurusa	1n.3 m.
10.02	5	prabhavam	prabhava	√bhū	nominal	acc	sg	m							2n.1 m.
10.02	6	na	na		indeclinable										av.
10.02	7	maha-rṣayaḥ	maha-rṣi	√mah	nominal	nom	pl	m							1n.3 m.
10.02	8	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.02	9	ādiḥ	ādi		nominal	nom	sg	m							1n.1 m.
10.02	10	hi	hi		indeclinable										av.
10.02	11	devānām	deva	√div	nominal	gen	pl	m							6n.3 m.
10.02	12	maha-rṣīṇām	maha-rṣi	√mah	nominal	gen	pl	m							6n.3 m.
10.02	13	ca	ca		indeclinable										av.
10.02	14	sarvaśaḥ	sarvaśaḥ		indeclinable										av.
10.03	1	yaḥ	yat		pronoun	nom	sg	m							sn. 1n.1 m.
10.03	2	mām	asmat		pronoun	acc	sg								sn. 2n.1
10.03	3	ajam	a-ja	√jan	nominal	acc	sg	m							2n.1 m.
10.03	4	anādim	an-ādi		nominal	acc	sg	m							2n.1 m.
10.03	5	ca	ca		indeclinable										av.
10.03	6	vetti	√vid	√vid	verb		sg		3	present	parasmaipada				Praes. P 1v.1
10.03	7	loka-maheśvaram	loka-mahā-īśvara	√mah	nominal	acc	sg	m						tatpurusa	2n.1 m.
10.03	8	asaṁmūḍhaḥ	a-saṁ-mūḍha	√muh	participle	nom	sg	m				past-participle			PP 1n.1 m.
10.03	9	saḥ	tat		pronoun	nom	sg	m							sn. 1n.1 m.
10.03	10	martyeṣu	martya	√mṛ	participle	loc	pl	m				future-participle			PF 7n.3 m.
10.03	11	sarva-pāpaiḥ	sarva-pāpa		nominal	ins	pl	n							3n.3 n.
10.03	12	pramucyate	pra-√muc	√muc	verb		sg		3	present			passive		Praes. pass. 1v.1
10.04	1	buddhiḥ	buddhi	√budh	nominal	nom	sg	f							1n.1 f.
10.04	2	jñānam	jñāna	√jñā	nominal	nom	sg	n							1n.1 n.
10.04	3	asaṁmohaḥ	a-saṁ-moha	√muh	nominal	nom	sg	m							1n.1 m.
10.04	4	kṣamā	kṣamā	√kṣam	nominal	nom	sg	f							1n.1 f.
10.04	5	satyam	satya	√as	nominal	nom	sg	n							1n.1 n.
10.04	6	damaḥ	dama	√dam	nominal	nom	sg	m							1n.1 m.
10.04	7	śamaḥ	śama	√śam	nominal	nom	sg	m							1n.1 m.
10.04	8	sukham	sukha	√sthā;	nominal	nom	sg	n							1n.1 n.
10.04	9	duḥkham	duḥkha	√sthā;	nominal	nom	sg	n							1n.1 n.
10.04	10	bhavaḥ	bhava	√bhū	nominal	nom	sg	m							1n.1 m.
10.04	11	abhāvaḥ	a-bhava	√bhū	nominal	nom	sg	m							1n.1 m.
10.04	12	bhayam	bhaya	√bhī	nominal	nom	sg	n							1n.1 n.
10.04	13	ca	ca		indeclinable										av.
10.04	14	abhayam	a-bhaya	√bhī	nominal	nom	sg	n							1n.1 n.
10.04	15	eva	eva		indeclinable										av.
10.04	16	ca	ca		indeclinable										av.
10.05	1	ahiṁsā	a-hiṁsā	√hiṁs	nominal	nom	sg	f							1n.1 f.
10.05	2	samatā	samatā		nominal	nom	sg	f							abst. 1n.1 f.
10.05	3	tuṣṭiḥ	tuṣṭi	√tuṣ	nominal	nom	sg	f							1n.1 f.
10.05	4	tapaḥ	tapas	√tap	nominal	nom	sg	n							1n.1 n.
10.05	5	dānam	dāna	√dā	nominal	nom	sg	n							1n.1 n.
10.05	6	yaśaḥ	yaśas		nominal	nom	sg	n							1n.1 n.
10.05	7	ayaśaḥ	a-yaśas		nominal	nom	sg	n							1n.1 n.
10.05	8	bhavanti	√bhū	√bhū	verb		pl		3	present	parasmaipada				Praes. P 1v.3
10.05	9	bhāvāḥ	bhāva	√bhū	nominal	nom	pl	m							1n.3 m.
10.05	10	bhūtānām	bhūta	√bhū	participle	gen	pl	m				past-participle			PP 6n.3 m.
10.05	11	mattaḥ	mattaḥ		indeclinable										av.
10.05	12	eva	eva		indeclinable										av.
10.05	13	pṛthag-vidhāḥ	pṛthag-vidha	√pṛth	nominal	nom	pl	m							1n.3 m.
10.06	1	maha-rṣayaḥ	maha-rṣi	√mah	nominal	nom	pl	m							1n.3 m.
10.06	2	sapta	sapta		nominal	nom	pl	m							1n.3 m.
10.06	3	pūrve	pūrva		pronoun	nom	pl	m							sn. 1n.3 m.
10.06	4	catvāraḥ	catur		nominal	nom	pl	m							1n.3 m.
10.06	5	manavaḥ	manu	√man	nominal	nom	pl	m							1n.3 m.
10.06	6	tathā	tathā		indeclinable										av.
10.06	7	mad-bhāvāḥ	mad-bhāva	√bhū	nominal	nom	pl	m						bahuvrihi	1n.3 m.
10.06	8	mānasāḥ	mānasa	√man	nominal	nom	pl	m							1n.3 m.
10.06	9	jātāḥ	jāta	√jan	participle	nom	pl	m				past-participle			PP 1n.3 m.
10.06	10	yeṣām	yat		pronoun	gen	pl	m							sn. 6n.3 m.
10.06	11	loke	loka		nominal	loc	sg	m							7n.1 m.
10.06	12	imāḥ	idam		pronoun	nom	pl	f							sn. 1n.3 f.
10.06	13	prajāḥ	prajā	√jan	nominal	nom	pl	f							1n.3 f.
10.07	1	etām	etat		pronoun	acc	sg	f							sn. 2n.1 f.
10.07	2	vibhūtim	vibhūti	√bhū	nominal	acc	sg	f							2n.1 f.
10.07	3	yogam	yoga	√yuj	nominal	acc	sg	m							2n.1 m.
10.07	4	ca	ca		indeclinable										av.
10.07	5	mama	asmat		pronoun	gen	sg								sn. 6n.1
10.07	6	yaḥ	yat		pronoun	nom	sg	m							sn. 1n.1 m.
10.07	7	vetti	√vid	√vid	verb		sg		3	present	parasmaipada				Praes. P 1v.1
10.07	8	tattvataḥ	tattvataḥ		indeclinable										av.
10.07	9	saḥ	tat		pronoun	nom	sg	m							sn. 1n.1 m.
10.07	10	avikampena	a-vikampa	√kamp	nominal	ins	sg	m							– 3n.1 m.
10.07	11	yogena	yoga	√yuj	nominal	ins	sg	m							3n.1 m.
10.07	12	yujyate	√yuj	√yuj	verb		sg		3	present			passive		Praes. pass. 1v.1
10.07	13	na	na		indeclinable										av.
10.07	14	atra	atra		indeclinable										av.
10.07	15	saṁśayaḥ	saṁśaya	√śī	nominal	nom	sg	m							1n.1 m.
10.08	1	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.08	2	sarvasya	sarva		pronoun	gen	sg	n							sn. 6n.1 n.
10.08	3	prabhavaḥ	prabhava	√bhū	nominal	nom	sg	m							1n.1 m.
10.08	4	mattaḥ	mattaḥ		indeclinable										av.
10.08	5	sarvam	sarva		pronoun	nom	sg	n							sn. 1n.1 n.
10.08	6	pravartate	pra-√vṛt	√vṛt	verb		sg		3	present	atmanepada				Praes. Ā 1v.1
10.08	7	iti	iti		indeclinable										av.
10.08	8	matvā	√man	√man								absolutive			absol.
10.08	9	bhajante	√bhaj	√bhaj	verb		pl		3	present	atmanepada				Praes. Ā 1v.3
10.08	10	mām	asmat		pronoun	acc	sg								sn. 2n.1
10.08	11	budhāḥ	budha	√budh	nominal	nom	pl	m							1n.3 m.
10.08	12	bhāva-samanvitāḥ	bhāva-samanvita	√bhū	nominal	nom	pl	m						tatpurusa	1n.3 m.
10.09	1	mac-cittāḥ	mac-citta	√cit	nominal	nom	pl	m							1n.3 m.
10.09	2	mad-gata-prāṇāḥ	mad-gata-prāṇa	√gam	nominal	nom	pl	m							1n.3 m.
10.09	3	bodhayantaḥ	bodhayant	√budh	nominal	nom	pl						causative		caus. PPr. 1n.3
10.09	4	paras-param	paras-param		indeclinable										av.
10.09	5	kathayantaḥ	kathayant	√kath	nominal	nom	pl								PPr. 1n.3
10.09	6	ca	ca		indeclinable										av.
10.09	7	mām	asmat		pronoun	acc	sg								sn. 2n.1
10.09	8	nityam	nityam		indeclinable										av.
10.09	9	tuṣyanti	√tuṣ	√tuṣ	verb		pl		3	present	parasmaipada				Praes. P 1v.3
10.09	10	ca	ca		indeclinable										av.
10.09	11	ramanti	√ram	√ram	verb		pl		3	present	parasmaipada				Praes. P 1v.3
10.09	12	ca	ca		indeclinable										av.
10.10	1	teṣām	tat		pronoun	gen	pl	m							sn. 6n.3 m.
10.10	2	satata-yuktānām	satata-yukta	√yuj	nominal	gen	pl	m							6n.3 m.
10.10	3	bhajatām	bhajant	√bhaj	participle	gen	pl					present-participle			PPr 6n.3
10.10	4	prīti-pūrvakam	prīti-pūrvakam	√prī	indeclinable										av.
10.10	5	dadāmi	√dā	√dā	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.10	6	buddhi-yogam	buddhi-yoga	√budh	nominal	acc	sg	m						tatpurusa	2n.1 m.
10.10	7	tam	tat		pronoun	acc	sg	m							sn. 2n.1 m.
10.10	8	yena	yat		pronoun	ins	sg	m							sn. 3n.1 m.
10.10	9	mām	asmat		pronoun	acc	sg								sn. 2n.1
10.10	10	upayānti	upa-√yā	√yā	verb		pl		3	present	parasmaipada				Praes. P 1v.3
10.10	11	te	tat		pronoun	nom	pl	m							sn. 1n.3 m.
10.11	1	teṣām	tat		pronoun	gen	pl	m							sn. 6n.3 m.
10.11	2	eva	eva		indeclinable										av.
10.11	3	anu-kampā-artham	anu-kampā-artham	√kamp	indeclinable										av.
10.11	4	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.11	5	ajñāna-jam	ajñāna-ja	√jan	nominal	acc	sg	n							2n.1 n.
10.11	6	tamaḥ	tamas	√tam	nominal	acc	sg	n							2n.1 n.
10.11	7	nāśayāmi	√naś	√naś	verb		sg		1	present	parasmaipada		causative		Praes. caus. P 3v.1
10.11	8	ātma-bhāva-sthaḥ	ātma-bhāva-stha	√bhū	nominal	nom	sg	m							1n.1 m.
10.11	9	jñāna-dīpena	jñāna-dīpa	√jñā	nominal	ins	sg	m						tatpurusa	3n.1 m.
10.11	10	bhāsvatā	bhāsvant	√bhās	nominal	ins	sg	m							3n.1 m.
10.12	1	arjunaḥ	arjuna		nominal	nom	sg	m							1n.1 m.
10.12	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
10.12	3	param	para		nominal	nom	sg	n							1n.1 n.
10.12	4	brahma	brahman	√bṛh	nominal	nom	sg	n							1n.1 n.
10.12	5	param	para		nominal	nom	sg	n							1n.1 n.
10.12	6	dhāma	dhāman	√dhā	nominal	nom	sg	n							1n.1 n.
10.12	7	pavitram	pavitra	√pū	nominal	nom	sg	n							1n.1 n.
10.12	8	paramam	parama		nominal	nom	sg	n							1n.1 n.
10.12	9	bhavān	bhavant	√bhū	nominal	nom	sg	m							1n.1 m.
10.12	10	puruṣam	puruṣa	√pur	nominal	acc	sg	m							2n.1 m.
10.12	11	śāśvatam	śāśvata		nominal	acc	sg	m							2n.1 m.
10.12	12	divyam	divya	√div	nominal	acc	sg	m							2n.1 m.
10.12	13	ādi-devam	ādi-deva	√div	nominal	acc	sg	m						tatpurusa	2n.1 m.
10.12	14	ajam	a-ja	√jan	nominal	acc	sg	m							2n.1 m.
10.12	15	vibhum	vi-bhu	√bhū	nominal	acc	sg	m							2n.1 m.
10.13	1	āhuḥ	√ah	√ah	verb		pl		3	perfect	parasmaipada				Perf. P 1v.3
10.13	2	tvām	yuṣmat		pronoun	acc	sg								sn. 2n.1
10.13	3	ṛṣayaḥ	ṛṣi		nominal	nom	pl	m							1n.3 m.
10.13	4	sarve	sarva		pronoun	nom	pl	m							sn. 1n.3 m.
10.13	5	deva-rṣiḥ	deva-rṣi	√div	nominal	nom	sg	m						tatpurusa	1n.1 m.
10.13	6	nāradaḥ	nāra-da		nominal	nom	sg	m							1n.1 m.
10.13	7	tathā	tathā		indeclinable										av.
10.13	8	asitaḥ	a-sita		nominal	nom	sg	m							1n.1 m.
10.13	9	devalaḥ	devala		nominal	nom	sg	m							1n.1 m.
10.13	10	vyāsaḥ	vyāsa	√as	nominal	nom	sg	m							1n.1 m.
10.13	11	svayam	svayam		indeclinable										av.
10.13	12	ca	ca		indeclinable										av.
10.13	13	eva	eva		indeclinable										av.
10.13	14	bravīṣi	√brū	√brū	verb		sg		2	present	parasmaipada				Praes. P 2v.1
10.13	15	me	asmat		pronoun	gen	sg								sn. 6n.1
10.14	1	sarvam	sarva		pronoun	nom	sg	n							sn. 1n.1 n.
10.14	2	etat	etat		pronoun	nom	sg	n							sn. 1n.1 n.
10.14	3	ṛtam	ṛta		nominal	nom	sg	n							1n.1 n.
10.14	4	manye	√man	√man	verb		sg		1	present	atmanepada				Praes. Ā 3v.1
10.14	5	yat	yat		pronoun	acc	sg	n							sn. 2n.1 n.
10.14	6	mām	asmat		pronoun	acc	sg								sn. 2n.1
10.14	7	vadasi	√vad	√vad	verb		sg		2	present	parasmaipada				Praes. P 2v.1
10.14	8	keśava	keśa-va	√xīś	nominal	voc	sg	m							8n.1 m.
10.14	9	na	na		indeclinable										av.
10.14	10	hi	hi		indeclinable										av.
10.14	11	te	yuṣmat		pronoun	gen	sg								sn. 6n.1
10.14	12	bhagavan	bhagavant	√bhaj	nominal	voc	sg	m							8n.1 m.
10.14	13	vyaktim	vyakti	√añj	nominal	acc	sg	f							2n.1 f.
10.14	14	viduḥ	√vid	√vid	verb		pl		3	perfect	parasmaipada				Perf. P 1v.3
10.14	15	devāḥ	deva	√div	nominal	nom	pl	m							1n.3 m.
10.14	16	na	na		indeclinable										av.
10.14	17	dānavāḥ	dānava		nominal	nom	pl	m							1n.3 m.
10.15	1	svayam	svayam		indeclinable										av.
10.15	2	eva	eva		indeclinable										av.
10.15	3	ātmanā	ātman		nominal	ins	sg	m							3n.1 m.
10.15	4	ātmānam	ātman		nominal	acc	sg	m							2n.1 m.
10.15	5	vettha	√vid	√vid	verb		sg		2	perfect	parasmaipada				Perf. P 2v.1
10.15	6	tvam	yuṣmat		pronoun	nom	sg								sn. 1n.1
10.15	7	puruṣottama	puruṣa-uttama	√pur	nominal	voc	sg	m						tatpurusa	8n.1 m.
10.15	8	bhūta-bhāvana	bhūta-bhāvana	√bhū	nominal	voc	sg	m							8n.1 m.
10.15	9	bhūteśa	bhūta-iśa	√bhū	nominal	voc	sg	m						tatpurusa	8n.1 m.
10.15	10	deva-deva	deva-deva	√div	nominal	voc	sg	m						tatpurusa	8n.1 m.
10.15	11	jagat-pate	jagat-pati	√gam	nominal	voc	sg	m						tatpurusa	8n.1 m.
10.16	1	vaktum	√vac	√vac								infinitive			inf.
10.16	2	arhasi	√arh	√arh	verb		sg		2	present	parasmaipada				Praes. P 2v.1
10.16	3	aśeṣeṇa	aśeṣeṇa	√śiṣ	indeclinable										av.
10.16	4	divyāḥ	divya	√div	nominal	nom	pl	f							1n.3 f.
10.16	5	hi	hi		indeclinable										av.
10.16	6	ātma-vibhūtayaḥ	ātma-vibhūti	√bhū	nominal	nom	pl	f						tatpurusa	1n.3 f.
10.16	7	yābhiḥ	yat		pronoun	ins	pl	f							sn. 3n.3 f.
10.16	8	vibhūtibhiḥ	vibhūti	√bhū	nominal	ins	pl	f							3n.3 f.
10.16	9	lokān	loka		nominal	acc	pl	m							2n.3 m.
10.16	10	imān	idam		pronoun	acc	pl	m							sn. 2n.3 m.
10.16	11	tvam	yuṣmat		pronoun	nom	sg								sn. 1n.1
10.16	12	vyāpya	vi-√āp	√āp								absolutive			absol.
10.16	13	tiṣṭhasi	√sthā	√sthā	verb		sg		2		parasmaipada				Praes P 2v.1
10.17	1	katham	katham		indeclinable										av.
10.17	2	vidyām	√vid	√vid	verb		sg		1	optative	parasmaipada				Pot. P 3v.1
10.17	3	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.17	4	yogin	yogin	√yuj	nominal	voc	sg	m							8n.1 m.
10.17	5	tvām	yuṣmat		pronoun	acc	sg								sn. 2n.1
10.17	6	sadā	sadā		indeclinable										av.
10.17	7	paricintayan	pari-cintayant	√cint	participle	nom	sg	m				present-participle			PPr 1n.1 m.
10.17	8	keṣu keṣu	kim		pronoun	loc	pl	m							sn. 7n.3 m.
10.17	9	ca	ca		indeclinable										av.
10.17	10	bhāveṣu	bhāva	√bhū	nominal	loc	pl	m							7n.3 m.
10.17	11	cintyaḥ	cintya	√cint	participle	nom	sg	m				future-participle			PF 1n.1 m.
10.17	12	asi	√as	√as	verb		sg		2	present	parasmaipada				Praes. P 2v.1
10.17	13	bhagavan	bhagavant	√bhaj	nominal	voc	sg	m							8n.1 m.
10.17	14	mayā	asmat		pronoun	ins	sg								sn. 3n.1
10.18	1	vistareṇa	vistareṇa	√stṛ	indeclinable										av.
10.18	2	ātmanaḥ	ātman		nominal	gen	sg	m							6n.1 m.
10.18	3	yogam	yoga	√yuj	nominal	acc	sg	m							2n.1 m.
10.18	4	vibhūtim	vibhūti	√bhū	nominal	acc	sg	f							2n.1 f.
10.18	5	ca	ca		indeclinable										av.
10.18	6	janārdana	jana-ardana	√jan	nominal	voc	sg	m							8n.1 m.
10.18	7	bhūyaḥ	bhūyaḥ		indeclinable										av.
10.18	8	kathaya	√kath	√kath	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
10.18	9	tṛptiḥ	tṛpti	√tṛp	nominal	nom	sg	f							1n.1 f.
10.18	10	hi	hi		indeclinable										av.
10.18	11	śṛṇvataḥ	śṛṇvant	√śru	participle	gen	sg	m				present-participle			PPr 6n.1 m.
10.18	12	na	na		indeclinable										av.
10.18	13	asti	√as	√as	verb		sg		3	present	parasmaipada				Praes. P 1v.1
10.18	14	me	asmat		pronoun	gen	sg								sn. 6n.1
10.18	15	amṛtam	a-mṛta	√mṛ	nominal	acc	sg	n							2n.1 n.
10.19	1	śrī-bhagavān	śrī-bhagavant	√bhaj	nominal	nom	sg	m						tatpurusa	1n.1 m.
10.19	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
10.19	3	hanta	hanta		indeclinable										av.
10.19	4	te	yuṣmat		pronoun	dat	sg								sn. 4n.1
10.19	5	kathayiṣyāmi	√kath	√kath	verb		sg		1	future	parasmaipada				Fut. P 3v.1
10.19	6	divyāḥ	divya	√div	nominal	nom	pl	f							1n.3 f.
10.19	7	hi	hi		indeclinable										av.
10.19	8	ātma-vibhūtayaḥ	ātma-vibhūti	√bhū	nominal	nom	pl	f						tatpurusa	1n.3 f.
10.19	9	prādhānyataḥ	prādhānyataḥ	√dhā	indeclinable										av.
10.19	10	kuru-śreṣṭha	kuru-śreṣṭha		nominal	voc	sg	n							8n.1 n.
10.19	11	na	na		indeclinable										av.
10.19	12	asti	√as	√as	verb		sg		3	present	parasmaipada				Praes. P 1v.1
10.19	13	antaḥ	anta		nominal	nom	sg	m							1n.1 m.
10.19	14	vistarasya	vistara	√stṛ	nominal	gen	sg	m							6n.1 m.
10.19	15	me	asmat		pronoun	gen	sg								sn. 6n.1
10.20	1	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.20	2	ātmā	ātman		nominal	nom	sg	m							1n.1 m.
10.20	3	guḍākeśa	guḍākeśa	√xīś	nominal	voc	sg	m							8n.1 m.
10.20	4	sarva-bhūtāśaya-sthitaḥ	sarva-bhūta-āśaya-sthitaḥ	√bhū	nominal	nom	sg	m						tatpurusa	1n.1 m.
10.20	5	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.20	6	ādiḥ	ādi		nominal	nom	sg	m							1n.1 m.
10.20	7	ca	ca		indeclinable										av.
10.20	8	madhyam	madhya		nominal	nom	sg	n							1n.1 n.
10.20	9	ca	ca		indeclinable										av.
10.20	10	bhūtānām	bhūta	√bhū	nominal	gen	pl	m							6n.3 m.
10.20	11	antaḥ	anta		nominal	nom	sg	m							1n.1 m.
10.20	12	eva	eva		indeclinable										av.
10.20	13	ca	ca		indeclinable										av.
10.21	1	ādityānām	āditya		nominal	gen	pl	m							6n.3 m.
10.21	2	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.21	3	viṣṇuḥ	viṣṇu	√snu	nominal	nom	sg	m							1n.1 m.
10.21	4	jyotiṣām	jyotiḥ		nominal	gen	pl	n							6n.3 n.
10.21	5	raviḥ	ravi	√ru	nominal	nom	sg	m							1n.1 m.
10.21	6	aṁśumān	aṁśu-mant	√aṁś	nominal	nom	sg	m							1n.1 m.
10.21	7	marīciḥ	marīci		nominal	nom	sg	m							1n.1 m.
10.21	8	marutām	mārut		nominal	gen	pl	m							6n.3 m.
10.21	9	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.21	10	nakṣatrāṇām	nakṣatra	√nakṣ	nominal	gen	pl	n							6n.3 n.
10.21	11	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.21	12	śaśī	śaśin		nominal	nom	sg	m							1n.1 m.
10.22	1	vedānām	veda	√vid	nominal	gen	pl	m							6n.3 m.
10.22	2	sāma-vedaḥ	sāma-veda	√so	nominal	nom	sg	m							1n.1 m.
10.22	3	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.22	4	devānām	deva	√div	nominal	gen	pl	m							6n.3 m.
10.22	5	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.22	6	vāsavaḥ	vāsava	√vas	nominal	nom	sg	m							1n.1 m.
10.22	7	indriyāṇām	indriya	√ind	nominal	gen	pl	n							6n.3 n.
10.22	8	manaḥ	manas	√man	nominal	nom	sg	n							1n.1 n.
10.22	9	ca	ca		indeclinable										av.
10.22	10	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
