anchor_type	anchor_id	anchor_key_slp1	lemma_slp1	gen_source	form_key
inflection	lelAyamAna	lelAyamAna	lelAyamAnA	vidyut	lelāyamāna
inflection	leliha	leliha	lelihya	vidyut	leliha
inflection	lep	lep	lepi	vidyut	lep
inflection	lepaBAgin	lepaBAgin	lepaBAgin	vidyut	lepabhāgin
inflection	liNgaDAraRa	liNgaDAraRa	liNgaDAraRa	vidyut	lingadhārana
inflection	liNgaSarIra	liNgaSarIra	liNgaSarIra	vidyut	lingaśarīra
inflection	liNgamAtra	liNgamAtra	liNgamAtra	vidyut	lingamātra
inflection	liNgasTa	liNgasTa	liNgasTa	vidyut	lingastha
inflection	liNgatA	liNgatA	liNg	vidyut	lingatā
inflection	liNgavat	liNgavat	liNgavat	vidyut	lingavat
inflection	liNgin	liNgin	liNg	vidyut	lingin
inflection	liNgiveza	liNgiveza	liNgiveza	vidyut	lingiveṣa
inflection	libuja	libuja	libujA	vidyut	libuja
inflection	licCavi	licCavi	licCavi	vidyut	licchavi
inflection	lilaNGayizu	lilaNGayizu	lilaNGayiza	vidyut	lilanghayiṣu
inflection	lip	lip	lip	vidyut	lip
inflection	loBAnvita	loBAnvita	loBAnvita	vidyut	lobhānvita
inflection	loBamohita	loBamohita	loBamohita	vidyut	lobhamohita
inflection	loBanIyatamAkfti	loBanIyatamAkfti	loBanIyatamAkfti	vidyut	lobhanīyatamākṛti
inflection	loBana	loBana	luB	vidyut	lobhana
inflection	loBayet	loBayet	loBi	vidyut	lobhayet
inflection	loBitum	loBitum	luB	vidyut	lobhitum
inflection	loDa	loDa	loDa	vidyut	lodha
inflection	loDraprasavarajasA	loDraprasavarajasA	loDraprasavarajas	vidyut	lodhraprasavarajasā
inflection	loWita	loWita	loWi	vidyut	loṭhita
inflection	locanagocarA	locanagocarA	locanagocara	vidyut	locanagocarā
inflection	locanagocaram	locanagocaram	locanagocara	vidyut	locanagocaram
inflection	locanapaTa	locanapaTa	locanapaTa	vidyut	locanapatha
inflection	lohABihAra	lohABihAra	lohABihAra	vidyut	lohābhihāra
inflection	lohabadDa	lohabadDa	lohabadDa	vidyut	lohabaddha
inflection	lohacarmavatI	lohacarmavatI	lohacarmavat	vidyut	lohacarmavatī
inflection	lohadAraka	lohadAraka	lohadAraka	vidyut	lohadāraka
inflection	lohadaRqAByAm	lohadaRqAByAm	lohadaRqa	vidyut	lohadanḍābhyām
inflection	lohamaya	lohamaya	lohamaya	vidyut	lohamaya
inflection	lohavat	lohavat	lohavat	vidyut	lohavat
inflection	lohinya	lohinya	lohinya	vidyut	lohinya
inflection	lohitAkzam	lohitAkzam	lohitAkza	vidyut	lohitākṣam
inflection	lohitAkzi	lohitAkzi	lohitAkzI	vidyut	lohitākṣi
inflection	lohitAmuKI	lohitAmuKI	lohitAmuKI	vidyut	lohitāmukhī
inflection	lohitAsya	lohitAsya	lohitAsya	vidyut	lohitāsya
inflection	lohitAyani	lohitAyani	lohitAyani	vidyut	lohitāyani
inflection	lohitaSuklakfzRA	lohitaSuklakfzRA	lohitaSuklakfzRa	vidyut	lohitaśuklakṛṣnā
inflection	lohitaSuklakfzRa	lohitaSuklakfzRa	lohitaSuklakfzRa	vidyut	lohitaśuklakṛṣna
inflection	lohitabinducitra	lohitabinducitra	lohitabinducitra	vidyut	lohitabinducitra
inflection	lohitacandana	lohitacandana	lohitacandana	vidyut	lohitacandana
inflection	lohitakzIra	lohitakzIra	lohitakzIra	vidyut	lohitakṣīra
inflection	lohitapiRqa	lohitapiRqa	lohitapiRqa	vidyut	lohitapinḍa
inflection	lohitekzaRA	lohitekzaRA	lohitekzaRa	vidyut	lohitekṣanā
inflection	lohitodA	lohitodA	lohitoda	vidyut	lohitodā
inflection	lohitoda	lohitoda	lohitoda	vidyut	lohitoda
inflection	lohitode	lohitode	lohitoda	vidyut	lohitode
inflection	lokADipa	lokADipa	lokADipa	vidyut	lokādhipa
inflection	lokADipati	lokADipati	lokADipati	vidyut	lokādhipati
inflection	lokAcAra	lokAcAra	lokAcAra	vidyut	lokācāra
inflection	lokAntaragatAn	lokAntaragatAn	lokAntaragata	vidyut	lokāntaragatān
inflection	lokAntaragata	lokAntaragata	lokAntaragata	vidyut	lokāntaragata
inflection	lokAntaragatezu	lokAntaragatezu	lokAntaragata	vidyut	lokāntaragateṣu
inflection	lokAntaram	lokAntaram	lokAntara	vidyut	lokāntaram
inflection	lokAnugraha	lokAnugraha	lokAnugraha	vidyut	lokānugraha
inflection	lokApavAda	lokApavAda	lokApavAda	vidyut	lokāpavāda
inflection	lokAtman	lokAtman	lokAtman	vidyut	lokātman
inflection	lokaBAvanAn	lokaBAvanAn	lokaBAvana	vidyut	lokabhāvanān
inflection	lokaBAvana	lokaBAvana	lokaBAvana	vidyut	lokabhāvana
inflection	lokaBartf	lokaBartf	lokaBartf	vidyut	lokabhartṛ
inflection	lokaSrezWa	lokaSrezWa	lokaSrezWa	vidyut	lokaśreṣṭha
inflection	lokacara	lokacara	lokacara	vidyut	lokacara
inflection	lokadamBaka	lokadamBaka	lokadamBaka	vidyut	lokadambhaka
inflection	lokadvAra	lokadvAra	lokadvAra	vidyut	lokadvāra
inflection	lokahitAya	lokahitAya	lokahita	vidyut	lokahitāya
inflection	lokahita	lokahita	lokahita	vidyut	lokahita
inflection	lokajit	lokajit	lokajit	vidyut	lokajit
inflection	lokakAma	lokakAma	lokakAma	vidyut	lokakāma
inflection	lokakAmyayA	lokakAmyayA	lokakAmyA	vidyut	lokakāmyayā
inflection	lokakAntAm	lokakAntAm	lokakAntA	vidyut	lokakāntām
inflection	lokakAnta	lokakAnta	lokakAntA	vidyut	lokakānta
inflection	lokakaRwaka	lokakaRwaka	lokakaRwaka	vidyut	lokakanṭaka
inflection	lokakartf	lokakartf	lokakartf	vidyut	lokakartṛ
inflection	lokakftnum	lokakftnum	lokakftnu	vidyut	lokakṛtnum
inflection	lokakzit	lokakzit	lokakzit	vidyut	lokakṣit
inflection	lokamaheSvaram	lokamaheSvaram	lokamaheSvara	vidyut	lokamaheśvaram
inflection	lokanindita	lokanindita	lokanindita	vidyut	lokanindita
inflection	lokapAlatva	lokapAlatva	lokapAlatva	vidyut	lokapālatva
inflection	lokapUjita	lokapUjita	lokapUjita	vidyut	lokapūjita
inflection	lokapUjitam	lokapUjitam	lokapUjita	vidyut	lokapūjitam
inflection	lokapUjite	lokapUjite	lokapUjita	vidyut	lokapūjite
inflection	lokapradIpasya	lokapradIpasya	lokapradIpa	vidyut	lokapradīpasya
inflection	lokaprasidDi	lokaprasidDi	lokaprasidDi	vidyut	lokaprasiddhi
inflection	lokapravAda	lokapravAda	lokapravAda	vidyut	lokapravāda
inflection	lokasAkzika	lokasAkzika	lokasAkzika	vidyut	lokasākṣika
inflection	lokasAkzikam	lokasAkzikam	lokasAkzika	vidyut	lokasākṣikam
inflection	lokasTiti	lokasTiti	lokasTiti	vidyut	lokasthiti
inflection	lokasaNgrahAn	lokasaNgrahAn	lokasaMgraha	vidyut	lokasangrahān
inflection	lokasaNgraha	lokasaNgraha	lokasaMgraha	vidyut	lokasangraha
inflection	lokasaNgraham	lokasaNgraham	lokasaMgraha	vidyut	lokasangraham
inflection	lokasaNkzaye	lokasaNkzaye	lokasaMkzaya	vidyut	lokasankṣaye
inflection	lokatantra	lokatantra	lokatantra	vidyut	lokatantra
inflection	lokatattva	lokatattva	lokatattva	vidyut	lokatattva
inflection	lokavIrARAm	lokavIrARAm	lokavIra	vidyut	lokavīrānām
inflection	lokavIrAn	lokavIrAn	lokavIra	vidyut	lokavīrān
inflection	lokavIra	lokavIra	lokavIra	vidyut	lokavīra
inflection	lokavIreRa	lokavIreRa	lokavIra	vidyut	lokavīrena
inflection	lokavacanAt	lokavacanAt	lokavacana	vidyut	lokavacanāt
inflection	lokavat	lokavat	lokavat	vidyut	lokavat
inflection	lokavatI	lokavatI	lokavat	vidyut	lokavatī
inflection	lokavftta	lokavftta	lokavftta	vidyut	lokavṛtta
inflection	lokaviSrutAm	lokaviSrutAm	lokaviSruta	vidyut	lokaviśrutām
inflection	lokaviSruta	lokaviSruta	lokaviSruta	vidyut	lokaviśruta
inflection	lokaviSrutam	lokaviSrutam	lokaviSruta	vidyut	lokaviśrutam
inflection	lokaviSrute	lokaviSrute	lokaviSruta	vidyut	lokaviśrute
inflection	lokavidAm	lokavidAm	lokavid	vidyut	lokavidām
inflection	lokavidvizwa	lokavidvizwa	lokavidvizwa	vidyut	lokavidviṣṭa
inflection	lokodDAra	lokodDAra	lokodDAra	vidyut	lokoddhāra
inflection	lolApANga	lolApANga	lolApANga	vidyut	lolāpānga
inflection	loladBujAm	loladBujAm	loladBuja	vidyut	loladbhujām
inflection	lolatvam	lolatvam	lolatva	vidyut	lolatvam
inflection	lole	lole	lola	vidyut	lole
inflection	lolekzaRA	lolekzaRA	lolekzaRa	vidyut	lolekṣanā
inflection	lolita	lolita	lolita	vidyut	lolita
inflection	lolup	lolup	lolup	vidyut	lolup
inflection	lomaSavakzaRa	lomaSavakzaRa	lomaSavakzaRa	vidyut	lomaśavakṣana
inflection	lomaharzaRAn	lomaharzaRAn	lomaharzaRa	vidyut	lomaharṣanān
inflection	lomaharzin	lomaharzin	lomaharzin	vidyut	lomaharṣin
inflection	lomavAhin	lomavAhin	lomavAhin	vidyut	lomavāhin
inflection	lopayitum	lopayitum	lopi	vidyut	lopayitum
inflection	loqyamAna	loqyamAna	loqi	vidyut	loḍyamāna
inflection	loqyamAnam	loqyamAnam	loqi	vidyut	loḍyamānam
inflection	lozwamaya	lozwamaya	lozwamaya	vidyut	loṣṭamaya
inflection	luWita	luWita	luW	vidyut	luṭhita
inflection	lubDatA	lubDatA	lubDatA	vidyut	lubdhatā
inflection	luptaDarmakriyA	luptaDarmakriyA	luptaDarmakriya	vidyut	luptadharmakriyā
inflection	luptapiRqodakakriyA	luptapiRqodakakriyA	luptapiRqodakakriya	vidyut	luptapinḍodakakriyā
inflection	mADavas	mADavas	mADava	vidyut	mādhavas
inflection	mADavika	mADavika	mADavikA	vidyut	mādhavika
inflection	mADuparkika	mADuparkika	mADuparkika	vidyut	mādhuparkika
inflection	mADya	mADya	mADya	vidyut	mādhya
inflection	mADyamika	mADyamika	mADyamika	vidyut	mādhyamika
inflection	mAGAni	mAGAni	mAGa	vidyut	māghāni
inflection	mAGaSukla	mAGaSukla	mAGaSukla	vidyut	māghaśukla
inflection	mAGona	mAGona	mAGona	vidyut	māghona
inflection	mAMsASana	mAMsASana	mAMsASana	vidyut	mānsāśana
inflection	mAMsArgalam	mAMsArgalam	mAMsArgala	vidyut	mānsārgalam
inflection	mAMsaBUta	mAMsaBUta	mAMsaBUta	vidyut	mānsabhūta
inflection	mAMsaBakzaRa	mAMsaBakzaRa	mAMsaBakzaRa	vidyut	mānsabhakṣana
inflection	mAMsaBettf	mAMsaBettf	mAMsaBettf	vidyut	mānsabhettṛ
inflection	mAMsaBikzA	mAMsaBikzA	mAMsaBikzA	vidyut	mānsabhikṣā
inflection	mAMsaSoRita	mAMsaSoRita	mAMsaSoRita	vidyut	mānsaśonita
inflection	mAMsagranTI	mAMsagranTI	mAMsagranTi	vidyut	mānsagranthī
inflection	mAMsagranTi	mAMsagranTi	mAMsagranTi	vidyut	mānsagranthi
inflection	mAMsamaya	mAMsamaya	mAMsamaya	vidyut	mānsamaya
inflection	mAMsaparivarjana	mAMsaparivarjana	mAMsaparivarjana	vidyut	mānsaparivarjana
inflection	mAMsapeSI	mAMsapeSI	mAMsapeSI	vidyut	mānsapeśī
inflection	mAMsapiRqa	mAMsapiRqa	mAMsapiRqa	vidyut	mānsapinḍa
inflection	mAMsatva	mAMsatva	mAMsatva	vidyut	mānsatva
inflection	mAMsavAn	mAMsavAn	mAMsavat	vidyut	mānsavān
inflection	mAMsavikrayin	mAMsavikrayin	mAMsavikrayin	vidyut	mānsavikrayin
inflection	mAMsayoni	mAMsayoni	mAMsayoni	vidyut	mānsayoni
inflection	mAMsodana	mAMsodana	mAMsodana	vidyut	mānsodana
inflection	mARqUkAyani	mARqUkAyani	mARqUkAyanI	vidyut	mānḍūkāyani
inflection	mARwi	mARwi	maR	vidyut	mānṭi
inflection	mATuradeSyAnAm	mATuradeSyAnAm	mATuradeSya	vidyut	māthuradeśyānām
inflection	mAca	mAca	mAci	vidyut	māca
inflection	mAdAt	mAdAt	mAdi	vidyut	mādāt
inflection	mAdayitnu	mAdayitnu	mAdayitnu	vidyut	mādayitnu
inflection	mAdayizRu	mAdayizRu	mAdi	vidyut	mādayiṣnu
inflection	mAdravatIsuta	mAdravatIsuta	mAdravatIsuta	vidyut	mādravatīsuta
inflection	mAdravatIsutasya	mAdravatIsutasya	mAdravatIsuta	vidyut	mādravatīsutasya
inflection	mAgaDapura	mAgaDapura	mAgaDapura	vidyut	māgadhapura
inflection	mAhArajana	mAhArajana	mAhArajana	vidyut	māhārajana
inflection	mAheya	mAheya	mAheya	vidyut	māheya
inflection	mAhin	mAhin	mAhi	vidyut	māhin
inflection	mAhitTi	mAhitTi	mAhitTi	vidyut	māhitthi
inflection	mAhita	mAhita	mAhi	vidyut	māhita
inflection	mAhitra	mAhitra	mAhitra	vidyut	māhitra
inflection	mAkI	mAkI	mAkI	vidyut	mākī
inflection	mAkara	mAkara	mAkara	vidyut	mākara
inflection	mAlAkArAt	mAlAkArAt	mAlAkAra	vidyut	mālākārāt
inflection	mAlavyAm	mAlavyAm	mAlavI	vidyut	mālavyām
inflection	mAlike	mAlike	mAlikA	vidyut	mālike
inflection	mAlyApaRa	mAlyApaRa	mAlyApaRa	vidyut	mālyāpana
inflection	mAlyadAma	mAlyadAma	mAlyadAman	vidyut	mālyadāma
inflection	mAmA	mAmA	mAmA	vidyut	māmā
inflection	mAmajitvA	mAmajitvA	mAmaj	vidyut	māmajitvā
inflection	mAmateya	mAmateya	mAmateya	vidyut	māmateya
inflection	mAmeti	mAmeti	mAmA	vidyut	māmeti
inflection	mAnAgnihotra	mAnAgnihotra	mAnAgnihotra	vidyut	mānāgnihotra
inflection	mAnApamAna	mAnApamAna	mAnApamAna	vidyut	mānāpamāna
inflection	mAnArhAn	mAnArhAn	mAnArha	vidyut	mānārhān
inflection	mAnArha	mAnArha	mAnArha	vidyut	mānārha
inflection	mAnDAtri	mAnDAtri	mAnDAtf	vidyut	māndhātri
inflection	mAnaHSila	mAnaHSila	mAnaHSila	vidyut	mānaḥśila
inflection	mAnahA	mAnahA	mAnahan	vidyut	mānahā
inflection	mAnakft	mAnakft	mAnakft	vidyut	mānakṛt
inflection	mAnasatva	mAnasatva	mAnasatva	vidyut	mānasatva
inflection	mAnavadeva	mAnavadeva	mAnavadeva	vidyut	mānavadeva
inflection	mAnavarDana	mAnavarDana	mAnavarDana	vidyut	mānavardhana
inflection	mAnayajYa	mAnayajYa	mAnayajYa	vidyut	mānayajna
inflection	mAnayantI	mAnayantI	mAni	vidyut	mānayantī
inflection	mAnayat	mAnayat	mAni	vidyut	mānayat
inflection	mAnayitf	mAnayitf	mAni	vidyut	mānayitṛ
inflection	mAnayoga	mAnayoga	mAnayoga	vidyut	mānayoga
inflection	mAndArya	mAndArya	mAndArya	vidyut	māndārya
inflection	mAnitva	mAnitva	mAnitva	vidyut	mānitva
inflection	mAnmaTa	mAnmaTa	mAnmaTa	vidyut	mānmatha
inflection	mAnonnati	mAnonnati	mAnonnati	vidyut	mānonnati
inflection	mAntrikAn	mAntrikAn	mAntrika	vidyut	māntrikān
inflection	mAnuzIs	mAnuzIs	mAnuzI	vidyut	mānuṣīs
inflection	mAnuzamAMsAda	mAnuzamAMsAda	mAnuzamAMsAda	vidyut	mānuṣamānsāda
inflection	mAnuzapraDanA	mAnuzapraDanA	mAnuzapraDana	vidyut	mānuṣapradhanā
inflection	mAnuzarAkzasa	mAnuzarAkzasa	mAnuzarAkzasa	vidyut	mānuṣarākṣasa
inflection	mAnuzatA	mAnuzatA	mAnuzatA	vidyut	mānuṣatā
inflection	mAnuzatva	mAnuzatva	mAnuzatva	vidyut	mānuṣatva
inflection	mAnuzatvam	mAnuzatvam	mAnuzatva	vidyut	mānuṣatvam
inflection	mAnyamAna	mAnyamAna	mAni	vidyut	mānyamāna
inflection	mAnyasTAna	mAnyasTAna	mAnyasTAna	vidyut	mānyasthāna
inflection	mAnyatAm	mAnyatAm	mAni	vidyut	mānyatām
inflection	mApa	mApa	mApi	vidyut	māpa
inflection	mArg	mArg	mArgi	vidyut	mārg
inflection	mArgava	mArgava	mArgava	vidyut	mārgava
inflection	mArgin	mArgin	mArgi	vidyut	mārgin
inflection	mArgita	mArgita	mArgi	vidyut	mārgita
inflection	mArica	mArica	mArica	vidyut	mārica
inflection	mArjAlya	mArjAlya	mArjAlya	vidyut	mārjālya
inflection	mArjAravaktra	mArjAravaktra	mArjAravaktra	vidyut	mārjāravaktra
inflection	mArjanena	mArjanena	mArji	vidyut	mārjanena
inflection	mArtikAvatam	mArtikAvatam	mArttikAvata	vidyut	mārtikāvatam
inflection	mArttikAvataka	mArttikAvataka	mArttikAvataka	vidyut	mārttikāvataka
inflection	mArtya	mArtya	mArtya	vidyut	mārtya
inflection	mArutASva	mArutASva	mArutASva	vidyut	mārutāśva
inflection	mAryamARa	mAryamARa	mAri	vidyut	māryamāna
inflection	mAsAnumAsika	mAsAnumAsika	mAsAnumAsika	vidyut	māsānumāsika
inflection	mAsArDamAsa	mAsArDamAsa	mAsArDamAsa	vidyut	māsārdhamāsa
inflection	mAsajAta	mAsajAta	mAsajAta	vidyut	māsajāta
inflection	mAsakAlika	mAsakAlika	mAsakAlika	vidyut	māsakālika
inflection	mAsasaYcayika	mAsasaYcayika	mAsasaMcayika	vidyut	māsasancayika
inflection	mAsatraya	mAsatraya	mAsatraya	vidyut	māsatraya
inflection	mAsatulya	mAsatulya	mAsatulya	vidyut	māsatulya
inflection	mAtApitf	mAtApitf	mAtApitf	vidyut	mātāpitṛ
inflection	mAtApitfByAm	mAtApitfByAm	mAtApitf	vidyut	mātāpitṛbhyām
inflection	mAtaNgarAja	mAtaNgarAja	mAtaMgarAja	vidyut	mātangarāja
inflection	mAtaNgayA	mAtaNgayA	mAtaMga	vidyut	mātangayā
inflection	mAtfBaktyA	mAtfBaktyA	mAtfBakti	vidyut	mātṛbhaktyā
inflection	mAtfRAm	mAtfRAm	mAtfnAman	vidyut	mātṛnām
inflection	mAtfbanDu	mAtfbanDu	mAtfbanDu	vidyut	mātṛbandhu
inflection	mAtfdeva	mAtfdeva	mAtfdeva	vidyut	mātṛdeva
inflection	mAtfdoza	mAtfdoza	mAtfdoza	vidyut	mātṛdoṣa
inflection	mAtfgaRAn	mAtfgaRAn	mAtfgaRa	vidyut	mātṛganān
inflection	mAtfgaRa	mAtfgaRa	mAtfgaRa	vidyut	mātṛgana
inflection	mAtfkAnyAsa	mAtfkAnyAsa	mAtfkAnyAsa	vidyut	mātṛkānyāsa
inflection	mAtfkfta	mAtfkfta	mAtfkfta	vidyut	mātṛkṛta
inflection	mAtfkula	mAtfkula	mAtfkula	vidyut	mātṛkula
inflection	mAtfmfzwA	mAtfmfzwA	mAtfmfzwa	vidyut	mātṛmṛṣṭā
inflection	mAtfnandana	mAtfnandana	mAtfnandana	vidyut	mātṛnandana
inflection	mAtfpakza	mAtfpakza	mAtfpakza	vidyut	mātṛpakṣa
inflection	mAtftama	mAtftama	mAtftama	vidyut	mātṛtama
inflection	mAtfvaMSa	mAtfvaMSa	mAtfvaMSa	vidyut	mātṛvanśa
inflection	mAtfvat	mAtfvat	mAtfvat	vidyut	mātṛvat
inflection	mAtfzazWa	mAtfzazWa	mAtfzazWa	vidyut	mātṛṣaṣṭha
inflection	mAtfzvaseyA	mAtfzvaseyA	mAtfzvaseya	vidyut	mātṛṣvaseyā
inflection	mAtrAsaNga	mAtrAsaNga	mAtrAsaNga	vidyut	mātrāsanga
inflection	mAtrAsparSa	mAtrAsparSa	mAtrAsparSa	vidyut	mātrāsparśa
inflection	mAtulyam	mAtulyam	mAtulya	vidyut	mātulyam
inflection	mAvat	mAvat	mAvat	vidyut	māvat
inflection	mAvatAm	mAvatAm	mAvat	vidyut	māvatām
inflection	mAvellaka	mAvellaka	mAvellaka	vidyut	māvellaka
inflection	mAyADika	mAyADika	mAyADika	vidyut	māyādhika
inflection	mAyAcAra	mAyAcAra	mAyAcAra	vidyut	māyācāra
inflection	mAyAmaya	mAyAmaya	mAyAmaya	vidyut	māyāmaya
inflection	mAyAmayam	mAyAmayam	mAyAmaya	vidyut	māyāmayam
inflection	mAyAnvita	mAyAnvita	mAyAnvita	vidyut	māyānvita
inflection	mAyAvid	mAyAvid	mAyAvid	vidyut	māyāvid
inflection	mAyAvin	mAyAvin	mAyAvin	vidyut	māyāvin
inflection	mAyAyoga	mAyAyoga	mAyAyoga	vidyut	māyāyoga
inflection	mAyAyogena	mAyAyogena	mAyAyoga	vidyut	māyāyogena
inflection	mAyin	mAyin	mI	vidyut	māyin
inflection	mAzAjya	mAzAjya	mAzAjya	vidyut	māṣājya
inflection	mAzarASi	mAzarASi	mAzarASi	vidyut	māṣarāśi
inflection	mAzavarRa	mAzavarRa	mAzavarRa	vidyut	māṣavarna
inflection	mIQus	mIQus	mIQu	vidyut	mīḍhus
inflection	mImAMsamAna	mImAMsamAna	mImAMsa	vidyut	mīmānsamāna
inflection	mUQabudDi	mUQabudDi	mUQabudDi	vidyut	mūḍhabuddhi
inflection	mUQacetana	mUQacetana	mUQacetana	vidyut	mūḍhacetana
inflection	mUQacetas	mUQacetas	mUQacetas	vidyut	mūḍhacetas
inflection	mUQagrAha	mUQagrAha	mUQagrAha	vidyut	mūḍhagrāha
inflection	mUQagrAheRa	mUQagrAheRa	mUQagrAha	vidyut	mūḍhagrāhena
inflection	mUQas	mUQas	mUQa	vidyut	mūḍhas
inflection	mUQatA	mUQatA	mUQatA	vidyut	mūḍhatā
inflection	mUQatama	mUQatama	mUQatama	vidyut	mūḍhatama
inflection	mUQatva	mUQatva	mUQatva	vidyut	mūḍhatva
inflection	mUQavat	mUQavat	muh	vidyut	mūḍhavat
inflection	mUjavat	mUjavat	mUjavat	vidyut	mūjavat
inflection	mUkARqaja	mUkARqaja	mUkARqaja	vidyut	mūkānḍaja
inflection	mUkaBAva	mUkaBAva	mUkaBAva	vidyut	mūkabhāva
inflection	mUkatA	mUkatA	mUkatA	vidyut	mūkatā
inflection	mUkatva	mUkatva	mUkatva	vidyut	mūkatva
inflection	mUkavat	mUkavat	mUkavat	vidyut	mūkavat
inflection	mUlADAram	mUlADAram	mUlADAra	vidyut	mūlādhāram
inflection	mUlaBUta	mUlaBUta	mUlaBUta	vidyut	mūlabhūta
inflection	mUlaBUtam	mUlaBUtam	mUlaBUta	vidyut	mūlabhūtam
inflection	mUlaKAnaka	mUlaKAnaka	mUlaKAnaka	vidyut	mūlakhānaka
inflection	mUlaPalASana	mUlaPalASana	mUlaPalASana	vidyut	mūlaphalāśana
inflection	mUlaPalAni	mUlaPalAni	mUlaPala	vidyut	mūlaphalāni
inflection	mUlaPalena	mUlaPalena	mUlaPala	vidyut	mūlaphalena
inflection	mUlabarhaRAt	mUlabarhaRAt	mUlabarhaRa	vidyut	mūlabarhanāt
inflection	mUlabarhaRa	mUlabarhaRa	mUlabarhaRa	vidyut	mūlabarhana
inflection	mUlacCeda	mUlacCeda	mUlacCeda	vidyut	mūlaccheda
inflection	mUlahara	mUlahara	mUlahara	vidyut	mūlahara
inflection	mUlaja	mUlaja	mUlaja	vidyut	mūlaja
inflection	mUlakAraRam	mUlakAraRam	mUlakAraRa	vidyut	mūlakāranam
inflection	mUlakarman	mUlakarman	mUlakarman	vidyut	mūlakarman
inflection	mUlakfd	mUlakfd	mUlakft	vidyut	mūlakṛd
inflection	mUlatva	mUlatva	mUlatva	vidyut	mūlatva
inflection	mUlin	mUlin	mUli	vidyut	mūlin
inflection	mUrCamAna	mUrCamAna	mUrC	vidyut	mūrchamāna
inflection	mUrDajyotis	mUrDajyotis	mUrDajyotis	vidyut	mūrdhajyotis
inflection	mUrDatas	mUrDatas	mUrDatas	vidyut	mūrdhatas
inflection	mUrDvan	mUrDvan	mUrDvan	vidyut	mūrdhvan
inflection	mUrRa	mUrRa	mF	vidyut	mūrna
inflection	mUradeva	mUradeva	mUradeva	vidyut	mūradeva
inflection	mUrtimAtra	mUrtimAtra	mUrtimAtrA	vidyut	mūrtimātra
inflection	mUtrapurIza	mUtrapurIza	mUtrapurIza	vidyut	mūtrapurīṣa
inflection	maDUcCizwasTitAyAm	maDUcCizwasTitAyAm	maDUcCizwasTita	vidyut	madhūcchiṣṭasthitāyām
inflection	maDUdaka	maDUdaka	maDUdaka	vidyut	madhūdaka
inflection	maDUlika	maDUlika	maDUlika	vidyut	madhūlika
inflection	maDUpaGna	maDUpaGna	maDUpaGna	vidyut	madhūpaghna
inflection	maDuBAga	maDuBAga	maDuBAga	vidyut	madhubhāga
inflection	maDuBakzaRa	maDuBakzaRa	maDuBakzaRa	vidyut	madhubhakṣana
inflection	maDuDA	maDuDA	maDuDA	vidyut	madhudhā
inflection	maDuSrI	maDuSrI	maDuSrI	vidyut	madhuśrī
inflection	maDudoGam	maDudoGam	maDudoGa	vidyut	madhudogham
inflection	maDuduGe	maDuduGe	maDuduGa	vidyut	madhudughe
inflection	maDuhan	maDuhan	maDuhan	vidyut	madhuhan
inflection	maDuhastya	maDuhastya	maDuhastya	vidyut	madhuhastya
inflection	maDujAtA	maDujAtA	maDujAta	vidyut	madhujātā
inflection	maDujAta	maDujAta	maDujAta	vidyut	madhujāta
inflection	maDujihvA	maDujihvA	maDujihva	vidyut	madhujihvā
inflection	maDujihva	maDujihva	maDujihva	vidyut	madhujihva
inflection	maDukArI	maDukArI	maDukArI	vidyut	madhukārī
inflection	maDukUla	maDukUla	maDukUla	vidyut	madhukūla
inflection	maDukaSA	maDukaSA	maDukaSA	vidyut	madhukaśā
inflection	maDukararAja	maDukararAja	maDukararAjan	vidyut	madhukararāja
inflection	maDumADavI	maDumADavI	maDumADavI	vidyut	madhumādhavī
inflection	maDumADave	maDumADave	maDumADava	vidyut	madhumādhave
inflection	maDumada	maDumada	maDumada	vidyut	madhumada
inflection	maDumatas	maDumatas	maDumat	vidyut	madhumatas
inflection	maDunirgamAt	maDunirgamAt	maDunirgama	vidyut	madhunirgamāt
inflection	maDupARi	maDupARi	maDupARi	vidyut	madhupāni
inflection	maDupAla	maDupAla	maDupAla	vidyut	madhupāla
inflection	maDupAtamA	maDupAtamA	maDupAtama	vidyut	madhupātamā
inflection	maDupeya	maDupeya	maDupeya	vidyut	madhupeya
inflection	maDupfcam	maDupfcam	maDupfc	vidyut	madhupṛcam
inflection	maDupfzWa	maDupfzWa	maDupfzWa	vidyut	madhupṛṣṭha
inflection	maDupratIka	maDupratIka	maDupratIkA	vidyut	madhupratīka
inflection	maDurAkzara	maDurAkzara	maDurAkzara	vidyut	madhurākṣara
inflection	maDurAkzaram	maDurAkzaram	maDurAkzara	vidyut	madhurākṣaram
inflection	maDuraBAziRI	maDuraBAziRI	maDuraBAzin	vidyut	madhurabhāṣinī
inflection	maDuraBAziRIm	maDuraBAziRIm	maDuraBAzin	vidyut	madhurabhāṣinīm
inflection	maDuraBAzin	maDuraBAzin	maDuraBAzin	vidyut	madhurabhāṣin
inflection	maDurasamBAza	maDurasamBAza	maDurasamBAza	vidyut	madhurasambhāṣa
inflection	maDurasasya	maDurasasya	maDurasa	vidyut	madhurasasya
inflection	maDurasvarA	maDurasvarA	maDurasvara	vidyut	madhurasvarā
inflection	maDurasvara	maDurasvara	maDurasvara	vidyut	madhurasvara
inflection	maDurasvaram	maDurasvaram	maDurasvara	vidyut	madhurasvaram
inflection	maDuravAk	maDuravAk	maDuravAc	vidyut	madhuravāk
