lemma_slp1	group_id	status	shape	method	score	witnesses	flags	failure_class	pwg_sense_ids	pwg_gloss	mw_sense_ids	mw_gloss	apte_sense_ids	apte_gloss	skd_sense_ids	skd_gloss	vcp_sense_ids	vcp_gloss	note	stratum	stratum_census	stratum_population	population_share	sample_weight
Danus	Danus#1	aligned	1-1-2-0-0	gloss+ls	0.500	r rv			pwg:36123:2	Bogen; Bogen, der Regenbogen	mw:99627:1	n. ( m. g. ; cf. ) a bow, &amp;c. &amp;c	ap90:15944:3; ap90:15944:20	1 A bow; ; so &amp;c. (At the end of Bah. comp. is changed to ; ) ‖ m. ( &amp;c.)					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
Druva	Druva#1	aligned	1-2-2-0-0	gloss+ls	0.667	av chan rv	granularity-many-to-many		pwg:37147:3	am Ort verharrend, feststehend; bleibend, dauernd; beständig, unveränderlich; bei Jmd bleibend; ein Glied, ein Theil des Körpers, der feststeht, unbeweglich ist; eine beim Melken stillhaltende Kuh; der Fusspunkt; der bleibende; aufbewahrte; ein festes, starke…	mw:102286:1; mw:102288:1	mf( )n. ( prob. fr. √ , but cf. √ and ) fixed, firm, immovable, unchangeable, constant, lasting, permanent, eternal, &amp;c. &amp;c. ( e.g. the earth, a mountain, a pillar, a vow &amp;c.; with n. an inseparable member of the body, ; with f. a cow which stands… ‖ settled, certain, sure, ; ; &amp;c	ap90:16216:2; ap90:16216:4	1 ( a ) Fixed, firm, immovable, stable, permanent, constant, unchangeable; ( b ) Perpetual, everlasting, eternal ‖ 3 Certain, sure, inevitable; ( pb )					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
Sap	Sap#1	aligned	2-1-1-0-0	gloss+ls	0.533	ghat rv vs			pwg:97760:2; pwg:97760:3	verfluchen; Jmd; schmähen; Jmd fluchen; Jmd schmähen ‖ sich verfluchen; mit einem Schwur betheuern, geloben; ich habe mich gegen den; verschworen: nicht will ich dich u. s. w.; wenn wir bei; Namen schwören; dass nicht (sich verfluchen, wenn)	mw:212543:6	to curse one's self (followed by , ‘if’, i.e. to promise with an oath, vow or swear, ‘that one will not’ &amp;c.; or followed by dat. and rarely acc. of the person to whom and instr. of the object by which one swears; or followed by , e.g. , ‘to swear by the …	ap90:27604:3	2 To swear, take an oath, promise by oath, say on oath, (usually with dat. of the person to whom a promise &amp;c. is made and instr. of the object by which it is made); Rām; when used without an object it generally governs the instr. of the thing and dat. of…					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
SiKarin	SiKarin#1	aligned	2-2-2-0-0	gloss+ls	0.583	mbh r satr	granularity-many-to-many		pwg:99253:2; pwg:99253:5	mit Spitzen —, mit Zacken versehen, spitzig; des Metrums ‖ N. pr. eines Berges ( ) , Schol	mw:216721:1; mw:216724:1	mfn. pointed, peaked, crested, tufted, ; &amp;c ‖ N. of a mountain, , Sch	ap90:27933:2; ap90:27933:5	1 Crested, tufted ‖ 1 A mountain					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
aja	aja#1	aligned	1-2-1-0-0	gloss+ls	0.600	av r rv			pwg:872:5	Bock; Ziege; behende, agilis; Ziegen; Ziegen und Schafe	mw:2034:1; mw:2035:1	2. mfn. not born, existing from all eternity ‖ m. N. of the first uncreated being	ap90:352:1	a. [ . . .] Unborn, existing from all eternity					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
aja	aja#1	aligned	1-2-1-0-0	gloss+ls	0.600	av r rv			pwg:872:5	Bock; Ziege; behende, agilis; Ziegen; Ziegen und Schafe	mw:2034:1; mw:2035:1	2. mfn. not born, existing from all eternity ‖ m. N. of the first uncreated being	ap90:352:1	a. [ . . .] Unborn, existing from all eternity					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
asita	asita#2	aligned	1-2-1-0-0	gloss+ls	0.500	r santi			pwg:7381:1	dunkelfarbig, schwarz; Schwärze; das dunkle Volk; die Geister des Dunkels; die dunkle, abnehmende Hälfte des Mondes	mw:20964:1; mw:20970:1	2. mf( ; Ved. )n. ( , ‘white’, appears to have been formed from this word, which is probably original, and not a compound of and ; cf. and ), dark-coloured, black, &amp;c ‖ of a son of Bharata	ap90:5537:3	2 [ ] Not white, black, dark-blue, dark-coloured; ; ; , &amp;c					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
avyakta	avyakta#1	aligned	2-1-1-0-0	gloss+ls	0.650	kath r			pwg:6847:2; pwg:6847:9	nicht zur Erscheinung gebracht, nicht deutlich, nicht offenbar, unsichtbar, unbemerkt, unmerklich, unentschieden; die Nachbildung eines unarticulirten Lautes; unbekannt ‖ das Unentfaltete, der noch nicht zur Erscheinung gelangte Urstoff	mw:19235:1	n. (in Sāṅkhya phil. ) ‘the unevolved (Evolver of all things)’, the primary germ of nature, primordial element or productive principle whence all the phenomena of the material world are developed, ; &amp;c	ap90:5166:18	5 (In Sān. phil. ) The primary germ of nature ( ), the primordial element or productive principle from which all the phenomena of the material world are developed					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
bAla	bAla#1	aligned	1-2-2-0-0	gloss+ls	0.667	narada ragh	granularity-many-to-many		pwg:52456:2	jung, kindlich, unausgewachsen; Kind, Knabe, Mädchen, junge Frau; Knabe, Kind; unreifen Verstandes, einfältig, Thor; dummer Tölpel; jungen Thieren; Füllen; ein fünfjähriger Elephant; jungen Pflanzen; die junge Sonne; die eben aufgegangene Sonne; die jugendlic…	mw:144475:1; mw:144480:1	newly risen, early (as the sun or its rays) ‖ (in law) a minor (minors are classified as or boys under 5 years of age, under 8, from the 5th to the end of the 9th or till the 16th year, and from the 10th to the 16th year)	ap90:21698:3; ap90:21698:11	2 Newly risen, young (as the sun or its rays) ‖ 3 A minor (under 16 years of age)					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
baBru	baBru#1	aligned	2-2-1-0-0	gloss+ls	0.667	r rv vp	granularity-many-to-many		pwg:51818:3; pwg:51818:10	rothbraun, braun; mit rothbraunen Haaren; eine rothbraune Kuh ‖ N. pr. verschiedener Männer . gaṇa zu . eines Liedverfassers aus Atri ʼs Geschlecht . . . Daivāvṛdha . . . . Kaumbhya . . . . — . ein Schüler Śaunaka ʼs . . ein Sohn Viśvāmitra ʼs . . . ein Sohn Viśvagarbha ʼs . ein Vṛṣṇi . . . . = ein Sohn Druhyu ʼs . . . Ro…	mw:142850:1; mw:142862:1	mf( , or )n. (according to fr. √ ) deep-brown, reddish-brown, tawny, &amp;c. &amp;c ‖ of a disciple of Śaunaka	ap90:21576:2	1 Deep-brown, tawny, reddish-brown					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
brAhma	brAhma#1	aligned	1-1-2-0-0	gloss+ls	0.500	av r			pwg:53627:2	heilig, göttlich; auf das; den; die Brahmanen bezüglich, dazu gehörig; ein best. Theil der Hand; den Brahmanen günstig; des Brahmanen Macht; aus Brahmanen bestehend	mw:147279:1	mf( )n. ( fr. , for which it is also the Vṛddhi form in comp. ) relating to Brahmă or Brahmā , holy, sacred, divine, &amp;c. &amp;c	ap90:21873:2; ap90:21873:6	1 Relating to Brahman or the creator, or to the Supreme Spirit ‖ 5 Holy, sacred, divine					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
dEva	dEva#1	aligned	2-2-2-0-0	gloss+ls	0.500	av mbh r yajn	granularity-many-to-many		pwg:34924:3; pwg:34924:8	den Göttern eigen, ihnen gehörig, von ihnen kommend, göttlich; eine Form der Ehe, wobei der Vater nach begonnenem Opfer die Tochter dem dienstthuenden Priester zur Ehe giebt; eine auf diese Weise Verheirathete; der den Göttern geweihte Theil der Hand an den F… ‖ eine den Göttern geltende heilige Handlung	mw:96788:1; mw:96788.55:1	1. or mf( )n. ( fr. ) belonging to or coming from the gods, divine, celestial, ; ; ; &amp;c ‖ ( scil. , &amp;c.) a religious offering or rite	ap90:15674:1; ap90:15674:6	a. ( f. ) [ ] Relating to gods, caused by or coming from gods, divine, celestial ‖ 3 A religious rite or offering, an oblation to gods					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
dUzaRa	dUzaRa#3	aligned	2-1-1-0-0	gloss+ls	0.500	h hit			pwg:34178:8; pwg:34178:11	das Verderben, Ruiniren, Besudeln, Schänden; das Verunreinigen durch Gift, das Vergiften; ein Angriff auf das Eigenthum; ein Angriff auf fremdes Eigenthum; Vergeuden des eigenen Besitzes; das Beflecken, Verführen eines Frauenzimmers; das Verführen eines Mannes ‖ Mangel, Fehler, Vergehen, Schuld, Sünde	mw:94814:1	fault, offence, guilt, sin, ; ; &amp;c. ( cf. , , )	ap90:15528:14	8 A fault, offence, defect, sin, crime					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
gOra	gOra#2	aligned	1-1-2-0-0	gloss+ls	0.500	caurap r			pwg:23542:2	weisslich, gelblich, röthlich; die weissliche Farbe u. s. w.; glänzend, rein, schön	mw:68233:1	shining, brilliant, clean, beautiful	ap90:12754:2; ap90:12754:5	1 White ‖ 4 Shining, brilliant					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
hEmavata	hEmavata#1	aligned	1-1-2-0-0	gloss+ls	0.500	av r			pwg:117678:1	vom; kommend, dort gelegen, — wachsend u. s. w.; Norden	mw:264105:1	mf( )n. ( fr. ) belonging to or situated or growing on or bred in or coming or flowing from the Himālaya mountains, &amp;c. &amp;c	ap90:31546:3; ap90:31546:4	2 Flowing from the snowy, i. e. Himālaya, mountain ‖ 3 Bred in, belonging to, or situated on, the Himālaya mountain					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
has	has#1	aligned	2-1-1-0-0	gloss+ls	0.567	git gobh mbh			pwg:116549:2; pwg:116549:47	lachen, auflachen; darüber ‖ auslachen, verlachen, verspotten	mw:262056:2	to laugh, smile, laugh at ( instr. ), ; ; &amp;c	ap90:31330:2	1 To smile, laugh (gently)					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
jAmi	jAmi#2	aligned	1-1-2-0-0	gloss+ls	0.500	kull mbh			pwg:27303:6	Schwester; tugendhafte Frau; Schwester; eine weibliche Verwandte des Hausvaters; die Schwiegertochter; Schwester; mit seinem Weibe verbunden	mw:78908:1	f. a female relative of the head of a family, esp. the daughter-in-law	ap90:13895:7; ap90:13895:8	3 A daughter-in-law ‖ 4 A near female relative ( )					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
kala	kala#1	aligned	1-1-2-0-0	gloss+ls	0.643	h r vikr			pwg:15605:2	stumm, heiser; vor Thränen nicht reden könnend, schluchzend; in Folge von Thränen undeutlich, unverständlich; Thränenstrom; undeutlich; einen feinen, leisen; lieblichen; Ton von sich gebend	mw:45603:1	low, soft (as a tone), emitting a soft tone, melodious (as a voice or throat), ; ; &amp;c	ap90:10457:2; ap90:10457:3	1 Sweet and indistinct ( ); ; , ; (Hence) ( pb ) ‖ 2 Low, soft, sweet (note &amp;c.); melodious, pleasing					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
kalpa	kalpa#2	aligned	1-1-2-0-0	gloss+ls	0.476	av m mbh			pwg:15750:6	Satzung, Regel, Ordnung, Brauch; Verfahren, Art und Weise; eine vor allen andern geltende Regel; ein Verfahren, welches vor allen andern den Vorzug verdient; dafür haben wir zunächst zu sorgen, dass; Regel in Betreff der Verunreinigung durch einen Todten; auf…	mw:46071:1	m. a sacred precept, law, rule, ordinance (= , ), manner of acting, proceeding, practice ( esp. that prescribed by the Veda s), ; ; -	ap90:10517:7; ap90:10517:8	1 A sacred precept or rule, law, ordinance ‖ 2 A prescribed rule, a prescribed alternative, optional rule; ‘able to follow the prescribed rule to be observed in preference to all others’; a very good (or best) alternative					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
kriyA	kriyA#2	aligned	1-1-2-0-0	gloss+ls	0.667	r vikr			pwg:19845:2	Ausführung, Verrichtung, Bereitung, Beschäftigung womit; Geschäft; Handlung, Thätigkeit, Arbeit, Mühe; ein neues Geschäft eingehen; Act; Liebesdienst; Handlung; eine Handlung des Körpers, Bewegung der Glieder; Arbeit, literärisches Product	mw:57986:1	a literary work	ap90:11714:5; ap90:11714:8	4 Teaching, instruction ‖ 7 A literary work, composition					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
mADava	mADava#3	aligned	1-2-1-0-0	gloss+ls	0.500	git hariv mbh r			pwg:59737:9	ein Sohn; Nachkomme; ein Mann aus; Geschlecht	mw:162533:1; mw:162538:1	representing Kṛṣṇa (as a picture) ‖ a son or descendant of Madhu , a man of the race of Yadu ( sg. esp. N. of Kṛṣṇa - Viṣṇu or of Paraśu-rāma as an incarnation of this god; pl. the Yādava s or Vṛṣṇi s)	ap90:22960:7	1 N. of Kṛṣṇa					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
nAgara	nAgara#2	aligned	1-2-2-0-0	gloss+ls	0.500	mbh santi	granularity-many-to-many		pwg:38204:3	städtisch, zur Stadt gehörig; Städter; zur Stadt in Beziehung stehend, die Stadt betreffend; in der Stadt gesprochen; eines besonderen Schriftcharakters	mw:105221:1; mw:105227:1	mf( )n. ( fr. ) town-born, t˚ -bred, relating or belonging to a t˚ or city, t˚ -like, civic, ; &amp;c ‖ m. a citizen, &amp;c	ap90:16446:2; ap90:16446:10	1 Town-born, town-bred ‖ 1 A citizen ( )					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
nAla	nAla#1	aligned	1-2-1-0-0	gloss+ls	0.600	r susr			pwg:38567:3	ein hohler Stengel; ein Lotusstengel; Gemüsestengel	mw:106122:1; mw:106131:1	m. ( g. ) f( , or , ). and n. a hollow stalk, ( esp. ) of the lotus, ; &amp;c ‖ n. the urethra	ap90:16529:3	1 A hollow stalk, especially the stalk of the lotus; ; ; (					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
nAman	nAman#2	aligned	1-2-1-0-0	gloss+ls	0.525	av m r rv vs			pwg:38462:3	Name, Benennung; ist nicht beim Namen zu nennen; den Namen nennen; der einen Namen bekommen hat, genannt; einen Namen tragen, haben; die führen nur den Namen (sind es aber nicht in Wirklichkeit); einen Namen beilegen; mit einem nach dir gebildeten Namen; eine…	mw:105825:1; mw:105826:1	n. ( prob. neither fr. √ nor fr. √ [ cf. ]; ifc. f. either = m. or ) a characteristic mark or sign, form, nature, kind, manner ‖ name, appellation, &amp;c. &amp;c	ap90:16503:29	1 a name, appellation					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
nitya	nitya#1	aligned	1-1-2-0-0	gloss+ls	0.500	h mbh			pwg:38853:4	stätig, immerwährend, ununterbrochen; durchgängig, ewig; ununterbrochen sich an einem Ort aufhaltend, — in Etwas verharrend; stets, ununterbrochen, beständig, immer; nicht immer; niemals; niemals nehmend	mw:108340:1	ifc. constantly dwelling or engaged in, intent upon, devoted or used to ( cf. , , , ), ; &amp;c	ap90:16708:2; ap90:16708:6	1 ( a ) Continual, perpetual, constant, ever-lasting, eternal, uninterrupted; ; (regarded by as ( pb ) an interpolation); ( b ) Imperishable, indestructible ‖ 5 (At the end of comp. ) Constantly dwelling in, perpetually engaged in or busy with; &amp;c					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
pAwala	pAwala#1	aligned	1-2-2-0-0	gloss+ls	0.600	git kaus	granularity-many-to-many		pwg:44067:2	blassroth; die blassrothe Farbe	mw:121313:1; mw:121315:1	mf( )n. pale red, pink, pallid ‖ m. a pale red hue, rose colour	ap90:18597:2; ap90:18597:3	1 Palered, of a pink or pale-red colour ‖ The pale-red or pink colour					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
pIta	pIta#1	aligned	2-2-2-0-0	gloss+ls	0.500	mbh r rv	granularity-many-to-many		pwg:45478:1; pwg:45479:1	getrunken; dessen Strahlen (Güsse) von Lebendigen getrunken sind ‖ gelb	mw:124695:1; mw:124696:1	1. mfn. (√ 1. ) drunk, sucked, sipped, quaffed, imbibed, &amp;c. &amp;c ‖ ifc. having drunk, soaked, steeped, saturated, filled with (also with instr. ), ; ( cf. g. )	ap90:19038:2; ap90:19038:3	1 Drunk, quaffed; ( ) ‖ 2 Steeped, soaked in, filled or saturated with					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
pawu	pawu#1	aligned	1-1-2-0-0	gloss+ls	0.500	mbh r			pwg:41661:2	ziemlich —, recht scharf u. s. w.; scharf, stechend; hell; hellklingend; scharf; scharf; heftig, stark, intensiv; dem das Reden sehr geläufig ist; rührig, geschickt, gewandt, schlau; zur Brunst geneigt; gesund; beredt; rauh, hart	mw:114378:1	mf( , or )n. (√ ?) sharp, pungent, acrid, harsh, shrill, keen, strong, intense, violent, ; &amp;c	ap90:17625:5; ap90:17625:6	4 Violent, strong, sharp, intense ‖ 5 Shrill, clear, sharp-sounding					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
sADu	sADu#1	aligned	1-1-2-0-0	gloss+ls	0.500	m mbh pancat			pwg:108217:9	gut, edel; Biedermann, Ehrenmann, ein vortrefflicher Mann; treu, brav; eine biedere, treue Frau	mw:241640:1	well, enough of, away with ( instr. ) !	ap90:30054:16; ap90:30054:17	1 Well, welldone, very nice, bravo ‖ 2 Enough, away with					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
sArasvata	sArasvata#1	aligned	1-2-2-0-0	gloss+ls	0.500	git rv	granularity-many-to-many		pwg:108720:2	von der; dem Flusse oder der Göttin der Stimme und Rede, stammend, ihr gehörig, sie betreffend, an ihr vorgehend	mw:243048:1; mw:243063:1	mf( )n. relating or belonging to Sarasvat ( q.v. ) or to Sarasvatī (the river or the goddess) derived or coming from them, &amp;c. &amp;c ‖ eloquence	ap90:30169:2; ap90:30169:12	1 Relating to the goddess Sarasvatī ‖ Speech, eloquence					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
saMvid	saMvid#2	aligned	1-1-2-0-0	gloss+ls	0.500	mbh r			pwg:102907:5	Einverständniss; Vertrag, Verabredung, Uebereinkunft; mit; in Betreff; sich verabreden, übereinkommen, ein Uebereinkommen treffen mit; in Betreff des Zeitpunktes; der Verabredung treu; eine Verabredung treffen, ein Uebereinkommen schliessen; mit einer Sache v…	mw:226185:3	to come to an understanding, agree with, approve ( acc. )	ap90:28637:7; ap90:28639:4	6 To come to an understanding, agree upon ‖ 3 An agreement, engagement, contract, covenant, promise					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
snigDa	snigDa#2	aligned	1-2-2-0-0	gloss+ls	0.500	h megh subh	granularity-many-to-many		pwg:114279:7	anhänglich, zugethan, befreundet	mw:256301:1; mw:256306:1	oily, greasy, fat ‖ thick, dense (as shade)	ap90:30918:11; ap90:30918:14	10 Thick, dense, compact ‖ 1 A friend, an affectionate or friendly person; ( pb ) ; or					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
tAra	tAra#2	aligned	1-1-2-0-0	gloss+ls	0.500	git susr			pwg:29355:8	das reine Wasser einer Perle; eine Perle von reinem Wasser; Perle	mw:84242:1	m. [ n. &amp; ( ), f. , ] the clearness or transparency of a pearl, clear pearl	ap90:14598:9; ap90:14598:10	2 The clearness of a pearl ‖ 3 A beautiful or big pearl					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
trika	trika#3	aligned	1-1-2-0-0	gloss+ls	0.500	pat r			pwg:30855:10	Dreizahl	mw:88568:1	n. a triad ( cf. , , , ), , ; &amp	ap90:15029:7; ap90:15029:9	1 A triad ‖ 3 The lower part of the spine, the part about the hips					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
vaSa	vaSa#1	aligned	1-1-2-0-0	gloss+ls	0.533	kath pancat r			pwg:88840:4	Befehl, Herrschaft, Gewalt, Botmässigkeit; auf Geheiss, in Folge —, in Veranlassung von, zufolge, gemäss, vermittelst; ein Jahr zufolge Jupiters; ein Jupiter-Jahr; in 195 lunaren Tagen; in Folge der geographischen Breite; in der Gewalt von — stehend	mw:188406:1	mf( )n. willing, submissive, obedient, subject to or dependent on ( gen. )	ap90:25250:9; ap90:25250:14	2 Power, influence, control, mastership, authority, subjection, submission; ‘subject to oneself’, independent; ‘under the influence of others’; ; , or to reduce to subjection, subdue, win over; &amp;c. to become subject to, give way, yield, submit; ; or to su… ‖ (so ) a. obedient to the will of another, submissive, subject. (					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
vaSin	vaSin#1	aligned	1-2-1-0-0	gloss+ls	0.500	mbh r			pwg:88880:5	sich selbst beherrschend, sich in der Gewalt habend	mw:188475:1; mw:188478:1	master of one's self having the mastery of one's passions, ; &amp;c ‖ a sage with subdued passions	ap90:25257:4	3 One who has subdued his passions (used like a noun also)					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
asita	asita#4	aligned	0-1-1-0-0	gloss	1.000						mw:20965:1	m. the planet Saturn	ap90:5537:7	3 N. of the planet Saturn					shared literary witness, weighted 1/df within the lemma	gloss|hi >=0.70|clean	no	1333	0.190184	7.6074
rasika	rasika#4	aligned	0-1-1-0-0	gloss	1.000						mw:175881:1	a libertine	ap90:24054:12	2 A libertine					shared literary witness, weighted 1/df within the lemma	gloss|hi >=0.70|clean	no	1333	0.190184	7.6074
vid	vid#1	aligned	0-1-1-0-0	gloss	1.000						mw:195634:1	m. the planet Mercury, ( cf. 2. )	ap90:25921:3	1 The planet Mercury					shared literary witness, weighted 1/df within the lemma	gloss|hi >=0.70|clean	no	1333	0.190184	7.6074
sa	sa#11	aligned	0-1-1-0-0	gloss	0.360						mw:225596.1:1	(and when compounded with nouns to form adjectives and adverbs it may be translated by ‘with’, ‘together or along with’, ‘accompanied by’, ‘added to’, ‘having’, ‘possessing’, ‘containing’, ‘having the same’ [ cf. , , , , , ]; or it may = ‘ly’, as in , ‘angril…	ap90:28549:1	ind. A prefix substituted for or , or and or , and compounded with nouns to form adjectives and adverbs in the sense of ( a ) with, together with, along with, accompanied by, having, possessed of; , &amp;c.; ( b ) similar, like; ‘of a similar nature’; so ; ( …					shared literary witness, weighted 1/df within the lemma	gloss|lo <0.40|clean	no	646	0.092167	3.6867
viS	viS#9	aligned	0-1-1-0-0	gloss	0.308						mw:200389:1	( sg. and pl. ) the people κατ᾽ ἐξοχήν , (in the sense of those who settle on the soil; sg. also ‘a man of the third caste’, a Vaiśya ; with or or &amp;c., ‘lord of the people’, a king, sovereign), &amp;c. &amp;c	ap90:26518:2	1 A man of the third caste, a Vaiśya					shared literary witness, weighted 1/df within the lemma	gloss|lo <0.40|clean	no	646	0.092167	3.6867
vizama	vizama#12	aligned	0-1-1-0-0	gloss	0.333						mw:201922:1	unequal, irregular, dissimilar, different, inconstant, ; ; &amp;c	ap90:26618:3	2 Irregular, unequal					shared literary witness, weighted 1/df within the lemma	gloss|lo <0.40|clean	no	646	0.092167	3.6867
SUnya	SUnya#5	aligned	0-1-1-0-0	gloss	0.500						mw:220087:1	space, heaven, atmosphere	ap90:28153:14	2 The sky, space, atmosphere					shared literary witness, weighted 1/df within the lemma	gloss|mid 0.40-0.69|clean	no	1263	0.180197	7.2079
leKya	leKya#5	aligned	0-1-1-0-0	gloss	0.667						mw:182436:1	to be drawn or painted	ap90:24717:11	a. painted, drawn in picture					shared literary witness, weighted 1/df within the lemma	gloss|mid 0.40-0.69|clean	no	1263	0.180197	7.2079
vyavasTA	vyavasTA#3	aligned	0-1-1-0-0	gloss	0.667						mw:209067:1	an engagement, agreement, contract	ap90:27292:7	6 An agreement, a contract					shared literary witness, weighted 1/df within the lemma	gloss|mid 0.40-0.69|clean	no	1263	0.180197	7.2079
Sruti	Sruti#1	aligned	1-1-0-0-0	ls	1.000	pancar sis yajn			pwg:101849:6	ein Viertelton; Intervall	mw:223544:1	(in music) a particular division of the octave, a quarter tone or interval (twenty-two of these are enumerated, four constituting a major tone, three a minor, and two a semitone; they are said to be personified as nymphs)							shared literary witness, weighted 1/df within the lemma	ls|hi >=0.70|clean	no	554	0.079041	3.1616
guru	guru#7	aligned	1-1-0-0-0	ls	0.750	av rv			pwg:22685:3	schwer; überaus schwer; schwer im Magen liegend, schwer verdaulich	mw:65987:1	mf( )n. ( cf. ; comp. , once , , superl. , See ss.vv. ) heavy, weighty (opposed to ), and ; &amp;c. ( g. , )							shared literary witness, weighted 1/df within the lemma	ls|hi >=0.70|clean	no	554	0.079041	3.1616
kAmboja	kAmboja#1	aligned	1-1-0-0-0	ls	1.000	mbh r ragh rajat			pwg:16517:3	pl. = N. pr. eines Volkes und des von ihm bewohnten Landes . . . . . ( vgl. )	mw:48443:1	m. pl. N. of a people = Kamboja							shared literary witness, weighted 1/df within the lemma	ls|hi >=0.70|clean	no	554	0.079041	3.1616
kAmin	kAmin#1	aligned	1-1-2-0-0	ls	1.000	av m mbh r rv sak			pwg:16494:2	begierig, verlangend; liebend; ein Verliebter, Liebhaber; er pflegte mit ihr der Liebe; ein furchtsames Weib; Weib	mw:48337:1	amorous, enamoured, in love with ( acc. or with or ), ; ; ; ; ; &amp;c	ap90:10730:6; ap90:10730:17	1 A lover, a lustful person (paying particular attention to ladies) ‖ 3 A woman (in general)					shared literary witness, weighted 1/df within the lemma	ls|hi >=0.70|m2m	yes	1	0.000143	0.0171
BUti	BUti#3	aligned	1-1-0-0-0	ls	0.333	kathas			pwg:55316:3	kräftiges; vollkommenes Dasein; Tüchtigkeit, Tauglichkeit: Gedeihen, Heil, Wohlsein, Wohlfahrt, Wohlstand; zum Heil; Unheil, Unglück; Macht	mw:152043:1	ashes							shared literary witness, weighted 1/df within the lemma	ls|lo <0.40|clean	no	735	0.104865	4.1946
hA	hA#13	aligned	1-1-0-0-0	ls	0.333	kir			pwg:116718:2	aufspringen, wegspringen vor, weichen; den Anlauf nehmend; fliegend	mw:262501:5	to fall or come into any state							shared literary witness, weighted 1/df within the lemma	ls|lo <0.40|clean	no	735	0.104865	4.1946
