mandala	sukta	verse	pada_letter	pratika	full_citation
7	66	15	d	vahanti harito rathe	RV.7.66.15d
7	66	16	a	tac cakṣur devahitam	RV.7.66.16a; VS.36.24a; MS.4.9.20a: 136.4; TA.4.42.5a; GG.3.8.5a; ApMB.2.5.12a (ApG.7.17.7); HG.1.7.10a; MG.1.22.11a; BDh.2.5.8.12. P: tac cakṣuḥ ŚŚ.3.17.6; 4.13.1; 15.4; 10.21.11; ŚG.3.8.7; 6.6.1; PG.1.8.7; 17.6; 2.2.15; LHDh.4.50; LVyāsaDh.2.26; Rvidh.2.27.5. Cf. BṛhD.6.5,9 (B). Cf. udyantaṃ tvā mitramahaḥ
7	66	16	b	śukram uccarat	RV.7.66.16b. In reality part of pāda a. See purastāc chukram
7	66	16	c	paśyema śaradaḥ śatam	RV.7.66.16c; RVKh.1.50.3c; AVŚ.19.67.1; VS.36.24c; MS.4.9.20c: 136.4; TA.4.42.5c; GG.3.8.5c; PG.1.6.3b; 11.9d; 16.17d; HG.1.7.10c; ApMB.2.5.13; MG.1.22.11c. Cf. paśyāhi etc
7	66	16	d	jīvema śaradaḥ śatam	RV.7.66.16d; RVKh.1.50.3d; AVŚ.19.67.2; VS.36.24d; MS.4.9.20d: 136.4; TA.4.42.5d; GG.3.8.5d; PG.1.6.3b; 11.9e; 16.17e; ApMB.2.5.14; HG.1.7.10d; MG.1.22.11d. See under asau jīva
7	66	17	a	kāvyebhir adābhyā	RV.7.66.17a; AŚ.7.5.9; ŚŚ.12.2.5,15
7	66	17	b	ā yātaṃ varuṇa dyumat	RV.7.66.17b
7	66	17	c	mitraś ca somapītaye	RV.7.66.17c
7	66	18	a	divo dhāmabhir varuṇa	RV.7.66.18a
7	66	18	b	mitraś cā yātam adruhā	RV.7.66.18b
7	66	18	c	pibataṃ somam ātujī	RV.7.66.18c
7	66	19	a	ā yātaṃ mitrāvaruṇā	RV.7.66.19a; GB.2.3.13; AŚ.5.10.28
7	66	19	b	juṣāṇāv āhutiṃ narā	RV.7.66.19b
7	67	1	a	prati vāṃ rathaṃ nṛpatī jaradhyai	RV.7.67.1a. P: prati vāṃ ratham AŚ.4.15.2. Cf. BṛhD.6.4
7	67	1	b	haviṣmatā manasā yajñiyena	RV.7.67.1b
7	67	1	c	yo vāṃ dūto na dhiṣṇyāv ajīgaḥ	RV.7.67.1c
7	67	1	d	achā sūnur na pitarā vivakmi	RV.7.67.1d
7	67	2	a	aśocy agniḥ samidhāno asme	RV.7.67.2a
7	67	2	b	upo adṛśran tamasaś cid antaḥ	RV.7.67.2b
7	67	2	c	aceti ketur uṣasaḥ purastāt	RV.7.67.2c
7	67	2	d	śriye divo duhitur jāyamānaḥ	RV.7.67.2d
7	67	3	a	abhi vāṃ nūnam aśvinā suhotā	RV.7.67.3a
7	67	3	b	stomaiḥ siṣakti nāsatyā vivakvān	RV.7.67.3b
7	67	3	c	pūrvībhir yātaṃ pathyābhir arvāk	RV.7.67.3c
7	67	3	d	svarvidā vasumatā rathena	RV.7.67.3d
7	67	4	a	avor vāṃ nūnam aśvinā yuvākuḥ	RV.7.67.4a
7	67	4	b	huve yad vāṃ suta madhvī vasūyuḥ	RV.7.67.4b
7	67	4	c	ā vāṃ vahantu sthavirāso aśvāḥ	RV.7.67.4c
7	67	4	d	pibātho asme suṣutā madhūni	RV.7.67.4d
7	67	5	a	prācīm u devāśvinā dhiyaṃ me	RV.7.67.5a
7	67	5	b	amṛdhrāṃ sātaye kṛtaṃ vasūyum	RV.7.67.5b
7	67	5	c	viśvā aviṣṭaṃ vāja ā puraṃdhīḥ	RV.7.67.5c
7	67	5	d	tā naḥ śaktaṃ śacīpatī śacībhiḥ	RV.7.67.5d
7	67	6	a	aviṣṭaṃ dhīṣv aśvinā na āsu	RV.7.67.6a; TB.2.4.3.7a
7	67	6	b	prajāvad reto ahrayaṃ no astu	RV.7.67.6b; TB.2.4.3.7b
7	67	6	c	ā vāṃ toke tanaye tūtujānāḥ	RV.7.67.6c; TB.2.4.3.7c
7	67	6	d	suratnāso devavītiṃ gamema	RV.7.67.6d; 84.5c; TB.2.4.3.7d. Cf. next
7	67	7	a	eṣa sya vāṃ pūrvagatveva sakhye	RV.7.67.7a
7	67	7	b	nidhir hito mādhvī rāto asme	RV.7.67.7b
7	67	7	c	aheḍatā manasā yātam arvāk	RV.7.67.7c
7	67	7	d	aśnantā havyaṃ mānuṣīṣu vikṣu	RV.7.67.7d
7	67	8	a	ekasmin yoge bhuraṇā samāne	RV.7.67.8a
7	67	8	b	pari vāṃ sapta sravato ratho gāt	RV.7.67.8b
7	67	8	c	na vāyanti subhvo devayuktāḥ	RV.7.67.8c
7	67	8	d	ye vāṃ dhūrṣu taraṇayo vahanti	RV.7.67.8d
7	67	9	a	asaścatā maghavadbhyo hi bhūtam	RV.7.67.9a
7	67	9	b	ye rāyā maghadeyaṃ junanti	RV.7.67.9b
7	67	9	c	pra ye bandhuṃ sūnṛtābhis tirante	RV.7.67.9c
7	67	9	d	gavyā pṛñcanto aśvyā maghāni	RV.7.67.9d
7	67	10	a	nū me havam ā śṛṇutaṃ yuvānā	RV.7.67.10a; 69.8a
7	67	10	c	dhattaṃ ratnāni jarataṃ ca sūrīn	RV.7.67.10c
7	68	1	a	ā śubhrā yātam aśvinā svaśvā	RV.7.68.1a. P: ā śubhrā ŚŚ.10.12.8
7	68	1	b	giro dasrā jujuṣāṇā yuvākoḥ	RV.7.68.1b
7	68	1	c	havyāni ca pratibhṛtā vītaṃ naḥ	RV.7.68.1c
7	68	2	a	pra vām andhāṃsi madyāny asthuḥ	RV.7.68.2a; AB.4.11.20; AŚ.6.5.24. P: pra vām andhāṃsi ŚŚ.9.20.32
7	68	2	b	araṃ gantaṃ haviṣo vītaye me	RV.7.68.2b
7	68	2	c	tiro aryo havanāni śrutaṃ naḥ	RV.7.68.2c
7	68	3	a	pra vāṃ ratho manojavā iyarti	RV.7.68.3a. Cf. prec
7	68	3	b	tiro rajāṃsy aśvinā śatotiḥ	RV.7.68.3b
7	68	3	c	asmabhyaṃ sūryāvasū iyānaḥ	RV.7.68.3c
7	68	4	a	ayaṃ ha yad vāṃ devayā u adriḥ	RV.7.68.4a
7	68	4	b	ūrdhvo vivakti somasud yuvabhyām	RV.7.68.4b
7	68	4	c	ā valgū vipro vavṛtīta havyaiḥ	RV.7.68.4c
7	68	5	a	citraṃ ha yad vāṃ bhojanaṃ nv asti	RV.7.68.5a
7	68	5	b	ny atraye mahiṣvantaṃ yuyotam	RV.7.68.5b
7	68	5	c	yo vām omānaṃ dadhate priyaḥ san	RV.7.68.5c
7	68	6	a	uta tyad vāṃ jurate aśvinā bhūt	RV.7.68.6a
7	68	6	b	cyavānāya pratītyaṃ havirde	RV.7.68.6b
7	68	6	c	adhi yad varpa itaūti dhatthaḥ	RV.7.68.6c
7	68	7	a	uta tyaṃ bhujyum aśvinā sakhāyaḥ	RV.7.68.7a
7	68	7	b	madhye jahur durevāsaḥ samudre	RV.7.68.7b
7	68	7	c	nir īṃ parṣad arāvā yo yuvākuḥ	RV.7.68.7c
7	68	8	a	vṛkāya cij jasamānāya śaktam	RV.7.68.8a
7	68	8	b	uta śrutaṃ śayave hūyamānā	RV.7.68.8b
7	68	8	c	yāv aghnyām apinvatam apo na	RV.7.68.8c
7	68	8	d	staryaṃ cic chakty aśvinā śacībhiḥ	RV.7.68.8d
7	68	9	a	eṣa sya kārur jarate sūktaiḥ	RV.7.68.9a
7	68	9	b	agre budhāna uṣasāṃ sumanmā	RV.7.68.9b
7	68	9	c	iṣā taṃ vardhad aghnyā payobhiḥ	RV.7.68.9c
7	69	1	a	ā vāṃ ratho rodasī badbadhānaḥ	RV.7.69.1a; MS.4.14.10a: 229.11; TB.2.8.7.6a; ŚŚ.6.6.6
7	69	1	b	hiraṇyayo vṛṣabhir yātv agniḥ	RV.7.69.1b; MS.4.14.10b: 229.11; TB.2.8.7.7b
7	69	1	c	ghṛtavartaniḥ pavibhī rucānaḥ	RV.7.69.1c; MS.4.14.10c: 229.12; TB.2.8.7.7c
7	69	1	d	iṣāṃ voḍhā nṛpatir vājinīvān	RV.7.69.1d; MS.4.14.10d: 229.12; TB.2.8.7.7d
7	69	2	a	sa paprathāno abhi pañca bhūma	RV.7.69.2a; MS.4.14.10a: 229.13; TB.2.8.7.7a
7	69	2	b	trivandhuro manasā yātu yuktaḥ	RV.7.69.2b; MS.4.14.10b: 229.13. See tribandhuro
7	69	2	c	viśo yena gachatho devayantīḥ	RV.7.69.2c; MS.4.4.10c: 229.14; TB.2.8.7.7c. Cf. next
7	69	2	d	kutrā cid yāmam aśvinā dadhānā	RV.7.69.2d; MS.4.14.10d: 229.14; TB.2.8.7.7d
7	69	3	a	svaśvā yaśasā yātam arvāk	RV.7.69.3a; MS.4.14.10a: 229.15; TB.2.8.7.7a
7	69	3	b	dasrā nidhiṃ madhumantaṃ pibāthaḥ	RV.7.69.3b; MS.4.14.10b: 229.15; TB.2.8.7.7b
7	69	3	c	vi vāṃ ratho vadhvā yādamānaḥ	RV.7.69.3c; MS.4.14.10c: 230.1; TB.2.8.7.7c
7	69	3	d	antān divo bādhate vartanibhyām	RV.7.69.3d; MS.4.14.10d: 230.1; TB.2.8.7.8d
7	69	4	a	yuvoḥ śriyaṃ pari yoṣāvṛṇīta	RV.7.69.4a; MS.4.14.10a: 230.5; TB.2.8.7.8a
7	69	4	b	sūro duhitā paritakmyāyām	RV.7.69.4b; MS.4.14.10b: 230.5; TB.2.8.7.8b
7	69	4	c	yad devayantam avathaḥ śacībhiḥ	RV.7.69.4c; MS.4.14.10c: 230.6; TB.2.8.7.8c
7	69	4	d	pari ghraṃsam omanā vāṃ (TB. parighraṃsa vāṃ manā vāṃ) vayo gāt (TB. gām)	RV.7.69.4d; MS.4.14.10d: 230.6; TB.2.8.7.8d; N.6.4
7	69	5	a	yo ha sya vāṃ rathirā vasta usrāḥ	RV.7.69.5a; MS.4.14.10a: 230.3; KS.17.18a; TB.2.8.7.8a
7	69	5	b	ratho yujānaḥ pariyāti vartiḥ	RV.7.69.5b; MS.4.14.10b: 230.3; KS.17.18b; TB.2.8.7.8b
7	69	5	c	tena naḥ śaṃ yor uṣaso vyuṣṭau	RV.7.69.5c; MS.4.4.10c: 230.4; KS.17.18c; TB.2.8.7.8c
7	69	5	d	ny aśvinā vahataṃ yajñe asmin	RV.7.69.5d; MS.4.14.10d: 230.4; KS.17.18d; TB.2.8.7.8d
7	69	6	a	narā gaureva vidyutaṃ tṛṣāṇā	RV.7.69.6a
7	69	6	b	asmākam adya savanopa yātam	RV.7.69.6b
7	69	6	c	purutrā hi vāṃ matibhir havante	RV.7.69.6c
7	69	7	a	yuvaṃ bhujyum avaviddhaṃ samudre	RV.7.69.7a; MS.4.14.10a: 230.7; TB.2.8.7.8a
7	69	7	b	ud ūhathur arṇaso asridhānaiḥ	RV.7.69.7b; MS.4.14.10b: 230.7; TB.2.8.7.9b
7	69	7	c	patatribhir aśramair avyathibhiḥ	RV.7.69.7c; MS.4.14.10c: 230.8; TB.2.8.7.9c
7	69	7	d	daṃsanābhir aśvinā pārayantā (TB. °tām)	RV.7.69.7d; MS.4.14.10d: 230.8; TB.2.8.7.9d
7	70	1	a	ā viśvavārāśvinā gataṃ naḥ	RV.7.70.1a; AB.5.20.8; KB.26.15; AŚ.8.11.1. P: ā viśvavārā ŚŚ.10.11.5
7	70	1	b	pra tat sthānam avāci vāṃ pṛthivyām	RV.7.70.1b; KB.26.15
7	70	1	c	aśvo na vājī śunapṛṣṭho asthāt	RV.7.70.1c
7	70	1	d	ā yat sedathur dhruvase no yonim	RV.7.70.1d
7	70	2	a	siṣakti sā vāṃ sumatiś caniṣṭhā	RV.7.70.2a
7	70	2	b	atāpo gharmo manuṣo duroṇe	RV.7.70.2b
7	70	2	c	yo vāṃ samudrān saritaḥ piparti	RV.7.70.2c
7	70	2	d	etagvā cin na suyujā yujānaḥ	RV.7.70.2d
7	70	3	a	yāni sthānāny aśvinā dadhāthe	RV.7.70.3a
7	70	3	b	divo yahvīṣv oṣadhīṣu vikṣu	RV.7.70.3b
7	70	3	c	ni parvatasya mūrdhani sadantā	RV.7.70.3c
7	70	3	d	iṣaṃ janāya dāśuṣe vahantā	RV.7.70.3d
7	70	4	a	caniṣṭaṃ devā oṣadhīṣv apsu	RV.7.70.4a
7	70	4	b	yad yogyā aśnavaithe ṛṣīṇām	RV.7.70.4b
7	70	4	c	purūṇi ratnā dadhatau ny asme	RV.7.70.4c
7	70	4	d	anu pūrvāṇi cakhyathur yugāni	RV.7.70.4d
7	70	5	a	śuśruvāṃsā cid aśvinā purūṇi	RV.7.70.5a
7	70	5	b	abhi brahmāṇi cakṣāthe ṛṣīṇām	RV.7.70.5b
7	70	5	c	prati pra yātaṃ varam ā janāya	RV.7.70.5c
7	70	5	d	asme vām astu sumatiś caniṣṭhā	RV.7.70.5d. Cf. asme vo etc
7	70	6	a	yo vāṃ yajño nāsatyā haviṣmān	RV.7.70.6a
7	70	6	b	kṛtabrahmā samaryo bhavāti	RV.7.70.6b
7	70	6	c	upa pra yātaṃ varam ā vasiṣṭham	RV.7.70.6c
7	70	6	d	imā brahmāṇy ṛcyante yuvabhyām	RV.7.70.6d
7	70	7	a	iyaṃ manīṣā iyam aśvinā gīḥ	RV.7.70.7a; 71.6a
7	70	7	b	imāṃ suvṛktiṃ vṛṣaṇā juṣethām	RV.7.70.7b; 71.6b; 73.3b
7	70	7	c	imā brahmāṇi yuvayūny agman	RV.7.70.7c; 71.6c
7	71	1	a	apa svasur uṣaso nag jihīte	RV.7.71.1a; KB.26.11. P: apa svasuḥ ŚŚ.10.10.4
7	71	1	b	riṇakti kṛṣṇīr aruṣāya panthām	RV.7.71.1b
7	71	1	c	aśvāmaghā gomaghā vāṃ huvema	RV.7.71.1c; KB.26.11
7	71	1	d	divā naktaṃ śarum asmad yuyotam	RV.7.71.1d
7	71	2	a	upāyātaṃ dāśuṣe martyāya	RV.7.71.2a
7	71	2	b	rathena vāmam aśvinā vahantā	RV.7.71.2b
7	71	2	c	yuyutam asmad anirām amīvām	RV.7.71.2c
7	71	2	d	divā naktaṃ mādhvī trāsīthāṃ naḥ	RV.7.71.2d
7	71	3	a	ā vāṃ ratham avamasyāṃ vyuṣṭau	RV.7.71.3a
7	71	3	b	sumnāyavo vṛṣaṇo vartayantu	RV.7.71.3b
7	71	3	c	syūmagabhastim ṛtayugbhir aśvaiḥ	RV.7.71.3c
7	71	3	d	āśvinā vasumantaṃ vahethām	RV.7.71.3d
7	71	4	a	yo vāṃ ratho nṛpatī asti voḍhā	RV.7.71.4a
7	71	4	b	trivandhuro vasumāṃ usrayāmā	RV.7.71.4b
7	71	4	c	ā na enā nāsatyopa yātam	RV.7.71.4c
7	71	4	d	abhi yad vāṃ viśvapsnyo jigāti	RV.7.71.4d
7	71	5	a	yuvaṃ cyavānaṃ jaraso’mumuktam	RV.7.71.5a
7	71	5	c	nir aṃhasas tamasa spartam atrim	RV.7.71.5c
7	71	5	d	ni jahuṣaṃ śithire dhātam antaḥ	RV.7.71.5d
7	72	1	a	ā gomatā nāsatyā rathena	RV.7.72.1a; AB.5.16.11; 7.9.2; KB.25.2; 26.8; AŚ.3.8.1; 8.9.2. P: ā gomatā ŚŚ.10.9.4; 15.8.16,17
7	72	1	b	aśvāvatā puruścandreṇa yātam	RV.7.72.1b
7	72	1	c	abhi vāṃ viśvā niyutaḥ sacante	RV.7.72.1c
7	72	1	d	spārhayā śriyā tanvā śubhānā	RV.7.72.1d
7	72	2	a	ā no devebhir upa yātam arvāk	RV.7.72.2a
7	72	2	b	sajoṣasā nāsatyā rathena	RV.7.72.2b
7	72	2	c	yuvor hi naḥ sakhyā pitryāṇi	RV.7.72.2c
7	72	2	d	samāno bandhur uta tasya vittam	RV.7.72.2d
7	72	3	a	ud u stomāso aśvinor abudhran	RV.7.72.3a
7	72	3	b	jāmi brahmāṇy uṣasaś ca devīḥ	RV.7.72.3b
7	72	3	c	āvivāsan rodasī dhiṣṇyeme	RV.7.72.3c
7	72	3	d	achā vipro nāsatyā vivakti	RV.7.72.3d
7	72	4	a	vi ced uchanty aśvinā uṣāsaḥ	RV.7.72.4a
7	72	4	b	pra vāṃ brahmāṇi kāravo bharante	RV.7.72.4b
7	72	4	d	bṛhad agnayaḥ samidhā jarante	RV.7.72.4d
7	72	5	a	ā paścātān nāsatyā purastāt	RV.7.72.5a; 73.5a; AŚ.3.8.1
7	72	5	b	āśvinā yātam adharād udaktāt	RV.7.72.5b; 73.5b
7	72	5	c	ā viśvataḥ pāñcajanyena rāyā	RV.7.72.5c; 73.5c
7	73	1	b	prati stomaṃ devayanto dadhānāḥ	RV.7.73.1b; KS.17.18b
7	73	1	c	purudaṃsā purutamā purājā	RV.7.73.1c; KS.17.18c
7	73	1	d	amartyā havate aśvinā gīḥ	RV.7.73.1d; KS.17.18d
7	73	2	a	ny u priyo manuṣaḥ sādi hotā	RV.7.73.2a
7	73	2	b	nāsatyā yo yajate vandate ca	RV.7.73.2b
7	73	2	c	aśnītaṃ madhvo aśvinā upāke	RV.7.73.2c
7	73	2	d	ā vāṃ voce vidatheṣu prayasvān	RV.7.73.2d
7	73	3	a	aheme yajñaṃ pathām urāṇāḥ	RV.7.73.3a
7	73	3	c	śruṣṭīveva preṣito vām abodhi	RV.7.73.3c
7	73	3	d	prati stomair jaramāṇo vasiṣṭhaḥ	RV.7.73.3d
7	73	4	a	upa tyā vahnī gamato viśaṃ naḥ	RV.7.73.4a
7	73	4	b	rakṣohaṇā saṃbhṛtā vīḍupāṇī	RV.7.73.4b
7	73	4	c	sam andhāṃsy agmata matsarāṇi	RV.7.73.4c
7	73	4	d	mā no mardhiṣṭam ā gataṃ śivena	RV.7.73.4d
7	74	1	a	imā u vāṃ diviṣṭayaḥ	RV.7.74.1a; SV.1.304a; 2.103a; AB.5.6.7; AŚ.7.12.7; ŚŚ.6.6.8; 10.6.6. P: imā u vām AŚ.4.15.2
7	74	1	b	usrā havante aśvinā	RV.7.74.1b; SV.1.304b; 2.103b
7	74	1	c	ayaṃ vām ahve’vase śacīvasū	RV.7.74.1c; SV.1.304c; 2.103c
7	74	1	d	viśaṃ-viśaṃ hi gachathaḥ	RV.7.74.1d; SV.1.304d; 2.103d
7	74	2	a	yuvaṃ citraṃ dadathur bhojanaṃ narā	RV.7.74.2a; SV.2.104a
7	74	2	b	codethāṃ sūnṛtāvate	RV.7.74.2b; SV.2.104b
7	74	3	a	ā yātam upa bhūṣatam	RV.7.74.3a; VS.33.88a
7	74	3	b	madhvaḥ pibatam aśvinā	RV.7.74.3b; VS.33.88b; AŚ.4.7.4d; ŚŚ.8.15.11d. See madhoḥ etc
7	74	3	c	dugdhaṃ payo vṛṣaṇā jenyāvasū	RV.7.74.3c; VS.33.88c
7	74	3	d	mā no mardhiṣṭam ā gatam	RV.7.74.3d; VS.33.8d
7	74	4	a	aśvāso ye vām upa dāśuṣo gṛham	RV.7.74.4a
7	74	4	b	yuvāṃ dīyanti bibhrataḥ	RV.7.74.4b
7	74	4	c	makṣūyubhir narā hayebhir aśvinā	RV.7.74.4c
7	74	4	d	ā devā yātam asmayū	RV.7.74.4d
7	74	5	a	adhā ha yanto aśvinā	RV.7.74.5a
7	74	5	b	pṛkṣaḥ sacanta sūrayaḥ	RV.7.74.5b
7	74	5	c	tā yaṃsato maghavadbhyo dhruvaṃ yaśaḥ	RV.7.74.5c
7	74	5	d	chardir asmabhyaṃ nāsatyā	RV.7.74.5d
7	74	6	a	pra ye yayur avṛkāso rathā iva	RV.7.74.6a
7	74	6	b	nṛpātāro janānām	RV.7.74.6b
7	74	6	c	uta svena śavasā śūśuvur naraḥ	RV.7.74.6c
7	74	6	d	uta kṣiyanti sukṣitim	RV.7.74.6d
7	75	1	a	vy uṣā āvo divijā ṛtena	RV.7.75.1a. Ps: vy uṣā āvo divijāḥ AŚ.4.14.2; vy uṣāḥ Rvidh.2.28.1. Cf. BṛhD.6.10
7	75	1	b	āviṣkṛṇvānā mahimānam āgāt	RV.7.75.1b
7	75	1	c	apa druhas tama āvar ajuṣṭam	RV.7.75.1c
7	75	1	d	aṅgirastamā pathyā ajīgaḥ	RV.7.75.1d
7	75	2	a	mahe no adya suvitāya bodhi	RV.7.75.2a
7	75	2	b	uṣo mahe saubhagāya pra yandhi	RV.7.75.2b
7	75	2	c	citraṃ rayiṃ yaśasaṃ dhehy asme	RV.7.75.2c
7	75	2	d	devi marteṣu mānuṣi śravasyum	RV.7.75.2d
7	75	3	a	ete tye bhānavo darśatāyāḥ	RV.7.75.3a
7	75	3	b	citrā uṣaso amṛtāsa āguḥ	RV.7.75.3b
7	75	3	c	janayanto daivyāni vratāni	RV.7.75.3c
7	75	3	d	āpṛṇanto antarikṣā vy asthuḥ	RV.7.75.3d
7	75	4	a	eṣā syā yujānā parākāt	RV.7.75.4a
7	75	4	b	pañca kṣitīḥ pari sadyo jigāti	RV.7.75.4b
7	75	4	c	abhipaśyantī vayunā janānām	RV.7.75.4c
7	75	4	d	divo duhitā bhuvanasya patnī	RV.7.75.4d
7	75	5	a	vājinīvatī sūryasya yoṣā	RV.7.75.5a
7	75	5	b	citrāmaghā rāya īśe vasūnām	RV.7.75.5b
7	75	5	c	ṛṣiṣṭutā jarayantī maghonī	RV.7.75.5c
7	75	5	d	uṣā uchati vahnibhir gṛṇānā	RV.7.75.5d
7	75	6	a	prati dyutānām aruṣāso aśvāḥ	RV.7.75.6a
7	75	6	b	citrā adṛśrann uṣasaṃ vahantaḥ	RV.7.75.6b
7	75	6	c	yāti śubhrā viśvapiśā rathena	RV.7.75.6c
7	75	6	d	dadhāti ratnaṃ vidhate janāya	RV.7.75.6d
7	75	7	a	satyā satyebhir mahatī mahadbhiḥ	RV.7.75.7a. P: satyā satyebhiḥ ŚŚ.9.28.9
7	75	7	c	rujad dṛḍhāni dadad usriyāṇām	RV.7.75.7c
7	75	7	d	prati gāva uṣasaṃ vāvaśanta	RV.7.75.7d
7	75	8	a	nū no gomad vīravad dhehi ratnam	RV.7.75.8a
7	75	8	b	uṣo aśvāvad purubhojo asme	RV.7.75.8b
7	75	8	c	mā no barhiḥ puruṣatā nide kaḥ	RV.7.75.8c
7	76	1	a	ud u jyotir amṛtaṃ viśvajanyam	RV.7.76.1a; N.11.10. Cf. BṛhD.6.11 (B)
7	76	1	b	viśvānaraḥ savitā devo aśret	RV.7.76.1b; N.11.10
7	76	1	c	kratvā devānām ajaniṣṭa cakṣuḥ	RV.7.76.1c
7	76	1	d	āvir akar bhuvanaṃ viśvam uṣāḥ	RV.7.76.1d
7	76	2	a	pra me panthā devayānā adṛśran	RV.7.76.2a
7	76	2	b	amardhanto vasubhir iṣkṛtāsaḥ	RV.7.76.2b
7	76	2	c	abhūd u ketur uṣasaḥ purastāt	RV.7.76.2c
7	76	2	d	pratīcy āgād adhi harmyebhyaḥ	RV.7.76.2d
7	76	3	a	tānīd ahāni bahulāny āsan	RV.7.76.3a; PB.25.8.4a
7	76	3	b	yā prācīnam uditā sūryasya	RV.7.76.3b; PB.25.8.4b
7	76	3	c	yataḥ pari jāra ivācarantī	RV.7.76.3c; PB.25.8.4c
7	76	3	d	uṣo dadṛkṣe na punar yatīva	RV.7.76.3d. See ūṣā dadṛśe
7	76	4	a	ta id devānāṃ sadhamāda āsan	RV.7.76.4a
7	76	4	b	ṛtāvānaḥ kavayaḥ pūrvyāsaḥ	RV.7.76.4b
7	76	4	c	gūḍhaṃ jyotiḥ pitaro anv avindan	RV.7.76.4c
7	76	4	d	satyamantrā ajanayann uṣāsam	RV.7.76.4d
7	76	5	a	samāna ūrve adhi saṃgatāsaḥ	RV.7.76.5a
7	76	5	b	saṃ jānate na yatante mithas te	RV.7.76.5b
7	76	5	c	te devānāṃ na minanti vratāni	RV.7.76.5c
7	76	5	d	amardhanto vasubhir yādamānāḥ	RV.7.76.5d
7	76	6	a	prati tvā stomair īḍate vasiṣṭhāḥ	RV.7.76.6a
7	76	6	b	uṣarbudhaḥ subhage tuṣṭuvāṃsaḥ	RV.7.76.6b
7	76	6	c	gavāṃ netrī vājapatnī na ucha	RV.7.76.6c
7	76	6	d	uṣaḥ sujāte prathamā jarasva	RV.7.76.6d. Cf. uṣaḥ sūnṛte
7	76	7	a	eṣā netrī rādhasaḥ sūnṛtānām	RV.7.76.7a
7	76	7	b	uṣā uchantī ribhyate vasiṣṭhaiḥ	RV.7.76.7b
7	76	7	c	dīrghaśrutaṃ rayim asme dadhānā	RV.7.76.7c
7	77	1	a	upo ruruce yuvatir na yoṣā	RV.7.77.1a. P: upo ruruce ŚŚ.6.5.6
7	77	1	b	viśvaṃ jīvaṃ prasuvantī carāyai	RV.7.77.1b
7	77	1	c	abhūd agniḥ samidhe mānuṣāṇām	RV.7.77.1c
7	77	1	d	akar jyotir bādhamānā tamāṃsi	RV.7.77.1d
7	77	2	a	viśvaṃ pratīcī saprathā ud asthāt	RV.7.77.2a
7	77	2	b	ruśad vāso bibhratī śukram aśvait	RV.7.77.2b
7	77	2	c	hiraṇyavarṇā sudṛśīkasaṃdṛk	RV.7.77.2c
7	77	2	d	gavāṃ mātā netry ahnām aroci	RV.7.77.2d
7	77	3	a	devānāṃ cakṣuḥ subhagā vahantī	RV.7.77.3a
7	77	3	b	śvetaṃ nayantī sudṛśīkam aśvam	RV.7.77.3b
7	77	3	c	uṣā adarśi raśmibhir vyaktā	RV.7.77.3c
7	77	3	d	citrāmaghā viśvam anu prabhūtā	RV.7.77.3d
7	77	4	a	antivāmā dūre amitram ucha	RV.7.77.4a
7	77	4	b	urvīṃ gavyūtim abhayaṃ kṛdhī naḥ	RV.7.77.4b
7	77	4	c	yāvaya dveṣa ā bharā vasūni	RV.7.77.4c
7	77	4	d	codaya rādho gṛṇate maghoni	RV.7.77.4d
7	77	5	a	asme śreṣṭhebhir bhānubhir vi bhāhi	RV.7.77.5a
7	77	5	b	uṣo devi pratirantī na āyuḥ	RV.7.77.5b
7	77	5	c	iṣaṃ ca no dadhatī viśvavāre	RV.7.77.5c
7	77	5	d	gomad aśvāvad rathavac ca rādhaḥ	RV.7.77.5d
7	77	6	a	yāṃ tvā divo duhitar vardhayanti	RV.7.77.6a
7	77	6	b	uṣaḥ sujāte matibhir vasiṣṭhāḥ	RV.7.77.6b
7	77	6	c	sāsmāsu dhā rayim ṛṣvaṃ bṛhantam	RV.7.77.6c
7	78	1	a	prati ketavaḥ prathamā adṛśran	RV.7.78.1a
7	78	1	b	ūrdhvā asyā añjayo vi śrayante	RV.7.78.1b
7	78	1	c	uṣo arvācā bṛhatā rathena	RV.7.78.1c
7	78	1	d	jyotiṣmatā vāmam asmabhyaṃ vakṣi	RV.7.78.1d
7	78	2	a	prati ṣīm agnir jarate samiddhaḥ	RV.7.78.2a
7	78	2	b	prati viprāso matibhir gṛṇantaḥ	RV.7.78.2b
7	78	2	c	uṣā yāti jyotiṣā bādhamānā	RV.7.78.2c
7	78	2	d	viśvā tamāṃsi duritāpa devī	RV.7.78.2d
7	78	3	a	etā u tyāḥ praty adṛśran purastāt	RV.7.78.3a. Cf. eta u tye etc
7	78	3	b	jyotir yachantīr uṣaso vibhātīḥ	RV.7.78.3b
7	78	3	c	ajījanan sūryaṃ yajñam agnim	RV.7.78.3c
7	78	3	d	apācīnaṃ tamo agād ajuṣṭam	RV.7.78.3d
7	78	4	a	aceti divo duhitā maghonī	RV.7.78.4a
7	78	4	b	viśve paśyanty uṣasaṃ vibhātīm	RV.7.78.4b
7	78	4	c	āsthād rathaṃ svadhayā yujyamānam	RV.7.78.4c
7	78	4	d	ā yam aśvāsaḥ suyujo vahanti	RV.7.78.4d
7	78	5	a	prati tvādya sumanaso budhanta	RV.7.78.5a
