anchor_type	anchor_id	anchor_key_slp1	target_locus	source_dataset	match_method	confidence	evidence_count	dcs_lemma_iast	n_texts
dict-entry	kochergina:e11095	kvATa	lemma:134303	kochergina	exact	0.95	657	kvātha	39
dict-entry	kochergina:e11089	kva	lemma:134289	kochergina	exact	0.95	1071	kva	99
dict-entry	kochergina:e11090	kvaR	lemma:156189	kochergina	exact	0.95	28	kvaṇ	17
dict-entry	kochergina:e11090	kvaR	lemma:215587	kochergina	exact	0.95	1	kvaṇ	1
dict-entry	kochergina:e11093	kvaT	lemma:156190	kochergina	exact	0.95	91	kvath	30
dict-entry	kochergina:e11096	kvaTana	lemma:134300	kochergina	exact	0.95	3	kvathana	2
dict-entry	kochergina:e10689	kzA	lemma:134465	kochergina	exact	0.95	38	kṣā	9
dict-entry	kochergina:e10689	kzA	lemma:222380	kochergina	exact	0.95	1	kṣā	1
dict-entry	kochergina:e10697	kzAlana	lemma:135441	kochergina	exact	0.95	1	kṣālana	1
dict-entry	kochergina:e10697	kzAlana	lemma:135442	kochergina	exact	0.95	33	kṣālana	21
dict-entry	kochergina:e10700	kzAm	lemma:169737	kochergina	floor	0.85	8	kṣāṃ	5
dict-entry	kochergina:e10703	kzAma	lemma:135186	kochergina	exact	0.95	141	kṣāma	36
dict-entry	kochergina:e10705	kzAman	lemma:134475	kochergina	exact	0.95	9	kṣāman	4
dict-entry	kochergina:e10732	kzAra	lemma:135427	kochergina	exact	0.95	176	kṣāra	51
dict-entry	kochergina:e10732	kzAra	lemma:135428	kochergina	exact	0.95	842	kṣāra	60
dict-entry	kochergina:e10732	kzAra	lemma:135429	kochergina	exact	0.95	115	kṣāra	32
dict-entry	kochergina:e10737	kzAti	lemma:135185	kochergina	exact	0.95	1	kṣāti	1
dict-entry	kochergina:e10739	kzAtra	lemma:135384	kochergina	exact	0.95	76	kṣātra	19
dict-entry	kochergina:e10739	kzAtra	lemma:135385	kochergina	exact	0.95	7	kṣātra	3
dict-entry	kochergina:e10690	kzE	lemma:215090	kochergina	exact	0.95	1	kṣai	1
dict-entry	kochergina:e10691	kzEpra	lemma:135630	kochergina	exact	0.95	1	kṣaipra	1
dict-entry	kochergina:e10692	kzEta	lemma:135198	kochergina	exact	0.95	1	kṣaita	1
dict-entry	kochergina:e10693	kzEtra	lemma:135200	kochergina	exact	0.95	1	kṣaitra	1
dict-entry	kochergina:e10797	kzIRa	lemma:135465	kochergina	exact	0.95	1	kṣīṇa	1
dict-entry	kochergina:e10799	kzIRatva	lemma:134723	kochergina	exact	0.95	1	kṣīṇatva	1
dict-entry	kochergina:e10795	kzIba	lemma:134788	kochergina	exact	0.95	42	kṣība	13
dict-entry	kochergina:e10806	kzIra	lemma:135495	kochergina	exact	0.95	2347	kṣīra	139
dict-entry	kochergina:e10806	kzIra	lemma:135496	kochergina	exact	0.95	2	kṣīra	2
dict-entry	kochergina:e10813	kzIrin	lemma:135521	kochergina	exact	0.95	22	kṣīrin	19
dict-entry	kochergina:e10813	kzIrin	lemma:135522	kochergina	exact	0.95	57	kṣīrin	10
dict-entry	kochergina:e10745	kzORI	lemma:135223	kochergina	exact	0.95	5	kṣauṇī	2
dict-entry	kochergina:e10744	kzOma	lemma:135645	kochergina	exact	0.95	68	kṣauma	27
dict-entry	kochergina:e10744	kzOma	lemma:135646	kochergina	exact	0.95	1	kṣauma	1
dict-entry	kochergina:e10744	kzOma	lemma:135648	kochergina	exact	0.95	102	kṣauma	38
dict-entry	kochergina:e10748	kzOra	lemma:135652	kochergina	exact	0.95	7	kṣaura	5
dict-entry	kochergina:e10833	kzRotra	lemma:135250	kochergina	exact	0.95	1	kṣṇotra	1
dict-entry	kochergina:e10834	kzRu	lemma:213469	kochergina	exact	0.95	1	kṣṇu	1
dict-entry	kochergina:e10834	kzRu	lemma:218722	kochergina	exact	0.95	9	kṣṇu	3
dict-entry	kochergina:e10715	kzaRa	lemma:135351	kochergina	exact	0.95	1754	kṣaṇa	120
dict-entry	kochergina:e10715	kzaRa	lemma:135352	kochergina	exact	0.95	3	kṣaṇa	3
dict-entry	kochergina:e10718	kzaRana	lemma:134379	kochergina	exact	0.95	9	kṣaṇana	4
dict-entry	kochergina:e10720	kzaRika	lemma:135364	kochergina	exact	0.95	37	kṣaṇika	23
dict-entry	kochergina:e10698	kzam	lemma:134432	kochergina	exact	0.95	34	kṣam	9
dict-entry	kochergina:e10698	kzam	lemma:156193	kochergina	exact	0.95	439	kṣam	62
dict-entry	kochergina:e10698	kzam	lemma:169252	kochergina	floor	0.85	11	kṣaṃ	2
dict-entry	kochergina:e10702	kzamA	lemma:134439	kochergina	exact	0.95	5	kṣamā	4
dict-entry	kochergina:e10702	kzamA	lemma:135410	kochergina	exact	0.95	328	kṣamā	51
dict-entry	kochergina:e10701	kzama	lemma:135408	kochergina	exact	0.95	383	kṣama	70
dict-entry	kochergina:e10701	kzama	lemma:135412	kochergina	exact	0.95	2	kṣama	2
dict-entry	kochergina:e10707	kzamatA	lemma:134435	kochergina	exact	0.95	1	kṣamatā	1
dict-entry	kochergina:e10708	kzamatva	lemma:134436	kochergina	exact	0.95	5	kṣamatva	3
dict-entry	kochergina:e10711	kzamin	lemma:134463	kochergina	exact	0.95	27	kṣamin	8
dict-entry	kochergina:e10711	kzamin	lemma:174082	kochergina	exact	0.95	2	kṣamin	2
dict-entry	kochergina:e10712	kzamya	lemma:134464	kochergina	exact	0.95	2	kṣamya	1
dict-entry	kochergina:e10713	kzan	lemma:156192	kochergina	exact	0.95	276	kṣan	55
dict-entry	kochergina:e10725	kzap	lemma:135403	kochergina	exact	0.95	17	kṣap	3
dict-entry	kochergina:e10725	kzap	lemma:170042	kochergina	exact	0.95	16	kṣap	6
dict-entry	kochergina:e10727	kzapaRa	lemma:135397	kochergina	exact	0.95	2	kṣapaṇa	2
dict-entry	kochergina:e10727	kzapaRa	lemma:135399	kochergina	exact	0.95	6	kṣapaṇa	5
dict-entry	kochergina:e10727	kzapaRa	lemma:135400	kochergina	exact	0.95	10	kṣapaṇa	8
dict-entry	kochergina:e10727	kzapaRa	lemma:135402	kochergina	exact	0.95	37	kṣapaṇa	17
dict-entry	kochergina:e10729	kzapaRaka	lemma:134404	kochergina	exact	0.95	14	kṣapaṇaka	6
dict-entry	kochergina:e10730	kzar	lemma:156194	kochergina	exact	0.95	220	kṣar	50
dict-entry	kochergina:e10731	kzara	lemma:135423	kochergina	exact	0.95	66	kṣara	13
dict-entry	kochergina:e10731	kzara	lemma:135424	kochergina	exact	0.95	1	kṣara	1
dict-entry	kochergina:e10731	kzara	lemma:135425	kochergina	exact	0.95	1	kṣara	1
dict-entry	kochergina:e10734	kzata	lemma:135388	kochergina	exact	0.95	224	kṣata	46
dict-entry	kochergina:e10736	kzati	lemma:134400	kochergina	exact	0.95	31	kṣati	19
dict-entry	kochergina:e10738	kzatra	lemma:135368	kochergina	exact	0.95	1351	kṣatra	81
dict-entry	kochergina:e10738	kzatra	lemma:174635	kochergina	exact	0.95	52	kṣatra	23
dict-entry	kochergina:e10742	kzatriya	lemma:135378	kochergina	exact	0.95	7	kṣatriya	5
dict-entry	kochergina:e10742	kzatriya	lemma:135379	kochergina	exact	0.95	1574	kṣatriya	111
dict-entry	kochergina:e10742	kzatriya	lemma:135382	kochergina	exact	0.95	2	kṣatriya	2
dict-entry	kochergina:e10751	kzava	lemma:134888	kochergina	exact	0.95	23	kṣava	5
dict-entry	kochergina:e10752	kzaya	lemma:135443	kochergina	exact	0.95	5	kṣaya	3
dict-entry	kochergina:e10752	kzaya	lemma:135444	kochergina	exact	0.95	297	kṣaya	39
dict-entry	kochergina:e10752	kzaya	lemma:135459	kochergina	exact	0.95	2204	kṣaya	130
dict-entry	kochergina:e10757	kzayaRa	lemma:134613	kochergina	exact	0.95	26	kṣayaṇa	7
dict-entry	kochergina:e10757	kzayaRa	lemma:135447	kochergina	exact	0.95	1	kṣayaṇa	1
dict-entry	kochergina:e10759	kzayin	lemma:134619	kochergina	exact	0.95	27	kṣayin	18
dict-entry	kochergina:e10760	kzayizRu	lemma:134620	kochergina	exact	0.95	2	kṣayiṣṇu	2
dict-entry	kochergina:e10763	kzema	lemma:135605	kochergina	exact	0.95	79	kṣema	20
dict-entry	kochergina:e10763	kzema	lemma:135606	kochergina	exact	0.95	14	kṣema	8
dict-entry	kochergina:e10763	kzema	lemma:135607	kochergina	exact	0.95	223	kṣema	61
dict-entry	kochergina:e10768	kzemin	lemma:135183	kochergina	exact	0.95	14	kṣemin	6
dict-entry	kochergina:e10769	kzemya	lemma:135622	kochergina	exact	0.95	25	kṣemya	12
dict-entry	kochergina:e10769	kzemya	lemma:135623	kochergina	exact	0.95	5	kṣemya	2
dict-entry	kochergina:e10770	kzepa	lemma:134774	kochergina	exact	0.95	125	kṣepa	43
dict-entry	kochergina:e10773	kzepaRI	lemma:135489	kochergina	exact	0.95	7	kṣepaṇī	4
dict-entry	kochergina:e10771	kzepaka	lemma:135487	kochergina	exact	0.95	2	kṣepaka	2
dict-entry	kochergina:e10772	kzepan	lemma:223119	kochergina	exact	0.95	1	kṣepan	1
dict-entry	kochergina:e10775	kzepizWa	lemma:134781	kochergina	exact	0.95	13	kṣepiṣṭha	5
dict-entry	kochergina:e10777	kzepnu	lemma:134784	kochergina	exact	0.95	1	kṣepnu	1
dict-entry	kochergina:e10779	kzetra	lemma:135577	kochergina	exact	0.95	1007	kṣetra	110
dict-entry	kochergina:e10786	kzetrika	lemma:135599	kochergina	exact	0.95	23	kṣetrika	7
dict-entry	kochergina:e10787	kzetrin	lemma:135600	kochergina	exact	0.95	2	kṣetrin	2
dict-entry	kochergina:e10787	kzetrin	lemma:135601	kochergina	exact	0.95	14	kṣetrin	8
dict-entry	kochergina:e10788	kzetriya	lemma:135603	kochergina	exact	0.95	2	kṣetriya	2
dict-entry	kochergina:e10788	kzetriya	lemma:135604	kochergina	exact	0.95	42	kṣetriya	8
dict-entry	kochergina:e10789	kzi	lemma:134623	kochergina	exact	0.95	2	kṣi	1
dict-entry	kochergina:e10789	kzi	lemma:156196	kochergina	exact	0.95	111	kṣi	20
dict-entry	kochergina:e10789	kzi	lemma:156197	kochergina	exact	0.95	1070	kṣi	140
dict-entry	kochergina:e10789	kzi	lemma:213801	kochergina	exact	0.95	1	kṣi	1
dict-entry	kochergina:e10801	kzip	lemma:134748	kochergina	exact	0.95	17	kṣip	4
dict-entry	kochergina:e10801	kzip	lemma:156198	kochergina	exact	0.95	2461	kṣip	104
dict-entry	kochergina:e10801	kzip	lemma:213477	kochergina	exact	0.95	1	kṣip	1
dict-entry	kochergina:e10803	kzipA	lemma:135472	kochergina	exact	0.95	1	kṣipā	1
dict-entry	kochergina:e10804	kzipra	lemma:135481	kochergina	exact	0.95	131	kṣipra	34
dict-entry	kochergina:e10804	kzipra	lemma:135483	kochergina	exact	0.95	13	kṣipra	2
dict-entry	kochergina:e10805	kziprezu	lemma:134773	kochergina	exact	0.95	1	kṣipreṣu	1
dict-entry	kochergina:e10814	kzit	lemma:134536	kochergina	exact	0.95	7	kṣit	6
dict-entry	kochergina:e10814	kzit	lemma:135448	kochergina	exact	0.95	31	kṣit	14
dict-entry	kochergina:e10815	kziti	lemma:134537	kochergina	exact	0.95	1	kṣiti	1
dict-entry	kochergina:e10815	kziti	lemma:134626	kochergina	exact	0.95	15	kṣiti	4
dict-entry	kochergina:e10815	kziti	lemma:135449	kochergina	exact	0.95	605	kṣiti	102
dict-entry	kochergina:e10815	kziti	lemma:135469	kochergina	exact	0.95	28	kṣiti	9
dict-entry	kochergina:e10826	kzmA	lemma:135654	kochergina	exact	0.95	58	kṣmā	19
dict-entry	kochergina:e10835	kzoBa	lemma:135070	kochergina	exact	0.95	157	kṣobha	44
dict-entry	kochergina:e10836	kzoBaRa	lemma:135557	kochergina	exact	0.95	14	kṣobhaṇa	10
dict-entry	kochergina:e10836	kzoBaRa	lemma:173445	kochergina	exact	0.95	4	kṣobhaṇa	2
dict-entry	kochergina:e10841	kzoRi	lemma:135635	kochergina	exact	0.95	4	kṣoṇi	4
dict-entry	kochergina:e10837	kzoda	lemma:135021	kochergina	exact	0.95	15	kṣoda	10
dict-entry	kochergina:e10838	kzodas	lemma:135024	kochergina	exact	0.95	15	kṣodas	3
dict-entry	kochergina:e10839	kzodizWa	lemma:135026	kochergina	exact	0.95	10	kṣodiṣṭha	6
dict-entry	kochergina:e10842	kzu	lemma:156199	kochergina	exact	0.95	20	kṣu	15
dict-entry	kochergina:e10842	kzu	lemma:215577	kochergina	exact	0.95	1	kṣu	1
dict-entry	kochergina:e10842	kzu	lemma:218850	kochergina	exact	0.95	3	kṣu	1
dict-entry	kochergina:e10845	kzuB	lemma:135067	kochergina	exact	0.95	1	kṣubh	1
dict-entry	kochergina:e10845	kzuB	lemma:156202	kochergina	exact	0.95	236	kṣubh	39
dict-entry	kochergina:e10848	kzuD	lemma:135043	kochergina	exact	0.95	458	kṣudh	82
dict-entry	kochergina:e10848	kzuD	lemma:156201	kochergina	exact	0.95	98	kṣudh	33
dict-entry	kochergina:e10844	kzubDa	lemma:135554	kochergina	exact	0.95	1	kṣubdha	1
dict-entry	kochergina:e10847	kzud	lemma:156200	kochergina	exact	0.95	60	kṣud	30
dict-entry	kochergina:e10853	kzudra	lemma:135530	kochergina	exact	0.95	376	kṣudra	81
dict-entry	kochergina:e10853	kzudra	lemma:135531	kochergina	exact	0.95	8	kṣudra	6
dict-entry	kochergina:e10856	kzudraka	lemma:135542	kochergina	exact	0.95	13	kṣudraka	7
dict-entry	kochergina:e10856	kzudraka	lemma:135543	kochergina	exact	0.95	22	kṣudraka	9
dict-entry	kochergina:e10856	kzudraka	lemma:135545	kochergina	exact	0.95	2	kṣudraka	1
dict-entry	kochergina:e10860	kzumpa	lemma:135064	kochergina	exact	0.95	1	kṣumpa	1
dict-entry	kochergina:e10861	kzupa	lemma:135550	kochergina	exact	0.95	54	kṣupa	11
dict-entry	kochergina:e10862	kzura	lemma:135559	kochergina	exact	0.95	263	kṣura	66
dict-entry	kochergina:e10867	kzvelana	lemma:135273	kochergina	exact	0.95	1	kṣvelana	1
dict-entry	kochergina:e10869	kzviq	lemma:156203	kochergina	exact	0.95	17	kṣviḍ	9
dict-entry	kochergina:e11101	lA	lemma:214931	kochergina	exact	0.95	1	lā	1
dict-entry	kochergina:e11106	lABa	lemma:80909	kochergina	exact	0.95	573	lābha	94
dict-entry	kochergina:e44	lABin	lemma:80918	kochergina	exact	0.95	71	lābhin	7
dict-entry	kochergina:e11111	lAGava	lemma:81303	kochergina	exact	0.95	273	lāghava	43
dict-entry	kochergina:e11198	lANgUla	lemma:81343	kochergina	exact	0.95	90	lāṅgūla	26
dict-entry	kochergina:e11192	lANgala	lemma:81312	kochergina	exact	0.95	84	lāṅgala	36
dict-entry	kochergina:e11192	lANgala	lemma:81314	kochergina	exact	0.95	2	lāṅgala	2
dict-entry	kochergina:e11193	lANgalin	lemma:81337	kochergina	exact	0.95	1	lāṅgalin	1
dict-entry	kochergina:e11193	lANgalin	lemma:81338	kochergina	exact	0.95	17	lāṅgalin	9
dict-entry	kochergina:e11197	lANgula	lemma:81340	kochergina	exact	0.95	4	lāṅgula	3
dict-entry	kochergina:e11202	lAYCana	lemma:81358	kochergina	exact	0.95	31	lāñchana	16
dict-entry	kochergina:e11202	lAYCana	lemma:174553	kochergina	exact	0.95	1	lāñchana	1
dict-entry	kochergina:e11146	lAkzA	lemma:81283	kochergina	exact	0.95	220	lākṣā	60
dict-entry	kochergina:e11171	lAlA	lemma:81066	kochergina	exact	0.95	69	lālā	26
dict-entry	kochergina:e11172	lAlaka	lemma:81059	kochergina	exact	0.95	1	lālaka	1
dict-entry	kochergina:e11177	lAlana	lemma:81061	kochergina	exact	0.95	2	lālana	2
dict-entry	kochergina:e11177	lAlana	lemma:81062	kochergina	exact	0.95	3	lālana	2
dict-entry	kochergina:e11177	lAlana	lemma:81063	kochergina	exact	0.95	8	lālana	8
dict-entry	kochergina:e11178	lAlasa	lemma:81409	kochergina	exact	0.95	99	lālasa	25
dict-entry	kochergina:e11178	lAlasa	lemma:81410	kochergina	exact	0.95	3	lālasa	3
dict-entry	kochergina:e11181	lAlay	lemma:160531	kochergina	exact	0.95	59	lālay	16
dict-entry	kochergina:e45	lAlin	lemma:81082	kochergina	exact	0.95	1	lālin	1
dict-entry	kochergina:e46	lApin	lemma:80846	kochergina	exact	0.95	1	lāpin	1
dict-entry	kochergina:e11210	lAsa	lemma:81245	kochergina	exact	0.95	2	lāsa	2
dict-entry	kochergina:e11211	lAsaka	lemma:81247	kochergina	exact	0.95	4	lāsaka	3
dict-entry	kochergina:e11211	lAsaka	lemma:81248	kochergina	exact	0.95	3	lāsaka	2
dict-entry	kochergina:e11214	lAsya	lemma:81256	kochergina	exact	0.95	28	lāsya	19
dict-entry	kochergina:e47	lAva	lemma:81942	kochergina	exact	0.95	2	lāva	2
dict-entry	kochergina:e47	lAva	lemma:167523	kochergina	exact	0.95	50	lāva	14
dict-entry	kochergina:e11237	lAvaRa	lemma:81423	kochergina	exact	0.95	9	lāvaṇa	7
dict-entry	kochergina:e11237	lAvaRa	lemma:81424	kochergina	exact	0.95	1	lāvaṇa	1
dict-entry	kochergina:e11237	lAvaRa	lemma:204023	kochergina	floor	0.85	1	lāvana	1
dict-entry	kochergina:e11249	lAvaRya	lemma:81428	kochergina	exact	0.95	121	lāvaṇya	37
dict-entry	kochergina:e11234	lAvaka	lemma:81943	kochergina	exact	0.95	12	lāvaka	5
dict-entry	kochergina:e11234	lAvaka	lemma:174583	kochergina	exact	0.95	2	lāvaka	2
dict-entry	kochergina:e11234	lAvaka	lemma:176668	kochergina	exact	0.95	10	lāvaka	7
dict-entry	kochergina:e11217	lAwa	lemma:81361	kochergina	exact	0.95	12	lāṭa	7
dict-entry	kochergina:e11217	lAwa	lemma:81362	kochergina	exact	0.95	1	lāṭa	1
dict-entry	kochergina:e11280	lI	lemma:158027	kochergina	exact	0.95	268	lī	65
dict-entry	kochergina:e11280	lI	lemma:213473	kochergina	exact	0.95	2	lī	1
dict-entry	kochergina:e11289	lIlA	lemma:81729	kochergina	exact	0.95	383	līlā	59
dict-entry	kochergina:e11292	lIlAvatI	lemma:81770	kochergina	exact	0.95	12	līlāvatī	6
dict-entry	kochergina:e11300	lIna	lemma:81722	kochergina	exact	0.95	2	līna	1
dict-entry	kochergina:e11300	lIna	lemma:204484	kochergina	exact	0.95	1	līna	1
dict-entry	kochergina:e11227	lOha	lemma:67476	kochergina	exact	0.95	87	lauha	29
dict-entry	kochergina:e11227	lOha	lemma:67478	kochergina	exact	0.95	181	lauha	20
dict-entry	kochergina:e11229	lOhitya	lemma:67502	kochergina	exact	0.95	39	lauhitya	5
dict-entry	kochergina:e11229	lOhitya	lemma:67503	kochergina	exact	0.95	1	lauhitya	1
dict-entry	kochergina:e11230	lOkika	lemma:67445	kochergina	exact	0.95	190	laukika	63
dict-entry	kochergina:e11230	lOkika	lemma:67446	kochergina	exact	0.95	12	laukika	4
dict-entry	kochergina:e11230	lOkika	lemma:67447	kochergina	exact	0.95	3	laukika	3
dict-entry	kochergina:e11231	lOkya	lemma:67452	kochergina	exact	0.95	7	laukya	4
dict-entry	kochergina:e11231	lOkya	lemma:67453	kochergina	exact	0.95	1	laukya	1
dict-entry	kochergina:e11232	lOlya	lemma:67472	kochergina	exact	0.95	32	laulya	19
dict-entry	kochergina:e11405	lU	lemma:159196	kochergina	exact	0.95	81	lū	32
dict-entry	kochergina:e11405	lU	lemma:215086	kochergina	exact	0.95	4	lū	1
dict-entry	kochergina:e11414	lUkza	lemma:81964	kochergina	exact	0.95	1	lūkṣa	1
dict-entry	kochergina:e11420	lUna	lemma:81947	kochergina	exact	0.95	1	lūna	1
dict-entry	kochergina:e11420	lUna	lemma:206861	kochergina	floor	0.85	1	lūṇa	1
dict-entry	kochergina:e11431	lUtA	lemma:81965	kochergina	exact	0.95	55	lūtā	17
dict-entry	kochergina:e11099	la	lemma:169798	kochergina	floor	0.85	3	laḥ	2
dict-entry	kochergina:e11099	la	lemma:213153	kochergina	exact	0.95	12	la	6
dict-entry	kochergina:e11105	laB	lemma:158020	kochergina	exact	0.95	3345	labh	162
dict-entry	kochergina:e11112	laGiman	lemma:80650	kochergina	exact	0.95	35	laghiman	18
dict-entry	kochergina:e11113	laGizWa	lemma:80651	kochergina	exact	0.95	2	laghiṣṭha	2
dict-entry	kochergina:e11116	laGu	lemma:80490	kochergina	exact	0.95	1394	laghu	104
dict-entry	kochergina:e11116	laGu	lemma:80492	kochergina	exact	0.95	3	laghu	3
dict-entry	kochergina:e11116	laGu	lemma:175331	kochergina	exact	0.95	2	laghu	2
dict-entry	kochergina:e11123	laGutA	lemma:80531	kochergina	exact	0.95	9	laghutā	7
dict-entry	kochergina:e11124	laGutva	lemma:80533	kochergina	exact	0.95	6	laghutva	4
dict-entry	kochergina:e11125	laGvI	lemma:80493	kochergina	exact	0.95	2	laghvī	2
dict-entry	kochergina:e11190	laN	lemma:213807	kochergina	exact	0.95	7	laṅ	1
dict-entry	kochergina:e11194	laNG	lemma:157431	kochergina	exact	0.95	32	laṅgh	20
dict-entry	kochergina:e11195	laNGana	lemma:80712	kochergina	exact	0.95	175	laṅghana	38
dict-entry	kochergina:e11195	laNGana	lemma:172662	kochergina	exact	0.95	2	laṅghana	2
dict-entry	kochergina:e11196	laNGay	lemma:157432	kochergina	exact	0.95	137	laṅghay	41
dict-entry	kochergina:e11191	laNga	lemma:80702	kochergina	exact	0.95	1	laṅga	1
dict-entry	kochergina:e11200	laNkA	lemma:80672	kochergina	exact	0.95	436	laṅkā	18
dict-entry	kochergina:e11213	laSuna	lemma:81221	kochergina	exact	0.95	132	laśuna	36
dict-entry	kochergina:e11104	labDi	lemma:80894	kochergina	exact	0.95	14	labdhi	11
dict-entry	kochergina:e11109	lag	lemma:159184	kochergina	exact	0.95	236	lag	63
dict-entry	kochergina:e11126	lagna	lemma:80446	kochergina	exact	0.95	3	lagna	3
dict-entry	kochergina:e11126	lagna	lemma:80447	kochergina	exact	0.95	71	lagna	20
dict-entry	kochergina:e11129	laguqa	lemma:80481	kochergina	exact	0.95	36	laguḍa	14
dict-entry	kochergina:e11133	lahari	lemma:81266	kochergina	exact	0.95	23	lahari	11
dict-entry	kochergina:e11138	lajj	lemma:159185	kochergina	exact	0.95	109	lajj	27
dict-entry	kochergina:e11139	lajjA	lemma:80727	kochergina	exact	0.95	245	lajjā	51
dict-entry	kochergina:e11168	lakuwa	lemma:80251	kochergina	exact	0.95	4	lakuṭa	4
dict-entry	kochergina:e11143	lakz	lemma:158924	kochergina	exact	0.95	39	lakṣ	16
dict-entry	kochergina:e11144	lakza	lemma:80259	kochergina	exact	0.95	435	lakṣa	57
dict-entry	kochergina:e11148	lakzaRa	lemma:80281	kochergina	exact	0.95	1	lakṣaṇa	1
dict-entry	kochergina:e11148	lakzaRa	lemma:80282	kochergina	exact	0.95	2	lakṣaṇa	2
dict-entry	kochergina:e11148	lakzaRa	lemma:80283	kochergina	exact	0.95	2688	lakṣaṇa	164
dict-entry	kochergina:e11153	lakzaRya	lemma:80309	kochergina	exact	0.95	14	lakṣaṇya	10
dict-entry	kochergina:e11147	lakzaka	lemma:80279	kochergina	exact	0.95	1	lakṣaka	1
dict-entry	kochergina:e11147	lakzaka	lemma:80280	kochergina	exact	0.95	3	lakṣaka	3
dict-entry	kochergina:e11156	lakzin	lemma:80315	kochergina	exact	0.95	2	lakṣin	2
dict-entry	kochergina:e11160	lakzmI	lemma:80344	kochergina	exact	0.95	694	lakṣmī	95
dict-entry	kochergina:e11161	lakzmIka	lemma:217669	kochergina	exact	0.95	5	lakṣmīka	5
dict-entry	kochergina:e11162	lakzmIvant	lemma:80393	kochergina	exact	0.95	1	lakṣmīvant	1
dict-entry	kochergina:e11159	lakzmaRa	lemma:80319	kochergina	exact	0.95	4	lakṣmaṇa	2
dict-entry	kochergina:e11159	lakzmaRa	lemma:80320	kochergina	exact	0.95	1145	lakṣmaṇa	15
dict-entry	kochergina:e11159	lakzmaRa	lemma:80322	kochergina	exact	0.95	6	lakṣmaṇa	3
dict-entry	kochergina:e11158	lakzman	lemma:80341	kochergina	exact	0.95	85	lakṣman	37
dict-entry	kochergina:e11163	lakzya	lemma:80423	kochergina	exact	0.95	13	lakṣya	10
dict-entry	kochergina:e11163	lakzya	lemma:80425	kochergina	exact	0.95	204	lakṣya	38
dict-entry	kochergina:e11170	lal	lemma:158930	kochergina	exact	0.95	101	lal	31
dict-entry	kochergina:e11173	lalAma	lemma:81108	kochergina	exact	0.95	37	lalāma	8
dict-entry	kochergina:e11173	lalAma	lemma:81109	kochergina	exact	0.95	1	lalāma	1
dict-entry	kochergina:e11173	lalAma	lemma:81111	kochergina	exact	0.95	7	lalāma	5
dict-entry	kochergina:e11179	lalAwa	lemma:81087	kochergina	exact	0.95	408	lalāṭa	90
dict-entry	kochergina:e11179	lalAwa	lemma:221567	kochergina	exact	0.95	2	lalāṭa	2
dict-entry	kochergina:e11180	lalAwaka	lemma:81101	kochergina	exact	0.95	10	lalāṭaka	7
dict-entry	kochergina:e11176	lalanA	lemma:80994	kochergina	exact	0.95	52	lalanā	16
dict-entry	kochergina:e11175	lalana	lemma:80989	kochergina	exact	0.95	1	lalana	1
dict-entry	kochergina:e11175	lalana	lemma:80990	kochergina	exact	0.95	4	lalana	2
dict-entry	kochergina:e11175	lalana	lemma:80992	kochergina	exact	0.95	1	lalana	1
dict-entry	kochergina:e11183	lalita	lemma:81000	kochergina	exact	0.95	25	lalita	14
dict-entry	kochergina:e11183	lalita	lemma:81001	kochergina	exact	0.95	3	lalita	3
dict-entry	kochergina:e11183	lalita	lemma:81003	kochergina	exact	0.95	24	lalita	17
dict-entry	kochergina:e11187	lamBa	lemma:80899	kochergina	exact	0.95	8	lambha	7
dict-entry	kochergina:e11184	lamb	lemma:159187	kochergina	exact	0.95	130	lamb	40
dict-entry	kochergina:e11185	lamba	lemma:80938	kochergina	exact	0.95	74	lamba	25
dict-entry	kochergina:e11185	lamba	lemma:80939	kochergina	exact	0.95	9	lamba	6
dict-entry	kochergina:e11186	lambana	lemma:80968	kochergina	exact	0.95	5	lambana	5
dict-entry	kochergina:e11186	lambana	lemma:80969	kochergina	exact	0.95	4	lambana	4
dict-entry	kochergina:e11186	lambana	lemma:80970	kochergina	exact	0.95	3	lambana	3
dict-entry	kochergina:e11188	lambin	lemma:80979	kochergina	exact	0.95	12	lambin	8
dict-entry	kochergina:e11189	lampawa	lemma:80929	kochergina	exact	0.95	24	lampaṭa	15
dict-entry	kochergina:e11189	lampawa	lemma:80930	kochergina	exact	0.95	1	lampaṭa	1
dict-entry	kochergina:e11204	lap	lemma:158439	kochergina	exact	0.95	26	lap	11
dict-entry	kochergina:e11205	lapana	lemma:80842	kochergina	exact	0.95	6	lapana	4
dict-entry	kochergina:e11206	lapita	lemma:169439	kochergina	exact	0.95	2	lapita	2
dict-entry	kochergina:e11207	lapsudin	lemma:80853	kochergina	exact	0.95	4	lapsudin	2
dict-entry	kochergina:e11208	las	lemma:159903	kochergina	exact	0.95	59	las	20
dict-entry	kochergina:e11212	lastaka	lemma:81242	kochergina	exact	0.95	1	lastaka	1
dict-entry	kochergina:e11216	latA	lemma:80779	kochergina	exact	0.95	624	latā	80
dict-entry	kochergina:e11225	latikA	lemma:80834	kochergina	exact	0.95	21	latikā	14
dict-entry	kochergina:e11233	lava	lemma:81125	kochergina	exact	0.95	129	lava	43
dict-entry	kochergina:e11233	lava	lemma:81126	kochergina	exact	0.95	12	lava	9
dict-entry	kochergina:e11238	lavaRAbDi	lemma:81195	kochergina	exact	0.95	2	lavaṇābdhi	2
