lemma_slp1	group_id	status	shape	method	score	witnesses	flags	failure_class	pwg_sense_ids	pwg_gloss	mw_sense_ids	mw_gloss	apte_sense_ids	apte_gloss	skd_sense_ids	skd_gloss	vcp_sense_ids	vcp_gloss	note	stratum	stratum_census	stratum_population	population_share	sample_weight
tAmasa	tAmasa#6	aligned	1-0-1-0-0	ls	0.333	m			pwg:29251:4	zum; zur Finsterniss, zum Irrthum, zur Unwissenheit in Beziehung stehend			ap90:14583:3	2 ( pb ) Affected by or relating to or the quality of darkness (the third of the three qualities of nature)					shared literary witness, weighted 1/df within the lemma	ls|lo <0.40|clean	no	326	0.108198	2.5967
tantra	tantra#3	aligned	1-1-0-0-0	ls	0.333	laty			pwg:28661:6	Aufzug einer Cerimonie u. s. w.; das Grundwerk, das Durchlaufende; diejenigen Acte, welche ein Mal ausgeführt für die ganze Dauer der Handlung oder für eine Reihe von Handlungen gelten; Grundordnung, System, Zusammenhang; Ritual; durchlaufend, ein für alle Ma…	mw:82479:1	the leading or principal or essential part, main point, characteristic feature, model, type, system, framework, ; ; ; &amp;c. ( e.g. , ‘the principal action in keeping up a family i.e. propagation’, ; ifc. ‘depending on’, cf. , , , &amp;c.)							shared literary witness, weighted 1/df within the lemma	ls|lo <0.40|clean	no	326	0.108198	2.5967
apara	apara#6	aligned	1-0-1-0-0	ls	0.500	nir			pwg:3824:3	der hintere, der spätere; die zweite Hälfte des Monats; das diesseitige Ufer; das jenseitige; Abendröthe; Morgenröthe			ap90:2430:5	4 Hinder, posterior, latter, later, (in time or space) ( opp. ); the last; ; ; oft. used as first member of a genitive Tatpuruṣa comp. meaning ‘the hind part,’ ‘latter part or half’; the latter half of a month; latter half of winter; hind part of the body &am…					shared literary witness, weighted 1/df within the lemma	ls|mid 0.40-0.69|clean	no	640	0.212413	3.1862
caraRa	caraRa#5	aligned	1-1-0-0-0	ls	0.500	sarvad			pwg:73625:1	Viertel; aus vier Vierteln —, aus vier Abtheilungen bestehend	mw:72234:1	a section, subdivision, ; ( , q.v. )							shared literary witness, weighted 1/df within the lemma	ls|mid 0.40-0.69|clean	no	640	0.212413	3.1862
karRika	karRika#6	aligned	1-1-0-0-0	ls	0.500	sarng			pwg:69873:6	einer besonderen Pfeilspitze	mw:45030:1	n. a kind of arrow (the top being shaped like an ear)							shared literary witness, weighted 1/df within the lemma	ls|mid 0.40-0.69|clean	no	640	0.212413	3.1862
paYcama	paYcama#2	aligned	1-1-0-0-0	ls	0.500	vayup			pwg:41453:10	des 21sten	mw:114162:1	the 21st Kalpa (called after the musical note)							shared literary witness, weighted 1/df within the lemma	ls|mid 0.40-0.69|clean	no	640	0.212413	3.1862
sTala	sTala#2	aligned	1-1-0-0-0	ls	0.500	sarvad			pwg:113888:14	Fall; in einem derartigen Falle	mw:255215:1	situation, circumstance, case ( , ‘in such a case’)							shared literary witness, weighted 1/df within the lemma	ls|mid 0.40-0.69|clean	no	640	0.212413	3.1862
vartana	vartana#9	aligned	1-1-0-0-0	ls	0.500	hariv			pwg:88507:4	in Bewegung setzend, Leben verleihend	mw:187541:1	setting in motion, quickening, causing to live or be (also applied to Viṣṇu )							shared literary witness, weighted 1/df within the lemma	ls|mid 0.40-0.69|clean	no	640	0.212413	3.1862
vijaya	vijaya#1	aligned	1-1-0-0-0	ls	0.500	rv			pwg:91229:3	Streit um den Sieg; Sieg, Uebermacht; Besiegung, Eroberung; in den Kampf ziehend; der Sieg des Rechts; Besiegung; Eroberung	mw:194989:1	m. contest for victory, victory, conquest, triumph, superiority, &amp;c. &amp;c. ( fig. applied to ‘the sword’ and to ‘punishment’, ; )							shared literary witness, weighted 1/df within the lemma	ls|mid 0.40-0.69|clean	no	640	0.212413	3.1862
viparyaya	viparyaya#3	aligned	1-1-0-0-0	ls	0.444	kathas r			pwg:92206:8	Verkehrtheit, perversitas; ein verkehrtes Thun	mw:197708:1	perverseness							shared literary witness, weighted 1/df within the lemma	ls|mid 0.40-0.69|clean	no	640	0.212413	3.1862
prati	prati#1	aligned	1-2-1-0-0	ls	0.500	pancat vikr yajn			pwg:48120:14	in Beziehung auf, in Betreff von; wegen des Schwankens, damit sie nicht schwanke; nur in Beziehung auf diesen; was ich zuerst für die Geliebte hielt	mw:131398.44:1; mw:131398.60:1	or used distributively ( cf. ) to express at every, in or on every, severally ( e.g. , at every sacrifice, ; , ; , every year, annually, ; in this sense often comp. ; cf. above) ‖ as, for (after a verb meaning, ‘to regard or consider’; cf. )	ap90:19801:147	2 an adversary, enemy, foe, rival; ‘a rival wife’; ; , ; ; often used in comp. in the sense of ‘equal’ or ‘similar’					shared literary witness, weighted 1/df within the lemma	ls|mid 0.40-0.69|m2m	yes	2	0.000664	0.0398
utTAna	utTAna#3	aligned	2-1-1-0-0	ls	0.500	r ts			pwg:11010:4; pwg:11010:7	Erhebung, Aufbruch zu einer Handlung, zum Kampfe; rasch anʼs Werk gehend ‖ das Aufbrechen, womit-Aufhören	mw:31494:1	leaving off, ; ; &amp;c.; starting on a warlike expedition, ; ; &amp;c	ap90:7872:4	2 Rising (as of luminaries); newly risen					shared literary witness, weighted 1/df within the lemma	ls|mid 0.40-0.69|m2m	yes	2	0.000664	0.0398
