attested_form	form_key	dcs_lemma	dcs_upos	target_locus	source_dataset	evidence_count	tense_caveat	attested_via	triage_class
saṃlīyamānam	sanlīyamānam	saṃlī	VERB	dcs:254821	dcs	1	0	unsandhied	lexicon_gap
vyamuñcann	vyamuncann	vimuc	VERB	dcs:254828	dcs	1	0	surface	paradigm_gap
pinākair	pinākair	pināka	NOUN	dcs:254830	dcs	1	0	surface	paradigm_gap
vihatair	vihatair	vihan	VERB	dcs:254833	dcs	1	0	surface	lexicon_gap
sṛjantas	sṛjantas	sṛj	VERB	dcs:254835	dcs	1	0	surface	paradigm_gap
prākrośantaḥ	prākrośanta	prākruś	VERB	dcs:254838	dcs	6	0	surface+unsandhied	lexicon_gap
'prakāśe	'prakāśe	aprakāśa	ADJ	dcs:254842	dcs	1	0	surface	paradigm_gap
asaṃmohaṃ	asanmohan	asaṃmoha	NOUN	dcs:254848	dcs	1	0	surface	paradigm_gap
prādravatsu	prādravatsu	prādru	VERB	dcs:254851	dcs	2	0	surface+unsandhied	lexicon_gap
naśyamānam	naśyamānam	naś	VERB	dcs:254859	dcs	3	0	surface+unsandhied	paradigm_gap
āviśatī	āviśatī	āviś	VERB	dcs:254872	dcs	4	0	surface+unsandhied	lexicon_gap
vijihvo	vijihvo	vijihva	ADJ	dcs:254878	dcs	1	0	surface	paradigm_gap
siṃhanādair	sinhanādair	siṃhanāda	NOUN	dcs:254881	dcs	1	0	surface	paradigm_gap
vinirbhrāmya	vinirbhrāmya	vinirbhrāmay	VERB	dcs:254893	dcs	2	0	surface+unsandhied	lexicon_gap
saṃkṣobho	sankṣobho	saṃkṣobha	NOUN	dcs:254905	dcs	3	0	surface	paradigm_gap
stambhito	stambhito	stambhay	VERB	dcs:254926	dcs	4	0	surface	lexicon_gap
madhyaṃgata	madhyangata	madhyaṃgata	ADJ	dcs:254939	dcs	4	0	surface+unsandhied	lexicon_gap
vṛṇuyād	vṛnuyād	vṛ	VERB	dcs:254957	dcs	3	0	surface	paradigm_gap
rakṣeyur	rakṣeyur	rakṣ	VERB	dcs:254960	dcs	1	0	surface	paradigm_gap
dārayantī	dārayantī	dāray	VERB	dcs:254974	dcs	1	0	surface	lexicon_gap
dārayatī	dārayatī	dāray	VERB	dcs:254974	dcs	3	0	surface+unsandhied	lexicon_gap
asyamāno	asyamāno	as	VERB	dcs:254992	dcs	1	0	surface	paradigm_gap
loptāro	loptāro	loptṛ	ADJ	dcs:255008	dcs	1	0	surface	paradigm_gap
vidhamanti	vidhamanti	vidham	VERB	dcs:255018	dcs	8	0	surface+unsandhied	lexicon_gap
hriyed	hriyed	hṛ	VERB	dcs:255033	dcs	1	0	surface	paradigm_gap
hriyet	hriyet	hṛ	VERB	dcs:255033	dcs	1	0	unsandhied	paradigm_gap
yudhyatos	yudhyatos	yudh	VERB	dcs:255035	dcs	1	0	surface	paradigm_gap
'rakṣata	'rakṣata	rakṣ	VERB	dcs:255052	dcs	1	0	surface	paradigm_gap
upabhokṣyāmahe	upabhokṣyāmahe	upabhuj	VERB	dcs:255063	dcs	2	0	surface+unsandhied	lexicon_gap
nikṛndhi	nikṛndhi	nikṛt	VERB	dcs:255071	dcs	2	0	surface+unsandhied	lexicon_gap
upasthāpayad	upasthāpayad	upasthāpay	VERB	dcs:255080	dcs	1	0	surface	lexicon_gap
upasthāpayat	upasthāpayat	upasthāpay	VERB	dcs:255080	dcs	1	0	unsandhied	lexicon_gap
ājānīta	ājānīta	ājñā	VERB	dcs:255117	dcs	2	0	surface+unsandhied	paradigm_gap
vinivṛttānāṃ	vinivṛttānān	vinivṛt	VERB	dcs:255122	dcs	1	0	surface	lexicon_gap
āyastaṃ	āyastan	āyas	VERB	dcs:255143	dcs	3	0	surface	lexicon_gap
samārchan	samārchan	samṛch	VERB	dcs:255150	dcs	3	0	surface+unsandhied	lexicon_gap
samārchat	samārchat	samṛch	VERB	dcs:255150	dcs	5	0	surface+unsandhied	lexicon_gap
drāvyamāṇāni	drāvyamānāni	drāvay	VERB	dcs:255186	dcs	5	0	surface+unsandhied	lexicon_gap
mattābhyāṃ	mattābhyān	mad	VERB	dcs:255189	dcs	1	0	surface	paradigm_gap
parāśvastaḥ	parāśvasta	parāśvas	VERB	dcs:255212	dcs	2	0	surface+unsandhied	lexicon_gap
sṛjetāṃ	sṛjetān	sṛj	VERB	dcs:255236	dcs	1	0	surface	paradigm_gap
abhiyudhyasva	abhiyudhyasva	abhiyudh	VERB	dcs:255246	dcs	2	0	surface+unsandhied	lexicon_gap
vāryamāṇāṃ	vāryamānān	vāray	VERB	dcs:255255	dcs	1	0	surface	lexicon_gap
vāryamāṇām	vāryamānām	vāray	VERB	dcs:255255	dcs	3	0	surface+unsandhied	lexicon_gap
kumbhayoniṃ	kumbhayonin	kumbhayoni	NOUN	dcs:255256	dcs	5	0	surface	paradigm_gap
abhidravantu	abhidravantu	abhidru	VERB	dcs:255261	dcs	4	0	surface+unsandhied	lexicon_gap
prāpayantu	prāpayantu	prāpay	VERB	dcs:255267	dcs	2	0	surface+unsandhied	lexicon_gap
samājajñe	samājajne	samājan	VERB	dcs:255281	dcs	2	1	surface+unsandhied	lexicon_gap
anupaśyanto	anupaśyanto	anupaś	VERB	dcs:255285	dcs	2	0	surface	lexicon_gap
preṣayanta	preṣayanta	preṣay	VERB	dcs:255289	dcs	2	0	surface+unsandhied	lexicon_gap
svapnāyamānāḥ	svapnāyamānā	svapnāy	VERB	dcs:255290	dcs	2	0	surface+unsandhied	lexicon_gap
etādṛśīṃ	etādṛśīn	etādṛśa	ADJ	dcs:255298	dcs	1	0	surface	paradigm_gap
etādṛśām	etādṛśām	etādṛśa	ADJ	dcs:255298	dcs	1	0	unsandhied	paradigm_gap
nimīlayata	nimīlayata	nimīlay	VERB	dcs:255303	dcs	4	0	surface+unsandhied	lexicon_gap
saṃsādhayiṣyatha	sansādhayiṣyatha	saṃsādhay	VERB	dcs:255305	dcs	2	0	surface+unsandhied	lexicon_gap
arocayanta	arocayanta	rocay	VERB	dcs:255307	dcs	3	0	surface+unsandhied	lexicon_gap
vikrośamānasya	vikrośamānasya	vikruś	VERB	dcs:255310	dcs	6	0	surface+unsandhied	lexicon_gap
'krūraṃ	'krūran	akrūra	ADJ	dcs:255314	dcs	1	0	surface	paradigm_gap
āptavatī	āptavatī	āp	VERB	dcs:255317	dcs	2	0	surface+unsandhied	paradigm_gap
āśvastāḥ	āśvastā	āśvas	VERB	dcs:255320	dcs	4	0	surface+unsandhied	lexicon_gap
samavākṣiptāḥ	samavākṣiptā	samavākṣip	VERB	dcs:255323	dcs	2	0	surface+unsandhied	lexicon_gap
asvapad	asvapad	svap	VERB	dcs:255335	dcs	1	0	surface	paradigm_gap
asvapat	asvapat	svap	VERB	dcs:255335	dcs	2	0	unsandhied	paradigm_gap
paryagacchañ	paryagacchan	parigam	VERB	dcs:255346	dcs	2	0	surface+unsandhied	lexicon_gap
aprakhyam	aprakhyam	aprakhya	ADJ	dcs:255348	dcs	2	0	surface+unsandhied	lexicon_gap
pratiprakāśite	pratiprakāśite	pratiprakāś	VERB	dcs:255349	dcs	2	0	surface+unsandhied	lexicon_gap
bodhyamānaṃ	bodhyamānan	bodhay	VERB	dcs:255351	dcs	1	0	surface	lexicon_gap
bodhyamānam	bodhyamānam	bodhay	VERB	dcs:255351	dcs	1	0	unsandhied	lexicon_gap
viśramantaḥ	viśramanta	viśram	VERB	dcs:255360	dcs	2	0	surface+unsandhied	lexicon_gap
uddharṣito	uddharṣito	uddharṣay	VERB	dcs:255374	dcs	2	0	surface	lexicon_gap
uddharṣitaḥ	uddharṣita	uddharṣay	VERB	dcs:255374	dcs	2	0	unsandhied	lexicon_gap
anastra	anastra	anastra	NOUN	dcs:255378	dcs	4	0	surface+unsandhied	lexicon_gap
varṣamāṇo	varṣamāno	vṛṣ	VERB	dcs:255388	dcs	2	0	surface	paradigm_gap
kṣapitaṃ	kṣapitan	kṣapay	VERB	dcs:255398	dcs	3	0	surface	lexicon_gap
ceṣṭatāṃ	ceṣṭatān	ceṣṭ	VERB	dcs:255398	dcs	2	0	surface	lexicon_gap
abhipraśaṃsantam	abhipraśansantam	abhipraśaṃs	VERB	dcs:255399	dcs	2	0	surface+unsandhied	lexicon_gap
dvaidhīkṛtya	dvaidhīkṛtya	dvaidhīkṛ	VERB	dcs:255402	dcs	4	0	surface+unsandhied	lexicon_gap
vittapatir	vittapatir	vittapati	NOUN	dcs:255407	dcs	1	0	surface	paradigm_gap
ghātayiṣyasi	ghātayiṣyasi	ghātay	VERB	dcs:255415	dcs	2	0	surface+unsandhied	lexicon_gap
katthamānasya	katthamānasya	katth	VERB	dcs:255425	dcs	2	0	surface+unsandhied	paradigm_gap
saṃhṛṣṭānāṃ	sanhṛṣṭānān	saṃhṛṣ	VERB	dcs:255435	dcs	2	0	surface	lexicon_gap
muṣṇann	muṣnann	muṣ	VERB	dcs:255436	dcs	2	0	surface	paradigm_gap
tāmrīkurvann	tāmrīkurvann	tāmrīkṛ	VERB	dcs:255437	dcs	1	0	surface	lexicon_gap
tāmrīkurvan	tāmrīkurvan	tāmrīkṛ	VERB	dcs:255437	dcs	1	0	unsandhied	lexicon_gap
abhyavasṛtya	abhyavasṛtya	abhyavasṛ	VERB	dcs:255477	dcs	2	0	surface+unsandhied	lexicon_gap
pratyapiṃṣan	pratyapinṣan	pratipiṣ	VERB	dcs:255487	dcs	2	0	surface+unsandhied	lexicon_gap
vyākṣipann	vyākṣipann	vyākṣip	VERB	dcs:255489	dcs	1	0	surface	lexicon_gap
pratiyayū	pratiyayū	pratiyā	VERB	dcs:255493	dcs	1	1	surface	lexicon_gap
śapitvā	śapitvā	śap	VERB	dcs:255524	dcs	2	0	surface+unsandhied	paradigm_gap
tāḍyante	tāḍyante	tāḍay	VERB	dcs:255538	dcs	6	0	surface+unsandhied	lexicon_gap
kārmukāṇāṃ	kārmukānān	kārmuka	NOUN	dcs:255554	dcs	5	0	surface	paradigm_gap
majjatsu	majjatsu	majj	VERB	dcs:255581	dcs	2	0	surface+unsandhied	paradigm_gap
nilayanaṃ	nilayanan	nilayana	NOUN	dcs:255586	dcs	3	0	surface	paradigm_gap
saṃbhrānte	sanbhrānte	sambhram	VERB	dcs:255598	dcs	2	0	surface+unsandhied	lexicon_gap
praikṣan	praikṣan	prekṣ	VERB	dcs:255612	dcs	2	0	surface+unsandhied	lexicon_gap
dehabhedo	dehabhedo	dehabheda	NOUN	dcs:255622	dcs	2	0	surface	paradigm_gap
kārmukair	kārmukair	kārmuka	NOUN	dcs:255625	dcs	2	0	surface	paradigm_gap
amanuṣyair	amanuṣyair	amanuṣya	NOUN	dcs:255631	dcs	1	0	surface	paradigm_gap
kṛṣyamāṇaiḥ	kṛṣyamānai	kṛṣ	VERB	dcs:255631	dcs	2	0	surface+unsandhied	paradigm_gap
kirīṭair	kirīṭair	kirīṭa	NOUN	dcs:255635	dcs	1	0	surface	paradigm_gap
mukuṭair	mukuṭair	mukuṭa	NOUN	dcs:255635	dcs	1	0	surface	paradigm_gap
urasyair	urasyair	urasya	ADJ	dcs:255636	dcs	1	0	surface	paradigm_gap
maṇibhir	manibhir	maṇi	NOUN	dcs:255636	dcs	3	0	surface	paradigm_gap
'pasavyataḥ	'pasavyata	apasavya	ADJ	dcs:255643	dcs	1	0	surface	paradigm_gap
praticikīrṣantam	praticikīrṣantam	praticikīrṣ	VERB	dcs:255644	dcs	2	0	surface+unsandhied	paradigm_gap
asaṃgṛhīta	asangṛhīta	asaṃgṛhīta	ADJ	dcs:255657	dcs	2	0	surface+unsandhied	lexicon_gap
abhisaṃśliṣṭayoḥ	abhisanśliṣṭayo	abhisaṃśliṣ	VERB	dcs:255675	dcs	2	0	surface+unsandhied	lexicon_gap
samākrāmad	samākrāmad	samākram	VERB	dcs:255691	dcs	1	0	surface	lexicon_gap
upāramanta	upāramanta	uparam	VERB	dcs:255696	dcs	4	0	surface+unsandhied	lexicon_gap
udīryataḥ	udīryata	udīr	VERB	dcs:255698	dcs	3	0	surface+unsandhied	lexicon_gap
visṛjyamāneṣu	visṛjyamāneṣu	visṛj	VERB	dcs:255725	dcs	2	0	surface+unsandhied	lexicon_gap
jvālayatsu	jvālayatsu	jvālay	VERB	dcs:255725	dcs	2	0	surface+unsandhied	lexicon_gap
kṣepayituṃ	kṣepayitun	kṣepay	VERB	dcs:255735	dcs	1	0	surface	lexicon_gap
kṣepayitum	kṣepayitum	kṣepay	VERB	dcs:255735	dcs	1	0	unsandhied	lexicon_gap
hanyetāṃ	hanyetān	han	VERB	dcs:255736	dcs	1	0	surface	paradigm_gap
pratijaghnivān	pratijaghnivān	pratihan	VERB	dcs:255745	dcs	1	1	surface	lexicon_gap
pratijaghnivāḥ	pratijaghnivā	pratihan	VERB	dcs:255745	dcs	1	1	unsandhied	lexicon_gap
'nvaitāṃ	'nvaitān	anvi	VERB	dcs:255766	dcs	1	0	surface	lexicon_gap
saṃprahāram	sanprahāram	samprahāra	NOUN	dcs:255768	dcs	1	0	surface	paradigm_gap
aśastraṃ	aśastran	aśastra	ADJ	dcs:255774	dcs	2	0	surface	paradigm_gap
nālīko	nālīko	nālīka	NOUN	dcs:255775	dcs	1	0	surface	paradigm_gap
vastakaḥ	vastaka	vastaka	NOUN	dcs:255775	dcs	2	0	surface+unsandhied	lexicon_gap
kapiśo	kapiśo	kapiśa	NOUN	dcs:255776	dcs	2	0	surface	paradigm_gap
gavāsthir	gavāsthir	gavāsthi	NOUN	dcs:255776	dcs	1	0	surface	lexicon_gap
gavāsthiḥ	gavāsthi	gavāsthi	NOUN	dcs:255776	dcs	1	0	unsandhied	lexicon_gap
gajāsthikaḥ	gajāsthika	gajāsthika	NOUN	dcs:255776	dcs	2	0	surface+unsandhied	lexicon_gap
saṃśliṣṭo	sanśliṣṭo	saṃśliṣ	VERB	dcs:255777	dcs	2	0	surface	lexicon_gap
hasamānau	hasamānau	has	VERB	dcs:255793	dcs	4	0	surface+unsandhied	paradigm_gap
samagacchatām	samagacchatām	saṃgam	VERB	dcs:255793	dcs	2	0	surface+unsandhied	lexicon_gap
abhisaṃdhatse	abhisandhatse	abhisaṃdhā	VERB	dcs:255800	dcs	2	0	surface+unsandhied	paradigm_gap
evaṃvṛttaṃ	evanvṛttan	evaṃvṛtta	ADJ	dcs:255816	dcs	1	0	surface	paradigm_gap
abhyavīvṛṣat	abhyavīvṛṣat	abhivṛṣ	VERB	dcs:255832	dcs	12	1	surface+unsandhied	lexicon_gap
marṣayāmāsa	marṣayāmāsa	marṣay	VERB	dcs:255843	dcs	2	1	surface+unsandhied	lexicon_gap
yakṣyadhvaṃ	yakṣyadhvan	yaj	VERB	dcs:255859	dcs	1	0	surface	paradigm_gap
yakṣyadhvam	yakṣyadhvam	yaj	VERB	dcs:255859	dcs	1	0	unsandhied	paradigm_gap
mohayanto	mohayanto	mohay	VERB	dcs:255876	dcs	1	0	surface	lexicon_gap
utsādyamānānām	utsādyamānānām	utsāday	VERB	dcs:255877	dcs	2	0	surface+unsandhied	lexicon_gap
udīryamāṇe	udīryamāne	udīray	VERB	dcs:255880	dcs	2	0	surface+unsandhied	lexicon_gap
aśaṃsuḥ	aśansu	śaṃs	VERB	dcs:255882	dcs	2	1	surface+unsandhied	paradigm_gap
āsthīyatāṃ	āsthīyatān	āsthā	VERB	dcs:255891	dcs	1	0	surface	paradigm_gap
vyāhṛtavataḥ	vyāhṛtavata	vyāhṛ	VERB	dcs:255902	dcs	2	0	surface+unsandhied	lexicon_gap
pṛśnayo	pṛśnayo	pṛśni	NOUN	dcs:255932	dcs	6	0	surface	paradigm_gap
kariṣyantaṃ	kariṣyantan	kṛ	VERB	dcs:255950	dcs	1	0	surface	paradigm_gap
kariṣyantam	kariṣyantam	kṛ	VERB	dcs:255950	dcs	1	0	unsandhied	paradigm_gap
'nṛtaiḥ	'nṛtai	anṛta	ADJ	dcs:255955	dcs	1	0	surface	paradigm_gap
gāhamānasya	gāhamānasya	gāh	VERB	dcs:255958	dcs	2	0	surface+unsandhied	paradigm_gap
dyotato	dyotato	dyut	VERB	dcs:255988	dcs	1	0	surface	paradigm_gap
amiśrayad	amiśrayad	miśray	VERB	dcs:256016	dcs	1	0	surface	lexicon_gap
amiśrayat	amiśrayat	miśray	VERB	dcs:256016	dcs	1	0	unsandhied	lexicon_gap
praṇāśayad	pranāśayad	praṇāśay	VERB	dcs:256022	dcs	1	0	surface	lexicon_gap
praṇāśayat	pranāśayat	praṇāśay	VERB	dcs:256022	dcs	1	0	unsandhied	lexicon_gap
śoṇānāṃ	śonānān	śoṇa	ADJ	dcs:256036	dcs	1	0	surface	paradigm_gap
abhīsāro	abhīsāro	abhīsāra	NOUN	dcs:256040	dcs	1	0	surface	paradigm_gap
paryamucyanta	paryamucyanta	parimuc	VERB	dcs:256044	dcs	2	0	surface+unsandhied	lexicon_gap
'carad	'carad	car	VERB	dcs:256051	dcs	2	0	surface	paradigm_gap
samudīrṇaṃ	samudīrnan	samudīr	VERB	dcs:256054	dcs	3	0	surface	lexicon_gap
apūjayetāṃ	apūjayetān	pūjay	VERB	dcs:256069	dcs	1	0	surface	lexicon_gap
upakrīḍan	upakrīḍan	upakrīḍ	VERB	dcs:256077	dcs	2	0	surface+unsandhied	lexicon_gap
uttamāṅgānāṃ	uttamāngānān	uttamāṅga	NOUN	dcs:256084	dcs	1	0	surface	paradigm_gap
ceṣṭanto	ceṣṭanto	ceṣṭ	VERB	dcs:256089	dcs	1	0	surface	lexicon_gap
ceṣṭantaḥ	ceṣṭanta	ceṣṭ	VERB	dcs:256089	dcs	1	0	unsandhied	lexicon_gap
dīpayatī	dīpayatī	dīpay	VERB	dcs:256105	dcs	3	0	surface+unsandhied	lexicon_gap
śaṃsatī	śansatī	śaṃs	VERB	dcs:256105	dcs	2	0	surface+unsandhied	paradigm_gap
aviṣaṇṇaṃ	aviṣannan	aviṣaṇṇa	ADJ	dcs:256118	dcs	1	0	surface	lexicon_gap
aviṣaṇṇam	aviṣannam	aviṣaṇṇa	ADJ	dcs:256118	dcs	1	0	unsandhied	lexicon_gap
durvāraṇaṃ	durvāranan	durvāraṇa	ADJ	dcs:256125	dcs	3	0	surface	paradigm_gap
vivārayiṣur	vivārayiṣur	vivārayiṣu	ADJ	dcs:256126	dcs	1	0	surface	paradigm_gap
nyavārayatāṃ	nyavārayatān	nivāray	VERB	dcs:256127	dcs	1	0	surface	lexicon_gap
nyavārayatām	nyavārayatām	nivāray	VERB	dcs:256127	dcs	1	0	unsandhied	lexicon_gap
udīrayetāṃ	udīrayetān	udīray	VERB	dcs:256128	dcs	1	0	surface	lexicon_gap
udīrayetām	udīrayetām	udīray	VERB	dcs:256128	dcs	1	0	unsandhied	lexicon_gap
rakṣiṣyamāṇān	rakṣiṣyamānān	rakṣ	VERB	dcs:256132	dcs	2	0	surface+unsandhied	paradigm_gap
pracchādayann	pracchādayann	pracchāday	VERB	dcs:256134	dcs	1	0	surface	lexicon_gap
jyāyastaraṃ	jyāyastaran	jyāyastara	ADJ	dcs:256141	dcs	2	0	surface	lexicon_gap
jyāyastaram	jyāyastaram	jyāyastara	ADJ	dcs:256141	dcs	2	0	unsandhied	lexicon_gap
gacchamānaṃ	gacchamānan	gam	VERB	dcs:256178	dcs	3	0	surface	paradigm_gap
gacchamānam	gacchamānam	gam	VERB	dcs:256178	dcs	3	0	unsandhied	paradigm_gap
vicakarta	vicakarta	vikṛt	VERB	dcs:256183	dcs	8	1	surface+unsandhied	lexicon_gap
utkrośann	utkrośann	utkruś	VERB	dcs:256191	dcs	1	0	surface	lexicon_gap
utkrośan	utkrośan	utkruś	VERB	dcs:256191	dcs	2	0	surface+unsandhied	lexicon_gap
pariklinno	pariklinno	pariklid	VERB	dcs:256194	dcs	1	0	surface	lexicon_gap
saṃyāntīm	sanyāntīm	saṃyā	VERB	dcs:256204	dcs	1	0	surface	lexicon_gap
anvicchantaḥ	anvicchanta	anviṣ	VERB	dcs:256212	dcs	4	0	surface+unsandhied	lexicon_gap
adhyagacchan	adhyagacchan	adhigam	VERB	dcs:256213	dcs	2	0	surface+unsandhied	lexicon_gap
anṛtyetāṃ	anṛtyetān	nṛt	VERB	dcs:256217	dcs	1	0	surface	paradigm_gap
pariṣvakṣyāmi	pariṣvakṣyāmi	pariṣvaj	VERB	dcs:256219	dcs	2	0	surface+unsandhied	lexicon_gap
amarṣaṇīyaṃ	amarṣanīyan	amarṣaṇīya	ADJ	dcs:256239	dcs	1	0	surface	lexicon_gap
amarṣaṇīyam	amarṣanīyam	amarṣaṇīya	ADJ	dcs:256239	dcs	1	0	unsandhied	lexicon_gap
rūpatarāḥ	rūpatarā	rūpatara	ADJ	dcs:256240	dcs	2	0	surface+unsandhied	lexicon_gap
trastataraiḥ	trastatarai	trastatara	ADJ	dcs:256241	dcs	2	0	surface+unsandhied	lexicon_gap
varūthinīṃ	varūthinīn	varūthinī	NOUN	dcs:256243	dcs	1	0	surface	paradigm_gap
dvipair	dvipair	dvipa	NOUN	dcs:256247	dcs	3	0	surface	paradigm_gap
samākrośan	samākrośan	samākruś	VERB	dcs:256261	dcs	2	0	surface+unsandhied	lexicon_gap
avasthāpayase	avasthāpayase	avasthāpay	VERB	dcs:256272	dcs	2	0	surface+unsandhied	lexicon_gap
prāvartayāma	prāvartayāma	pravartay	VERB	dcs:256289	dcs	2	0	surface+unsandhied	lexicon_gap
vyanaśan	vyanaśan	vinaś	VERB	dcs:256295	dcs	2	0	surface+unsandhied	lexicon_gap
krośamānānāṃ	krośamānānān	kruś	VERB	dcs:256335	dcs	1	0	surface	paradigm_gap
ādharmikaṃ	ādharmikan	ādharmika	ADJ	dcs:256398	dcs	1	0	surface	paradigm_gap
mithyāvādī	mithyāvādī	mithyāvādin	ADJ	dcs:256401	dcs	8	0	surface+unsandhied	lexicon_gap
saṃnyāsayat	sannyāsayat	saṃnyāsay	VERB	dcs:256402	dcs	2	0	surface+unsandhied	lexicon_gap
pramathiṣyanti	pramathiṣyanti	pramath	VERB	dcs:256426	dcs	2	0	surface+unsandhied	lexicon_gap
nipātayiṣyāmi	nipātayiṣyāmi	nipātay	VERB	dcs:256430	dcs	4	0	surface+unsandhied	lexicon_gap
vadhyed	vadhyed	vadh	VERB	dcs:256443	dcs	1	0	surface	lexicon_gap
vadhyet	vadhyet	vadh	VERB	dcs:256443	dcs	1	0	unsandhied	lexicon_gap
prayācanaṃ	prayācanan	prayācana	NOUN	dcs:256446	dcs	1	0	surface	paradigm_gap
varṣiṣyasi	varṣiṣyasi	vṛṣ	VERB	dcs:256450	dcs	2	0	surface+unsandhied	paradigm_gap
jvaliṣyasi	jvaliṣyasi	jval	VERB	dcs:256451	dcs	2	0	surface+unsandhied	paradigm_gap
vidrāvayiṣyāmi	vidrāvayiṣyāmi	vidrāvay	VERB	dcs:256455	dcs	2	0	surface+unsandhied	lexicon_gap
nipateyuḥ	nipateyu	nipat	VERB	dcs:256457	dcs	2	0	surface+unsandhied	lexicon_gap
vikramatsu	vikramatsu	vikram	VERB	dcs:256457	dcs	2	0	surface+unsandhied	lexicon_gap
pravarṣiṣye	pravarṣiṣye	pravṛṣ	VERB	dcs:256458	dcs	2	0	surface+unsandhied	lexicon_gap
drāvayiṣye	drāvayiṣye	drāvay	VERB	dcs:256459	dcs	4	0	surface+unsandhied	lexicon_gap
prasakṣye	prasakṣye	prasah	VERB	dcs:256460	dcs	2	0	surface+unsandhied	paradigm_gap
saṃnyamantrayan	sannyamantrayan	saṃnimantray	VERB	dcs:256471	dcs	2	0	surface+unsandhied	lexicon_gap
mṛṣyatā	mṛṣyatā	mṛṣ	VERB	dcs:256489	dcs	4	0	surface+unsandhied	paradigm_gap
palāyanto	palāyanto	palāy	VERB	dcs:256508	dcs	1	0	surface	lexicon_gap
udīryantaḥ	udīryanta	udīr	VERB	dcs:256517	dcs	2	0	surface+unsandhied	lexicon_gap
heṣatā	heṣatā	heṣ	VERB	dcs:256536	dcs	2	0	surface+unsandhied	paradigm_gap
upacīrṇo	upacīrno	upacar	VERB	dcs:256543	dcs	1	0	surface	lexicon_gap
vikrośamāne	vikrośamāne	vikruś	VERB	dcs:256559	dcs	2	0	surface+unsandhied	lexicon_gap
akṣīyamāṇo	akṣīyamāno	akṣīyamāṇa	ADJ	dcs:256569	dcs	3	0	surface	paradigm_gap
asmābhī	asmābhī	mad	PRON	dcs:256572	dcs	2	0	surface	paradigm_gap
ativartase	ativartase	ativṛt	VERB	dcs:256591	dcs	2	0	surface+unsandhied	lexicon_gap
arhamāṇāḥ	arhamānā	arh	VERB	dcs:256599	dcs	2	0	surface+unsandhied	paradigm_gap
jugupsase	jugupsase	jugups	VERB	dcs:256605	dcs	2	0	surface+unsandhied	lexicon_gap
dārayeyaṃ	dārayeyan	dāray	VERB	dcs:256614	dcs	2	0	surface	lexicon_gap
dārayeyam	dārayeyam	dāray	VERB	dcs:256614	dcs	2	0	unsandhied	lexicon_gap
vikireyaṃ	vikireyan	vikṛ	VERB	dcs:256614	dcs	2	0	surface	lexicon_gap
vikireyam	vikireyam	vikṛ	VERB	dcs:256614	dcs	2	0	unsandhied	lexicon_gap
bhañjeyam	bhanjeyam	bhañj	VERB	dcs:256616	dcs	2	0	surface+unsandhied	paradigm_gap
droṇaputrād	dronaputrād	droṇaputra	NOUN	dcs:256618	dcs	3	0	surface	lexicon_gap
nardantaṃ	nardantan	nard	VERB	dcs:256622	dcs	2	0	surface	paradigm_gap
nardantam	nardantam	nard	VERB	dcs:256622	dcs	6	0	surface+unsandhied	paradigm_gap
'nalāt	'nalāt	anala	NOUN	dcs:256636	dcs	1	0	surface	paradigm_gap
vidharmiṇaṃ	vidharminan	vidharmin	ADJ	dcs:256641	dcs	1	0	surface	paradigm_gap
abhinandase	abhinandase	abhinand	VERB	dcs:256644	dcs	4	0	surface+unsandhied	lexicon_gap
praśasyaṃ	praśasyan	praśaṃs	VERB	dcs:256646	dcs	2	0	surface	lexicon_gap
ākruśyati	ākruśyati	ākruś	VERB	dcs:256662	dcs	4	0	surface+unsandhied	lexicon_gap
abhiniḥśvasya	abhiniḥśvasya	abhiniḥśvas	VERB	dcs:256674	dcs	8	0	surface+unsandhied	lexicon_gap
ākrośataḥ	ākrośata	ākruś	VERB	dcs:256680	dcs	4	0	surface+unsandhied	lexicon_gap
pātyase	pātyase	pātay	VERB	dcs:256680	dcs	2	0	surface+unsandhied	lexicon_gap
vyavased	vyavased	vyavasā	VERB	dcs:256685	dcs	1	0	surface	lexicon_gap
vyavaset	vyavaset	vyavasā	VERB	dcs:256685	dcs	1	0	unsandhied	lexicon_gap
dhikkṛtaṃ	dhikkṛtan	dhikkṛta	ADJ	dcs:256696	dcs	1	0	surface	paradigm_gap
pāpataraṃ	pāpataran	pāpatara	ADJ	dcs:256708	dcs	2	0	surface	paradigm_gap
vyūhamāno	vyūhamāno	vyūh	VERB	dcs:256709	dcs	1	0	surface	lexicon_gap
vyūhamānaḥ	vyūhamāna	vyūh	VERB	dcs:256709	dcs	1	0	unsandhied	lexicon_gap
vikrāmati	vikrāmati	vikram	VERB	dcs:256713	dcs	4	0	surface+unsandhied	lexicon_gap
apakṛṣṭaṃ	apakṛṣṭan	apakṛṣ	VERB	dcs:256732	dcs	1	0	surface	lexicon_gap
rakṣamāṇair	rakṣamānair	rakṣ	VERB	dcs:256737	dcs	1	0	surface	paradigm_gap
rakṣamāṇaiḥ	rakṣamānai	rakṣ	VERB	dcs:256737	dcs	1	0	unsandhied	paradigm_gap
praskandamānam	praskandamānam	praskand	VERB	dcs:256751	dcs	2	0	surface+unsandhied	lexicon_gap
kṣamayitāraḥ	kṣamayitāra	kṣamay	VERB	dcs:256767	dcs	2	0	surface+unsandhied	lexicon_gap
