anchor_key_slp1	anchor_iast	dcs_lemma_id	dcs_lemma_iast	evidence_count	pre_classification	rationale	axis	n_diff	first_diff_pos	word_len
pArvatika	pārvatika	175742	pārvatikā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
pAryam	pāryam	224591	paryam	6	likely-spurious	Single mid-word vowel-length difference (position 1 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	6
pIlaka	pīlaka	219091	pilaka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	6
pIqAy	pīḍāy	158707	pīḍay	893	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 3) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	3	5
pORqrika	pauṇḍrika	222095	pauṇḍrikā	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
pOrumadga	paurumadga	217497	paurūmadga	5	likely-spurious	Single mid-word vowel-length difference (position 3 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	9
pOrvAtiTa	paurvātitha	225388	paurvatitha	2	likely-spurious	Single mid-word vowel-length difference (position 4 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	9
pUpa	pūpa	176095	pūpā	10	likely-spurious	Short word (4 chars) with a vowel-length difference -- high collision risk, per the Q1 golden sample's confirmed pattern (relaxed tier wrong 3/3).	vowel-length	1	3	4
pUpalA	pūpalā	174559	pūpala	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
pUraRI	pūraṇī	163729	purāṇī	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	1	6
pUrvAtiTi	pūrvātithi	225389	pūrvatithi	2	likely-spurious	Single mid-word vowel-length difference (position 4 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	9
pUrvaBAzin	pūrvabhāṣin	170978	pūrvābhāṣin	1	likely-spurious	Single mid-word vowel-length difference (position 4 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	10
pUrvaSAstra	pūrvaśāstra	218157	pūrvaśastra	1	likely-spurious	Single mid-word vowel-length difference (position 6 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	6	11
pUtikIwa	pūtikīṭa	207787	pūtikīṭā	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
pUtipuzpa	pūtipuṣpa	210468	pūtipuṣpā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
paSuzWa	paśuṣṭha	92763	paśuṣṭhā	3	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
paSyata	paśyata	174365	pāśyatā	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	1	7
paYcANga	pañcāṅga	177048	pañcāṅgā	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
paYcANgika	pañcāṅgika	203995	pañcāṅgikā	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
paYcASra	pañcāśra	203980	pañcāsrā	1	likely-spurious	2 differing positions (sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	sibilant+vowel-length	2	5	8
paYcaBUta	pañcabhūta	209611	pañcabhūtā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
paYcamahiza	pañcamahiṣa	205220	pañcamāhiṣa	11	likely-spurious	Single mid-word vowel-length difference (position 6 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	6	11
paYcarAjIPala	pañcarājīphala	167874	pañcarājiphala	1	likely-spurious	Single mid-word vowel-length difference (position 8 of 13) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	8	13
padajAta	padajāta	167237	pādajāta	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	8
padmagarBa	padmagarbha	209581	padmagarbhā	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
padmaja	padmaja	214000	padmajā	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
padmapattra	padmapattra	174791	padmapattrā	1	worth-a-closer-look	Single word-final vowel-length difference on a 11-char word (position 10) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	10	11
pahlava	pahlava	218474	pāhlava	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	7
palASAKya	palāśākhya	166619	palāśākhyā	2	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
palASikA	palāśikā	175137	palāśika	2	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
palyay	palyay	224331	palyāy	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	6
parADa	parādha	224575	parādhā	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
parAKyA	parākhyā	175180	parākhya	3	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
parAmfS	parāmṛś	209418	parāmṛṣ	3	likely-spurious	Single mid-word sibilant difference (position 6 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	6	7
parItya	parītya	218289	paritya	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	7
parameSa	parameśa	168116	pārameśa	2	likely-spurious	Single mid-word vowel-length difference (position 1 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	8
parameSa	parameśa	218334	pārameśa	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	8
parasaMcAraka	parasaṃcāraka	217016	parasaṃcaraka	1	likely-spurious	Single mid-word vowel-length difference (position 8 of 13) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	8	13
paratra	paratra	214455	pāratra	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	7
paravaSa	paravaśa	207270	pāravasa	2	likely-spurious	2 differing positions (sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	sibilant+vowel-length	2	1	8
pariBARqa	paribhāṇḍa	224479	parībhāṇḍa	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	9
pariBAzaRa	paribhāṣaṇa	223193	paribhāṣaṇā	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
pariDisTa	paridhistha	209199	paridhiṣṭhā	1	likely-spurious	3 differing positions (other+sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+sibilant+vowel-length	3	6	9
pariDvaMsa	paridhvaṃsa	224458	paridhvaṃsā	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
pariGAtana	parighātana	168505	parighaṭana	1	likely-spurious	2 differing positions (other+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+vowel-length	2	5	10
pariKinna	parikhinna	168606	parīkhinna	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	9
pariRata	pariṇata	225784	parīṇaṭa	1	likely-spurious	2 differing positions (other+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+vowel-length	2	3	8
pariSri	pariśri	204218	pariśrī	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
paricCinna	paricchinna	175684	paricchinnā	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
paridiv	paridiv	162029	paridīv	42	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	7
parigaRa	parigaṇa	224916	parigāṇa	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	8
parigrahin	parigrahin	202365	parigrāhin	2	likely-spurious	Single mid-word vowel-length difference (position 6 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	6	10
parijF	parijṝ	161699	parijṛ	12	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
parikzepa	parikṣepa	215749	parīkṣepa	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	9
parimAd	parimād	217424	parimad	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	7
parimAda	parimāda	224036	pārimada	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	1	8
parimitArTa	parimitārtha	212277	parimitārthā	2	worth-a-closer-look	Single word-final vowel-length difference on a 11-char word (position 10) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	10	11
paripF	paripṝ	162072	paripṛ	203	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
paritApana	paritāpana	225206	paritapana	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	10
paritozaka	paritoṣaka	219458	pāritoṣaka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	10
parivAdin	parivādin	208464	parīvādin	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	9
parivezaka	pariveṣaka	207506	pariveśaka	1	likely-spurious	Single mid-word sibilant difference (position 6 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	6	10
parivf	parivṛ	200459	parīvṛ	15	likely-spurious	Single mid-word vowel-length difference (position 3 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	6
parivfktI	parivṛktī	224091	parivṛkti	2	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
parizeRa	pariṣeṇa	216950	pāriṣeṇā	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	1	8
pariziv	pariṣiv	162203	pariṣīv	4	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	7
parizvaNga	pariṣvaṅga	212533	parisvaṅga	1	likely-spurious	Single mid-word sibilant difference (position 4 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	4	10
parpawaka	parpaṭaka	173715	pārpaṭaka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	9
paruzI	paruṣī	218130	pāruṣī	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	6
parvaka	parvaka	170674	pārvaka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	7
parvataka	parvataka	209836	pārvataka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	9
paryavakF	paryavakṝ	162256	paryavakṛ	3	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
parzatka	parṣatka	225240	pārṣatka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	8
patama	patama	219272	pātama	12	likely-spurious	Single mid-word vowel-length difference (position 1 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	6
pattrorRa	pattrorṇa	222092	pattrorṇā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
pavat	pavat	224374	pāvat	2	likely-spurious	Single mid-word vowel-length difference (position 1 of 5) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	5
pavayitf	pavayitṛ	226488	pāvayitṛ	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	8
payAy	payāy	157462	pāyay	380	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	1	5
peSikA	peśikā	205309	peṣikā	1	likely-spurious	Single mid-word sibilant difference (position 2 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	2	6
pezIkf	peṣīkṛ	173796	peśīkṛ	2	likely-spurious	Single mid-word sibilant difference (position 2 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	2	6
pfSanI	pṛśanī	224100	pṛṣanī	1	likely-spurious	Single mid-word sibilant difference (position 2 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	2	6
pfdAku	pṛdāku	220069	pṛdākū	7	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
pfzWa	pṛṣṭha	225575	pṛṣṭhā	3	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
pfzWavAw	pṛṣṭhavāṭ	222818	pṛṣṭhavat	1	likely-spurious	2 differing positions (other+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+vowel-length	2	6	8
piNgana	piṅgana	207200	piṅgāṇa	1	likely-spurious	2 differing positions (nasal+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	nasal+vowel-length	2	4	7
piRqamustA	piṇḍamustā	211248	piṇḍamusta	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
piRqita	piṇḍita	168906	piṇḍīta	2	likely-spurious	Single mid-word vowel-length difference (position 4 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	7
piWara	piṭhara	226088	pīṭhara	3	likely-spurious	Single mid-word vowel-length difference (position 1 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	6
piWaraka	piṭharaka	212817	pīṭharaka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	8
picumanda	picumanda	168877	picumānda	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	9
pikekzaRA	pikekṣaṇā	166018	pikekṣaṇa	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
pippalAvatI	pippalāvatī	95151	pippalāvati	1	worth-a-closer-look	Single word-final vowel-length difference on a 11-char word (position 10) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	10	11
pippalIkA	pippalīkā	166900	pippalikā	8	likely-spurious	Single mid-word vowel-length difference (position 6 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	6	9
pippalIkA	pippalīkā	204582	pippalīka	2	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
pizwAta	piṣṭāta	173652	piṣṭatā	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	4	7
pizwORqI	piṣṭauṇḍī	165999	piṣṭauṇḍi	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
plIhAhantrI	plīhāhantrī	174661	plīhahantrī	1	likely-spurious	Single mid-word vowel-length difference (position 4 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	11
plavitf	plavitṛ	209976	plāvitṛ	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	7
poTikA	pothikā	212860	pothika	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
powagala	poṭagala	168683	poṭagalā	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
powwalikA	poṭṭalikā	204630	poṭṭalīka	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	6	9
pozwA	poṣṭā	205115	posta	1	likely-spurious	3 differing positions (other+sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+sibilant+vowel-length	3	2	5
prADvara	prādhvara	171734	pradhvara	8	likely-spurious	Single mid-word vowel-length difference (position 2 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	8
prAGuRaka	prāghuṇaka	218440	prāghūṇaka	1	likely-spurious	Single mid-word vowel-length difference (position 4 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	9
prARApAna	prāṇāpāna	209277	prāṇāpānā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
prARana	prāṇana	169349	prāṇanā	3	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
prARasaMyama	prāṇasaṃyama	169276	prāṇasaṃyāma	3	likely-spurious	Single mid-word vowel-length difference (position 9 of 12) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	9	12
prAdurBAva	prādurbhāva	210084	prādurbhava	2	likely-spurious	Single mid-word vowel-length difference (position 7 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	7	10
prAkftaka	prākṛtaka	225990	prakṛtaka	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	9
prAmuKya	prāmukhya	199215	pramukhya	2	likely-spurious	Single mid-word vowel-length difference (position 2 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	8
prApay	prāpay	225983	prapay	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	6
prApya	prāpya	162925	prapyā	14	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	2	6
prArC	prārch	221123	prarch	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 5) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	5
prAran	prāran	221607	praran	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	6
prAvfttika	prāvṛttika	221958	pravṛttika	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	10
prAvitf	prāvitṛ	205289	pravitṛ	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	7
praBAzin	prabhāṣin	209444	prabhāsin	1	likely-spurious	Single mid-word sibilant difference (position 5 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	5	8
praBf	prabhṛ	206949	prābhṛ	7	likely-spurious	Single mid-word vowel-length difference (position 2 of 5) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	5
praRIya	praṇīya	218244	prāṇīya	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	7
praRiDAna	praṇidhāna	199059	praṇīdhāna	3	likely-spurious	Single mid-word vowel-length difference (position 4 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	9
praRu	praṇu	217430	praṇū	25	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
praSAstf	praśāstṛ	200283	praśastṛ	1	likely-spurious	Single mid-word vowel-length difference (position 4 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	8
praSis	praśis	222331	praśiṣ	1	likely-spurious	Single mid-word sibilant difference (position 5 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	5	6
