attested_form	form_key	dcs_lemma	dcs_upos	target_locus	evidence_count	tense_caveat
atimānayā	atimānayā	atimāna	ADJ	dcs:487440	2	0
atimūrtinā	atimūrtinā	atimūrti	NOUN	dcs:697260_1	2	0
atipūruṣāṇi	atipūruṣāni	atipūruṣa	ADJ	dcs:90070	2	0
atisārām	atisārām	atisāra	NOUN	dcs:156684	2	0
atkāṁ	atkām	atka	NOUN	dcs:600046	2	0
atriṇī	atrinī	atrin	ADJ	dcs:674620	2	0
attrim	attrim	atri	NOUN	dcs:673958	2	0
attriṇaṃ	attrinam	atrin	NOUN	dcs:720806	2	0
attriṇām	attrinām	atrin	NOUN	dcs:633264_1	2	0
atīmokṣaiḥ	atīmokṣai	atimokṣa	NOUN	dcs:672109	2	0
atīmokṣān	atīmokṣān	atimokṣa	NOUN	dcs:729945	2	0
atīrokāḥ	atīrokā	atiroka	NOUN	dcs:738290	2	0
atṛpāsaḥ	atṛpāsa	atṛpa	ADJ	dcs:598066	2	0
audumbarābhiḥ	audumbarābhi	audumbara	ADJ	dcs:62261	2	0
aupamyān	aupamyān	aupamya	NOUN	dcs:369900	2	0
aurdhvadehikī	aurdhvadehikī	aurdhvadehika	ADJ	dcs:765792	2	0
avabhāsaprāptāyāṃ	avabhāsaprāptāyām	avabhāsaprāpta	NOUN	dcs:722889	2	0
avabhāsām	avabhāsām	avabhāsa	NOUN	dcs:5015	2	0
avadānau	avadānau	avadāna	NOUN	dcs:697797	2	0
avaguṇṭhanā	avagunṭhanā	avaguṇṭhana	NOUN	dcs:629714	2	0
avaguṇṭhanām	avagunṭhanām	avaguṇṭhana	NOUN	dcs:630799	2	0
avajñena	avajnena	avajñā	NOUN	dcs:567268	2	0
avakartanataḥ	avakartanata	avakartana	NOUN	dcs:756444	2	0
avakāśāni	avakāśāni	avakāśa	NOUN	dcs:226214	2	0
avalambikām	avalambikām	avalambaka	ADJ	dcs:654815	2	0
avalambikāyāḥ	avalambikāyā	avalambaka	ADJ	dcs:654958	2	0
avalepām	avalepām	avalepa	NOUN	dcs:337509	2	0
avalepāni	avalepāni	avalepa	NOUN	dcs:488019	2	0
avalgujāni	avalgujāni	avalguja	NOUN	dcs:429363	2	0
avalokanām	avalokanām	avalokana	NOUN	dcs:91420	2	0
avaprajjanataḥ	avaprajjanata	avaprajjana	NOUN	dcs:651041	2	0
avarodhāni	avarodhāni	avarodha	NOUN	dcs:630347	2	0
avasakthikaḥ	avasakthika	avasakthikā	NOUN	dcs:559450	2	0
avasthānā	avasthānā	avasthāna	NOUN	dcs:85290	2	0
avasyuvam	avasyuvam	avasyu	ADJ	dcs:599850	2	0
avasyuvaḥ	avasyuva	avasyu	ADJ	dcs:607735_1	2	0
avasādām	avasādām	avasāda	NOUN	dcs:359550	2	0
avatāraṇāḥ	avatāranā	avatāraṇa	ADJ	dcs:364230	2	0
avatāraṇī	avatāranī	avatāraṇa	ADJ	dcs:644908	2	0
avatāsaḥ	avatāsa	avata	NOUN	dcs:749038	2	0
avaśeṣāsu	avaśeṣāsu	avaśeṣa	NOUN	dcs:578253	2	0
avaśeṣāyām	avaśeṣāyām	avaśeṣa	NOUN	dcs:279409	2	0
avekṣaṇāḥ	avekṣanā	avekṣaṇa	NOUN	dcs:573099	2	0
avidhīni	avidhīni	avidhi	NOUN	dcs:98242	2	0
aviduṣṭarāsaḥ	aviduṣṭarāsa	aviduṣṭara	ADJ	dcs:609322_1	2	0
avitarau	avitarau	avitṛ	ADJ	dcs:713218_1	2	0
avyayī	avyayī	avyaya	ADJ	dcs:608379	2	0
avṛkāsaḥ	avṛkāsa	avṛka	ADJ	dcs:603243_1	2	0
ayantrā	ayantrā	ayantra	ADJ	dcs:85677	2	0
ayantrāsaḥ	ayantrāsa	ayantra	ADJ	dcs:597925	2	0
ayaśaskarām	ayaśaskarām	ayaśaskara	ADJ	dcs:206789	2	0
ayoddhā	ayoddhā	ayoddhṛ	ADJ	dcs:592510_1	2	0
ayoddhāraṃ	ayoddhāram	ayoddhṛ	ADJ	dcs:547045	2	0
ayodhyāta	ayodhyāta	ayodhyā	NOUN	dcs:614048	2	0
añjīṃr	anjīnr	añji	NOUN	dcs:610922	2	0
aśaikṣābhiḥ	aśaikṣābhi	aśaikṣa	NOUN	dcs:724315	2	0
aśanataḥ	aśanata	aśana	NOUN	dcs:622340	2	0
aśanimāṁ	aśanimām	aśanimat	ADJ	dcs:598293	2	0
aśanāyasya	aśanāyasya	aśanāyā	NOUN	dcs:501942	2	0
aśaucāḥ	aśaucā	aśauca	ADJ	dcs:510130	2	0
aśmanau	aśmanau	aśman	NOUN	dcs:63452	2	0
aśrā	aśrā	asra	NOUN	dcs:747791	2	0
aśubhi	aśubhi	aśubha	ADJ	dcs:674525	2	0
aśuciyoḥ	aśuciyo	aśuci	ADJ	dcs:85379	2	0
aśvagandhaiḥ	aśvagandhai	aśvagandhā	NOUN	dcs:8995	2	0
aśvamedhikī	aśvamedhikī	aśvamedhika	ADJ	dcs:468830	2	0
aśvamedhikīnām	aśvamedhikīnām	aśvamedhika	ADJ	dcs:757527	2	0
aśviyā	aśviyā	aśviya	NOUN	dcs:598288	2	0
aśāsanāḥ	aśāsanā	aśāsana	ADJ	dcs:372076	2	0
aṃhāḥ	anhā	aṃhas	NOUN	dcs:684455	2	0
aṃsatrā	ansatrā	aṃsatra	NOUN	dcs:598692	2	0
aṃśayā	anśayā	aṃśa	NOUN	dcs:41692	2	0
aṃśikaiḥ	anśikai	aṃśikā	NOUN	dcs:14717	2	0
aṃśikasya	anśikasya	aṃśikā	NOUN	dcs:645048	2	0
aṃśikān	anśikān	aṃśikā	NOUN	dcs:393580	2	0
aṃśukayā	anśukayā	aṃśuka	NOUN	dcs:529438	2	0
aṅgakān	angakān	aṅgaka	NOUN	dcs:574359	2	0
aṅgarāgayā	angarāgayā	aṅgarāga	NOUN	dcs:477706	2	0
aṅgarāgām	angarāgām	aṅgarāga	NOUN	dcs:568363	2	0
aṅgarāgāsu	angarāgāsu	aṅgarāga	NOUN	dcs:764508	2	0
aṅgulitrāḥ	angulitrā	aṅgulitra	NOUN	dcs:178115	2	0
aṅguliyoḥ	anguliyo	aṅguli	NOUN	dcs:475907	2	0
aṅgulāyām	angulāyām	aṅgula	NOUN	dcs:329765	2	0
aṅgulāyāḥ	angulāyā	aṅgula	NOUN	dcs:329761	2	0
aṅgulīn	angulīn	aṅguli	NOUN	dcs:241952	2	0
aṅguṣṭhayā	anguṣṭhayā	aṅguṣṭha	NOUN	dcs:748116	2	0
aṅguṣṭhābhiḥ	anguṣṭhābhi	aṅguṣṭha	NOUN	dcs:753926	2	0
aṅgārāyām	angārāyām	aṅgāra	NOUN	dcs:156758	2	0
aṅgībhiḥ	angībhi	aṅga	ADJ	dcs:339336	2	0
aṅkayā	ankayā	aṅka	NOUN	dcs:131473	2	0
aṅkurābhiḥ	ankurābhi	aṅkura	NOUN	dcs:560484	2	0
aṅkurām	ankurām	aṅkura	NOUN	dcs:574593	2	0
aṇuvoḥ	anuvo	aṇu	NOUN	dcs:47492	2	0
aṣṭacatvāriṃśatyāḥ	aṣṭacatvārinśatyā	aṣṭacatvāriṃśat	NUM	dcs:61181	2	0
aṣṭapuṣpikam	aṣṭapuṣpikam	aṣṭapuṣpikā	NOUN	dcs:630090	2	0
aṣṭādaśī	aṣṭādaśī	aṣṭādaśa	ADJ	dcs:690467	2	0
aṣṭāpadyai	aṣṭāpadyai	aṣṭāpada	ADJ	dcs:500983	2	0
aṣṭāpadyāṃ	aṣṭāpadyām	aṣṭāpada	ADJ	dcs:743276	2	0
aṣṭāpadībhiḥ	aṣṭāpadībhi	aṣṭāpada	ADJ	dcs:595943_1	2	0
aṭṭahāsi	aṭṭahāsi	aṭṭahāsin	ADJ	dcs:762012	2	0
aṭṭahāsāni	aṭṭahāsāni	aṭṭahāsa	NOUN	dcs:347713	2	0
bahuvatī	bahuvatī	bahuvat	ADJ	dcs:757132	2	0
bahvṛcataḥ	bahvṛcata	bahvṛca	NOUN	dcs:672761	2	0
bahūdanau	bahūdanau	bahūdana	NOUN	dcs:95082	2	0
bal	bal	bāl	INTJ	dcs:697199_2	2	0
balbajāni	balbajāni	balbaja	NOUN	dcs:747820	2	0
bandhakām	bandhakām	bandhaka	NOUN	dcs:53789	2	0
bandhanāsaḥ	bandhanāsa	bandhana	ADJ	dcs:599291	2	0
bandhūṃr	bandhūnr	bandhu	NOUN	dcs:608873	2	0
barhiṣmāṁ	barhiṣmām	barhiṣmat	ADJ	dcs:607752	2	0
bekanāṭāṁ	bekanāṭām	bekanāṭa	NOUN	dcs:606104	2	0
bhaddāli	bhaddāli	bhaddālin	NOUN	dcs:632886	2	0
bhadraṃkari	bhadrankari	bhadraṃkara	ADJ	dcs:469981	2	0
bhagāsaḥ	bhagāsa	bhaga	NOUN	dcs:633791_1	2	0
bhaktinām	bhaktinām	bhakti	NOUN	dcs:708913	2	0
bhallakāni	bhallakāni	bhallaka	NOUN	dcs:400156	2	0
bharitrā	bharitrā	bharitra	NOUN	dcs:673953	2	0
bharttuḥ	bharttu	bhartṛ	NOUN	dcs:631610	2	0
bharāsaḥ	bharāsa	bhara	NOUN	dcs:607286_1	2	0
bhasoḥ	bhaso	bhas	NOUN	dcs:554657	2	0
bhaumām	bhaumām	bhauma	NOUN	dcs:309946	2	0
bhavaśarma	bhavaśarma	bhavaśarman	NOUN	dcs:625469	2	0
bhavāyanau	bhavāyanau	bhavāyanā	NOUN	dcs:350548	2	0
bhayaṃkarām	bhayankarām	bhayaṃkara	ADJ	dcs:374277	2	0
bhaṇḍakām	bhanḍakām	bhaṇḍaka	NOUN	dcs:361122	2	0
bhedām	bhedām	bheda	NOUN	dcs:473942_1	2	0
bhedāyām	bhedāyām	bheda	NOUN	dcs:32158	2	0
bhikṣeṣu	bhikṣeṣu	bhikṣā	NOUN	dcs:13461	2	0
bhiṇḍipāla	bhinḍipāla	bhindipāla	NOUN	dcs:761124	2	0
bhogebhiḥ	bhogebhi	bhoga	NOUN	dcs:639612	2	0
bhramaṇāḥ	bhramanā	bhramaṇa	NOUN	dcs:406222	2	0
bhraṃśām	bhranśām	bhraṃśa	NOUN	dcs:489070	2	0
bhrātarā	bhrātarā	bhrātṛ	NOUN	dcs:601738_2	2	0
bhrātāraḥ	bhrātāra	bhrātṛ	NOUN	dcs:99894	2	0
bhrātṛvyavāṁ	bhrātṛvyavām	bhrātṛvyavat	ADJ	dcs:565013	2	0
bhuvanebhyas	bhuvanebhyas	bhuvana	NOUN	dcs:596267_1	2	0
bhuśuṇḍinā	bhuśunḍinā	bhuśuṇḍi	NOUN	dcs:347877	2	0
bhvam	bhvam	bhū	NOUN	dcs:608506	2	0
bhve	bhve	bhū	NOUN	dcs:601885	2	0
bhāgavatāyām	bhāgavatāyām	bhāgavata	ADJ	dcs:68729	2	0
bhāgineyāni	bhāgineyāni	bhāgineya	ADJ	dcs:447604	2	0
bhāllabeyasya	bhāllabeyasya	bhāllaveya	NOUN	dcs:663923	2	0
bhāllabeyaṃ	bhāllabeyam	bhāllaveya	NOUN	dcs:663948	2	0
bhāratīyā	bhāratīyā	bhāratīya	ADJ	dcs:158634	2	0
bhāsayā	bhāsayā	bhāsa	NOUN	dcs:328937	2	0
bhāsāyām	bhāsāyām	bhāsa	NOUN	dcs:433802	2	0
bhāvanebhiḥ	bhāvanebhi	bhāvanā	NOUN	dcs:327816	2	0
bhāvanikān	bhāvanikān	bhāvanikā	NOUN	dcs:615166	2	0
bhāvanātaḥ	bhāvanāta	bhāvanā	NOUN	dcs:641018	2	0
bhāvābhiḥ	bhāvābhi	bhāva	NOUN	dcs:131838	2	0
bhāvāyām	bhāvāyām	bhāva	NOUN	dcs:449358	2	0
bhāṣeṇa	bhāṣena	bhāṣā	NOUN	dcs:525667	2	0
bhīmāsaḥ	bhīmāsa	bhīma	ADJ	dcs:592644	2	0
bhīrvam	bhīrvam	bhīru	ADJ	dcs:605633	2	0
bhītitaḥ	bhītita	bhīti	NOUN	dcs:617948	2	0
bhūbhyaḥ	bhūbhya	bhū	NOUN	dcs:552167	2	0
bhūliṅgān	bhūlingān	bhūliṅga	NOUN	dcs:342700	2	0
bhūmikasya	bhūmikasya	bhūmikā	NOUN	dcs:351193	2	0
bhūmikau	bhūmikau	bhūmikā	NOUN	dcs:887	2	0
bhūmīgṛha	bhūmīgṛha	bhūmigṛha	NOUN	dcs:764201	2	0
bhūtahāri	bhūtahāri	bhūtahārin	NOUN	dcs:22167	2	0
bhūtebhiḥ	bhūtebhi	bhūta	NOUN	dcs:628362	2	0
bhūtecchadaḥ	bhūtecchada	bhūtechad	NOUN	dcs:726603	2	0
bhūtinaḥ	bhūtina	bhūti	NOUN	dcs:436856	2	0
bhūtivarma	bhūtivarma	bhūtivarman	NOUN	dcs:614513	2	0
bhūyasīṣu	bhūyasīṣu	bhūyas	ADJ	dcs:749447	2	0
bhūyau	bhūyau	bhūya	NOUN	dcs:158880	2	0
bhūyāṃsau	bhūyānsau	bhūyas	ADJ	dcs:490594_4	2	0
bhūṣebhiḥ	bhūṣebhi	bhūṣā	NOUN	dcs:379909	2	0
bhūṣu	bhūṣu	bhū	NOUN	dcs:537891	2	0
bhūṣāya	bhūṣāya	bhūṣā	NOUN	dcs:369797	2	0
bhṛṣṭinā	bhṛṣṭinā	bhṛṣṭi	NOUN	dcs:640253	2	0
bibhīdaka	bibhīdaka	vibhītaka	NOUN	dcs:699710_1	2	0
bibhīṣikām	bibhīṣikām	vibhīṣikā	NOUN	dcs:629799	2	0
bindukāni	bindukāni	binduka	NOUN	dcs:378509	2	0
bista	bista	vista	NOUN	dcs:552828	2	0
bodhakāyāḥ	bodhakāyā	bodhaka	ADJ	dcs:434600	2	0
bodhisatvebhyaḥ	bodhisatvebhya	bodhisattva	NOUN	dcs:640846	2	0
brahmajaṭaḥ	brahmajaṭa	brahmajaṭā	NOUN	dcs:438562	2	0
brahmāṇā	brahmānā	brahman	NOUN	dcs:596582_1	2	0
bubhukṣasya	bubhukṣasya	bubhukṣā	NOUN	dcs:42398	2	0
bubhukṣeṇa	bubhukṣena	bubhukṣā	NOUN	dcs:42395	2	0
budhnāsaḥ	budhnāsa	budhna	NOUN	dcs:595439	2	0
busau	busau	busa	NOUN	dcs:43553	2	0
bāhunaḥ	bāhuna	bāhu	NOUN	dcs:501490	2	0
bāhve	bāhve	bāhu	NOUN	dcs:605589_1	2	0
bākulī	bākulī	bākula	ADJ	dcs:465111	2	0
bākāḥ	bākā	bāka	NOUN	dcs:175967	2	0
bāṇaliṅgā	bānalingā	bāṇaliṅga	NOUN	dcs:44668	2	0
bāṣpayā	bāṣpayā	bāṣpa	NOUN	dcs:613387	2	0
bṛhajjyotīḥ	bṛhajjyotī	bṛhajjyotis	NOUN	dcs:381048	2	0
bṛhannaḍāyāḥ	bṛhannaḍāyā	bṛhannaḍa	NOUN	dcs:215704	2	0
bṛhaspatiyoḥ	bṛhaspatiyo	bṛhaspati	NOUN	dcs:520827	2	0
cakhvāṃsaṃ	cakhvānsam	cakhvas	ADJ	dcs:596086	2	0
cakrataḥ	cakrata	cakra	NOUN	dcs:93036	2	0
cakravākām	cakravākām	cakravāka	NOUN	dcs:477332	2	0
cakrāśma	cakrāśma	cakrāśman	NOUN	dcs:182517	2	0
cakṣuḥsu	cakṣuḥsu	cakṣus	NOUN	dcs:379004	2	0
cakṣūṃsi	cakṣūnsi	cakṣus	NOUN	dcs:633880_1	2	0
calācalāsaḥ	calācalāsa	calācala	ADJ	dcs:595317	2	0
candrikeṇa	candrikena	candrikā	NOUN	dcs:489153	2	0
candrikāṇi	candrikāni	candrikā	NOUN	dcs:489153	2	0
candrāsa	candrāsa	candra	ADJ	dcs:597460	2	0
carcanā	carcanā	carcana	NOUN	dcs:534490	2	0
cariṣṇvam	cariṣnvam	cariṣṇu	ADJ	dcs:603744_1	2	0
carmāṇaḥ	carmāna	carman	NOUN	dcs:172678	2	0
caturthayā	caturthayā	caturtha	ADJ	dcs:430693_1	2	0
caturthikam	caturthikam	caturthikā	NOUN	dcs:394594	2	0
catuṣpuṇḍraḥ	catuṣpunḍra	catuṣpuṇḍrā	NOUN	dcs:19934	2	0
cauraṅgi	caurangi	cauraṅgin	NOUN	dcs:77145	2	0
caṇakāmlakāḥ	canakāmlakā	caṇakāmlaka	NOUN	dcs:432072	2	0
caṭitakāni	caṭitakāni	caṭitaka	NOUN	dcs:653542	2	0
ceṣṭanāḥ	ceṣṭanā	ceṣṭana	NOUN	dcs:372079	2	0
chagalāṇḍāḥ	chagalānḍā	chagalāṇḍa	NOUN	dcs:535658	2	0
chandasau	chandasau	chandas	NOUN	dcs:712552	2	0
chandastaḥ	chandasta	chandas	NOUN	dcs:749127	2	0
chatrakam	chatrakam	chattraka	NOUN	dcs:667285	2	0
chatrān	chatrān	chattra	NOUN	dcs:630381	2	0
chavīni	chavīni	chavi	NOUN	dcs:29205	2	0
chaśvattamaṃ	chaśvattamam	śaśvattama	ADJ	dcs:597359	2	0
choḥ	cho	chā	NOUN	dcs:555114	2	0
chriya	chriya	śrī	NOUN	dcs:651016	2	0
churikaḥ	churika	churikā	NOUN	dcs:615575	2	0
chutudrī	chutudrī	śutudrī	NOUN	dcs:597302_1	2	0
chuṣmī	chuṣmī	śuṣmin	ADJ	dcs:599680_1	2	0
chvetaḥ	chveta	śveta	ADJ	dcs:593269_1	2	0
chālayā	chālayā	chāgā	NOUN	dcs:71921	2	0
chālī	chālī	chāgā	NOUN	dcs:101939	2	0
cidbhiṭa	cidbhiṭa	cirbhiṭa	NOUN	dcs:465296	2	0
cidātma	cidātma	cidātman	NOUN	dcs:53484	2	0
cintasya	cintasya	cintā	NOUN	dcs:521110	2	0
citragṛhān	citragṛhān	citragṛha	NOUN	dcs:131763	2	0
citraśikhaṇḍi	citraśikhanḍi	citraśikhaṇḍin	NOUN	dcs:300810	2	0
citrebhiḥ	citrebhi	citra	ADJ	dcs:600199	2	0
ciñcikam	cincikam	ciñcikā	NOUN	dcs:100604	2	0
coditārā	coditārā	coditṛ	ADJ	dcs:599782	2	0
cāpāṁ	cāpām	cāpa	NOUN	dcs:610355	2	0
cātanebhiḥ	cātanebhi	cātana	ADJ	dcs:673944	2	0
cātreṇa	cātrena	cāttra	NOUN	dcs:424037	2	0
cūḍāmaṇini	cūḍāmanini	cūḍāmaṇi	NOUN	dcs:630758	2	0
dadhnāṃ	dadhnām	dadhi	NOUN	dcs:708964	2	0
dadrūṇi	dadrūni	dadru	NOUN	dcs:100445	2	0
dahanāgurau	dahanāgurau	dahanāguru	NOUN	dcs:25120	2	0
dakṣapitāraḥ	dakṣapitāra	dakṣapitṛ	NOUN	dcs:670492	2	0
dakṣiṇātaḥ	dakṣināta	dakṣiṇā	NOUN	dcs:614061	2	0
dakṣāsa	dakṣāsa	dakṣa	ADJ	dcs:592965	2	0
damanām	damanām	damana	ADJ	dcs:423214	2	0
damāsaḥ	damāsa	dama	NOUN	dcs:636986	2	0
dantaveṣṭā	dantaveṣṭā	dantaveṣṭa	NOUN	dcs:1932	2	0
danāyūḥ	danāyū	danāyus	NOUN	dcs:163699	2	0
darbhāni	darbhāni	darbha	NOUN	dcs:459044	2	0
darbhāsaḥ	darbhāsa	darbha	NOUN	dcs:595776	2	0
darpataḥ	darpata	darpa	NOUN	dcs:621070	2	0
darśanābhiḥ	darśanābhi	darśana	NOUN	dcs:313690	2	0
darśanāsu	darśanāsu	darśana	NOUN	dcs:304427	2	0
darśanāyāḥ	darśanāyā	darśana	NOUN	dcs:489192	2	0
darśatāsaḥ	darśatāsa	darśata	ADJ	dcs:609037_1	2	0
dasyavi	dasyavi	dasyu	NOUN	dcs:604036_1	2	0
datram	datram	dattra	NOUN	dcs:597388	2	0
datre	datre	dattra	NOUN	dcs:598279	2	0
daurmanasyāḥ	daurmanasyā	daurmanasya	NOUN	dcs:365000	2	0
daṇḍavāsi	danḍavāsi	daṇḍavāsin	NOUN	dcs:418258	2	0
devadālikam	devadālikam	devadālikā	NOUN	dcs:398245	2	0
devasvāmi	devasvāmi	devasvāmin	NOUN	dcs:613319	2	0
devatasya	devatasya	devatā	NOUN	dcs:755168	2	0
devatau	devatau	devatā	NOUN	dcs:695907	2	0
devatebhyaḥ	devatebhya	devatā	NOUN	dcs:431022_1	2	0
devatumūlaṃ	devatumūlam	devatumula	NOUN	dcs:102496	2	0
devaśarma	devaśarma	devaśarman	NOUN	dcs:567089	2	0
dhairyām	dhairyām	dhairya	NOUN	dcs:304425	2	0
dharmatātaḥ	dharmatāta	dharmatā	NOUN	dcs:645888	2	0
dharmavantā	dharmavantā	dharmavat	ADJ	dcs:605265	2	0
dharmavarmaṇau	dharmavarmanau	dharmavarman	NOUN	dcs:336764	2	0
dharmavarmā	dharmavarmā	dharmavarman	NOUN	dcs:514269	2	0
dharmme	dharmme	dharma	NOUN	dcs:561612	2	0
dharmāṇā	dharmānā	dharman	NOUN	dcs:600194	2	0
dhasaḥ	dhasa	dhā	ADJ	dcs:715732	2	0
dhiyañjinvāsaḥ	dhiyanjinvāsa	dhiyaṃjinva	ADJ	dcs:602625_1	2	0
dhiṣṇiyavantaḥ	dhiṣniyavanta	dhiṣṇyavat	ADJ	dcs:671545	2	0
dhiṣṇyataḥ	dhiṣnyata	dhiṣṇya	NOUN	dcs:93158	2	0
dhmoḥ	dhmo	dhmā	NOUN	dcs:555104	2	0
dhmātarī	dhmātarī	dhmātṛ	NOUN	dcs:599254_1	2	0
dhruvebhiḥ	dhruvebhi	dhruva	ADJ	dcs:593565	2	0
dhvanini	dhvanini	dhvani	NOUN	dcs:409624	2	0
dhāmanā	dhāmanā	dhāman	NOUN	dcs:753712	2	0
dhāmārgavāṇi	dhāmārgavāni	dhāmārgava	NOUN	dcs:58180	2	0
dhānyāmlāḥ	dhānyāmlā	dhānyāmla	NOUN	dcs:60458	2	0
dhātaraḥ	dhātara	dhātṛ	NOUN	dcs:635611	2	0
dhātvaḥ	dhātva	dhātu	NOUN	dcs:37212	2	0
dhīraṇāsaḥ	dhīranāsa	dhīraṇa	ADJ	dcs:597342	2	0
dhītīn	dhītīn	dhīti	NOUN	dcs:601590	2	0
dhīṣ	dhīṣ	dhī	NOUN	dcs:595852_1	2	0
dhṛtārcīḥ	dhṛtārcī	dhṛtārcis	NOUN	dcs:340377	2	0
didṛkṣaḥ	didṛkṣa	didṛkṣā	NOUN	dcs:525995	2	0
digantarām	digantarām	digantara	NOUN	dcs:515428	2	0
digantarān	digantarān	digantara	NOUN	dcs:574768	2	0
dikpālām	dikpālām	dikpāla	NOUN	dcs:393994	2	0
divodāsebhiḥ	divodāsebhi	divodāsa	NOUN	dcs:594671_1	2	0
divyatejā	divyatejā	divyatejas	NOUN	dcs:18910	2	0
divām	divām	div	NOUN	dcs:554433	2	0
diṅmukhām	dinmukhām	diṅmukha	NOUN	dcs:617535	2	0
dohasam	dohasam	dohas	NOUN	dcs:601506	2	0
doḥṣu	doḥṣu	dos	NOUN	dcs:88477	2	0
drapsāsaḥ	drapsāsa	drapsa	NOUN	dcs:607217_1	2	0
drapsāṁ	drapsām	drapsa	NOUN	dcs:608951	2	0
dravitnvaḥ	dravitnva	dravitnu	ADJ	dcs:610320	2	0
draḍhima	draḍhima	draḍhiman	NOUN	dcs:573242	2	0
drohām	drohām	droha	NOUN	dcs:619756	2	0
druhāni	druhāni	druha	ADJ	dcs:253197	2	0
druvaḥ	druva	dru	NOUN	dcs:552562	2	0
drāghima	drāghima	drāghiman	NOUN	dcs:563322	2	0
dugūlāḥ	dugūlā	dugūla	NOUN	dcs:229693	2	0
duhitri	duhitri	duhitṛ	NOUN	dcs:527267	2	0
duhitāram	duhitāram	duhitṛ	NOUN	dcs:348427	2	0
duhitārau	duhitārau	duhitṛ	NOUN	dcs:674381	2	0
dukūlām	dukūlām	dukūla	NOUN	dcs:387064	2	0
durbhikṣāṃ	durbhikṣām	durbhikṣa	ADJ	dcs:411572	2	0
durbhyaḥ	durbhya	dus	NOUN	dcs:555440	2	0
durdaśam	durdaśam	durdaśā	NOUN	dcs:260753	2	0
durhaṇāvāṁ	durhanāvām	durhaṇāvat	ADJ	dcs:604567	2	0
durhaṇāyuvaṃ	durhanāyuvam	durhaṇāyu	ADJ	dcs:598542	2	0
duroṣāsaḥ	duroṣāsa	duroṣa	ADJ	dcs:603715_1	2	0
durvasoḥ	durvaso	turvasu	NOUN	dcs:513977	2	0
durvasuṃ	durvasum	turvasu	NOUN	dcs:513573	2	0
durvārtā	durvārtā	durvārttā	NOUN	dcs:630484	2	0
duryoṇā	duryonā	duryoṇa	ADJ	dcs:677251	2	0
dusbhyām	dusbhyām	dus	NOUN	dcs:554800	2	0
dusvapnaḥ	dusvapna	duḥsvapna	NOUN	dcs:669865	2	0
duvasyuvā	duvasyuvā	duvasyu	ADJ	dcs:607039	2	0
duḥkhata	duḥkhata	duḥkha	ADJ	dcs:632942	2	0
duḥkhatarām	duḥkhatarām	duḥkhatara	ADJ	dcs:219438	2	0
duḥśrite	duḥśrite	duḥśṛta	ADJ	dcs:687574	2	0
duḥṣvapniyaṃ	duḥṣvapniyam	duḥṣvapnya	NOUN	dcs:693152	2	0
duṣṣamam	duṣṣamam	duḥṣama	NOUN	dcs:650837	2	0
dvayāyām	dvayāyām	dvaya	NOUN	dcs:544924	2	0
dveṣasam	dveṣasam	dveṣas	NOUN	dcs:598969	2	0
dveṣataḥ	dveṣata	dveṣa	NOUN	dcs:231917	2	0
dveṣṭrī	dveṣṭrī	dveṣṭṛ	ADJ	dcs:546306	2	0
dvicatvāriṃśatyā	dvicatvārinśatyā	dvicatvāriṃśat	NUM	dcs:590155	2	0
dvidaṇḍi	dvidanḍi	dvidaṇḍin	NOUN	dcs:553964	2	0
dvirephām	dvirephām	dvirepha	NOUN	dcs:95578	2	0
dvitīyasmai	dvitīyasmai	dvitīya	ADJ	dcs:551444	2	0
dvādaśātma	dvādaśātma	dvādaśātman	NOUN	dcs:75268	2	0
dvāradarśi	dvāradarśi	dvāradarśin	NOUN	dcs:509481	2	0
dvārataḥ	dvārata	dvāra	NOUN	dcs:625945	2	0
dyavī	dyavī	div	NOUN	dcs:652030	2	0
dyukṣāsa	dyukṣāsa	dyukṣa	ADJ	dcs:597462	2	0
dyumnavāṁ	dyumnavām	dyumnavat	ADJ	dcs:599462	2	0
dyumnām	dyumnām	dyumna	NOUN	dcs:597019	2	0
dyumnāsāham	dyumnāsāham	dyumnāsah	ADJ	dcs:594427	2	0
dyutini	dyutini	dyuti	NOUN	dcs:462321	2	0
dyutīni	dyutīni	dyuti	NOUN	dcs:486088	2	0
dāhām	dāhām	dāha	NOUN	dcs:5425	2	0
dārakriyam	dārakriyam	dārakriyā	NOUN	dcs:624820	2	0
dāravām	dāravām	dārava	ADJ	dcs:96966	2	0
dāridryāḥ	dāridryā	dāridrya	NOUN	dcs:489313	2	0
dārukarṇi	dārukarni	dārukarṇin	NOUN	dcs:653994	2	0
dāruvarmaṇau	dāruvarmanau	dāruvarman	NOUN	dcs:487699	2	0
dātri	dātri	dātṛ	ADJ	dcs:457772	2	0
dāyakām	dāyakām	dāyaka	ADJ	dcs:399605	2	0
dāśārhāṃ	dāśārhām	dāśārha	ADJ	dcs:181547	2	0
dīkṣasya	dīkṣasya	dīkṣā	NOUN	dcs:558151	2	0
dīkṣātaḥ	dīkṣāta	dīkṣā	NOUN	dcs:699529_1	2	0
dīpataḥ	dīpata	dīpa	NOUN	dcs:616581	2	0
dīpikam	dīpikam	dīpikā	NOUN	dcs:619394	2	0
dīpāyām	dīpāyām	dīpa	NOUN	dcs:616572	2	0
dūrśebhiḥ	dūrśebhi	dūrśa	NOUN	dcs:634441_1	2	0
