slp1	hom	sense_id	n_ls	n_ls_resolved	n_dcs_assigned	variant_of	gloss
ganDa		1b	20	20	0		wohlriechender Stoff, Wohlgerüche P. 5,4,135, Vārtt. , Sch. Meist im pl. : GOBH. 3,6,13 . 4,2,26 . 3,1,12 . LĀṬY. 2,6,1 
ganDa		1c	9	9	0		Bez. verschiedener stark riechender Sachen: α〉 Schwefel ( ) H. an. MED. — β〉 pulverisirtes Sandelholz ŚUDDHIT. _im_ ŚKDR
ganDa		1d	7	7	0		der blosse Geruch von einer Sache, ein Bischen, ein Wenig P. 5,4,136 . TRIK. 3,2,8 . H. an. MED / d〉 Spr. 1859 , v. l. s
ganDa		1e	2	2	0		Verbindung, Verwandtschaft H. an. MED
ganDa		1f	1	1	0		Nachbar MED
ganDa		1g	2	2	0		Uebermuth, [Page2-0653] Stolz TRIK. 3,3,217 . H. an. Vgl
ganDa		1h	1	1	1		ein Bein. Śiva ʼs MBH. 12,10378
ganDa		2a	2	2	0		Curcuma Amhaldi oder Zerumbet Roxb. RĀJAN. _im_ ŚKDR
ganDa		2b	3	3	0		Desmodium gangeticum Dec. ( ) BHAR. _zu_ AK. ŚKDR
ganDa		2c	2	2	0		die Knospe von Michelia Champaca ( ) ŚABDAR. _im_ ŚKDR
ganDa		2d	2	2	0		N. eines Metrums (17 + 18 + 17 + 18 Silben) COLEBR. Misc. Ess. II, 156 . 94
ganDa		3a	2	2	0		Geruch DHYĀNAVINDŪP. _in_ Ind. St. 2,1
ganDa		3b	2	2	0		schwarzes Aloeholz RĀJAN. _im_ ŚKDR. — Vgl
vAraRa	1	1a	12	12	0		abhaltend, abwehrend, hemmend MED. t. 205 (= ). feindliche Elephanten abwehrend MBH. 1,2822 . 3,11097 . 14,2184 . HARIV.
vAraRa	1	1b	2	2	0		Abwehr betreffend SUŚR. 1,8,17 ; vgl. 119,10
vAraRa	1	1c	5	5	1		scheu, wild: ṚV. 8,33,8 . 10,40,4 . 8,55,8 . AV. 5,14,11 . ( ) ṚV. 1,140,2
vAraRa	1	1d	2	2	0		gefährlich: ṚV. 10,185,2 . ṢAḌV. BR. 3,1
vAraRa	1	1e	1	1	0		verboten: AIT. BR. 5,21 . [Page6-0937]
vAraRa	1	2a	50	49	1		Elephant AK. 2,8,2,2 . H. 1217 . an. 3,224 . MED. ṇ. 67 . HALĀY. 2,59 . 1,151 . M. 3,10 . MBH. 1,2822 . 2826 . 6005 . 3,
vAraRa	1	2b	1	1	0		Elephantenhaken ( s. ) DAŚAK. 115,14
vAraRa	1	2c	2	2	0		Panzer ŚABDAR. _im_ ŚKDR
vAraRa	1	2d	2	1	0		Bez. einer best. Verzierung auf einem Bogen: ( ed. Calc. ) MBH. 4,1326
vAraRa	1	3a	23	23	0		das Abhalten, Abwehren H. an. MED. P. 1,4,27 . VOP. 5,10 . 20 . AK. 3,4,32 (, 13 . 3,5,11 . KĀTY. ŚR. 20,2,12 . NIR. 1,2
vAraRa	1	3b	1	1	0		ein Mittel zum Zurückhalten: Spr. (II) 227
vAraRa	1	3c	1	1	0		etwa so v. a. . ṚV. 9,1,10
vAraRa	1	3d	1	0	0		= AUṢ. 34
vAraRa	1	3e	5	5	0		N. pr. einer Oertlichkeit MBH. 5,600 . — Vgl. (auch RĀJA-TAR. 2,150 . 3,63 . 70 ), (in der ersten Bed. MBH. 3,11097 )
kalyARa		1	57	57	0		adj. f. und (nur dieses zu belegen) gaṇa zu P. 4,1,45 . schön, lieblich, freundlich, trefflich; erspriesslich, faustus N
kalyARa		2	10	10	1		m. N. pr. eines Fürsten RĀJA-TAR. 4,678 . SCHIEFNER, Lebensb. 232 ( . Aus der neueren Zeit, auch mit einem vorgesetzten 
kalyARa		3a	2	2	0		Kuh RĀJAN. _im_ ŚKDR
kalyARa		3b	1	0	0		N. einer Hülsenfrucht, Glycine debilis Ait. ( ), ebend
kalyARa		3c	2	2	0		N. zweier Städte LIA. I, 150 . 151, N. 171 . Vgl
kalyARa		3d	1	1	0		N. pr. eines Flusses in Ceylon LIA. I, 196
kalyARa		4a	20	20	0		Glück, Heil, Segen AK. 1,1,4,3 . TRIK. 3,3,123 . H. 86 . an. 3,197 . MED. ṇ. 40 . ŚĀṄKH. ŚR. 10,19,5 . M. 3,60 . 55 . SU
kalyARa		4b	5	5	0		das Gute, Tugend ( Gegens. ) ŚAT. BR. 14,7,2,27 . BHAG. 6,40 . R. 2,54,29 . SUŚR. 1,126,18 . Freund der Tugend, geistlic
kalyARa		4c	1	1	0		Fest: bei einem Feste, an welchem 20 Brahmanen theilnehmen M. 8,392
kalyARa		4d	3	3	1		Gold TRIK. 3,3,123 . H. 1043 . H. an
kalyARa		4e	1	1	0		Himmel ( ) MED
kalyARa		4f	1	1	0		Titel des 11ten der 14 Pūrva oder ältesten Schriften der Jaina H. 248
kalyARa		3e	1	1	0		N. der Dākṣāyaṇī im Malaya -Gebirge Verz. d. Oxf. H. 39,b,10
kalyARa		3f	1	1	0		N. pr. einer der Mütter im Gefolge Skanda ʼs MBH. 9,2625
vimala		1	72	72	0		adj. ( f. ) rein (auch in übertr. Bed. ), klar, blank AK. 3,2,5 . H. 1436 . an. 3,684 . MED. l. 130. fg. HALĀY. 1,132 . 
vimala		2a	1	1	0		Bez. des Mondjahrs WEBER, Nax. II, 281
vimala		2b	1	1	0		ein best. über Waffen gesprochener Zauberspruch R. 1,30,6
vimala		2c	2	2	0		eine best. Vertiefung ( ) VYUTP. 18 . Lot. de la b. l. 269
vimala		2d	13	13	1		N. pr. eines Arhant H. an. des 5ten in der vergangenen Utsarpiṇī H. 51 . des 13ten in der gegenwärtigen Avasarpiṇī 27 . 
vimala		2e	1	1	0		N. pr. einer Welt Lot. de la b. l. 161 ; vgl
vimala		3e	6	6	0		/ e〉 = MED. n. einer der 10 Erden bei den Buddhisten VYĀḌI beim Schol. zu H. 233 . VYUTP. 28 . DAŚABHŪM. 32 . LALIT. ed.
vimala		3a	2	2	0		eine best. Pflanze, = AK. 2,4,5,9 . MED
vimala		3b	1	1	0		Bez. einer Śakti WEBER, RĀMAT. UP. 325. fg
vimala		3c	2	2	0		N. der Dākṣāyaṇī in Puruṣottama Verz. d. Oxf. H. 39,b,8 . N. pr. der Gottheit im Garten Vimalavyūha LALIT. ed. Calc. 139
vimala		3d	1	1	0		N. pr. einer Tochter der Gandharvī MBH. 1,2632
vimala		4a	2	2	0		mit Silber versetztes Gold RĀJAN. _im_ ŚKDR
vimala		4b	1	1	0		N. eines Tantra Verz. d. Oxf. H. 109,a,15. fg
vimala		4c	1	1	0		N. pr. einer Stadt ( vgl. ) KATHĀS. 110,2
Gora		1a	12	12	1		ehrfurchtgebietend, scheueinflössend, hehr; von Göttern ṚV. 1,167,4 . 169,7 . 2,12,5 . 4,6,6 . 16,17 . 6,61,7 . 67,4 . 7
Gora		1b	50	49	0		grausig, furchtbar ( Gegens. ) AK. 1,1,7,20 . H. 303 . an. 2,415 . MED. r. 30 . TS. 2,2,2,3 . ŚAT. BR. 12,8,3,11 . R. 3,
Gora		2a	3	3	0		der Furchtbare, Bein. Śiva ʼs H. an. MED. Vgl. MBH. 12,10375
Gora		2b	7	7	0		N. pr. eines Āṅgirasa KAUṢ. BR. 30,6 _in_ Ind. St. 1,190 . ĀŚV. ŚR. 12,10 . CHĀND. UP. 3,17,6 . eines Sohnes des Aṅgiras
Gora		3a	2	2	0		Nacht TRIK. 1,1,104 . H. ś. 17
Gora		3b	2	2	0		eine best. Schlingpflanze ( s. ) RĀJAN. _im_ ŚKDR
Gora		3c	3	3	0		( sc. ) Bez. einer der sieben Stationen Mercurs (nach PARĀŚARA ) VARĀH. BṚH. S. 7,8 . 11
Gora		4a	1	1	0		das ehrfurchtgebietende Wesen: VS. 2,32
Gora		4b	12	12	0		das Grausige, Schauerliche; Schrecken: AV. 6,140,3 . 16,1,8 . 18,4,9 . ŚAT. BR. 9,3,1,12 . KAUŚ. 102 . 114 . 129 . BHĀG.
Gora		4c	4	4	0		schaurige Handlung d. i. Zauberwerk und Zauberspruch: ṚV. 10,34,14 . ĀŚV. ŚR. 10,7 . ŚĀṄKH. ŚR. 16,2,13 . R. 1,58,8
Gora		4d	2	2	0		Gift RĀJAN. _im_ ŚKDR
Gora		4e	1	1	0		Safran ( vgl. ) H. ś. 131 . — Vgl
Gora		4f	1	1	0		Bez. eines best. mythischen Geschosses MBH. 5,3491
Gora		5	1	1	0		f. (!) N. pr. eines Wesens im Gefolge der Durgā WILSON, Sel. Works 2,39 . — Vgl
saMDAna		1	4	4	0		adj. zusammenfügend, heilend: SUŚR. 1,155,10 . 175,9 . 184,17 / 1〉. — Vgl. (Wiedervereinigung zweier Personen SĀH. D. 45
saMDAna		2a	1	1	0		ein best. über Waffen gesprochener Zauberspruch R. 1,30,7
saMDAna		2b	1	1	0		N. pr. eines Ministers KATHĀS. 43,108
saMDAna		3a	2	2	0		das Mischen, Bereiten eines Trankes ŚABDAR. _im_ ŚKDR
saMDAna		3b	1	1	0		ein Ort, an dem die unedlen Metalle aufbewahrt werden, H. 996 . — Vgl
saMDAna		4a	12	11	0		das Zusammenfügen, Vereinigen, Vereinigung H. an. 3,432 . MED. n. 149 . (so ed. Bomb. ) MBH. 7,5923 . ŚĀK. 9 . 167 , v. 
saMDAna		4b	8	8	0		Fuge, Gelenk; Berührungspunkt TS. 7,4,21,1 . 5,25,1 . SUŚR. 1,348,14 . Ind. St. 5,370 ( zu lesen, wie WEBER vermuthet). 
saMDAna		4c	2	2	0		das was eine Vereinigung bewirkt, Mittel der Vereinigung TAITT. UP. 1,3,2 . 3
saMDAna		4d	7	7	0		das Ansetzen, Wiederansetzen, Zusammenheilen SUŚR. 1,3,9 . des Ohrs 55,12 . der Nase 60,10 . der Lippe 68,12 . einer Wun
saMDAna		4e	11	11	0		das Auflegen eines Pfeils (mit und ohne Hinzufügung dieses Wortes): MBH. 6,5832 . ŚĀK. 6,11 . 52 . SĀY. _zu_ ṚV. 3,53,24
saMDAna		4f	10	10	0		das Anreihen von Wörtern u. s. w. SUŚR. 1,9,1 . Schol. zu ŚĀṄKH. BR. 23,4 . ŚĀṄKH. ŚR. 1,1,42 . 6,1,30 . so v. a. Verbin
saMDAna		4g	16	15	0		Vereinigung Entzweiter; Vertrag, Vergleich, Bündniss, Friedensschluss, freundschaftliches Verhältniss: Spr. (II) 4706 . 
saMDAna		4h	9	9	0		das Zusammensetzen, Mischen, Bereiten eines Trankes AK. 2,10,42 . H. an. MED. Comm. zu TBR. 2,652,11 . in der Medicin ve
saMDAna		4i	3	3	0		saurer Reisschleim HALĀY. 2,163 . ein geistiges Getränk; eine Durst erregende Speise RĀJAN. _im_ ŚKDR. Vgl. u
vAhin		1a	2	2	0		fahrend, ziehend: R. 2,52,43 . R. GORR. 2,51,10
vAhin		1b	2	2	0		dahinfahrend (vom Wagen): MBH. 3,245 . Spr. 4423
vAhin		1c	7	7	0		fliessend: HARIV. 9513 . KATHĀS. 73,119 . 74,190 . BHĀG. P. 10,20,10 . MĀRK. P. 78,30 . 108,19 . in einer Tiefe von — VA
vAhin		1d	16	16	0		fliessen lassend, mit sich führend (von Flüssen), zuführend [Page6-0977] (von Winden): MBH. 8,3807 . ( ) 13,3523 . 3,142
vAhin		1e	4	4	0		bringend so v. a. bewirkend: HARIV. 2675 . KATHĀS. 59,152 . Verz. d. Oxf. H. 120,a,11 . BHĀG. P. 7,13,23
vAhin		1f	7	7	0		tragend: KATHĀS. 81,11 . Spr. 1576 . 4780 . PRAB. 107,7 . RĀJA-TAR. 6,182 . PAÑCAT. 79,16 . RĀJA-TAR. 5,460
vAhin		1g	3	3	0		an sich tragend, habend: RĀJA-TAR. 6,308 . ( die neuere Ausg. ) HARIV. 4748 . Spr. 1908
vAhin		1h	2	2	0		sich unterziehend, ausübend: MBH. 1,8114 . 13,3899
vAhin		2	1	1	0		m. Wagen MBH. 3,2293
vAhin		3a	18	18	0		ein reisiger Zug; Heer AK. 2,8,2,46 . TRIK. 3,3,249 . H. 745 . an. 3,413 . MED. n. 98 . HALĀY. 2,302 . AV. 10,1,15 . R. 
vAhin		3b	5	5	0		eine best. Heeresabtheilung: 81 Elephanten, 81 Wagen, 245 Reiter und 405 Fusssoldaten AK. 2,8,2,49 . H. 748 . H. an. MED
vAhin		3c	13	13	0		Fluss AK. 3,4,18,114 . TRIK. H. 1080 . H. an. MED. MBH. 3,17141 . 6,341 . R. 2,71,13 . 89,3 . RĀJA-TAR. 4,303 . Fluss un
vAhin		3d	1	1	0		Rinne Schol. zu KĀTY. ŚR. 366,15
vAhin		3e	1	1	0		N. pr. der Gattin Kuru ʼs MBH. 1,3740 . — Vgl
vilAsin		1a	2	2	0		glänzend, strahlend: Spr. 2696 , v. l. MBH. 13,5242
vilAsin		1b	1	1	0		sich hinundher bewegend: MBH. 3,11700
vilAsin		1c	7	7	0		munter, ein Freund der Fröhlichkeit, sich gern vergnügend, Genüsse liebend; = H. an. 3,419 . MED. n. 210 . — R. GORR. 2,
vilAsin		1d	3	3	0		coquettirend RAGH. 6,14 . GĪT. 1,38 . KIR. 10,41
vilAsin		1e	7	7	0		verliebt; m. Geliebter, Gatte KUMĀRAS. 4,5 . 9,31 . 42 . 19,25 . SĀH. D. 42,20 . Verz. d. Oxf. H. 187,b, No. 428, Z. 18 
vilAsin		2a	2	2	0		Schlange H. an. MED
vilAsin		2b	0	0	0		Feuer
vilAsin		2c	0	0	0		der Mond
vilAsin		2d	1	1	0		Kṛṣṇa MED
vilAsin		2e	0	0	0		Śiva
vilAsin		2f	2	2	0		der Liebesgott ŚABDAR. _im_ ŚKDR
vilAsin		3a	48	47	0		ein munteres Frauenzimmer, ein anmuthiges Weib, Weib überh. , Geliebte; ein leichtfertiges Frauenzimmer; = RĀJAN. _im_ Ś
vilAsin		3b	1	1	0		ein best. Metrum Ind. St. 8,395. fg
vilAsin		3c	3	3	0		ein Frauenname KATHĀS. 44,57 . 46,194. fg. — Vgl. (auch KATHĀS. 38,19 )
nala		1a	22	22	2		Rohrschilf, Amphidonax Karka Lindl. ; es wird 8 bis 12 Fuss hoch. H. an. 2,493 . MED. l. 27 . AK. 2,4,5,31 . GOBH. 1,5,2
nala		1b	21	21	0		N. pr. eines Königs ( H. an. MED. Verz. d. B. H. No. 325 ) der Niṣadha (= Verz. d. B. H. No. 206 . 324 . 1127 . 1143 bis
nala		1c	2	2	0		N. pr. eines Sohnes des Yadu VP. 416 . BHĀG. P. 9,23,20
nala		1d	10	10	0		N. pr. eines Affen, eines Sohnes des Tvaṣṭar oder Viśvakarman , der für Rāma eine Brücke vom Festlande nach Laṅkā schlug
nala		1e	2	2	0		N. pr. eines Daitya BRAHMA-P. 2 _im_ ŚKDR
nala		1f	2	2	0		N. pr. eines medicinischen Autors Verz. d. B. H. No. 941 . 1006
nala		1g	2	2	0		in der Astrol. Bez. einer best. Constellation, bei der alle Planeten in Häusern von doppelter Natur stehen, VARĀH. LAGHU
nala		1h	3	3	0		= H. an. = MED. a deified progenitor WILS
nala		1i	4	4	0		falsche Schreibart für MBH. 7,2440 . 12,1036 . 13363 / i〉 an allen drei Stellen durch das Metrum bedingt; an der ersten 
nala		2a	2	2	0		ein best. wohlriechender Stoff, = AK. 2,4,4,17 . MED. ṭ. 19
nala		2b	2	2	0		rother Arsenik ( ) H. an. MED. l. 28
nala		3a	2	2	0		die Blüthe von Nelumbium speciosum ( ) H. an. MED. Diese Bed. ist nur wegen erfunden worden, welches man nach der Analog
nala		3b	1	1	0		Geruch ( vgl. ) WILS
nala		1k	1	1	0		N. des 50ten Jahres im 60jährigen Jupitercyclus Verz. d. Oxf. H. 332,a,5 . — Vgl
tArkzya		1a	52	52	0		N. eines mythischen Wesens, in dessen Auffassung die Texte wechseln, indem es bald als Ross, bald als Vogel — beide Bild
tArkzya		1b	7	7	1		Bez. des dem Ariṣṭanemi Tārkṣya durch die ṚV. ANUKR. zugeschriebenen Liedes ṚV. 10,178 . ĀŚV. ŚR. 9 . 1 . ŚĀṄKH. ŚR. 11,
tArkzya		1c	0	0	0		Pferd überh. ; s. oben u. a
tArkzya		1d	1	1	0		Wagen H. an
tArkzya		1e	2	2	0		viell. Vogel überh. in den Stellen: MBH. 6,71 . SUŚR. 2,162,4 . Vgl
tArkzya		1f	1	1	0		pl. N. pr. eines Volkes MBH. 2,1871
tArkzya		1g	1	1	0		Schlange MED
tArkzya		1h	3	3	0		N. eines Baumes, Vatica robusta W. u. A. ( ), H. an. ŚABDAR. _im_ ŚKDR. Vgl
tArkzya		1i	1	1	0		ein best. Gegengift SUŚR. 2,275,21
tArkzya		1k	1	1	0		Gold ( m. !) MED
tArkzya		1l	2	2	0		NIGH. PR. Ist etwa ( vgl. u. und BHARTṚ. 1,55 , v. l. ) zu lesen?
tArkzya		2	2	2	0		f. eine best. wildwachsende Schlingpflanze ( ) ŚABDAR. _im_ ŚKDR
tArkzya		3a	1	1	0		ein best. Arzeneimittel SUŚR. 2,69,13
tArkzya		3b	2	2	0		eine Art Kollyrium ( ) H. an. MED
gaRqa		1a	42	42	0		Wange, Seite des Gesichts AK. 2,6,2,41 . TRIK. 3,3,112 . H. 582 . 2,114. fg. MED. ḍ. 8 . 9 . YĀJÑ. 3,89 . R. 5,37,5 . SU
gaRqa		1b	8	8	0		Knoten, Pustel, Beule TRIK. H. 466 . H. an. MED. SUŚR. 1,283,8 . VOP. 23,29 . sprichwörtlich so v. a. Schlag auf Schlag 
gaRqa		1c	4	4	0		Kropf und andere Halsanschwellungen: AIT. BR. 1,25 . SUŚR. 1,288,15 . 289,8 . 2,109,16
gaRqa		1d	3	3	0		Gelenk, Knoten ( ) RAMĀN. _zu_ AK. ŚKDR. Vgl
gaRqa		1e	2	2	0		Wasserblase H. an. MED
gaRqa		1f	0	0	0		Zeichen diess
gaRqa		1g	1	1	1		eine Art Pferdeschmuck diess. part of a horseʼs trappings, a stud or button fixed as an ornament upon the harness WILS
gaRqa		1h	3	3	0		Rhinoceros ( vgl. ) TRIK. H. an. MED
gaRqa		1i	2	2	0		Held ( vgl. ) H. an. MED
gaRqa		1k	6	6	0		ein auf etwas ganz Anderes gehender, plötzlich ertönender Ausruf, den man in seiner Befangenheit in Bezug bringt zu dem 
gaRqa		1l	0	0	0		N. des 10ten (unter den
gaRqa		27m	1	1	0		an astronomical period WILS
gaRqa		27n	1	1	0		= der Beste, in seiner Art Ausgezeichnete ( vgl. ) TRIK
gaRqa		1m	1	1	0		vgl. . — KATHĀS. 94,66 wohl fehlerhaft für . — Vgl
latA		1a	8	8	0		die Brauen: KUMĀRAS. 2,64 . MEGH. 48 . ŚĀK. 63 . Spr. 472 . 665 . VARĀH. BṚH. S. 12,9 . DAŚAK. 78,2 . Verz. d. Oxf. H. 8
latA		1b	5	5	0		die Arme: MEGH. 95 . RAGH. 9,46 . KATHĀS. 18,369 . 20,222 . RĀJA-TAR. 5,27
latA		1c	3	3	0		die Klange eines Schwertes: KATHĀS. 19,104 . 44,147 . 50,5
latA		1d	1	1	0		die Locken: Spr. 3610
latA		1e	1	1	0		der schlanke Körper eines Weibes: BRAHMA-P. in LA. (III) 57,20
latA		1f	4	4	0		der Blitz: ṚT. 2,20 . KIR. 10,19 . KATHĀS. 25,41 . 34,223
latA		2	6	6	0		= Ranke AK. 2,4,1,11 . H. 1119 . H. an. MED. ( st. zu lesen). BALA. Spr. 3981
latA		3	23	23	1		Bez. verschiedener Pflanzen: Panicum italicum AK. 2,4,2,36 . H. an. MED. BALA ; Trigonella corniculata AK. 2,4,4,21 . TR
latA		4	7	7	0		Riemen an einer Peitsche, Geissel SUŚR. 1,25,10 . 65,14 . 102,1 . 358,8 . es entstehen keine Striemen durch Geisselhiebe
latA		5	4	4	0		Perlenschnur H. 660 . VARĀH. BṚH. S. 81,31 . 34 . Spr. 2207
latA		6	6	6	0		ein schlankes Weib, Weib überh. ; = BALA a. a. O. NAIṢ. 1,85 . TANTRAS. ŚYĀMĀS. _im_ ŚKDR. MĀYĀTANTRA 12 ebend
latA		7	2	2	0		ein best. Metrum, 4 Mal ⏑ ⏑ ⏑ ⏑ ⏑ ⏑ – ⏑ – –, ⏑ – – ⏑ – – ⏑ – COLEBR. Misc. Ess. II, 162 ( XIII, 2 )
latA		8a	2	2	0		einer Apsaṛas MBH. 1,7858 . 2,394
latA		8b	1	1	0		einer Tochter Meru ʼs und Gattin Ilāvṛta ʼs BHĀG. P. 5,2,22 . — Vgl. u. s. w
utTAna		1a	14	14	0		das Aufstehen, Sichaufrichten, = H. an. 3,359 . MED. n. 41 . ŚAT. BR. 4,6,8,2 . SUŚR. 1,69,17 . KĀŚ. _zu_ P. 1,2,57 . CĀ
utTAna		1b	27	27	0		Erhebung, Aufbruch zu einer Handlung, zum Kampfe, = AK. 3,4,120 . = und H. an. MED. M. 9,215 . R. 1,3,19 . 5,87,13 . MBH
utTAna		1c	5	4	1		das Entstehen, Ursprung SUŚR. 1,268,15 . 2,398,18 / c〉 in der Med. die Entstehung einer Krankheit Verz. d. Oxf. H. 305,b
utTAna		1d	4	4	0		euphem. für Ausleerung H. an. 3,360 . MED. ( ). KAUŚ. 141 . SUŚR. 2,71,17
utTAna		1e	8	8	0		das Aufbrechen, womit-Aufhören: ŚAT. BR. 4,6,9,6 . 10 . KĀTY. ŚR. 1,6,24 . 7,1,31 . 32 . 24,6,15 . ĀŚV. ŚR. 12,6 . TS. 7
utTAna		1f	0	0	0		Freude
utTAna		1g	0	0	0		Buch ( )
utTAna		1h	2	2	0		Hof H. an. MED
utTAna		1i	0	0	0		Heer
utTAna		1k	0	0	0		=
utTAna		1l	1	1	0		= H. an
utTAna		1m	2	2	0		= MED. — AK. 3,4,120 : ; die beiden letzten locc. haben zu jenen verschiedenen Deutungen mit Anlass gegeben
utTAna		2	1	1	0		adj. mit caus. Bed. der ausgehen —, entstehen lässt: MBH. 13,1242
utTAna		1n	1	1	0		Bez. eines best. Processes, der mit Mineralien vorgenommen wird, Verz. d. Oxf. H. 320,a,9
gokarRa		1	2	2	0		adj. Kuhohren habend, von Menschen VYUTP. 205 . von Dämonen WOLLHEIM, Myth. 138
gokarRa		2a	1	1	0		Kuhohr: KATHĀS. 6,57
gokarRa		2b	9	9	1		eine Hirschart ( Antilope picta nach HAUGHT. ) AK. 2,5,10 . TRIK. 3,3,126 . H. 1293 . an. 3,203 . MED. ṇ. 47 . R. 2,103,
gokarRa		2c	2	2	0		Maulthier H. an. MED
gokarRa		2d	5	5	0		Schlange TRIK. H. 1303 , Sch. H. an. MED. HĀR. 15
gokarRa		2e	1	1	0		eine Art Pfeil MBH. 8,4668. fg
gokarRa		2f	6	6	0		Spanne des Daumens und Ringfingers AK. 2,6,2,34 . TRIK. H. 595 . H. an. MED. MBH. 2,2324
gokarRa		2g	23	23	0		N. pr. eines dem Śiva geheiligten Wallfahrtsortes LIA. I, 571 . MBH. 1,1567 . 7884 . 3,8166 . 8341 . 15999 . 6,246 . 7,2
gokarRa		2h	4	4	0		der in Gokarṇa verehrte Śiva : KATHĀS. 22,218 . kuhorig neben . und als Bein. von Śiva MBH. 12,10351 . [Page2-0792] / h〉
gokarRa		2i	2	2	0		N. pr. eines Wesens im Gefolge von Śiva H. an. MED
gokarRa		2k	1	1	0		N. pr. eines Königs der Kaśmīra , der eine nach ihm benannte Statue des Śiva ( ) errichtet, RĀJA-TAR. 1,348
gokarRa		3	1	1	0		f. N. pr. einer der Mütter im Gefolge von Skanda MBH. 9,2643
gokarRa		4	3	3	0		f. N. einer Pflanze. Sanseviera zeylanica Willd. AK. 2,4,3,2 . H. an. MED. — Einige von den substantivischen Bedd. sind 
gokarRa		2l	1	1	0		N. pr. eines Muni Verz. d. Oxf. H. 52,b,1 v. u
gola		1	29	28	0		m. = Kugel AK. 3,4,11,44 . H. an. 2,484 . BHĀG. P. 3,23,43 . 5,20,38 . 25,12 . GĪT. 1,16 . BHĀG. P. 5,20,43 . m. der übe
gola		2	1	1	1		m. N. eines Strauchs, Vangueria spinosa Roxb. , RATNAM. 29
gola		3	2	2	0		m. Myrrhe JAṬĀDH. _im_ ŚKDR
gola		4	5	5	0		m. Bastard einer Wittwe DHARAṆĪ _im_ ŚKDR. YĀJÑ. 1,222 . Vgl / 4〉 Verz. d. Oxf. H. 60,b,28 . 277,b,6
gola		5	2	1	0		m. das Zusammentreffen aller Planeten in einem Sternbilde VARĀH. BṚH. 12,20 . L. JĀT. 10,11
gola		6	1	1	0		m. N. eines Sohnes Ākrīḍa ʼs HARIV. LANGL. I, 153 ( Calc. Ausg. : )
gola		7a	2	2	0		Spielball H. an. MED
gola		7b	1	1	0		ein kugelförmiger Wasserkrug diess. Nach TRIK. 3,3,390 neutr
gola		7c	4	4	0		rother Arsenik AK. 2,9,109 . H. 1060 . H. an. MED
gola		7d	2	2	0		Dinte H. an. (lies: st. ). MED
gola		7e	3	3	0		Freundin TRIK. 3,3,390 . H. an. MED
gola		7f	2	2	0		Bein. der Durgā TRIK. 1,1,51 . MED
gola		7g	4	4	0		N. pr. eines Flusses, = TRIK. 1,2,32 . 3,3,390 . H. an. MED. ; vgl. . — Vgl
gola		8	1	1	0		N. pr. einer Oertlichkeit Verz. d. Oxf. H. 338,b,21
karkawa		1a	21	21	0		Krebs, Krabbe TRIK. 3,3,94 . H. 1352 . an. 3,156 . MED. ṭ. 35 . SUŚR. 2,42,9 . PAÑCAT. IV, 10 . V, 89 . 247,9 . Krebssch
karkawa		1b	4	4	0		ein best. Vogel H. an. MED. Reiher H. 1334 . Lanius exculbitor ( vulg. ) ŚKDR. Vgl
karkawa		1c	6	6	0		N. einer Pflanze, = ŚKDR. eine Pflanze mit giftigen Knollen ( vgl. ) SUŚR. 2,253,12 . = JAṬĀDH. _im_ ŚKDR. Lotusknolle i
karkawa		1d	1	1	0		das in Gestalt einer Krebsscheere ausgehende Ende des Wagebalkens, woran die Stricke der Schalen befestigt werden: MIT. 
karkawa		1e	1	1	1		eine Art coitus H. an
karkawa		1f	1	1	0		compass; meaning the radius COLEBR. Alg. 90
karkawa		2	2	2	0		f. Momordica mixta Roxb. ŚABDAC. _bei_ WILS
karkawa		3a	6	6	0		ein weiblicher Krebs Verz. d. B. H. 192,7 . MBH. 4,272 . Vgl. und STENZLER _in_ Z. f. d. K. d. M. IV, 398 . Viell. beruh
karkawa		3b	8	8	0		Cucumis utilissimus Roxb. AK. 2,4,5,21 . TRIK. 2,4,36 . H. 1189 . H. an. ; m. nach MED. = TRIK. 3,3,105 . Nach ŚKDR. auc
karkawa		3c	2	2	0		die Frucht von Bombax heptaphyllum H. an. ; m. nach MED / c〉 lies heptaphyllum
karkawa		3d	1	1	0		= d: PAÑCAT. II, 74 (im vorang. Halbverse ist für zu lesen) / d〉 zu streichen und die Stelle unter
karkawa		3e	2	2	0		ein kleiner Wasserkrug ( vgl. c. und 2.) Sch. zu AK. 3,6,10 . — Vgl. und / e〉 zu stellen; vgl. Spr. 5273
karkawa		1g	3	3	0		Bez. einer best. Stellung der Hände Verz. d. Oxf. H. 86,a,33 . 202,b,33 . 202,26
karkawa		3f	1	1	0		N. pr. einer Rākṣasī : Verz. d. Oxf. H. 354,a,22
svastika		2	7	7	1		m. eine Schüssel von best. Form MBH. 4,2188 . 7,2930 . 12,1449 . R. 6,112,37 . PAÑCAR. 2,4,31 . ein Glück bringender Geg
svastika		3	9	9	0		m. eine best. Stellung der Hände (auf der Brust gekreuzt) Verz. d. Oxf. H. 86,a,33 . 202,a,18 . 25. fg. b,27 (wohl st. z
svastika		4	13	13	0		n. ( sc. ) eine best. Art zu sitzen (mit gekreuzten Beinen) AMṚTANĀDOP. _in_ Ind. St. 9,30 . MĀRK. P. 39,28 . PAÑCAR. 3,
