anchor_key_slp1	anchor_id	n_records	status	best_tier	evidence_count
prahfta	kochergina:e16524	1	attested	exact	2
prahfzwa	kochergina:e16523	1	corpus-gap	-	0
prahi	kochergina:e16514	1	attested	exact	434
prahita	kochergina:e16516	1	corpus-gap	-	0
prahlAd	kochergina:e16518	1	attested	exact	1
prahlAda	kochergina:e16519	1	attested	exact	145
prahlAdana	kochergina:e16520	1	attested	exact	9
prahlAdin	kochergina:e16521	1	attested	exact	4
prahrAda	kochergina:e16522	1	attested	exact	90
prahuta	kochergina:e16527	1	attested	exact	2
prahvA	kochergina:e16530	1	attested	exact	1
prahva	kochergina:e16529	1	attested	exact	86
prajA	kochergina:e16534	1	attested	exact	4379
prajA-dAna	kochergina:e16535	1	corpus-gap	-	0
prajA-gupti	kochergina:e16539	1	corpus-gap	-	0
prajA-kAma	kochergina:e16541	1	corpus-gap	-	0
prajA-nATa	kochergina:e16548	1	corpus-gap	-	0
prajA-pAlana	kochergina:e16549	1	corpus-gap	-	0
prajA-pati	kochergina:e16551	1	corpus-gap	-	0
prajA-tantu	kochergina:e16554	1	corpus-gap	-	0
prajA-vfdDi	kochergina:e16559	1	corpus-gap	-	0
prajA-vyApAra	kochergina:e16560	1	corpus-gap	-	0
prajADyakza	kochergina:e16536	1	attested	exact	5
prajAgara	kochergina:e16537	1	attested	exact	46
prajAgaraRa	kochergina:e16538	1	attested	exact	2
prajArTe	kochergina:e16553	1	corpus-gap	-	0
prajAti	kochergina:e16555	1	attested	exact	163
prajAvant	kochergina:e16558	1	attested	exact	1
prajAyinI	kochergina:e16562	1	attested	exact	4
prajIvana	kochergina:e16569	1	attested	exact	1
prajYA	kochergina:e16571	2	attested	exact	1099
prajYA-mAtrA	kochergina:e16575	1	corpus-gap	-	0
prajYA-pAramitA	kochergina:e16577	1	corpus-gap	-	0
prajYA-sahAya	kochergina:e16579	1	corpus-gap	-	0
prajYAna	kochergina:e16576	1	attested	exact	43
prajYAta	kochergina:e16581	1	corpus-gap	-	0
prajYAtar	kochergina:e16582	1	corpus-gap	-	0
prajYAtman	kochergina:e16583	1	corpus-gap	-	0
prajYAvant	kochergina:e16584	1	corpus-gap	-	0
prajYa	kochergina:e16570	1	attested	exact	19
prajYapti	kochergina:e16578	1	attested	exact	29
prajYatA	kochergina:e16580	1	corpus-gap	-	0
prajalp	kochergina:e16542	1	attested	exact	9
prajalpa	kochergina:e16543	1	attested	exact	1
prajalpita	kochergina:e16544	1	attested	exact	1
prajan	kochergina:e16545	1	attested	exact	882
prajana	kochergina:e16546	1	attested	exact	33
prajanana	kochergina:e16547	1	attested	exact	224
prajava	kochergina:e16556	1	attested	exact	3
prajavana	kochergina:e16557	1	attested	exact	1
prajaya	kochergina:e16561	1	attested	exact	4
prajeSa	kochergina:e16563	1	corpus-gap	-	0
prajeSvara	kochergina:e16564	1	attested	exact	15
praji	kochergina:e16565	1	attested	exact	29
prajihIrzu	kochergina:e16566	1	corpus-gap	-	0
prajinv	kochergina:e16568	1	corpus-gap	-	0
praju	kochergina:e16585	1	corpus-gap	-	0
prajvAlA	kochergina:e16587	1	corpus-gap	-	0
prajvAlana	kochergina:e16589	1	attested	exact	9
prajval	kochergina:e16586	1	attested	exact	222
prajvalana	kochergina:e16588	1	attested	exact	4
prakARqa	kochergina:e16599	1	attested	exact	6
prakAS	kochergina:e16610	1	attested	exact	272
prakASa	kochergina:e16611	1	attested	exact	754
prakASaka	kochergina:e16613	1	attested	exact	56
prakASana	kochergina:e16614	1	attested	exact	57
prakASetara	kochergina:e16615	1	corpus-gap	-	0
prakASika	kochergina:e16616	1	attested	exact	1
prakASitA	kochergina:e16617	1	corpus-gap	-	0
prakASitva	kochergina:e16618	1	corpus-gap	-	0
prakASyatA	kochergina:e16619	1	corpus-gap	-	0
prakAma	kochergina:e16595	1	attested	exact	35
prakAra	kochergina:e16602	1	attested	exact	505
prakIrRa	kochergina:e16630	1	attested	exact	2
prakIrRaka	kochergina:e16631	1	attested	exact	19
prakaT	kochergina:e16621	1	corpus-gap	-	0
prakal	kochergina:e16592	1	corpus-gap	-	0
prakalp	kochergina:e16593	1	corpus-gap	-	0
prakalpay	kochergina:e16594	1	attested	exact	227
prakamp	kochergina:e16596	1	attested	exact	59
prakampa	kochergina:e16597	1	attested	exact	11
prakar	kochergina:e16600	1	corpus-gap	-	0
prakara	kochergina:e16601	1	attested	exact	43
prakaraRa	kochergina:e16604	1	attested	exact	141
prakarman	kochergina:e16606	1	attested	exact	1
prakarz	kochergina:e16607	1	corpus-gap	-	0
prakarza	kochergina:e16608	1	attested	exact	117
prakarzaRa	kochergina:e16609	1	attested	exact	3
prakawa	kochergina:e16620	1	attested	exact	78
praketa	kochergina:e16623	1	attested	exact	23
prakfti	kochergina:e16647	1	attested	exact	1577
prakftimant	kochergina:e16649	1	corpus-gap	-	0
prakftisTa	kochergina:e16650	1	attested	exact	4
prakftizWa	kochergina:e16651	1	attested	exact	4
prakfzwa	kochergina:e16645	1	attested	exact	38
prakiraRa	kochergina:e16629	1	corpus-gap	-	0
praklid	kochergina:e16633	1	attested	exact	31
praklinna	kochergina:e16634	1	corpus-gap	-	0
prakopa	kochergina:e16635	1	attested	exact	171
prakopaRa	kochergina:e16636	1	attested	exact	69
prakrAnta	kochergina:e16642	1	attested	exact	1
prakram	kochergina:e16638	1	attested	exact	291
prakrama	kochergina:e16639	1	attested	exact	98
prakramaRa	kochergina:e16640	1	attested	exact	2
prakraya	kochergina:e16643	1	attested	exact	2
prakriyA	kochergina:e16644	1	attested	exact	40
prakruS	kochergina:e16652	1	attested	exact	39
prakup	kochergina:e16665	1	attested	exact	164
prakz	kochergina:e16653	1	corpus-gap	-	0
prakzAlaka	kochergina:e16655	1	attested	exact	1
prakzAlana	kochergina:e16656	1	attested	exact	97
prakzIRapApa	kochergina:e16661	1	corpus-gap	-	0
prakzal	kochergina:e16654	1	corpus-gap	-	0
prakzaya	kochergina:e16658	1	attested	exact	19
prakzepa	kochergina:e16659	1	attested	exact	37
prakzepaRa	kochergina:e16660	1	attested	exact	18
prakzuB	kochergina:e16662	1	attested	exact	14
pralApa	kochergina:e16676	1	attested	exact	156
pralApin	kochergina:e16678	1	attested	exact	28
pralI	kochergina:e16688	1	attested	exact	115
pralIna	kochergina:e16691	1	corpus-gap	-	0
pralU	kochergina:e16697	1	attested	exact	2
pralaB	kochergina:e16666	1	attested	exact	18
pralaGu	kochergina:e16667	1	attested	exact	1
pralalAwa	kochergina:e16668	1	attested	exact	1
pralamBa	kochergina:e16672	1	attested	exact	3
pralamb	kochergina:e16669	1	attested	exact	13
pralamba	kochergina:e16670	1	attested	exact	95
pralambin	kochergina:e16674	1	attested	exact	3
pralap	kochergina:e16675	1	attested	exact	37
pralapana	kochergina:e16677	1	attested	exact	2
pralapita	kochergina:e16679	1	corpus-gap	-	0
pralava	kochergina:e16680	1	attested	exact	6
pralavana	kochergina:e16681	1	attested	exact	2
pralayAnta-ga	kochergina:e16685	1	corpus-gap	-	0
pralaya	kochergina:e16682	1	attested	exact	284
pralaya-Gana	kochergina:e16684	1	corpus-gap	-	0
pralaya-dahana	kochergina:e16683	1	corpus-gap	-	0
pralepa	kochergina:e16686	1	attested	exact	60
praliK	kochergina:e16689	1	attested	exact	10
pralikzapam	kochergina:e16690	1	corpus-gap	-	0
pralip	kochergina:e16692	1	attested	exact	89
praloBa	kochergina:e16693	1	attested	exact	4
praloBana	kochergina:e16694	1	attested	exact	10
praloBya	kochergina:e16695	1	corpus-gap	-	0
pralopa	kochergina:e16696	1	corpus-gap	-	0
praluB	kochergina:e16698	1	attested	exact	7
praluW	kochergina:e16700	1	corpus-gap	-	0
pralup	kochergina:e16699	1	attested	exact	4
pramA	kochergina:e16701	2	attested	exact	520
pramARADika	kochergina:e16716	1	corpus-gap	-	0
pramARI kar	kochergina:e16720	1	corpus-gap	-	0
pramARIkaraRa	kochergina:e16722	1	corpus-gap	-	0
pramARa	kochergina:e16715	1	attested	exact	1477
pramARaya	kochergina:e16719	1	corpus-gap	-	0
pramATin	kochergina:e16741	1	attested	exact	84
pramAda	kochergina:e16707	1	attested	exact	220
pramAdin	kochergina:e16712	1	attested	exact	30
pramAra	kochergina:e16727	1	attested	exact	1
pramAray	kochergina:e16728	1	attested	exact	1
pramArjaka	kochergina:e16733	1	corpus-gap	-	0
pramArjana	kochergina:e16734	1	attested	exact	18
pramAtAmaha	kochergina:e16736	1	attested	exact	1
pramAtar	kochergina:e16737	1	corpus-gap	-	0
pramAtara	kochergina:e16738	1	corpus-gap	-	0
pramAya	kochergina:e16745	1	corpus-gap	-	0
pramI	kochergina:e16748	1	attested	exact	117
pramIl	kochergina:e16749	1	attested	exact	2
pramIta	kochergina:e16751	1	attested	exact	1
pramIta-patikA	kochergina:e16752	1	corpus-gap	-	0
pramIti	kochergina:e16754	1	corpus-gap	-	0
pramIya	kochergina:e16755	1	corpus-gap	-	0
pramaRas	kochergina:e16718	1	corpus-gap	-	0
pramaT	kochergina:e16739	1	attested	exact	122
pramaTana	kochergina:e16740	1	attested	exact	20
pramad	kochergina:e16703	2	attested	exact	241
pramadA	kochergina:e16706	1	attested	exact	211
pramadA-jana	kochergina:e16708	1	corpus-gap	-	0
pramadA-vana	kochergina:e16710	1	corpus-gap	-	0
pramada	kochergina:e16705	1	attested	exact	34
pramadana	kochergina:e16709	1	attested	exact	2
pramadvara	kochergina:e16713	1	corpus-gap	-	0
pramahas	kochergina:e16714	1	attested	exact	4
pramanas	kochergina:e16717	1	attested	exact	8
pramanyu	kochergina:e16725	1	attested	exact	5
pramara	kochergina:e16726	1	attested	exact	1
pramard	kochergina:e16729	1	corpus-gap	-	0
pramardana	kochergina:e16730	1	attested	exact	13
pramardin	kochergina:e86	1	attested	exact	2
pramarditar	kochergina:e16731	1	corpus-gap	-	0
pramarj	kochergina:e16732	1	corpus-gap	-	0
pramarz	kochergina:e16735	1	corpus-gap	-	0
pramati	kochergina:e16742	1	attested	exact	63
pramatta	kochergina:e16743	1	attested	exact	1
pramaya	kochergina:e16744	1	attested	exact	5
prameya	kochergina:e16746	1	attested	exact	34
pramfRa	kochergina:e16767	1	attested	exact	7
pramfSa	kochergina:e16768	1	attested	exact	1
pramfgya	kochergina:e16766	1	corpus-gap	-	0
pramfqa	kochergina:e16765	1	corpus-gap	-	0
pramfta	kochergina:e16771	1	attested	exact	3
pramfzwa	kochergina:e16769	1	corpus-gap	-	0
pramfzwi	kochergina:e16770	1	attested	exact	3
prami	kochergina:e16747	1	attested	exact	1
pramiti	kochergina:e16753	1	attested	exact	11
pramiz	kochergina:e16750	1	corpus-gap	-	0
pramocana	kochergina:e16756	1	attested	exact	31
pramoda	kochergina:e16757	1	attested	exact	66
pramodana	kochergina:e16758	1	attested	exact	5
pramodin	kochergina:e16760	1	attested	exact	3
pramoha	kochergina:e16761	1	attested	exact	31
pramohana	kochergina:e16762	1	attested	exact	3
pramohin	kochergina:e87	1	attested	exact	1
pramoka	kochergina:e16763	1	attested	exact	1
pramoz	kochergina:e16764	1	corpus-gap	-	0
pramuKa	kochergina:e16778	1	attested	exact	461
pramuc	kochergina:e16773	1	attested	exact	415
pramud	kochergina:e16774	2	attested	exact	158
pramudita	kochergina:e16776	1	attested	exact	1
pramuh	kochergina:e16777	1	attested	exact	28
pramukti	kochergina:e16779	1	attested	exact	1
pramuz	kochergina:e16780	1	attested	exact	12
pranftta	kochergina:e16864	1	corpus-gap	-	0
prapA	kochergina:e16872	2	attested	exact	82
prapAWa	kochergina:e16901	1	corpus-gap	-	0
prapAWaka	kochergina:e16902	1	attested	exact	2
prapAlaka	kochergina:e16880	1	corpus-gap	-	0
prapAlana	kochergina:e16881	1	attested	exact	1
prapAna	kochergina:e16884	1	attested	exact	15
prapApAlikA	kochergina:e16892	1	corpus-gap	-	0
prapAta	kochergina:e16896	1	attested	exact	82
prapAtana	kochergina:e16898	1	attested	exact	5
prapOtta	kochergina:e16904	1	corpus-gap	-	0
prapaRin	kochergina:e16889	1	corpus-gap	-	0
prapaS	kochergina:e16894	1	attested	exact	195
prapaTa	kochergina:e16900	1	attested	exact	20
prapaTin	kochergina:e16903	1	attested	exact	2
prapaW	kochergina:e16899	1	attested	exact	6
prapaYca	kochergina:e16885	1	attested	exact	127
prapaYcaka	kochergina:e16886	1	attested	exact	1
prapaYcana	kochergina:e16887	1	attested	exact	6
prapad	kochergina:e16874	3	attested	exact	846
prapada	kochergina:e16877	1	attested	exact	46
prapakva	kochergina:e16879	1	attested	exact	3
prapalAyana	kochergina:e16882	1	corpus-gap	-	0
prapalAyin	kochergina:e16883	1	attested	exact	3
prapanna	kochergina:e16891	1	attested	exact	1
prapar	kochergina:e16893	1	corpus-gap	-	0
prapat	kochergina:e16895	1	attested	exact	189
prapatana	kochergina:e16897	1	attested	exact	14
prapitAmaha	kochergina:e16908	1	attested	exact	169
prapitva	kochergina:e16909	1	attested	exact	13
prarUQa	kochergina:e16945	1	corpus-gap	-	0
prarUQi	kochergina:e16946	1	corpus-gap	-	0
prarakz	kochergina:e16923	1	attested	exact	1
prarakzaRa	kochergina:e16924	1	corpus-gap	-	0
prarecana	kochergina:e16926	1	attested	exact	1
prareka	kochergina:e16927	1	attested	exact	6
praric	kochergina:e16928	1	attested	exact	1
prarocana	kochergina:e16929	1	attested	exact	14
prarocay	kochergina:e16930	1	attested	exact	12
praroha	kochergina:e16931	1	attested	exact	59
prarohin	kochergina:e16933	1	attested	exact	6
praruD	kochergina:e16944	1	attested	exact	2
praruc	kochergina:e16942	1	attested	exact	5
prarud	kochergina:e16943	1	attested	exact	61
praruh	kochergina:e16947	1	attested	exact	79
praruj	kochergina:e16948	1	attested	exact	7
prasADaka	kochergina:e16968	1	attested	exact	25
prasADana	kochergina:e16969	1	attested	exact	63
prasADay	kochergina:e16970	1	attested	exact	52
prasAdI kar	kochergina:e16971	1	corpus-gap	-	0
prasAda	kochergina:e16958	1	attested	exact	1467
prasAda-vittaka	kochergina:e16966	1	corpus-gap	-	0
prasAdaka	kochergina:e16962	1	attested	exact	6
prasAdana	kochergina:e16963	1	attested	exact	96
prasAday	kochergina:e16967	1	attested	exact	317
prasAdin	kochergina:e16974	1	attested	exact	7
prasAra	kochergina:e17015	1	attested	exact	7
prasAraRa	kochergina:e17017	1	attested	exact	29
prasAraRin	kochergina:e17018	1	corpus-gap	-	0
prasAray	kochergina:e17019	1	attested	exact	182
prasArin	kochergina:e17022	1	attested	exact	5
prasArita	kochergina:e17023	1	corpus-gap	-	0
prasArya	kochergina:e17026	2	corpus-gap	-	0
prasPur	kochergina:e17084	1	attested	exact	37
prasPuw	kochergina:e17085	1	attested	exact	2
prasPuwa	kochergina:e17086	1	attested	exact	10
prasTA	kochergina:e17110	1	attested	exact	555
prasTAna	kochergina:e17112	1	attested	exact	57
prasTApay	kochergina:e17113	1	attested	exact	103
prasTa	kochergina:e17109	1	attested	exact	351
prasTita	kochergina:e17114	1	attested	exact	11
prasU	kochergina:e17121	2	attested	exact	778
prasUmant	kochergina:e17127	1	corpus-gap	-	0
prasUna	kochergina:e17128	1	attested	exact	52
prasUta	kochergina:e17131	1	attested	exact	3
prasUti	kochergina:e17132	2	attested	exact	134
prasUtikA	kochergina:e17134	1	attested	exact	4
prasUvan	kochergina:e17135	1	attested	exact	4
prasaBa	kochergina:e220	1	attested	exact	9
prasaBa-	kochergina:e220	1	corpus-gap	-	0
prasaBam	kochergina:e16955	1	attested	exact	59
prasaNga	kochergina:e16998	1	attested	exact	314
prasaNgatas	kochergina:e16999	1	corpus-gap	-	0
prasaNgavant	kochergina:e17000	1	corpus-gap	-	0
prasaNgin	kochergina:e17002	1	attested	exact	13
prasaYj	kochergina:e17003	1	attested	exact	246
prasac	kochergina:e16956	1	corpus-gap	-	0
prasad	kochergina:e16957	1	attested	exact	989
prasadya	kochergina:e16975	2	corpus-gap	-	0
prasah	kochergina:e16977	2	attested	exact	211
prasaha	kochergina:e16980	1	attested	exact	26
prasahana	kochergina:e16982	1	attested	exact	5
prasahvan	kochergina:e16983	1	attested	exact	4
prasahya	kochergina:e16984	1	corpus-gap	-	0
prasakala	kochergina:e16985	1	corpus-gap	-	0
prasakta	kochergina:e16987	1	corpus-gap	-	0
prasakti	kochergina:e16988	1	attested	exact	9
prasanna	kochergina:e17004	1	attested	exact	9
prasanna-jala	kochergina:e17005	1	corpus-gap	-	0
prasanna-muKa	kochergina:e17006	1	corpus-gap	-	0
prasanna-salila	kochergina:e17007	1	corpus-gap	-	0
prasannatA	kochergina:e17008	1	corpus-gap	-	0
prasannatva	kochergina:e17009	1	corpus-gap	-	0
prasar	kochergina:e17013	1	corpus-gap	-	0
prasara	kochergina:e17014	1	attested	exact	75
prasaraRa	kochergina:e17016	1	attested	exact	10
prasarga	kochergina:e17021	1	attested	exact	3
prasarj	kochergina:e17024	1	corpus-gap	-	0
prasarp	kochergina:e17025	1	corpus-gap	-	0
prasatta	kochergina:e17037	1	corpus-gap	-	0
prasatti	kochergina:e17038	1	attested	exact	2
prasavItar	kochergina:e17044	1	corpus-gap	-	0
prasava	kochergina:e17039	1	attested	exact	536
prasava-vedanA	kochergina:e17041	1	corpus-gap	-	0
prasavana	kochergina:e17040	1	attested	exact	2
prasavin	kochergina:e17042	1	attested	exact	4
prasavitar	kochergina:e17043	1	corpus-gap	-	0
praseka	kochergina:e17046	1	attested	exact	93
prasfta	kochergina:e17093	1	attested	exact	57
prasfti	kochergina:e17094	1	attested	exact	31
prasi	kochergina:e17047	1	corpus-gap	-	0
prasiD	kochergina:e17053	1	attested	exact	450
prasic	kochergina:e17048	1	attested	exact	49
prasidDa	kochergina:e17049	1	corpus-gap	-	0
prasidDatA	kochergina:e17050	1	corpus-gap	-	0
prasidDatva	kochergina:e17051	1	corpus-gap	-	0
prasidDi	kochergina:e17052	1	attested	exact	85
prasita	kochergina:e17055	1	attested	exact	5
prasiti	kochergina:e17059	1	attested	exact	41
prasmar	kochergina:e17064	1	corpus-gap	-	0
prasmartavya	kochergina:e17065	1	corpus-gap	-	0
prasmi	kochergina:e17066	1	attested	exact	1
prasnA	kochergina:e17067	1	attested	exact	24
prasnApay	kochergina:e17071	1	attested	exact	2
prasnava	kochergina:e17072	1	attested	exact	13
prasnigDa	kochergina:e17075	1	attested	exact	2
prasnu	kochergina:e17080	1	attested	exact	17
praspand	kochergina:e17082	1	attested	exact	8
praspandana	kochergina:e17083	1	attested	exact	2
prasrava	kochergina:e17088	1	attested	exact	9
prasravaRa	kochergina:e17089	1	attested	exact	123
prasraṁsa	kochergina:e17087	1	attested	floor	3
prastAra	kochergina:e17101	1	attested	exact	4
prastArin	kochergina:e17102	1	attested	exact	4
prastAta-paNkti	kochergina:e17103	1	corpus-gap	-	0
prastAva	kochergina:e17105	1	attested	exact	122
prastAvanA	kochergina:e17106	1	attested	exact	1
prastabDa	kochergina:e17096	1	corpus-gap	-	0
prastamBa	kochergina:e17097	1	attested	exact	2
prastar	kochergina:e17098	1	corpus-gap	-	0
prastara	kochergina:e17100	1	attested	exact	233
prastava	kochergina:e17104	1	corpus-gap	-	0
prastotar	kochergina:e17116	1	corpus-gap	-	0
prastu	kochergina:e17117	1	attested	exact	168
prastuta	kochergina:e17118	1	attested	exact	6
prastuti	kochergina:e17119	1	attested	exact	2
prasu	kochergina:e17120	1	attested	exact	25
prasup	kochergina:e17129	1	corpus-gap	-	0
prasupta	kochergina:e17130	1	corpus-gap	-	0
prasvApay	kochergina:e17139	1	attested	exact	8
prasvana	kochergina:e17137	1	corpus-gap	-	0
prasvap	kochergina:e17138	1	attested	exact	189
prasveda	kochergina:e17140	1	attested	exact	23
prasyand	kochergina:e17141	1	attested	exact	6
prasyanda	kochergina:e17142	1	corpus-gap	-	0
prasyandin	kochergina:e17143	1	attested	exact	6
pratAmra	kochergina:e17150	1	corpus-gap	-	0
pratAna	kochergina:e17151	1	attested	exact	41
pratApa	kochergina:e17154	1	attested	exact	140
pratApana	kochergina:e17155	1	attested	exact	27
pratApavant	kochergina:e17156	1	attested	exact	1
pratApin	kochergina:e17157	1	attested	exact	19
pratAra	kochergina:e17160	1	attested	exact	2
pratAraRa	kochergina:e17169	1	attested	exact	1
pratAraka	kochergina:e17165	1	attested	exact	1
pratI	kochergina:e17197	1	attested	exact	423
pratIGAta	kochergina:e17274	1	attested	exact	41
pratISI	kochergina:e17471	1	corpus-gap	-	0
pratISIna	kochergina:e17473	1	corpus-gap	-	0
pratIcCaka	kochergina:e17240	1	attested	exact	2
pratIcya	kochergina:e17244	1	attested	exact	23
pratIka	kochergina:e17308	1	attested	exact	100
pratIkz	kochergina:e17325	1	attested	exact	231
pratIkzaRa	kochergina:e17327	1	attested	exact	2
pratIkzin	kochergina:e90	1	attested	exact	14
pratImAna	kochergina:e17356	1	attested	exact	1
pratInAha	kochergina:e17366	1	attested	exact	7
pratIpa	kochergina:e17385	1	attested	exact	111
pratIpa-vacana	kochergina:e17408	1	corpus-gap	-	0
pratIq	kochergina:e17245	1	corpus-gap	-	0
pratIta	kochergina:e17491	1	attested	exact	6
pratIti	kochergina:e17496	1	attested	exact	77
pratIz	kochergina:e17441	1	attested	exact	67
pratamAm	kochergina:e17149	1	attested	exact	4
pratanu	kochergina:e17152	1	attested	exact	18
pratap	kochergina:e17153	1	attested	exact	142
pratar	kochergina:e17158	1	corpus-gap	-	0
pratarAm	kochergina:e17167	1	attested	exact	2
prataraRa	kochergina:e17168	1	attested	exact	32
prataram	kochergina:e17166	1	attested	exact	36
pratardana	kochergina:e17171	1	attested	exact	52
pratarka	kochergina:e17174	1	attested	exact	5
pratavas	kochergina:e17180	1	attested	exact	4
prati	kochergina:e221	1	attested	exact	2582
prati-	kochergina:e221	1	corpus-gap	-	0
prati-gaja	kochergina:e17266	1	corpus-gap	-	0
prati-gamana	kochergina:e17268	1	corpus-gap	-	0
pratiBA	kochergina:e17206	2	attested	exact	220
pratiBAga	kochergina:e17208	1	attested	exact	9
pratiBAna	kochergina:e17210	1	attested	exact	22
pratiBAnavant	kochergina:e17211	1	corpus-gap	-	0
pratiBAsa	kochergina:e17214	1	attested	exact	23
pratiBAsana	kochergina:e17215	1	attested	exact	1
pratiBAz	kochergina:e17213	1	attested	exact	181
pratiBI	kochergina:e17221	1	corpus-gap	-	0
pratiBU	kochergina:e17224	2	attested	exact	51
pratiBUmi	kochergina:e17227	1	corpus-gap	-	0
pratiBaj	kochergina:e17209	1	attested	exact	1
pratiBar	kochergina:e17212	1	corpus-gap	-	0
pratiBawa	kochergina:e17216	1	attested	exact	4
pratiBawatA	kochergina:e17217	1	corpus-gap	-	0
pratiBaya	kochergina:e17219	1	attested	exact	34
pratiBeda	kochergina:e17220	1	attested	exact	6
pratiBid	kochergina:e17222	1	attested	exact	5
pratiBrU	kochergina:e17223	1	corpus-gap	-	0
pratiBuj	kochergina:e17226	1	attested	exact	7
pratiDA	kochergina:e17252	1	attested	exact	108
pratiDAna	kochergina:e17253	1	attested	exact	1
pratiDartar	kochergina:e17254	1	corpus-gap	-	0
pratiDvAna	kochergina:e17255	1	attested	exact	3
pratiDvani	kochergina:e17256	1	corpus-gap	-	0
pratiGAta	kochergina:e17273	1	attested	exact	53
pratiGAta-kft	kochergina:e17275	1	corpus-gap	-	0
pratiGAtin	kochergina:e17276	1	attested	exact	5
pratiGa	kochergina:e17272	1	attested	exact	16
pratiPalana	kochergina:e17409	1	corpus-gap	-	0
pratiSAKA	kochergina:e17445	1	attested	exact	2
pratiSAKam	kochergina:e17446	1	corpus-gap	-	0
pratiSI	kochergina:e17470	1	attested	exact	4
pratiSaNkA	kochergina:e17448	1	corpus-gap	-	0
pratiSabda	kochergina:e17442	1	attested	exact	10
pratiSabdaka	kochergina:e17443	1	attested	exact	5
pratiSara	kochergina:e17460	1	attested	exact	1
pratiSatru	kochergina:e17461	1	attested	exact	2
pratiSlokam	kochergina:e17475	1	corpus-gap	-	0
pratiSrava	kochergina:e17478	1	attested	exact	12
pratiSravaRa	kochergina:e17479	1	attested	exact	5
pratiSraya	kochergina:e17480	1	attested	exact	36
pratiSru	kochergina:e17481	1	attested	exact	184
pratiSrut	kochergina:e17482	1	attested	exact	3
pratiSruti	kochergina:e17483	1	attested	exact	3
pratiTi	kochergina:e17495	1	corpus-gap	-	0
pratibAhU	kochergina:e17199	1	corpus-gap	-	0
pratibadDa	kochergina:e17198	1	corpus-gap	-	0
pratibala	kochergina:e17200	2	attested	exact	16
pratibanD	kochergina:e17202	1	attested	exact	68
pratibanDa	kochergina:e17203	1	attested	exact	18
pratibanDaka	kochergina:e17204	1	attested	exact	10
pratibanDin	kochergina:e17205	1	attested	exact	4
pratibimba	kochergina:e17228	1	attested	exact	73
pratiboDa	kochergina:e17230	1	attested	exact	9
pratiboDaka	kochergina:e17231	1	attested	exact	3
pratiboDana	kochergina:e17232	1	attested	exact	13
pratiboDavant	kochergina:e17233	1	corpus-gap	-	0
pratiboDin	kochergina:e17234	1	attested	exact	2
pratibodDay	kochergina:e17229	1	corpus-gap	-	0
pratibuD	kochergina:e17236	1	attested	exact	169
pratibudDi	kochergina:e17235	1	corpus-gap	-	0
praticCAyU	kochergina:e17243	1	corpus-gap	-	0
praticCanda	kochergina:e17241	1	corpus-gap	-	0
praticCandaka	kochergina:e17242	1	attested	exact	2
praticakz	kochergina:e17237	1	attested	exact	7
praticakzaRa	kochergina:e17238	1	attested	exact	7
praticakzya	kochergina:e17239	1	corpus-gap	-	0
pratidAna	kochergina:e17246	1	attested	exact	8
pratidIvan	kochergina:e17259	1	attested	exact	4
pratidUta	kochergina:e17262	1	attested	exact	6
pratidaRqa	kochergina:e17247	1	corpus-gap	-	0
pratidarS	kochergina:e17248	1	corpus-gap	-	0
pratidarSa	kochergina:e17249	1	attested	exact	1
pratidarSana	kochergina:e17250	1	attested	exact	3
pratideSam	kochergina:e17251	1	corpus-gap	-	0
pratidfSya	kochergina:e17261	1	corpus-gap	-	0
pratidinam	kochergina:e17257	1	attested	exact	48
pratidiv	kochergina:e17258	1	corpus-gap	-	0
pratidivasam	kochergina:e17260	1	attested	exact	9
pratidvIpam	kochergina:e17265	1	corpus-gap	-	0
pratidvandva	kochergina:e17263	1	attested	floor	3
pratidvandvin	kochergina:e17264	1	attested	floor	8
pratigam	kochergina:e17267	1	attested	exact	76
pratigar	kochergina:e17269	1	corpus-gap	-	0
pratigarj	kochergina:e17270	1	attested	exact	8
pratigeham	kochergina:e17271	1	corpus-gap	-	0
pratigfham	kochergina:e17284	1	attested	exact	3
pratigrAhin	kochergina:e17281	1	attested	exact	3
pratigrAmam	kochergina:e17283	1	corpus-gap	-	0
pratigraB	kochergina:e17277	1	corpus-gap	-	0
pratigrahItar	kochergina:e17282	1	corpus-gap	-	0
pratigraha	kochergina:e17278	1	attested	exact	217
pratigraha-Dana	kochergina:e17279	1	corpus-gap	-	0
pratigrahaRa	kochergina:e17280	1	attested	exact	7
pratihArAya	kochergina:e17286	1	corpus-gap	-	0
pratihArd	kochergina:e17287	1	corpus-gap	-	0
pratihar	kochergina:e17285	1	corpus-gap	-	0
pratihartar	kochergina:e17289	1	corpus-gap	-	0
pratihary	kochergina:e17290	1	attested	exact	8
pratiharz	kochergina:e17288	1	corpus-gap	-	0
pratihasta	kochergina:e17291	1	corpus-gap	-	0
pratihataDI	kochergina:e17292	1	corpus-gap	-	0
pratihez	kochergina:e17293	1	attested	exact	3
pratihiNsita	kochergina:e17294	1	attested	floor	2
pratijIvana	kochergina:e17299	1	corpus-gap	-	0
pratijIvita	kochergina:e17300	1	corpus-gap	-	0
pratijYA	kochergina:e17301	2	attested	exact	681
pratijYA-paripAlana	kochergina:e17305	1	corpus-gap	-	0
pratijYAna	kochergina:e17303	1	attested	exact	4
pratijYAntara	kochergina:e17304	1	attested	exact	2
