rank	root_iast	dcs_lemma	grammar_class	dcs_status	attested_count	coverage_pct	top_attested_forms
190	bhraṃś	bhraṃś	1	matched	340	94.7701	bhraṣṭa:89; bhraṣṭaḥ:37; bhraśyate:23; bhraṣṭā:20; bhraṣṭāḥ:20; bhraṣṭaṃ:19; bhraṣṭo:19; bhraṣṭasya:13; bhraṣṭam:9; bhraśyati:7; bhraṣṭaiḥ:6; bhraṣṭām:5; bhṛṣṭaṃ:4; bhṛṣṭān:4; bhraṣṭe:4
191	stṛ	stṛ	5	matched	334	94.8309	stṛṇāti:50; stṛṇute:39; stīrtvā:21; stṛṇāmi:15; stṛṇīta:12; stīrṇam:11; stīrṇaṃ:9; stīrṇa:8; stīrṇe:8; stṛṇuta:8; stṛṇīhi:7; stṛṣīya:7; stṛṇāty:7; astṛṇuta:7; stṛtaḥ:7
192	nud	nud	7	matched	332	94.8913	nudate:38; nudasva:36; anudanta:20; nuda:20; nunnāḥ:15; nudatu:12; nunnaḥ:10; nudati:9; nunude:8; nudatām:7; nudan:7; nunnam:7; nuttā:6; nunnā:6; nunna:6
193	lubh	lubh	4	matched	325	94.9504	lubdhaḥ:51; lubdhāḥ:39; lubdha:28; lubdhena:25; lubdho:24; lubdhasya:23; lubdham:22; lubdhā:17; lubdhaṃ:13; lubdhaiḥ:11; lubdhān:10; lubdhānāṃ:7; lubdhānām:6; lubdheṣu:5; lubhyanti:4
194	sac	sac	1	matched	323	95.0092	sacante:48; sacate:39; sacanta:20; sacantām:20; sacemahi:19; siṣakti:13; sacata:9; siṣaktu:9; sacasva:8; sacadhvam:8; sacatām:7; sacase:7; sakṣīmahi:7; saścasi:7; sacethe:7
195	1 vap / 2 vap	vap	1	homonym_shared	320	95.0674	vapati:37; vapate:23; avapat:21; vapāmi:20; vapata:18; uptam:18; uptvā:15; vapet:14; vapa:13; upta:13; vapanti:12; vapasi:10; 'vapat:7; vapatu:6; uptaṃ:6
196	vaś	vaś	1	matched	302	95.1224	uśanti:28; uśatī:24; uśmasi:22; vaṣṭi:17; uśantaḥ:17; uśatīr:16; uśatīḥ:15; uśan:14; uśann:11; uśataḥ:9; uśato:8; uśantam:8; vāvaśānāḥ:7; vaṣṭy:6; uśantaṃ:6
197	mṛj	mṛj	3	matched	298	95.1766	mṛṣṭa:70; mṛjanti:26; mṛṣṭvā:15; mṛjmahe:9; mṛṣṭaṃ:9; mṛjanty:9; mṛṣṭam:8; mārṣṭi:8; mṛjyate:8; mṛje:7; mārṣṭu:7; mṛṣṭaḥ:7; mṛṣṭā:6; mṛjyamānaḥ:6; mṛṣṭe:5
198	1 vā / 2 vā / 3 vā	vā	2	homonym_shared	298	95.2308	vāti:77; vavau:60; vānti:29; vātu:24; vavur:16; vāhi:13; vavuḥ:12; vāsi:8; vāntu:6; vāta:4; vāyati:4; vānam:3; vāyuḥ:3; vāyāt:3; vāty:3
199	plu	plu	1	matched	297	95.2849	plutam:66; plavate:25; plutaḥ:17; pupluve:13; plutaiḥ:12; pluta:9; plavamānaṃ:9; plutaṃ:8; plavatāṃ:8; plutā:7; plavamānā:6; plavamānaḥ:5; plutena:5; plaveta:4; plavamānasya:4
200	daṃś	daṃś	1	matched	296	95.3387	daṣṭa:29; daṣṭaḥ:27; daṣṭasya:25; daṣṭo:23; daṣṭe:20; daṣṭaṃ:19; daṣṭā:11; daśati:11; daṣṭam:11; daṣṭāḥ:10; daśanti:9; daṣṭānām:9; daṣṭānāṃ:8; daśyate:6; daśa:5
201	stambh	stambh	5	matched	291	95.3917	stabdha:62; stabdhvā:19; stabdhā:18; stabhāna:16; tastambha:15; stabdhaḥ:15; astabhnād:13; stabdhaṃ:11; stabdham:10; stabdho:10; astabhnāt:6; stabdhe:6; stabdhau:6; stabhnāmi:5; astabhnā:5
202	dāś	dāś	5	matched	290	95.4444	dāśuṣe:150; dāśuṣo:20; dāśuṣaḥ:17; dāśvāṃsam:14; dāśema:14; dadāśa:9; dāśat:7; dāśati:6; dāśvāṃso:5; dadāśuṣe:5; dāśad:5; dāśuṣa:4; dāśvān:3; dāśāt:3; dāśvāṁ:3
203	vṛj	vṛj	7	matched	283	95.4959	vṛṅkte:79; avṛñjata:33; vṛkta:27; vṛṇaktu:24; vṛṇakti:11; vṛṅgdhi:9; vṛṅdhi:8; vṛñjate:7; vṛñjanti:5; vṛṅktām:4; vṛṅkṣva:3; vṛjyate:3; vṛkṣi:3; vṛjyāḥ:3; vark:3
204	1 śṛ / 2 śṛ / 3 śṛ	śṛ	9	homonym_shared	278	95.5465	śīrṇa:66; śṛṇīhi:22; śīryate:21; aśīryata:16; śīrṇaṃ:11; śīryamāṇa:7; śīryante:7; śīrṇam:7; śīrṇāḥ:7; śīrṇā:7; śṛṇāti:6; śīrṇe:5; śṛṇītām:4; śṛṇātu:4; śīryaḥ:4
205	kṣan	kṣan	8	matched	276	95.5968	kṣata:104; kṣataḥ:31; kṣatam:29; kṣate:14; kṣataṃ:11; kṣatāḥ:11; kṣatā:11; kṣatān:8; kṣato:6; kṣatasya:5; kṣatām:5; kṣatau:5; kṣatānām:4; kṣatānāṃ:4; kṣataiḥ:4
206	dṛh	dṛh	4	matched	274	95.6466	dṛṃha:149; dṛṃhasva:17; dṛṃhati:13; adṛṃhan:11; dṛṃhantāṃ:8; dṛḍhā:7; adṛṃhat:7; dṛṃhaty:6; dṛṃhata:4; 'dṛṃhan:4; dṛﾱhāni:3; adṛṃhad:3; dṛṃheta:3; dṛṃhataṃ:3; dṛhya:3
207	śaṅk	śaṅk	1	matched	273	95.6963	śaṅke:38; śaṅkitaḥ:34; śaṅkitāḥ:20; śaṅkitā:12; śaṅkamānaḥ:12; śaṅkate:11; śaṅketa:10; śaṅkita:10; śaṅkamānā:7; śaṅkamāno:7; śaṅkito:7; śaṅkitam:6; śaṅkitaṃ:5; śaṅkase:5; śaṅkitum:5
208	chad	chad	1	matched	270	95.7454	channa:52; channam:47; channā:34; channaṃ:31; channaḥ:21; channāḥ:17; channo:13; channaiḥ:11; channām:8; channe:5; channena:5; channas:4; channāṃ:4; channau:3; channāni:3
209	1 lī / 2 lī	lī	1	homonym_shared	268	95.7942	līyate:68; līna:27; līnā:19; līyante:19; līnaṃ:19; līnaḥ:16; līnāḥ:15; līnāni:13; līnam:11; līne:10; līno:9; līyeta:4; līyamāne:3; līnām:3; līneṣu:3
210	tras	tras	4	matched	267	95.8428	trastāḥ:45; trasta:35; trastā:31; trastaḥ:21; trasto:15; trastān:12; trastam:9; trastaiḥ:8; trastaṃ:7; tatrāsa:6; trasyati:5; trasanti:5; traset:4; trastāni:4; trastānāṃ:4
211	cit	cit	3	matched	266	95.8912	cikitvān:47; ciketa:37; cikituṣe:19; ceti:16; cetati:13; aceti:8; cikite:8; ciketati:8; cikiddhi:6; citānāḥ:5; cikitvāṁ:5; cikitvo:5; ciketat:4; cikitre:4; cikituṣī:3
212	riṣ	riṣ	1	matched	257	95.9379	riṣyati:27; riṣāma:27; riṣāmā:18; riṣyate:13; riṣam:11; rīriṣo:10; rīriṣaḥ:9; riṣat:9; riṣyataḥ:9; riṣyaty:7; riṣṭaḥ:7; riṣan:7; riṣad:6; rīriṣata:5; riṣyāti:5
213	skand	skand	1	matched	247	95.9829	skandati:41; skannam:35; skannaṃ:22; caskanda:21; skandet:20; skanna:15; skanne:11; skanded:8; skannā:7; skān:6; skannasya:6; askandat:5; skandaty:5; askān:4; skandate:3
214	dhū	dhū	2	matched	245	96.0275	dhūta:43; dhunīta:17; dhunvan:13; dhunoti:10; dhuta:9; dhūnute:6; dhūtasya:6; dhūtvā:5; dhūnuṣva:5; dhūnuhi:5; adhūṣata:5; dhūnvanti:5; dhūnoti:5; dhunute:4; dhūnvan:4
215	rādh	rādh	5	matched	240	96.0711	rādhnoti:43; rādhyatāṃ:24; arātsma:19; rādhyatām:16; rādhi:15; rādhyāsam:14; 'rādhi:7; rādhnuvanti:5; rarādha:5; arātsuḥ:5; arādhi:5; arādhnuvan:4; rādhat:4; rādhiṣi:4; 'rātsur:4
216	kruś	kruś	4	matched	238	96.1145	cukruśuḥ:41; cukrośa:24; krośatāṃ:17; krośanti:15; krośantīṃ:14; krośato:11; krośantaḥ:10; cukruśur:10; krośantī:7; krośati:5; krośataḥ:5; krośadbhiḥ:4; krośatas:4; krośanto:4; krośatu:3
217	kamp	kamp	1	matched	237	96.1576	akampata:36; cakampe:36; kampate:32; cakampire:15; kampita:14; kampitaḥ:10; kampamāna:6; kampamānā:6; kampitā:6; kampitāḥ:6; kampante:5; kampitaiḥ:4; kampati:4; kampamānaḥ:3; kampitam:3
218	kṣubh	kṣubh	1	matched	236	96.2005	kṣubhita:31; cukṣubhe:28; kṣobhyam:26; kṣubdha:18; kṣobhyaḥ:13; kṣubhitāḥ:11; kṣubhitaṃ:11; kṣobhya:9; cukṣubhuḥ:6; kṣubhito:5; kṣubhite:5; kṣubhitā:5; kṣubhitaḥ:5; cukṣubhire:4; kṣubhyati:4
219	lag	lag	1	matched	236	96.2435	lagnam:52; lagna:48; lagnā:26; lagnena:15; lagnaṃ:13; lagnaiḥ:12; lagati:12; lagnaḥ:10; lagnām:7; laget:7; lagnāḥ:5; laganti:4; lagne:4; lagneṣu:3; lagnayā:3
220	smi	smi	1	matched	227	96.2848	smayann:51; smayamāno:27; smita:24; smayan:23; smitvā:13; smayamānaḥ:12; smayamāna:9; smayate:7; smayamānā:6; smayeta:5; smayamānena:3; asmayata:3; smitam:3; smayamānāḥ:3; smayantī:2
221	hi	hi	5	matched	224	96.3255	hinvanti:26; hinvanty:16; hinva:14; hitaḥ:12; hinvāno:10; hinota:9; hinvire:8; hinoti:7; hinvantu:7; hiyānaḥ:7; hiṇomi:6; hiṇuta:6; hinomi:6; hinvānaḥ:6; hito:5
222	vam	vam	1	matched	223	96.3661	vamet:28; vānta:20; vaman:17; vāntam:14; vamati:14; vamanto:14; vāntaṃ:13; vānte:7; vamanti:6; vamantaḥ:6; vamantam:6; vamiti:5; vamantaṃ:4; vānto:4; vamataḥ:3
223	1 kṛt / 2 kṛt	kṛt	2,6	homonym_shared	220	96.4061	kṛtta:47; cakarta:42; kṛntati:15; akṛntan:13; kṛntanti:7; kṛtya:7; kṛttaḥ:6; kṛttaṃ:5; kṛttā:5; kṛnta:4; kṛṇatti:4; kṛttam:4; kartsyāmi:3; akṛntann:3; kṛntāmi:3
224	kṣar	kṣar	2	matched	220	96.4462	kṣaranti:39; kṣarati:27; akṣaran:17; akṣarat:14; kṣarantu:11; kṣarat:10; kṣaran:9; kṣarantaḥ:8; akṣār:8; kṣarate:7; akṣāḥ:6; kṣaranta:5; kṣarantī:4; kṣarita:4; kṣara:3
225	van	van	6	matched	220	96.4862	vāvāna:16; vanute:16; vanate:16; vanavat:8; vanema:7; vanvan:6; vanāmahe:6; vanemahi:6; vanvann:6; vanuṣva:5; vanvānā:5; avanvata:5; vanutho:5; vanataṃ:5; vanvīta:4
226	bhrāj	bhrāj	1	matched	219	96.5261	bhrājate:28; bhrājamānaṃ:17; bhrājamāno:14; bhrājanti:13; bhrājat:12; bhrājante:12; bhrājase:9; bhrājanta:8; bhrājamānaḥ:8; bhrājamānam:7; bhrājamānā:7; babhrāja:6; bhrājamānāḥ:5; bhrājantaḥ:4; bhrājanto:4
227	1 rā / 2 rā	rā	1,4	homonym_shared	214	96.565	rāsva:34; rāta:28; rarāṇaḥ:16; raruṣaḥ:10; rarāṇā:10; rāsi:9; rāsvā:8; rāsate:6; rirīhi:6; arāsata:5; rarāṇo:5; rāsantām:5; rātāḥ:5; rarimā:5; rātaṃ:3
228	kliś	kliś	9	matched	213	96.6038	kliṣṭa:41; kliśyate:14; kliśyante:10; kliṣṭaṃ:9; kliṣṭam:9; kliśyanti:8; kliśnāti:8; kliṣṭo:7; kliśyamānāḥ:6; kliśyamānaḥ:6; kliṣṭe:5; kliṣṭā:5; kliśyati:5; kliṣṭāḥ:5; kliṣṭaḥ:5
229	gal	gal	1	matched	212	96.6423	galita:56; galat:25; galitam:21; galite:16; galitaṃ:16; galati:13; galitvā:9; galitaḥ:6; galitasya:5; galitau:4; galanti:4; galitaiḥ:3; galitena:3; galitā:3; galatām:3
230	1 vidh / 2 vidh	vidh	1,6	homonym_shared	209	96.6804	vidhema:137; vidhate:15; vidheyaṃ:10; vidhataḥ:8; avidhat:6; vidhes:5; 'vidhad:3; vidhato:3; vidhantam:3; vindhate:3; vidheyam:2; 'vidhat:2; vidheḥ:1; avidhāma:1; vidher:1
231	ric	ric	7	matched	206	96.7179	rikta:55; ricyate:15; riktam:12; riricāno:12; ririce:11; riricānam:11; riricāna:9; rikte:7; aricyata:5; ricyata:4; riktaḥ:4; āraik:4; riṇakti:3; rireca:3; riktāḥ:3
232	sṛ	sṛ	3	matched	204	96.755	sasāra:21; sarati:19; asarat:11; sisrate:10; sartave:9; sṛtvā:6; sasṛvāṃsaṃ:5; sara:5; sasṛvāṃsam:5; sarat:5; sasrur:5; sṛta:4; sasruṣīḥ:4; asaram:4; asaran:4
233	kāṅkṣ	kāṅkṣ	2	matched	202	96.7917	kāṅkṣati:20; kāṅkṣitānām:17; kāṅkṣitaṃ:14; kāṅkṣitam:13; kāṅkṣante:11; kāṅkṣito:9; kāṅkṣate:8; kāṅkṣitaḥ:6; kāṅkṣamāṇo:5; kāṅkṣe:5; kāṅkṣitā:5; kāṅkṣase:4; kāṅkṣamāṇaḥ:4; kāṅkṣiṣyati:3; kāṅkṣeta:3
234	ceṣṭ	ceṣṭ	1	matched	200	96.8281	ceṣṭitam:38; ceṣṭate:28; ceṣṭati:12; ceṣṭitaṃ:11; ceṣṭitaḥ:10; ceṣṭitaiḥ:10; aceṣṭata:8; ceṣṭanti:6; ceṣṭeta:5; ceṣṭamānaṃ:5; ceṣṭituṃ:5; ceṣṭitum:4; ceṣṭante:4; ceṣṭite:3; ceṣṭamānaḥ:3
235	1 yu / 2 yu	yu	2,3	homonym_shared	199	96.8643	yuvate:15; yuyodhy:15; yoṣam:11; yuyota:9; yuvase:8; yuvasva:8; yutam:6; yutaḥ:6; yuyotu:5; ayuvata:5; yute:5; yauṣṭaṃ:5; yaumi:4; yoṣaṃ:4; yuyotana:4
236	san	san	8	matched	196	96.9	sanitā:21; sanema:19; sanoti:15; sasāna:13; sasavāṃso:8; sanat:8; saneyam:6; sanuyāma:6; sanā:6; asanāma:5; sasavān:5; set:4; saniṣyan:4; saniṣyantīnām:3; sanitāsi:3
237	śiṣ	śiṣ	6	matched	194	96.9353	śiṣyate:26; śiṣṭāḥ:25; śiṣṭaṃ:17; śiṣṭam:12; śiṣṭān:10; śiṣṭvā:10; śiṣṭe:10; śiṣṭā:9; śinaṣṭi:6; śiṣṭeṣu:6; śiṣṭāni:5; śiṣṭaḥ:4; śiṣṭa:4; śeṣi:3; śiṣṭena:3
238	sṛp	sṛp	1	matched	192	96.9702	sarpanti:48; sarpati:41; sarpata:14; sarpate:9; sarpa:5; sarpet:4; sarpatām:4; sasarpa:4; sarped:3; sarpat:3; sṛptvā:3; asṛpta:2; sarpatāṃ:2; sṛpaḥ:2; sarpatu:2
239	ī	ī		matched	192	97.0052	īmahe:115; īyate:22; īyase:16; īmaha:13; iyānaḥ:8; iyānāḥ:3; īyata:2; īyamāno:2; īyante:2; iyāno:2; iyānā:2; īyamānaḥ:1; īyamānāḥ:1; iyānāso:1; ayamāna:1
240	1 ukṣ / 2 ukṣ	ukṣ	4	homonym_shared	191	97.0399	ukṣitam:26; ukṣitaḥ:22; ukṣitāḥ:21; ukṣita:19; ukṣitaiḥ:13; ukṣatu:12; ukṣitau:11; ukṣamāṇā:6; ukṣitā:6; ukṣatam:5; ukṣitān:4; ukṣamāṇās:4; ukṣata:3; ukṣantu:3; ukṣite:3
241	mūrch	mūrch	1	matched	189	97.0743	mūrta:23; mūrtaṃ:18; mūrchati:12; mūrchanti:12; mūrchitaḥ:12; mūrtā:10; mūrtam:9; mūrchito:7; mūrtayā:5; mūrchitvā:5; mūrchitaṃ:5; mūrtaḥ:4; mūrchan:4; mūrchitām:4; mūrtāḥ:4
242	diś	diś	6	matched	186	97.1082	diśāmi:16; diṣṭaṃ:13; diśantu:13; dideśa:11; diṣṭam:11; diśanti:9; diṣṭa:9; diśati:9; diśatu:9; diśa:8; diṣṭaḥ:6; diśet:6; diśantā:4; diṣṭe:4; diśāmy:4
243	spṛdh	spṛdh	6	matched	186	97.142	aspardhanta:39; spardhate:33; paspṛdhire:12; 'spardhanta:8; spardhamānā:8; spardhante:7; spardhamānaḥ:7; spardhamānāḥ:6; apaspṛdhethāṃ:5; spardhamāno:5; spardhya:5; spardheta:5; spardhan:4; spardhase:4; paspṛdhāte:2
244	ślāgh	ślāgh	1	matched	186	97.1759	ślāghyaḥ:21; ślāghya:21; ślāghyo:15; ślāghyaṃ:12; ślāghyam:11; ślāghyā:8; ślāghate:7; ślāghamānaḥ:6; ślāghyas:6; ślāghase:6; ślāghanīyaṃ:5; ślāghyāṃ:4; ślāghanīyo:4; ślāghanīya:3; ślāghamānā:3
245	dih	dih	2	matched	185	97.2095	digdha:83; dihyāt:15; digdhena:10; digdhaḥ:10; digdham:10; digdhaṃ:10; digdhāḥ:8; digdhā:7; dihet:4; digdhe:3; adihan:2; dihānaḥ:2; digdhām:2; digdhānām:2; digdhvā:2
246	garh	garh	1	matched	185	97.2432	garhitam:29; garhitaḥ:15; garhitaṃ:15; garhitāḥ:9; garhita:8; jagarhe:6; garhite:5; garhate:5; garhya:4; garhito:4; garhitā:4; garhitena:4; garhase:4; garhyam:3; garhyaṃ:3
247	krand	krand	1	matched	183	97.2765	acikradat:16; akrandad:16; akrandaḥ:11; krandati:10; cakranda:8; kranda:8; acikradad:8; krandantī:8; akrān:8; krandanti:5; krandan:5; akrandat:4; krandate:4; krandantīṃ:4; krandamānā:4
248	pinv	pinv	1	matched	182	97.3096	pinvasva:31; pinvate:21; pinvamānā:18; pinva:15; pinvanty:14; pinvatam:8; pinvamānāḥ:7; pinvamānaḥ:6; pinvamānam:4; pinvamāne:3; pinvanti:3; pinvataṃ:3; apinvatam:3; apinvata:3; pinvati:2
249	vāñch	vāñch	1	matched	180	97.3424	vāñchati:42; vāñchanti:25; vāñchitam:13; vāñchitaṃ:12; vāñchasi:11; vāñchita:10; vāñchantv:6; vāñcha:6; vāñchan:6; vāñchantu:5; vāñchanty:3; vāñchitaḥ:3; vāñchate:2; vāñchet:2; vāñchantaḥ:2
250	garj	garj	1	matched	179	97.3749	garjanti:19; garjan:11; garjantaṃ:11; garjantam:10; garjatām:10; garjantaḥ:8; garjat:7; garjati:7; jagarjuḥ:6; garjataḥ:6; garjanto:6; garjatāṃ:6; garjato:5; garjita:4; garjasi:4
251	edh	edh	1	matched	172	97.4062	edhate:65; edhiṣīmahi:23; edhante:19; edhitaḥ:9; edhantāṃ:6; edhanti:6; edhita:4; edhitam:3; edhasva:3; edhitum:3; edhiṣīya:2; edhamānam:2; edhete:2; edhamānā:2; edhamāno:2
252	1 śuṣ / 2 śuṣ	śuṣ	6	homonym_shared	166	97.4364	śuṣyati:41; śoṣyaṃ:18; śuṣyanti:15; śuṣyat:11; śuṣyataḥ:6; śuṣyatu:4; śuṣyato:4; śuṣyate:4; aśuṣyat:4; śuṣyantu:3; śuṣya:3; śuṣyantaṃ:3; aśuṣyan:3; śuṣyatā:3; śoṣyam:3
253	pyā	pyā	2	matched	165	97.4665	pyāyasva:30; pyāyatām:20; pipyuṣīm:10; pīpāya:9; pīpeḥ:8; pīpihi:7; pyāsiṣīmahi:6; pīpayanta:6; pipyuṣī:6; pipyataṃ:5; pīpivāṃsam:3; pyāyatāṃ:3; pinvāte:3; pīpayat:3; pipyathur:3
254	bhakṣ	bhakṣ	4	matched	162	97.4959	bhakṣya:20; bhakṣyāḥ:12; bhakṣyaṃ:11; bhakṣyam:10; bhakṣyā:10; bhakṣīmahi:9; bhakṣet:8; bhakṣituṃ:5; bhakṣyaḥ:5; bhakṣyo:4; bhakṣyamāṇā:4; bhakṣyatāṃ:4; bhakṣyān:4; bhakṣīya:4; bhakṣyamāṇaḥ:3
255	muṣ	muṣ	9	matched	162	97.5254	muṣṇāti:29; muṣita:23; muṣitā:10; muṣitaḥ:8; muṣitaṃ:5; moṣīḥ:5; muṣṇanti:5; muṣito:5; muṣitvā:5; muṣitam:5; muṣitāḥ:4; muṣiṣyāmaḥ:4; muṣyate:4; muṣṇan:4; muṣṇantam:3
256	takṣ	takṣ	5	matched	161	97.5547	tatakṣa:18; takṣan:10; taṣṭam:8; tatakṣuḥ:7; takṣati:6; takṣad:6; taṣṭa:5; tatakṣatuḥ:5; taṣṭaḥ:5; takṣata:5; tatakṣur:5; tatakṣāte:4; tatakṣatur:4; tāḍhi:3; takṣato:3
257	spṛ	spṛ	9	matched	160	97.5838	spṛṇoti:48; spṛṇomi:14; spṛṇute:11; spṛtaṃ:10; spṛṇāti:9; spṛtam:8; spṛtvā:5; spṛṇoty:5; spṛtaḥ:5; aspṛṇvata:5; spṛtāḥ:4; aspārṣam:3; ṣparad:3; aspṛṇvaṃs:2; spṛṇuhi:2
258	ghṛṣ	ghṛṣ	4	matched	156	97.6122	ghṛṣṭaṃ:33; ghṛṣṭam:31; ghṛṣṭvā:29; ghṛṣṭa:17; ghṛṣṭaḥ:9; ghṛṣṭo:7; ghṛṣṭena:7; ghṛṣṭā:4; ghṛṣṭeṣu:3; ghṛṣṭe:3; ghṛṣṭāḥ:2; ghṛṣṭāni:2; ghṛṣṭān:2; ghṛṣṭānām:1; gharṣet:1
259	vip	vip	1	matched	156	97.6406	vepamānā:26; vepamāna:21; vepamānaḥ:17; vepate:15; vepamāno:12; vepamānāṃ:6; vepamānam:5; vepiḍhvam:4; vepamānāḥ:4; vepamānān:4; vepantīṃ:4; vepamānaṃ:3; vepamānau:3; vepamāne:2; vepanti:2
260	sphuṭ	sphuṭ	6	matched	154	97.6686	sphuṭita:32; sphuṭanti:19; sphuṭati:14; sphuṭitā:10; sphuṭitaṃ:10; sphuṭitaḥ:9; sphuṭat:6; asphuṭat:6; sphuṭite:5; pusphoṭa:5; sphuṭatām:3; sphoṭati:3; sphuṭet:3; sphuṭitam:3; sphuṭatu:2
261	śvas	śvas	1	matched	154	97.6967	śvasan:58; śvasiti:21; śvasantam:8; śvasati:5; śvasat:5; śvasanto:4; śvasatāṃ:3; śvasita:3; śvasadbhir:3; śvasihi:2; śvasantī:2; śaśvasuḥ:2; śvasann:2; śvasantaḥ:2; śvasiṣi:2
262	carv	carv	1	matched	151	97.7241	cūrṇam:48; cūrṇaṃ:40; cūrṇāni:23; cūrṇa:12; cūrṇaḥ:6; cūrṇo:2; carvitā:2; cūrṇāḥ:2; cūrṇām:2; carvituṃ:1; carvitum:1; carvitaḥ:1; cūrṇān:1; cūrṇaiḥ:1; cūrṇe:1
263	1 dṛ / 2 dṛ	dṛ	1,9	homonym_shared	151	97.7516	dīryate:32; darṣi:11; dīryeta:8; dīrṇe:7; dīryante:7; dīryati:7; dadāra:6; dīrṇam:5; dīryataḥ:5; dīrṇaṃ:5; darṣīṣṭa:5; dīrṇa:3; dīryamāṇāṃ:3; dīryatām:3; darṣat:3
264	mṛṣ	mṛṣ	2	matched	150	97.7789	amṛṣyata:30; mamṛṣe:22; amṛṣyanta:14; mṛṣyate:11; mṛṣyamāṇaḥ:7; mṛṣyanti:6; mṛṣyante:6; mṛṣyatām:5; mīmṛṣo:4; mṛṣyatāṃ:4; mṛṣyāmi:4; mṛṣye:4; amṛṣyat:3; mṛṣyati:3; marṣaṇīyo:3
265	ṛṣ	ṛṣ	1,6	matched	147	97.8057	arṣati:46; arṣa:32; arṣanti:21; arṣasi:17; arṣā:7; ṛṣatu:3; arṣatu:3; arṣantv:2; arṣanty:2; arṣann:2; arṣan:2; ṛṣaty:1; ārṣat:1; arṣase:1; arṣantu:1
266	vraśc	vraśc	6	matched	145	97.832	vṛśca:30; vṛścet:19; vṛścati:16; vṛścāmi:10; vṛkṇam:10; vṛścanti:7; vṛścate:7; vṛścyeta:5; vṛkṇa:3; vṛścat:3; vṛścatu:2; vṛścatām:2; vṛścantām:2; vṛkṇaḥ:2; vṛścā:2
267	khid	khid	6	matched	141	97.8577	khinnaḥ:23; khinna:18; khinnā:18; khinno:13; khidyate:9; khinnam:7; khinnāḥ:4; khinnena:4; khinnām:4; khidyati:3; khinnānām:3; khidāmi:2; khida:2; khinnau:2; khinnayā:2
268	pad	pad	1	matched	134	97.8821	panna:16; padyate:15; padye:10; pādi:9; padyatām:9; padyasva:9; padīṣṭa:8; apadyata:7; padyeta:4; padyante:3; padyantām:3; pannam:3; pādy:3; padyamānaḥ:3; apadmahi:3
269	dhṛṣ	dhṛṣ	1	matched	133	97.9063	dhṛṣatā:12; dhṛṣṭaḥ:11; dhṛṣṭam:8; dadharṣati:7; dhṛṣat:7; dharṣa:7; dhṛṣṭa:6; dhṛṣṭo:6; dhṛṣṭaṃ:6; dadharṣa:4; dhṛṣṭā:4; dhṛṣyaḥ:3; dhṛṣan:3; dadhṛṣvān:3; dhṛṣito:3
270	pṛc	pṛc	3	matched	133	97.9305	pṛcyantām:10; pṛcyate:8; pipṛgdhi:7; pṛcyasva:7; pṛṇakṣi:7; pṛṅktam:7; pṛcyantāṃ:5; pṛcyadhvam:5; pṛñcatīr:4; pṛṅktaṃ:4; pṛcyatām:4; pṛṅkta:4; pṛñcanti:3; pṛktaṃ:3; pṛṇaktu:3
271	sraṃs	sraṃs	9	matched	133	97.9547	srasta:86; sraṃsate:7; srastaṃ:5; sraste:4; srastāṃ:2; srastena:2; srastā:2; srastam:2; srastair:2; sraṃsanta:2; srastaḥ:2; srasann:1; sraṃsatāṃ:1; sraṃsatām:1; asisrasat:1
272	mṛḍ	mṛḍ	6	matched	131	97.9785	mṛḍa:45; mṛḍata:10; mṛḍantu:8; mṛﾱa:7; mṛḍatām:7; mṛḍāti:6; mṛḍataṃ:6; mṛḍā:6; mṛﾱā:6; mṛﾱatā:6; mṛﾱata:3; mṛḍantv:2; mṛḍatā:2; mṛḍāt:2; mṛḍatam:2
273	nah	nah	1	matched	131	98.0024	nahyāmi:20; nahyati:10; naddham:9; nahyethām:8; naddha:8; naddhaḥ:7; nahyadhvaṃ:7; nahyata:5; naddhaṃ:5; naddhāḥ:5; nahyāmy:4; naddhāni:4; nahyadhvam:3; nahyasva:3; nahya:3
274	dhvaṃs	dhvaṃs	1	matched	130	98.026	dhvasta:57; dhvastam:11; dhvastaṃ:9; dhvastā:7; dhvastaḥ:6; dhvaṃsate:5; dhvastāḥ:5; dhvaste:4; dhvaṃsa:3; dhvastāṃ:3; dhvaṃsante:2; dhvastām:2; dadhvase:2; dhvasto:1; dhvaṃsati:1
275	ghrā	ghrā	3	matched	130	98.0497	ghrāyati:27; jighrati:22; jighran:8; jighranti:7; ghrātvā:6; jighrann:5; jighret:5; ghrātam:5; ghreyaṃ:5; jighred:3; ghreyāṇi:3; ghrāsyati:2; jighratī:2; ghrātaḥ:2; ghrāte:2
276	lamb	lamb	1	matched	130	98.0733	lambate:20; lambamāne:10; lambitam:9; lambamānān:9; lambamāna:9; lambante:6; lalambe:5; lambita:5; lambāmahe:4; lambamānāṃ:3; lambamānā:3; lambamānāni:3; lambamānaiḥ:2; lambamānam:2; lambamānasya:2
277	nand	nand	1	matched	129	98.0968	nananda:39; nandanti:21; nandati:15; nananduḥ:7; nanandatuḥ:5; nandāmi:5; nanditam:3; nandāma:3; anandat:3; nandasi:3; nandatu:2; nandate:2; nandatsu:2; nandantu:2; nandanty:2
